SystematicName	StandardName	Aliases	Timepoint1	Timepoint2	Timepoint3	Timepoint4	Timepoint5	Timepoint6	Timepoint7	Timepoint8	Timepoint9	Timepoint10	Timepoint11	Timepoint12	Timepoint13	Timepoint14	Timepoint15
byClock	-	-	30	46	62	78	94	110	126	142	158	174	190	206	222	238	254
YPR161C	SGV1	BUR1	1266.35838	1596.847822	1669.59023	1696.313693	1419.810981	1317.304425	1464.391844	1549.965086	1651.531492	1599.348617	1569.71978	1573.952657	1626.774013	1594.728439	1688.830307
YOL138C	RTC1	-	1959.322821	1854.448142	2109.386934	1889.994262	1505.487747	1661.63094	1731.818287	1745.685249	1759.184562	1611.096514	1622.085601	1570.828077	1654.717982	1482.185106	1531.649238
YDR395W	SXM1	KAP108	2847.504303	5147.046182	5775.048784	5805.680206	5452.146408	5006.636608	4821.06083	4828.040069	4855.202549	4842.23066	5123.085848	4876.688441	4747.292602	4676.405825	4727.074378
YGR129W	SYF2	NTC31	1809.829771	1240.234978	1808.691708	969.9821812	805.3186594	783.6631773	894.0599246	962.7669717	1055.531703	815.4449606	779.586398	859.0192997	829.2896711	843.8197262	799.8067796
YPR165W	RHO1	-	11045.72193	11542.96729	9472.8541	9729.683474	10350.81673	10515.65808	10731.39418	9968.7292	8646.970435	8732.595883	9091.276317	9551.412203	9884.74109	9400.052116	9527.73485
YPR098C	-	-	8571.133361	7569.316416	5861.546704	3578.319447	2973.798545	2978.326831	3338.915748	3621.521911	4002.152064	4052.117981	4115.419534	4077.173012	4261.790099	4141.89756	4480.365265
YPL015C	HST2	-	2428.64067	2874.111453	1941.652563	2956.373989	3252.581445	2662.947628	2192.582163	2235.081339	2593.364551	3047.348153	2720.390997	2666.20058	2550.836327	2584.851179	2720.604861
YCL050C	APA1	DTP1	5810.908243	6105.629923	4481.637866	5326.269303	5423.559204	5978.501709	6210.166306	6326.19824	6211.100085	6540.036048	7121.290601	7025.044222	6935.215777	6709.622408	6874.235738
YLR031W	-	-	462.7239422	370.6552253	188.6030369	177.8283291	187.9228599	162.0242606	171.7448243	192.7115598	191.1627936	152.5957778	164.8035789	181.1720018	189.3557848	169.2200381	178.7701998
YIL014C-A	-	YIL015C-A	209.6641891	213.5245746	294.6889856	232.8544598	229.93684	283.3191407	245.9222207	210.994014	222.407405	197.8414763	239.270847	217.5634316	226.5906956	207.2393098	206.4144442
YMR193W	MRPL24	MRPL14	1701.468431	1310.070993	1426.806124	1236.785596	1331.86776	1282.842876	1333.822467	1474.830808	1559.828255	1296.389257	1193.251246	1188.494091	1285.835763	1239.810339	1223.756196
YGR053C	-	-	468.4645148	258.9666252	226.5909624	218.6880363	234.3939216	214.3061154	213.8452822	248.7306021	274.0158301	249.3914427	277.2436883	214.336897	257.6550356	236.1012202	259.3993473
YCR101C	-	-	234.0271539	262.3580046	252.625762	286.9855306	263.4106353	283.1048671	258.5631524	269.6880692	248.584487	283.6850802	254.00248	253.4693759	277.8309963	292.1377546	289.262104
YER087C-B	SBH1	YER087C-A|SEB1	7703.395021	7393.362146	8520.37963	8635.94162	9816.829663	10874.77779	10597.93701	9450.075989	8834.586095	9301.258594	9811.024528	10195.16509	9802.849971	9609.918799	9408.28253
YOR280C	FSH3	-	2835.77414	2822.106325	2841.513741	2393.06784	2289.565227	2056.183538	1775.117652	1715.642185	1954.453157	1925.080751	1851.85869	1771.762647	1781.000018	1655.095965	1773.095845
YGR097W	ASK10	-	2195.696498	2338.494697	1860.96165	2253.598207	2142.0994	2406.323095	2373.984261	2178.858829	2263.396765	2384.996946	2588.312291	2436.308666	2571.223645	2461.439573	2641.639151
YKL025C	PAN3	ECM35	5012.755595	3133.496307	2772.725672	2247.148456	2166.292032	2086.819724	2360.954454	2495.79158	2732.995752	2439.839928	2268.689903	2396.147911	2587.516401	2790.166203	2793.013778
YKR011C	-	TOS5	4937.952925	1000.310864	757.5783611	578.9021779	659.6732338	818.2340807	844.7233251	960.5699357	1113.930483	1058.484238	1011.487615	1130.861868	1181.978235	1247.889645	1297.770097
YEL004W	YEA4	-	2008.879705	1491.534331	1606.249245	1308.598542	1191.47164	961.4624743	968.7808639	1075.442603	1262.340756	1215.700043	1208.704083	1154.716371	1155.590661	1112.191803	1192.870006
YJL200C	ACO2	-	1021.517276	1906.410803	5353.045826	7391.238943	6966.095862	5639.115084	4850.445906	4338.104226	3966.99722	3875.637996	4287.51487	4765.989654	5350.931814	5566.204458	5469.549573
YLL027W	ISA1	-	2661.653505	1986.831215	2299.685729	2204.482955	2093.710803	2109.562251	2201.578898	2100.908702	2089.374228	1855.585634	1959.972082	1890.597812	1954.898961	1813.599202	1864.365899
YDR348C	-	-	2068.970167	1728.501486	2156.677329	2897.4545	3435.963305	2948.537155	2417.799142	2331.440854	2442.114039	2353.33387	2564.819817	2482.680932	2596.814158	2437.783288	2493.767671
YLR045C	STU2	-	658.8536981	510.5800388	822.6899162	1104.53419	1681.983857	2408.905535	2123.425	1350.89716	1153.551197	1276.163968	1517.186059	1556.150076	1654.620596	1565.181407	1549.402856
YPL183C	RTT10	-	2261.455239	4897.696801	5615.93114	5094.175218	4793.32108	4634.231702	4771.887128	4635.498857	4861.533033	4671.363966	4661.498336	4337.734682	4362.48294	4089.573407	4244.103799
YGR003W	CUL3	CULB	1040.013976	1503.526135	1428.689351	1690.130893	1440.250241	1307.625731	1536.465881	1644.600012	1519.360032	1433.230164	1361.193275	1367.977035	1412.243655	1344.081582	1395.743993
YBL095W	-	-	3056.113601	2048.484208	2126.320811	1743.428196	1913.213551	2467.329443	2446.737807	2274.734736	2229.394789	2062.515733	2200.469256	2287.120233	2258.268355	2110.567791	2087.112557
YGL060W	YBP2	-	1541.696989	1478.697074	1705.73534	2059.931444	2257.426949	1984.357185	1693.658268	1587.06191	1666.065892	1837.974627	1874.179925	1860.809679	2116.757004	1747.270823	1909.108676
YLL007C	-	-	652.0584306	538.2338921	513.9733004	549.8404087	537.6786757	486.5190161	562.9115264	522.9041344	520.86818	526.837872	495.2955629	504.8186949	537.1171256	467.7906634	510.9389691
YEL009C	GCN4	ARG9|AAS3	19372.03429	21194.7439	20526.43256	20159.22216	20245.5831	20342.63755	20115.28486	20093.9848	19668.36016	19049.92877	19530.8882	19351.55489	19279.84522	19028.1871	18747.13271
YEL015W	EDC3	LSM16|DCP3	3242.297627	2938.275682	3184.068367	2963.827474	5729.860306	3247.892198	3283.744023	3212.902941	3393.904793	3074.792642	3169.243966	3152.124901	3096.418069	2967.870751	2998.993756
YOR083W	WHI5	-	523.2833936	579.8450163	644.3671292	935.1654327	1246.220504	1388.986534	1181.278575	868.1034947	754.8433568	993.0299878	1167.878301	955.1332368	1008.524923	951.9395785	954.6480124
YDR329C	PEX3	PAS3	1531.127253	977.4067407	839.1099908	897.3998868	1004.979343	1031.83157	1138.139978	1177.499453	1223.094743	1114.182844	1129.38959	1165.811317	1155.709046	1058.544604	1164.264503
YBR252W	DUT1	-	4127.602953	4789.406638	7158.188051	7567.746844	8583.337824	9080.19405	8155.48539	6916.033722	7032.581522	7199.637452	7571.941466	7214.187005	7278.491443	6483.396734	6737.628376
YDL202W	MRPL11	-	1670.837367	1560.166742	1560.482503	1580.966054	1810.275142	1699.932942	1929.846418	2084.849964	2084.023784	1896.397903	1688.727414	1759.013586	1816.071832	1789.784686	1820.410688
YHR209W	CRG1	-	872.2012516	648.4387678	330.5020721	307.227841	294.8435178	243.3513598	262.1881062	276.4114822	291.8398116	247.8757666	232.3066709	251.7322637	287.2806443	244.1196445	284.6385945
YPR008W	HAA1	-	1114.830204	1144.485086	1072.549565	1469.874365	1122.302913	920.3460313	1011.306866	1113.460339	1171.967799	1124.682963	1100.264141	1114.090291	1131.583426	1062.487511	1103.93778
YER075C	PTP3	-	2073.674299	2141.835831	1579.713053	1892.478893	1965.681407	1813.435602	2105.123211	2561.216054	2382.213145	2078.263285	2002.70725	2012.966885	2148.542937	2142.355091	2142.276912
YDL203C	ACK1	-	2720.844968	2967.658021	3980.096066	3761.247784	3317.113177	4309.182196	3912.568434	3731.767689	3895.953766	4050.461498	4012.811972	3583.033734	3542.494163	3675.341892	3582.227198
YBR050C	REG2	-	1109.650805	452.766103	356.5301147	336.2952929	353.6486517	339.7573082	350.7605403	364.3161239	372.562445	354.5904826	373.5636457	356.1763433	348.4627919	334.2040721	336.5368829
YMR197C	VTI1	-	2984.427147	2279.025758	1594.207964	1797.819045	1592.996863	1543.454107	1723.462149	1984.631853	1925.899603	1726.793639	1670.625021	1698.331931	1890.551456	1809.157362	1882.218967
YBL049W	MOH1	-	431.1153631	406.3571851	416.3888768	342.003252	375.150193	428.1274191	434.5296188	349.2544224	361.7299118	387.4580191	356.977094	372.8093272	424.6095404	468.0312302	364.5918721
YER054C	GIP2	-	494.6243128	234.6513388	220.9736728	211.9352063	204.7082737	203.8000798	224.3955531	216.436169	215.7015015	220.5552181	228.5662927	208.2654961	210.8589744	212.9818826	211.0795708
YDR305C	HNT2	APH1	2206.714042	1468.08286	1304.623328	1297.4823	1354.681597	1119.948448	1320.057115	1690.229717	1590.483008	1331.204072	1213.150658	1352.931264	1476.890129	1424.505435	1491.320585
YNL201C	PSY2	-	758.3879878	1004.0308	1140.963003	1413.116073	1434.408593	1114.863768	1046.669177	1163.034571	1264.074507	1154.763533	1121.49507	1148.751825	1132.46832	1262.160506	1257.11386
YCR061W	-	YCR062W	5142.413565	5560.257622	1608.154185	1709.246434	1514.35017	1724.916233	1825.373294	1690.617042	1896.179599	2616.30105	2829.544392	2663.126059	2642.707173	2410.499481	2631.535297
YDL116W	NUP84	-	4516.869966	4067.30018	4252.776913	4140.095635	3764.994641	3626.581807	3779.692375	3949.326845	3946.080658	3573.850526	3689.061957	3599.04672	3891.118582	3726.308921	3899.955383
YPL171C	OYE3	ZRG6	603.859128	770.1191438	885.0939687	579.2028012	517.1897445	487.6671675	518.6084342	456.162602	486.8249339	535.9262997	539.5205851	567.472246	526.373078	532.3251658	504.0309754
YHR051W	COX6	-	5400.721918	6629.000073	6417.899643	7810.889001	7049.824395	6060.451916	6212.693754	6039.631235	5598.919482	5620.998296	4876.797206	4917.217939	4942.910699	4797.394697	4802.061774
YPR124W	CTR1	-	586.444644	1102.875026	1453.128623	2334.886318	2755.079284	3548.826805	4470.455066	5044.026355	5012.77817	5703.119993	6028.736583	6165.174738	5915.928908	5330.371074	5223.755248
YGL167C	PMR1	SSC1|LDB1|BSD1	7219.57134	7844.80907	7408.01668	8143.021169	8382.158011	7495.188356	7506.235537	7578.314049	7609.625255	7494.060623	7479.019907	7365.277167	7630.129724	7566.654632	7583.058224
YJL023C	PET130	-	774.4350662	712.5741073	704.6472028	648.9222013	612.970234	433.3751874	509.1396056	572.4010074	542.3912906	554.1895314	477.6219033	521.2894108	522.7378179	530.1154365	594.9987867
YDL165W	CDC36	NOT2|DNA19	3938.142899	3539.133109	3831.182716	3222.185197	3027.827701	3173.364188	3262.75594	3161.885791	3425.979313	3313.525822	3104.699435	3125.072028	3219.194103	3188.455583	3167.180803
YLR154C-H	-	-	733.7395946	492.9616544	746.312267	550.326954	431.7232105	666.4806136	579.1482839	4453.397131	2948.078201	657.9011863	3165.34347	2609.629597	2390.92578	1829.899158	1991.887725
YPL119C-A	-	-	638.0920594	392.186788	293.4533179	370.4219557	382.7294692	342.9270174	298.6244875	331.3396827	382.5811508	380.9701364	378.0863811	371.6493607	376.7844835	384.6369173	416.5313989
YIL143C	SSL2	RAD25|LOM3	2902.800224	2381.541152	2244.827202	2281.017345	2018.259586	1763.247887	1979.340102	2124.523337	2134.884667	1928.598855	1994.082316	1963.438434	1992.099979	1946.020139	1975.834575
YGR240C	PFK1	-	14662.70762	16691.09711	14891.76133	16368.43812	16609.91459	16859.17198	17599.24795	17534.65407	16735.25167	17637.81064	17767.85989	18198.4635	18474.65759	17742.68951	18093.42117
YOR094W	ARF3	ARL2	3317.238596	2522.271867	2657.143427	1942.586219	1745.841377	1966.532523	2214.122515	2444.821359	2453.981506	2106.161895	2047.168492	2049.783547	2096.045202	2101.973576	1939.951636
YDR167W	TAF10	TAF25|TAF23	2663.250308	2662.763589	3153.024061	2988.990899	2920.928217	2878.091077	2687.247863	2896.738721	2992.665073	2673.153064	2656.826987	2632.89549	2595.413598	2405.423233	2491.115262
YBR063C	-	-	2917.476816	1874.949614	2633.596271	1954.471645	1728.329051	1662.261219	1849.296665	2020.139379	2043.272404	1810.296466	1703.782518	1815.753969	1768.42132	1811.888056	1728.691381
YER052C	HOM3	SIL4|BOR1	3208.537391	5775.673948	6374.226419	7515.105927	8140.883818	8128.845028	7929.51175	8166.0904	7971.995666	8158.978897	8460.985816	8486.331461	8839.763435	8596.071748	9101.646377
YPL118W	MRP51	-	3618.116628	3127.4888	3148.220057	2955.394456	2999.535077	2772.929574	2939.726436	3585.592231	3759.774258	2976.978769	2934.718656	2911.979225	3183.278408	3276.690499	3407.376225
YPR187W	RPO26	RPB6	7096.087783	11248.49521	13174.30822	12496.41024	12004.54976	11545.03798	11252.18336	11833.46004	11881.76153	11364.21553	10670.81002	10855.2539	11188.38612	11049.93371	11079.69312
YGR178C	PBP1	MRS16	3042.477135	2843.855971	2542.002081	2896.874259	2752.499057	3214.568488	3300.123849	3472.162043	3509.582639	3313.171436	3424.831959	3214.418139	3329.946075	3071.79174	3215.905745
YOL141W	PPM2	TYW4	326.8423032	545.0295358	496.8968021	874.232583	807.0807778	843.4920388	768.8409952	700.2435152	583.7834095	747.858453	742.9001707	670.0449171	656.6993262	639.9346274	681.2974463
YJL065C	DLS1	-	2751.852423	2653.477826	3226.053757	2821.688048	2881.036492	2883.312963	2908.371797	2713.36074	2806.23754	2581.796118	2633.263666	2544.713047	2754.989983	2611.732234	2600.741377
YPR086W	SUA7	SOH4	3246.504652	4293.117063	4350.988131	5184.807479	5207.545745	4943.433688	4897.692812	4402.613672	4483.770457	4634.853275	4478.771767	4422.915838	4640.992744	4299.067654	4292.390205
YBR122C	MRPL36	-	3796.388778	2939.209439	2825.65554	2662.914541	2886.391452	3027.691459	3261.000016	3375.312564	3472.639595	3107.331376	2908.715814	3050.527199	3080.492623	3016.06055	3028.9964
YBR279W	PAF1	-	3495.108133	2715.061913	3320.901768	2782.337388	2560.676047	2432.623542	2720.869572	3349.331208	3255.604635	2759.598072	2680.402458	2762.428831	2713.226196	3052.577299	2663.728496
YBR271W	-	-	654.7660394	1366.813071	1994.583225	2145.60625	2226.546298	1921.583694	1754.072821	1532.916866	1587.329401	1618.272008	1715.638065	1619.095329	1489.256294	1468.791969	1478.242844
YMR221C	-	-	3706.776891	5101.605186	4964.246285	6149.311807	6040.209186	6043.689016	5492.504466	5346.797071	5115.775536	5540.806889	5368.948409	5522.815716	5620.518771	5365.755581	5704.196573
YER130C	-	-	3164.775904	2864.719732	1867.674221	1554.406083	1394.26431	1395.727974	1479.091591	1478.45915	1400.941716	1362.721164	1252.938049	1278.197731	1405.986312	1261.092487	1316.481877
YBR155W	CNS1	-	902.610331	2503.731769	3777.846328	3522.809844	3489.7942	2998.633342	2825.410936	2938.891538	3023.649663	2809.406754	3039.177357	2775.146737	2633.818383	2638.823227	2575.077431
YDR363W	ESC2	-	876.4917584	903.7191448	1156.571109	955.2324315	776.4946064	691.0898019	783.0021929	798.7428518	847.5499337	789.359777	767.14571	735.1261782	806.4805187	749.4761911	838.1344474
YLR443W	ECM7	ZRG15	1585.750863	1590.190861	1820.447358	1708.249247	1835.086762	1718.085379	1600.228012	1535.832415	1405.989033	1389.025337	1520.892264	1444.006814	1529.223064	1353.880914	1379.208862
YPL147W	PXA1	SSH2|PAT2|PAL1|LPI1	561.1900651	377.2670308	399.4405736	374.6272314	352.5643412	485.0200405	510.8249056	506.9255449	467.4450993	511.158208	495.4521534	532.1971624	443.6069149	601.3003438	524.9686742
YGR266W	-	-	6993.900824	4095.819354	3039.644296	2540.534999	2176.826311	2252.742175	2515.682082	2989.839077	3286.734917	2965.246729	2669.962093	2494.025336	2744.530748	2622.557062	2753.496273
YBR067C	TIP1	-	15549.19425	7761.159423	5643.914493	7870.545918	9292.890511	6955.637798	5397.147336	8502.285816	11890.25005	11830.0294	11960.01099	12051.87898	12947.33077	12815.01066	12677.20618
YAL034C	FUN19	-	3591.092126	1381.183281	1016.680262	906.7687096	926.1072263	944.9854056	987.6056493	916.7655032	884.6183537	808.8671435	893.1752725	888.7124799	922.9441775	899.9455259	901.4771968
YLR270W	DCS1	DcpS	10043.23994	6893.664178	1720.66598	1497.331918	1251.819665	1234.779181	1653.983768	2151.383844	2461.445995	2334.338644	2046.195721	2052.45526	2390.165226	2677.931029	2656.528142
YCR095C	OCA4	-	1981.742684	1370.155455	1641.298254	1203.045424	1128.242033	995.8377688	1017.75585	1228.689922	1352.761044	1147.00197	1064.8955	1088.327645	1043.172833	1088.517781	1090.625896
YPR084W	-	-	1520.838387	1180.841738	1290.921146	1059.000551	1108.150743	1040.606153	1030.772925	976.5719796	1030.784234	939.5546921	985.5895045	907.2486678	994.6592539	929.4782001	978.6169383
YBR184W	-	-	220.7485141	218.5882277	165.6558998	195.0872751	357.5872169	303.8274807	288.4693493	226.3908379	218.6391006	227.8033048	252.4272174	279.4728337	247.4641105	253.1584341	276.3858289
YMR113W	FOL3	-	3312.642407	1960.90425	1798.599485	1533.457111	1473.4255	1494.819832	1430.919586	1559.445096	1669.392474	1389.964112	1596.506137	1504.865483	1487.630362	1420.363433	1419.533696
YGR035C	-	-	224.3449885	249.1847622	307.7938286	282.3632706	306.6106834	346.1389959	383.4158302	345.4824135	317.8883952	338.3639379	343.2151549	355.9697121	386.1038698	358.4619328	375.5966548
YCL008C	STP22	VPL15|VPS23	2552.784732	2214.741768	1841.026875	1639.733232	1531.842031	1379.822854	1405.749631	1505.6844	1601.245701	1544.33602	1614.64768	1458.62179	1521.172071	1406.765192	1456.233245
YDL222C	FMP45	-	15652.9551	8197.151711	601.7577886	642.4214994	706.9289007	636.1140523	525.2512791	486.809716	520.4799953	567.7270529	570.8564461	542.8444541	570.2256824	497.5085318	513.9179546
YEL065W	SIT1	ARN3	8236.408352	12425.4632	8454.944774	7320.794044	5345.77929	5463.546706	6844.6938	6531.227873	5067.043638	4846.37012	4960.155836	5520.586508	4634.557355	3587.389439	3446.733147
YMR296C	LCB1	TSC2|END8	6830.056245	8318.003127	8086.245926	9195.255882	10077.62351	9643.007147	8794.858907	8285.831568	8746.936858	9301.486429	9617.177684	9345.890445	9286.670991	8946.338585	9092.838062
YDR232W	HEM1	OLE3|CYD1	3574.158702	3889.060032	5298.617511	6001.629203	6384.935714	6661.490142	6669.699864	5975.165391	6000.358883	6076.764473	6359.039153	6505.081841	6218.330048	6247.621398	6235.297165
YHR116W	COX23	-	557.6735628	501.1220286	482.4787358	461.6456583	480.1580736	478.6132867	542.1087949	561.8281039	586.5628714	568.2463407	536.6302398	507.8106314	592.5453712	536.4350099	569.9474442
YDR313C	PIB1	-	1700.185799	1211.296997	1208.949637	1002.027073	1015.551201	988.4489508	1018.066155	964.1049107	1022.205034	968.3044496	922.5088003	963.0876051	909.0156131	922.0517144	917.1427428
YFR018C	-	-	1115.241403	1817.199489	2267.973309	2697.350154	2789.036311	2688.62115	2555.240729	2310.112674	2024.597747	2168.484298	2465.769733	2283.763088	2294.529845	2054.792939	2246.120521
YKL007W	CAP1	-	4262.891085	4147.822066	2299.662152	2148.577242	2040.412424	1870.986356	1932.348336	2326.760537	2633.847675	2662.380175	2334.121517	2423.238987	2676.772618	2762.160541	2797.01148
YIL048W	NEO1	-	4889.046664	3992.881022	3125.937339	3678.39126	3491.760359	3612.047816	3930.20966	3998.336126	3688.041026	3440.939371	3496.336159	3697.154842	3839.646892	3836.523748	3843.963151
YDL213C	NOP6	-	1429.676496	3556.883309	6772.633343	6084.329367	5172.801646	4636.730581	4442.338024	4536.936293	4451.017698	3755.044514	3994.766399	3914.713207	3727.744892	3621.395116	3382.568257
YDR443C	SSN2	MED13|RYE3|UME2|SRB9|SCA1|NUT8	1240.50169	1317.655652	1201.643392	1163.162965	1188.809031	1333.169378	1499.215446	1376.917602	1304.627585	1394.635223	1268.794362	1331.321696	1446.538325	1283.253602	1391.226026
YNL292W	PUS4	-	1116.983908	1297.647142	1986.659269	1881.689695	1912.118037	1650.388376	1611.498261	1736.113965	1863.653692	1708.040355	1785.685182	1777.626627	1755.06326	1678.981408	1628.314201
YKL183C-A	-	-	305.3325625	286.3483053	258.5437206	243.4226091	268.5280751	233.7617857	252.8288938	308.3048718	259.4194001	236.148433	243.366849	244.5824665	260.846279	214.6590463	223.2341738
YOR324C	FRT1	HPH1	635.3391841	675.6195224	725.0116259	656.11747	679.446945	563.8423394	674.017387	734.931793	702.9354192	642.7170469	618.5569249	645.3055144	642.8074854	649.9259769	676.5212717
YNL134C	-	-	9302.791971	9511.241717	3703.889487	1967.294326	1707.508131	1489.012884	1737.946355	2392.074562	3257.750133	3488.677767	3430.180732	3280.23376	3718.703749	4453.403488	5363.032448
YKL100C	-	-	6538.696155	4325.683559	2471.914186	2568.369562	2354.921175	2559.623261	2884.944653	3281.239482	3237.360187	3258.378754	3384.379936	3528.59898	3388.697841	3200.338986	3374.21584
YIL146C	ATG32	ECM37	1630.019416	1968.614715	1797.310522	2061.931626	1896.517078	1650.775909	1777.757357	1786.026896	1671.163652	1660.569955	1791.874665	1599.878577	1624.686164	1440.88198	1418.75759
YPL021W	ECM23	SRD2	286.6398123	299.0545539	386.1378225	343.8880251	326.8139534	362.432603	376.9930315	319.761608	333.8528705	338.1431235	332.4584982	328.1064338	357.3267919	378.5978395	348.1375786
YNL218W	MGS1	-	454.0479769	562.2962825	728.0810743	795.5493168	893.8130492	722.2238827	672.5272598	550.2953001	626.39895	743.2200448	735.8498446	655.8646088	660.2079677	677.1548752	646.4058791
YIL121W	QDR2	-	709.7718656	737.6310922	916.861648	1004.408618	1159.305526	1256.382426	1262.498313	1105.994072	1316.439879	1501.381771	1462.133527	1451.767323	1486.767872	1278.207539	1352.629854
YDL167C	NRP1	-	1039.124422	2548.80192	2760.227003	2800.161995	2497.430568	2586.323973	2431.592409	2222.530615	2194.080337	2387.076653	2447.649205	2307.960368	2162.03837	2034.15865	1986.692939
YPL214C	THI6	-	3209.15365	2271.362808	1978.07247	1605.564326	1365.390207	1329.209385	1448.057747	1604.387329	1704.047075	1598.872995	1516.386197	1399.343603	1583.601192	1542.733181	1649.813021
YOR228C	-	-	3810.623068	2113.511248	1832.911064	1523.96915	1186.733735	1194.128832	1321.583632	1662.512298	1737.690411	1578.999382	1437.336109	1355.86095	1357.06301	1326.029391	1288.049399
YBR270C	BIT2	-	839.4099074	655.2846091	715.6868398	595.7991285	550.5929045	540.283481	516.7734953	555.9793848	568.3033239	521.5732818	566.8514926	577.5501565	515.6259006	550.8827825	531.2558324
YGR222W	PET54	-	3832.037049	2478.817358	1888.319796	1942.794568	1960.858334	1654.248697	1685.130833	2006.841518	2095.395132	2100.735074	1742.41137	1938.753008	2090.376625	2080.759185	2154.145781
YEL063C	CAN1	-	3560.082824	4855.225239	4077.6806	5926.113253	5900.519761	5827.431682	5780.487429	5763.63579	5398.281918	5796.114374	5887.919779	5795.822988	5673.243478	5401.388299	5552.24929
YML020W	-	-	956.9785818	627.2234624	603.2061535	934.8908939	1099.107927	891.4721089	686.9174832	679.4494485	793.3788591	829.3773024	786.0437361	793.3383656	793.8536391	745.8203443	753.9069845
YGR121C	MEP1	AMT1	2388.297522	2955.615606	3186.144106	3745.203988	4027.397378	3700.975396	4096.142855	3881.935787	3510.693115	3733.589919	3539.413213	3279.94776	3413.896311	3330.217328	3476.605049
YBR222C	PCS60	FAT2	7437.54051	6554.631367	4791.465001	4402.067717	4392.407799	4337.995383	4809.032274	4709.595077	4817.370412	5020.929307	5161.113982	5153.154798	5196.450551	4818.802943	5030.202793
YDL095W	PMT1	-	5135.624256	7005.657277	6895.855843	9011.273638	10886.99863	11294.80243	9904.508085	8627.298644	8691.976658	9714.484737	10227.07627	10228.1918	9950.182605	9686.561828	10143.36612
YDL003W	MCD1	SCC1|RHC21|PDS3	238.6962325	252.4951466	627.9928551	2905.242931	4292.932162	2988.880535	1271.488917	713.5860129	1530.703348	2186.788117	2024.754084	2012.98475	1977.468568	1939.728883	2084.94255
YOR323C	PRO2	-	8313.275956	7903.182171	9493.706686	8789.632426	8400.647152	8229.728484	7961.270089	8183.875068	8832.103611	8565.200929	8840.828641	8381.513352	8550.801979	8012.390525	8113.801649
YMR183C	SSO2	-	2836.613034	3356.647316	3675.570953	3610.680637	3604.06571	3998.757083	4632.563098	3934.868984	3573.984838	3628.961093	3629.924303	4066.156693	3983.846358	3918.817547	3750.780796
YOR274W	MOD5	-	808.5485416	1003.436093	1437.844866	1365.076579	1147.429718	909.216324	1025.363792	1038.995523	1021.520593	949.8778959	925.6893263	907.0306538	944.4481947	867.1885536	866.1209036
YER146W	LSM5	-	5843.31082	5686.97789	7129.224766	5830.811361	6178.525747	6341.813464	6291.670888	5999.24261	6488.791271	6271.272979	6169.017103	6302.049718	6015.964107	5590.27192	5418.757806
YPL063W	TIM50	-	3489.539008	2903.112082	3840.656962	3044.437917	3105.906573	3283.25042	3474.720191	3790.193898	4234.475148	3879.723645	3702.180308	3723.411964	3724.671621	3579.881697	3712.267957
YML075C	HMG1	-	16226.68002	13195.71451	12848.44728	11716.74829	10016.81756	9445.272756	9435.810465	9863.046875	10366.20609	10003.17072	10329.32426	9997.116932	10560.90178	10119.29659	10280.6241
YDR457W	TOM1	-	7956.70715	8290.105054	8850.841164	6685.383377	6212.417815	5680.931481	5836.717825	6244.108389	7113.405463	6141.016602	6010.541726	6043.170828	5979.018595	6300.515983	6373.661665
YLR273C	PIG1	-	824.0342168	663.6843461	749.3402108	771.7151448	644.7173604	477.5279065	420.2187149	604.798178	846.8350956	713.5076277	584.460104	558.9923858	608.8434861	643.4285397	617.011954
YDR181C	SAS4	-	665.226288	818.4349746	846.9745378	930.2827297	1030.298214	960.478348	917.750133	919.2915474	837.5724512	804.0018651	833.7435503	812.4016221	900.1265676	853.7372366	890.2656688
YGL097W	SRM1	PRP20|MTR1	2776.450303	3277.523838	4545.52592	4145.345722	4300.371309	4777.263203	4706.371228	4301.547205	4162.292196	3862.678811	4104.229436	4119.034478	4150.495645	4034.475797	4033.928065
YCL056C	-	-	3561.032352	3406.566244	3984.726872	3561.540067	3381.629368	3126.095	3036.013098	2914.419394	3043.63425	2988.867763	2919.108765	2923.846976	2989.065145	2894.776034	2949.897197
YMR242W-A	-	-	206.2648251	195.3469767	202.4805617	203.0889982	211.5354173	218.8644567	200.1074971	217.1890044	219.338104	198.6896988	230.9463108	225.8768551	209.0512028	200.5254716	213.0050678
YJL083W	TAX4	-	1061.382946	942.9402323	691.6996717	733.343353	707.5076665	677.9543393	796.0376032	852.8528507	884.6243488	885.9560949	885.5569348	804.5248505	842.7920234	759.3392935	790.5253421
YOR026W	BUB3	-	589.3088927	786.5352912	1154.457303	1792.681908	2327.385973	2177.341743	1907.956274	1662.578524	1465.494873	1587.298365	1616.924798	1695.851193	1728.828497	1618.925268	1663.780659
YPL140C	MKK2	SSP33|LPI6	988.6468171	915.6935962	906.7721306	1105.607031	1109.612909	1298.775312	1168.263655	1012.095213	1001.02334	1081.798501	1074.464192	987.4548171	1008.145207	1001.007388	1047.265077
YNR016C	ACC1	MTR7|FAS3|ABP2	21032.65922	18294.67514	15630.59583	14207.4787	14917.07278	14200.95854	13932.06147	15940.85314	17803.1089	17493.56744	17560.68689	16931.75535	16956.3532	17010.77846	17410.05166
YER123W	YCK3	CKI3	936.3556709	1195.121199	947.4520996	1339.100426	1274.890764	1256.634846	1342.573416	1353.439281	1210.49654	1304.390361	1306.851601	1294.78572	1314.747791	1306.058289	1292.586221
