chr,start,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140
1,0,1.0339062875887413,1.0365963478399716,0.8836090892630674,0.8020203223152801,0.9536345575536826,1.070646403019109,1.0607631889395783,1.050668234308845,0.9022790890824589,0.898358098563167,0.9621021751938984,1.0237042428348666,1.0250273965827925,0.9982844003265456,0.9253261685375748
1,2000,1.1717643640987592,1.1680208987004048,0.9989427866911704,0.8783497434887716,1.0369260162665677,1.172431525933826,1.1252622809164852,1.1059402536075336,0.9552756143744385,0.9750361108152955,1.0531510637668202,1.106605868498799,1.0824784919975345,1.0623512093915153,0.9920148090263401
1,4000,1.0804518379914965,1.0768539679205773,0.925210675210812,0.8503617135498318,1.0094486417650865,1.120804822493662,1.0916770001151868,1.0667278413572057,0.9285975861001958,0.9307691872991055,1.017459144201797,1.0593134515502978,1.0518155504845776,1.018654754019375,0.9578903694964399
1,6000,1.0343058317965528,1.0333315597789776,0.8952521624072403,0.8090902129405871,0.931976657504497,1.0245053259953134,1.0065121439390783,0.9694072176597216,0.8594916907605983,0.8599088727374059,0.9416782281462265,0.9778082058187698,0.9655910076472652,0.9417266196518703,0.8898001841142598
1,8000,0.9624116492835646,0.9733027487158331,0.8555874911646778,0.7939457580232373,0.9049569034620314,0.9686258036821879,0.9662311150843297,0.9466532583322534,0.8345993709447889,0.8352262151478749,0.9046792079878092,0.942743536455985,0.9376179816763843,0.9126351012630584,0.8607256848572677
1,10000,0.7784853037158928,0.8035314162086049,0.7290353227211183,0.7051036262606075,0.781750724977626,0.8216449243371344,0.8183957875326795,0.8048115401760022,0.716950976286599,0.7285883881418367,0.7772316809666809,0.7969525133499654,0.7868581217467153,0.7731735798174463,0.7329153762480562
1,12000,0.6505526992628875,0.6776852255174046,0.6179096764068425,0.6215773968876092,0.6738867316229495,0.6966934769383699,0.7101566456282258,0.7028120513032975,0.6407525118455796,0.6415390617930079,0.6761627136248,0.6922327124589673,0.6976268373349168,0.6777561341247782,0.6448683596403982
1,14000,0.731331440525876,0.7416790485262608,0.6765975440237956,0.6360787123010759,0.6797054161303719,0.7242677850629892,0.7094577025839752,0.6998957759367049,0.6453919557980796,0.6636679069411366,0.6894906241563236,0.7149748788642888,0.6952916276436263,0.6796186226068369,0.6547659728279436
1,16000,0.7112954950780545,0.7171542419482559,0.6614544040369154,0.6268498436863787,0.6643218564206524,0.6977898410298445,0.6833725997760622,0.6793301386498339,0.6266856372673846,0.6422845189073889,0.6638876347171578,0.6843105701144688,0.6776296594025972,0.6504667963569761,0.6386040955916439
1,18000,0.6478136771995129,0.6536594047150125,0.606479597637431,0.6046997867500723,0.629700488377734,0.6567334874815609,0.6591355664795544,0.6498449342034438,0.615644595344096,0.6186078750743988,0.6338027495526563,0.6463415196711607,0.6602925724601488,0.6234274388598421,0.6185677214338863
1,20000,0.9468362494519718,0.9622817452212388,0.8977199347576521,0.7944131127834865,0.8244421135042599,0.8693773503062353,0.8478911512352791,0.8370017822053866,0.8205072799673975,0.8225489083517449,0.8194985420020802,0.8321635954756833,0.8508667278140806,0.8027978267710981,0.8012592457921639
1,22000,1.0701896516098386,1.1149953002086528,1.0675711445736036,0.94358567063143,0.9559733909514948,0.9886419715809798,0.9652885793324482,0.9543965997643152,0.9453896007847125,0.9668197345208676,0.9460478052439859,0.9531248134921579,0.9547587919711633,0.9287250052614427,0.920673926430781
1,24000,1.1143618124878925,1.1823978622455753,1.1553582060945216,1.0582649298980593,1.04337031802629,1.0473950826896758,1.0601503767511524,1.048686466269758,1.0446886229282508,1.033072022178655,1.0172378882159825,1.0108612418099814,1.0539898959181857,1.019643041724328,1.0100365635018744
1,26000,1.201551760302968,1.2739201430853215,1.2387760970429318,1.1484188508493762,1.123112407481566,1.110411348887293,1.147350590551546,1.1292896479925396,1.1335515924643824,1.1103067948899068,1.092255469997627,1.0900310690297674,1.1385804283870053,1.1117536942267134,1.1039673827025964
1,28000,1.238801153475179,1.2948423015267854,1.2677861732064701,1.1666596868741526,1.1284773492494597,1.1171753746351205,1.140519848655731,1.1351519953221172,1.1318521059481301,1.1211796054612162,1.1060811498543557,1.1043875218548034,1.1326750108948642,1.1189363529017926,1.1124436045852664
1,30000,1.0994294780267029,1.1295893489273368,1.1304121490717143,1.1064976958229373,1.0586811508948215,1.0211452700641328,1.0799443048864716,1.07150579893629,1.0594391151191216,1.0411602551598775,1.0395874927645685,1.038623108924156,1.067117427946463,1.0650435259220385,1.056907648906759
