chr,start,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
1,0,1.8682849738654133,1.7111018977582066,1.4421501447194216,1.3706390560452504,1.5011807007515852,1.7995115897155736,2.7285833052099733,2.685498982135763,2.129308378239722,1.6914791092975452,1.764171862176929,1.689905153052417,1.7145709035042664,2.955273490337328,3.3999662616403326,3.0144242007930186
1,2000,2.1504449854137495,1.9544746725431912,1.688039529578747,1.5647156166025455,1.7474346495978463,2.0495756588129725,2.9138078806519108,2.802784771998121,2.408301074742394,1.880619367065865,1.9576193639688642,1.937570218256507,1.8774934160083316,3.1785982455980357,3.6372858389661125,3.272995236946128
1,4000,2.0062711073026884,1.8288350601018748,1.5616300817936153,1.493938800406919,1.6715822378440053,1.9585022042781666,2.8785927835169853,2.777572284405491,2.2682762376682235,1.7618909475502147,1.8893020423119644,1.8418713242213895,1.753688849374288,2.959813760045114,3.442581143135379,3.101565225945394
1,6000,1.8884267698878794,1.7542613356091532,1.5076928629361956,1.410180398281566,1.5611128367295781,1.7780537866103467,2.609768062719968,2.517497055758546,2.104165432622208,1.6372298938323595,1.7400099845195194,1.6752482577034689,1.607610054104111,2.6580176602555756,3.117578223971571,2.845497172314014
1,8000,1.7675762575959226,1.667390980566646,1.3999899659139787,1.3777785632148773,1.4839268536303325,1.6640750965902573,2.51715496621387,2.46822760537659,2.001524975791281,1.606075083473662,1.7049506171225801,1.5871389781963727,1.5466085605670101,2.5415485029651683,3.0395390093493218,2.784100844702167
1,10000,1.4298623589578345,1.3652034919712561,1.13053054413251,1.164168060491734,1.3027565059647785,1.414306675591331,2.1460344251374526,2.093691093693422,1.6630533203155486,1.3794021749635004,1.4969789450559294,1.3674752832187096,1.3451509051676898,2.2131678833387105,2.6271681396215483,2.400315100874908
1,12000,1.1636742760500198,1.1388265747176907,0.9181114324784373,0.9818008787026469,1.0923837273876387,1.1712169374998407,1.8400901548514559,1.8486601985755624,1.408057017074241,1.1885573527078712,1.3056284721308133,1.1380463885965812,1.1336795839357203,1.8471089062200747,2.250148663102695,2.059281539010209
1,14000,1.3040292114963663,1.2450769662692347,1.0392138748206248,1.0687119934539018,1.1918126879293462,1.2243999070490248,1.8430866967821453,1.8199160120580462,1.525962466293392,1.2708740239419394,1.3498153255309253,1.2232022979221506,1.1787175808530495,1.9609972135821616,2.3003869859478003,2.144086653502505
1,16000,1.3061208635856527,1.2244971633312611,1.0421306201831602,1.100979350413403,1.206913473997311,1.2224724598537615,1.8252440775473588,1.8112068169869315,1.5067512690491063,1.2483820135686379,1.3592895122687938,1.2102805774107208,1.1081707254932687,1.888322059311694,2.2473657195243626,2.072798780431411
1,18000,1.2113258277129324,1.1311346348578368,0.9489508902972317,1.0646019274918168,1.1542891218031113,1.167360721433322,1.7746631531607417,1.778396113641719,1.4097929097275659,1.1706820898644326,1.327475536672501,1.1327558076675286,1.02785285303108,1.7771114605204779,2.1494184231304825,1.9671909885209813
