chr,start,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
1,0,1.0374213397377474,0.9806531605415605,1.0019978386621602,0.7753641837006487,0.881208046237234,1.0456125319749927,1.043593781925535,1.0552525643374069,1.1066245810960682,0.957131176447513,0.8587285789084548,1.0205895927601292,1.0554764317576866,1.0959531417521116,1.0364894592219658,0.9795645363110643
1,2000,1.1940991535829293,1.120133031330571,1.1728396333189848,0.8851523976642297,1.0257607641809112,1.1909131379319653,1.1144368772188376,1.101339972971734,1.2516202439589263,1.0641577867445198,0.9528919214580575,1.1701624679596605,1.1557714558527206,1.1787738103992496,1.108838348926535,1.0635906632382375
1,4000,1.1140422938728722,1.048127559009741,1.0850119956706203,0.8451142796254855,0.9812346268245428,1.1379945871850854,1.1009678649719468,1.0914326208772542,1.178848049716333,0.996975223527448,0.9196374492591245,1.1123669437576555,1.0795588731673593,1.0976388003741284,1.0494821694914946,1.007883031121949
1,6000,1.0486056816999716,1.0053883378598583,1.0475357296533978,0.7977325383818221,0.9163874552576817,1.0331444000967267,0.9981512855851784,0.9892375405522946,1.0935578014175245,0.926435261385293,0.8469683436813767,1.0117379614507247,0.9896337457548035,0.985719001689721,0.9504043407339925,0.924671521805827
1,8000,0.9814998686779094,0.9556024380542464,0.9727081328941798,0.7794071298051137,0.8710835047564255,0.9669204610161616,0.9627313908878399,0.9698781486450859,1.0402162563682285,0.9088089247587908,0.8299060842723662,0.9585302852794179,0.9520847925852517,0.9425293936871443,0.9266159557419934,0.9047225144152758
1,10000,0.7939741772691462,0.7824160143597063,0.7854943374461955,0.658575285560403,0.7647421549758386,0.8217971442850892,0.8207924344296285,0.8227073152724012,0.8643118484058355,0.7805498910475573,0.7286791061239912,0.8258750152235855,0.8280742049582407,0.8207544035481376,0.8009070356883146,0.780011840325726
1,12000,0.6461652672795323,0.6526768106583208,0.6379075013361076,0.5554120726829574,0.6412528155987068,0.6805496963452546,0.7037790384873511,0.7264238461545316,0.7317878995626299,0.6725601994677544,0.6355382131448813,0.687316517394173,0.6978948806672918,0.685003111218792,0.6859719987527568,0.6691904365692658
1,14000,0.724101531115328,0.7135699468429473,0.7220471780315912,0.604575344536974,0.6996150495610075,0.7114499029636555,0.7049243230997627,0.7151286174765502,0.7930635143871069,0.7191376145962463,0.6570447088044039,0.7387420609557014,0.7256178914660185,0.7272366850653853,0.7012861267209698,0.6967472459146257
1,16000,0.7252629783145838,0.7017754196520235,0.7240735224747804,0.622828175465867,0.7084790753189045,0.7103299403483359,0.698100101111046,0.7117063689307963,0.7830792748729176,0.7064104811861415,0.6616561454015507,0.7309382819770166,0.6821901661485431,0.7002854901480078,0.6851224925146926,0.6735817516681223
1,18000,0.6726252684041432,0.648268944645465,0.6593367818524244,0.6022554454971909,0.6775953797755402,0.6783110757396007,0.678756240110512,0.6988145175479885,0.7326914684473166,0.6624480512156002,0.6461754633933219,0.6841243965225111,0.63275079851255,0.6590464910894823,0.6552657625503552,0.6392667252079205
1,20000,0.9085616912909565,0.8975415324545752,0.9702009730333195,0.8085253024822776,0.9064726577909425,0.9056603640621016,0.8452536259243713,0.8564885517678746,0.9790391986264235,0.8816829950488283,0.8309095486376005,0.897486495168171,0.8106812716393365,0.81967668188701,0.8099356871932508,0.8246824958329653
1,22000,1.004805919068578,1.014859996105453,1.1362826364196421,0.9437972872519218,1.0481990268284538,1.0090992908757717,0.9351768450683191,0.9265976429783482,1.0860386072085229,1.0016549201439364,0.961362711697782,1.0424555793347643,0.9460856788031757,0.9727958578052834,0.9493883045182634,0.962722136678923
1,24000,1.0315466438567533,1.084043834952372,1.160708771146379,1.0354520116911918,1.0635710691799796,1.04189809167173,1.0279120728682258,1.0310635165061455,1.0921038208831326,1.0421428249511806,1.0274791890638613,1.0400818436891017,0.9870241061471597,0.9996050588711033,1.009845754746016,1.0242056167235394
1,26000,1.108884910185972,1.1794451409119195,1.2394246194865695,1.1174034089839242,1.1026501575517156,1.0809832407344224,1.0976935383011392,1.1047391927893033,1.1237252941461924,1.0926983073889662,1.0939893810072914,1.0798544045462377,1.074414743760196,1.073335602333216,1.0991714682165084,1.122773386753219
1,28000,1.1271687653703737,1.1859427317044808,1.262332049924267,1.1180042113673287,1.1215797752016232,1.0877955726319866,1.086367179102546,1.0787007224546787,1.1143049021667855,1.093155795531428,1.0977033129644387,1.0965091171689656,1.1019062513458058,1.0994272229377515,1.1120519384227963,1.1417916503667833
1,30000,1.0558003744275357,1.08195109308712,1.115941117729167,1.0671345247835013,1.0250127451577762,0.9937236468048232,1.0449412699082146,1.045173037412819,1.0095840129728688,1.0081832417543044,1.0448330176557135,1.0049639112932416,1.0297348476957935,1.0459001095413158,1.0672663329578822,1.0673883197940726
1,32000,0.9410684511652873,0.9601202438534276,0.9540884050814404,0.9886239678258516,0.9538513850432476,0.9493839230750862,1.025403741904627,1.0217309312168772,0.9183627729554273,0.9332646503466363,0.9950125167463921,0.9320496047265158,0.9863137370069213,0.9967721313669359,1.0180005652107114,1.0123645437252233
1,34000,0.9718610151517887,0.9688375765509887,0.9843592679633125,0.9921339643683413,0.9897364741722525,0.979412537228903,1.035256166072443,1.0334831065439927,0.9505916333313857,0.9571553716607016,1.0195007253816075,0.9720406669875575,1.0312904325061734,1.0458959750236565,1.0580805771888444,1.0392918093163226
1,36000,1.0492033156298342,1.0319705501981515,1.0405818796704034,1.0319462985975765,1.0432613725215896,1.0357517894732553,1.0821599253293843,1.0890373767929435,1.0278695282158408,0.9979533624933523,1.0377323420450657,1.0250362322252053,1.0381308784977739,1.0553452736377125,1.0485304247330403,1.0363426052981028
1,38000,0.9857036080276728,0.9883701464070448,0.9606568975175818,0.9878246202571895,0.9736358268124911,0.9870957482633952,1.05649663021937,1.0678382541166196,0.96450991980893,0.9357000555915038,0.9911642846016654,0.9553703791218716,0.9822283780469472,0.9989320118945559,1.0008796097689048,0.9705030441758391
1,40000,0.9574235799911832,0.9812595336763361,0.9589370612771948,0.9420251775476317,0.9523068927309758,0.9695793147610298,1.0236769612385501,1.0460916348981897,0.9457966204235806,0.9169057332673146,0.9655978115441796,0.9342081517745849,0.986240947049484,0.9904777777068083,0.9911266274061773,0.9658936943973172
1,42000,0.9892612046597336,1.0067711090140077,0.9830931089904648,0.9260382692083505,0.9670060481214104,0.9992008319957261,1.039507384559853,1.0633917527108674,1.0021610367363318,0.9623137264929299,0.982806574201486,0.9658407044771212,1.0320186039070707,1.0236295179477444,1.0286580620302697,0.9949594823089197
1,44000,0.9381577346880972,0.9560390225048531,0.9255241969507809,0.847734312161405,0.9056976513649638,0.9499162556490339,0.9819331666517149,1.0115089586606212,0.9509269282866032,0.9241681879636652,0.9337013758521466,0.9197416016387716,1.0003469434423293,0.9826598373310689,0.9883934276180687,0.951681252998425
1,46000,0.850109108043185,0.8454573311459244,0.8453357073278633,0.7612981774783204,0.8732048664421006,0.9231223472244586,0.9240167646999199,0.9378257005530445,0.9106963346824714,0.9048897822544565,0.9061463324535008,0.9185802346409045,1.0168200919728505,1.003471547486798,1.0073678345674688,0.9473181864980259
1,48000,0.9692828830522138,0.949003124583848,0.9375703031893425,0.837571333422911,0.9320804702186396,0.9862442983782168,1.0064848583058381,1.0382897145669658,1.0085027454217825,0.9899917165756098,0.9758857640362417,0.9897179271820862,1.0884277672389913,1.0842922508532944,1.1021690443312941,1.043489695184412
1,50000,0.9145889769048922,0.9170570710969528,0.8833490665394815,0.8229628941336455,0.8941658028972391,0.9672723367374062,1.0356466706703122,1.0717122090537778,0.9748426375406984,0.9749928882007323,0.9750327030047372,0.9632758668882314,1.0672008951057568,1.068041605542714,1.11492569896572,1.0552038785563411
1,52000,0.8917051951945345,0.8968083479979996,0.8401274547628543,0.823087881848115,0.8112268755495556,0.8773311506104832,0.9907331122061738,1.060058369091752,0.8697020172832058,0.900964375442474,0.9147546718446571,0.8590128212581861,0.9829589876554741,0.9805195932973984,1.0533021999500305,1.0017131468663711
1,54000,0.8973531723489426,0.8986214798176597,0.8401458362435541,0.8795476158311826,0.838719785108555,0.8881862759696844,1.0170069385429974,1.0868505689162133,0.8714513531676978,0.8992652850033899,0.9307001058337746,0.8637053522730764,0.968003221273086,0.9794736750329571,1.0440428328837141,0.997534703397368
1,56000,0.8611388068306297,0.9043342394665717,0.8314661613496808,0.9091476537888376,0.86014862116488,0.901865420760907,1.0308072856013029,1.109557640157308,0.8822164324115537,0.905183142294726,0.9436239198991246,0.8578205055886247,0.9438963477011149,0.9479191377258972,1.0041070812728339,0.9656509286656927
1,58000,0.752199976732418,0.8277691187857741,0.7858220133211763,0.8574044702564113,0.8146518444065005,0.8193297634872462,0.9167184531003342,0.9800257918843581,0.7910114583689821,0.8256363472587539,0.8651210200757852,0.7862156470493157,0.8525199859322125,0.8524095541946374,0.8951227807741508,0.8646415251863456
1,60000,0.9199436855710028,0.99597568817556,0.9770975597975448,0.9685025693399671,0.8921779272858337,0.8755408941529677,0.9598301062256358,1.0474643656860454,0.8976427069807299,0.9110456668765309,0.9189946322001635,0.8543481811557952,0.8834444319469678,0.8625774211713403,0.9017937964518447,0.9106765975392073
1,62000,1.1972574831680496,1.2948334010450253,1.314031528135833,1.1822914572921692,1.0962610370276145,1.0600618962259531,1.0807229237033582,1.134907423266573,1.095674116931232,1.0799962002732089,1.0628441550048833,1.022737823288233,0.9839022666972196,0.9627522825476706,0.9776924198146777,1.0328340287666633
