chr,start,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140
1,180000,2.5316047999154203,2.6848548103689684,3.008761951715993,3.21968171096336,3.253952322404702,3.024312215756574,3.3421166709619263,3.293145480008617,2.719493140560041,2.668602332226248,2.6767550337462755,2.4866752999233293,2.6337917646207374,2.9027349197965524,3.098088294753968
1,182000,2.112097306791552,2.319452279485063,2.536770071103638,2.898050079395721,2.9467280562136633,2.646228367295426,3.131271849714005,3.066544811853936,2.5588146787994743,2.3916521283420624,2.4327360031264957,2.212467300364417,2.441727008004136,2.6337623025092927,2.862969094522311
1,184000,1.6482097765363686,1.8612309528485844,2.0525363489411173,2.5614859799668017,2.604865345827701,2.239835253750773,2.799151510057816,2.6834696715240764,2.2689427797956396,2.078665422664469,2.133097092595418,1.8950270418383466,2.105521202756745,2.3097689968510298,2.544973118778213
1,186000,1.3296662382069062,1.5170582191000028,1.6405802645432532,2.2997422517893367,2.4049462128997137,2.0466563122123937,2.5750906952493304,2.3893907495505045,2.031165765369938,1.877670144190556,1.9343155981053435,1.690033807753207,1.8557875612648658,2.058904137110601,2.2751129220234505
1,188000,1.202994669573583,1.39564710876536,1.446308131482205,2.1378047754333798,2.271581522978635,1.9922046456284264,2.46073635896503,2.258910600436444,1.9107779295704466,1.7952159867235595,1.845693487935746,1.6514562357678817,1.7578731736159463,1.947352231009495,2.146109941122835
1,190000,1.2218312647746936,1.4283060680302153,1.4491365862285623,2.172573803834083,2.3090665910446138,2.050716810986561,2.5335729051205353,2.3285676744079242,1.9496986787534665,1.825673801436784,1.8872479822741346,1.698138586907461,1.7927479067145247,1.991954169975908,2.1943409226398045
1,192000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,194000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,196000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,198000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,202000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,204000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,206000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,208000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,210000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,212000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,214000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,216000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,218000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4000,1.8682897796726925,2.0775962439303384,2.0910232516558933,2.5948560307028252,2.772735367870742,2.6168563922571093,2.9455507700429275,2.8160232814436084,2.225823254278613,2.17504744353684,2.2669833705233313,2.1196101073674463,2.1688401052075146,2.413740103385827,2.4862865442781557
