"","X0","X10","X20","X30","X40","X50","X60","X70","X80","X90","X100","X110","X120","X130","X140","X150"
"YAL023C",13.7484645646282,13.845569753483,14.1564072173501,14.2894556897342,14.2453666414434,14.0766337822078,13.9113164112374,13.9224624323666,14.1384604905123,14.2201648101887,14.2201933152977,14.1012631661895,13.9446576131617,13.9064697041176,14.0731533686174,14.2072721114828
"YAL022C",10.7020673300063,11.1802207142164,11.0503660946732,10.5653755627993,10.8252289092374,11.4892061247,11.7302597045559,11.539580491173,11.2288648036124,10.9570389307793,10.9146890369979,11.3154712898738,11.5988685412912,11.6105282661188,11.4801970256243,11.2678928566314
"YAL021C",11.4410646872264,11.5516950459716,11.7874050267779,11.8595352322637,11.7889452272936,11.8359058933326,11.8507579624611,11.816544763657,11.8869670624003,11.8283790532232,11.6358241773695,11.6510092923268,11.5781474032,11.5780281711863,11.6900426429208,11.7127131036165
"YAL020C",9.34903061347152,9.62532270881098,9.71542213576682,9.53775026465749,9.50078662622152,9.53681833046447,9.53340945874155,9.40200724893366,9.69368172005496,9.70946482655694,9.65960194488827,9.70350728004485,9.67050149801356,9.51368184990395,9.83558451355379,9.76564553341342
"YAL019W",11.7161152986402,12.7831505081527,13.0977110033178,12.7597856110173,12.649420294803,12.7025802126303,12.774188964805,12.831817517889,12.7906788844306,12.6989874549941,12.532034243101,12.5561539117447,12.5489902994026,12.5388967553188,12.5072580747532,12.3729388860223
"YAL018C",5.26919973945697,5.52043915968673,5.73640012320608,5.72904954687537,5.70015743037862,5.55727609593453,5.23195893151642,5.01236969512705,5.08295271292756,5.50847148820948,5.4384965809392,5.10549177112778,5.13386867790767,5.15874448260382,5.23439818049887,5.15370445827376
"YAL017W",12.0809796520895,11.8214909898763,11.1912501108944,11.2622111728569,11.3277381921486,11.2397887699788,11.1030264604643,11.1260943040795,11.1801845046291,11.3183930428507,11.5603923030179,11.5236445402898,11.3769045861461,11.4615269921393,11.6054211661448,11.7235024125562
"YAL016W",13.2717823703469,13.0275848652794,12.8061006500983,12.7282743090145,12.7421884449713,12.6721615971984,12.6728337914534,12.6871191621975,12.6968128904187,12.6985069222773,12.7723173252012,12.7672160772353,12.8168155354367,12.8701273961293,12.8708791131324,12.7990746065162
"YAL015C",10.5660509802829,10.1571239784105,10.0876827691719,10.1474025240534,10.0085229422932,10.0104254793881,9.87804635537545,9.75495660522551,9.72082307603735,9.74901028520082,10.0064084959184,10.1165284216213,9.98942109985835,9.98482941438413,9.89753338773638,10.0065625198381
"YAL014C",10.466466821725,10.2263647724052,9.88033987398405,9.93501047509958,10.1166570584668,10.0586251885774,10.0802267377401,10.1115329074625,10.0917403141764,10.1246049761045,10.0670313760126,10.2200636929644,10.2445660364405,10.2501933027331,10.357260844675,10.3276085794217
