orf_name,chr,prom_sm_occ,gb_nuc_occ,time
YBL088C,2,0.03174978939092852,0.145912825664809,0
YBL087C,2,0.06843703875584183,0.13892936503969477,0
YBL086C,2,0.03303342556501153,0.13923299017333673,0
YBL085W,2,0.04546947576856096,0.1790106112816093,0
YBL084C,2,0.04731635025652201,0.1076352196317137,0
YBL082C,2,0.029774091901590808,0.10279889827744793,0
YBL081W,2,0.02852544647098535,0.13921810098033816,0
YBL080C,2,0.04484897260294611,0.2001652201724637,0
YBL079W,2,0.04959438319631954,0.15015476762972205,0
YBL078C,2,0.06224540635304672,0.1319618184497903,0
YBL076C,2,0.05929710321786548,0.1576827355002975,0
YBL075C,2,0.02059759173289696,0.1262885287159237,0
YBL074C,2,0.06457472834646419,0.11658128894152299,0
YBL072C,2,0.019036067945018432,0.029227067187585415,0
YBL071C-B,2,0.09294765826380191,0.14559344314674008,0
YBL071W-A,2,0.08252942340217428,0.1253769639752741,0
YBL069W,2,0.038633502705390704,0.14712028673113678,0
YBL068W,2,0.04290166084035464,0.11119103855912854,0
YBL067C,2,0.06748487864579754,0.17434923943236394,0
YBL066C,2,0.011813452985619333,0.10133692738183069,0
YBL064C,2,0.04846058315524397,0.10208380139935118,0
YBL063W,2,0.03854273506642587,0.15807955503603557,0
YBL061C,2,0.05579576161689701,0.18727172975082448,0
YBL060W,2,0.05325498613918166,0.14669628699670256,0
YBL059C-A,2,0.02078451601444125,0.20631780954538895,0
YBL059W,2,0.02569614400133107,0.14911297570237558,0
YBL058W,2,0.05323846086376654,0.14016790194207918,0
YBL057C,2,0.06673789313775257,0.1448245546683029,0
YBL056W,2,0.06367529381951553,0.14375246895264676,0
YBL055C,2,0.051188515533434176,0.14635493189732213,0
YBL054W,2,0.051634945140806895,0.12008126744605073,0
YBL052C,2,0.041901014815445906,0.14415156453807007,0
YBL051C,2,0.06886401405481829,0.15376269064175113,0
YBL050W,2,0.06813037488272741,0.16726116260920013,0
YBL049W,2,0.02282621892278109,0.08700908236953891,0
YBL047C,2,0.06747213004623215,0.16028629364820202,0
YBL046W,2,0.06797067650025251,0.12506379827583966,0
YBL045C,2,0.07513140335736225,0.12892751646366093,0
YBL044W,2,0.09188345147442516,0.19357333753360798,0
YBL043W,2,0.06464270535429967,0.15347155406595325,0
YBL042C,2,0.06797770089203635,0.12369460362627097,0
YBL041W,2,0.0649807666683008,0.10170471994703086,0
YBL040C,2,0.042020817897167856,0.17231279303233055,0
YBL039W-B,2,0.0406889478849705,0.12184258998281156,0
YBL039C,2,0.05567482509268913,0.11090939758962459,0
YBL038W,2,0.054470976612329025,0.14426244138871686,0
YBL037W,2,0.05009401617103657,0.18310143682667565,0
YBL036C,2,0.07445186040837203,0.19095834512299056,0
YBL035C,2,0.05762207794408038,0.1604693013704939,0
YBL034C,2,0.01491679585745759,0.11397864641796318,0
YBL033C,2,0.07990970880484333,0.137299666005059,0
YBL032W,2,0.08033131827321169,0.1022870703307539,0
YBL031W,2,0.049729566769297795,0.23821591855346144,0
YBL030C,2,0.07096361986226948,0.1437282823410808,0
YBL029C-A,2,0.07308406766500924,0.19134565326993852,0
YBL029W,2,0.041502509557576214,0.15312337848963636,0
YBL028C,2,0.07289843603243415,0.1429786946001456,0
YBL027W,2,0.08793045047442594,0.15050630580759997,0
YBL026W,2,0.05196157642674629,0.14854586718238266,0
YBL025W,2,0.032586755835821414,0.14150740933240777,0
YBL024W,2,0.03372349220166371,0.13236535445503253,0
YBL023C,2,0.06128041923038797,0.1293784734899864,0
YBL022C,2,0.044830628065317485,0.13748789440637288,0
YBL021C,2,0.038700065899480066,0.046820870705073535,0
YBL020W,2,0.04116448903033929,0.11217878027040355,0
YBL019W,2,0.02794786624776096,0.21996654744117228,0
YBL018C,2,0.05205777800545078,0.18196394679941266,0
YBL017C,2,0.09372199366801562,0.193317192907197,0
YBL016W,2,0.07046247868402096,0.14255481255897162,0
YBL015W,2,0.034665738469374846,0.11489726594078974,0
YBL014C,2,0.06506735500565389,0.14421913834550176,0
YBL013W,2,0.06304815246012457,0.16240467058987007,0
YBL011W,2,0.07055145457261283,0.10284331855088623,0
YBL010C,2,0.04104698327868099,0.18036374694952811,0
YBL009W,2,0.04077610533467434,0.16981151504685257,0
YBL008W-A,2,0.016688463353082744,0.17058626616611192,0
YBL008W,2,0.03224588947833958,0.15454818949791477,0
YBL007C,2,0.049952093256091845,0.1156059001105871,0
YBL006C,2,0.04265915033460458,0.10267932609333898,0
YBL005W,2,0.041393434942121575,0.14441449504000078,0
YBL004W,2,0.06498954955577797,0.12057268550762329,0
YBL003C,2,0.04905918407054651,0.15411616528256147,0
YBL002W,2,0.04338384283522545,0.13426614693662295,0
YBL001C,2,0.046253949719383416,0.14677772958480909,0
YBR001C,2,0.061034235564602024,0.14885909374508305,0
YBR002C,2,0.04952651749071465,0.13483344044341708,0
YBR003W,2,0.052208584636975405,0.194540198637374,0
YBR004C,2,0.06124642685127994,0.1666551782609557,0
YBR005W,2,0.07707029678361808,0.1805508610277917,0
YBR006W,2,0.05653222914310238,0.11970592218867228,0
YBR007C,2,0.0372626441966862,0.14261207815019725,0
YBR008C,2,0.08088817432414222,0.1761181637920702,0
YBR009C,2,0.047902762472349814,0.07428372538650911,0
YBR010W,2,0.07131358066221907,0.11623559973251976,0
YBR011C,2,0.05232241184826595,0.09560248737863965,0
YBR013C,2,0.0005373014858847656,-0.0,0
YBR014C,2,0.03530765478350653,0.12007101071676228,0
YBR015C,2,0.04838505652980549,0.12115820936724041,0
YBR016W,2,0.04822013316890442,0.10924183797154817,0
YBR017C,2,0.04993880451726711,0.1504960516157082,0
YBR018C,2,0.052952162703336206,0.1667560601111398,0
YBR019C,2,0.0314499846417376,0.12224696646291783,0
YBR020W,2,0.012678314203808102,0.16124251625643585,0
YBR021W,2,0.06476509073056766,0.17088280430054203,0
YBR022W,2,0.03769261553596415,0.19495357134740815,0
YBR023C,2,0.05990014303649076,0.14842658876022474,0
YBR024W,2,0.02441846517732904,0.1688694137683295,0
YBR025C,2,0.04657366260447147,0.13036252829812536,0
YBR026C,2,0.03403666745244538,0.13172177298835658,0
YBR028C,2,0.02724983269195292,0.19951268521601492,0
YBR029C,2,0.051948610646909386,0.137958277662614,0
YBR030W,2,0.051018329706992306,0.18151224258205784,0
YBR031W,2,0.03307999120291531,0.059931858699838164,0
YBR033W,2,0.03259770488486703,0.11390861756605847,0
YBR034C,2,0.06671844877031124,0.1616142054124534,0
YBR035C,2,0.02328513374373785,0.1397324880128342,0
YBR036C,2,0.0581791078289043,0.14640370331192729,0
YBR037C,2,0.08051946172845688,0.17974209142986747,0
YBR038W,2,0.07447644287140982,0.0955762622408883,0
YBR039W,2,0.044581337585292896,0.15742979816757352,0
YBR040W,2,0.09555593222659678,0.15488268767106708,0
YBR041W,2,0.07580938398521712,0.1641347483223304,0
YBR042C,2,0.03296522604997354,0.17228146159164712,0
YBR043C,2,0.05979985155405394,0.1187593788398181,0
YBR044C,2,0.04266393786974636,0.19958329536456057,0
YBR045C,2,0.04812515279199159,0.16755731815831792,0
YBR046C,2,0.054340847513615856,0.16516263012086937,0
YBR047W,2,0.051457542801479066,0.13667965479389513,0
YBR048W,2,0.08021214629395511,0.1652225518813338,0
YBR049C,2,0.07296412769144685,0.2289540520124262,0
YBR050C,2,0.0405093435564665,0.10879989428580578,0
YBR052C,2,0.06141156103377322,0.15777157522190935,0
YBR053C,2,0.0552697141634168,0.16446640380567804,0
YBR054W,2,0.02047895829784577,0.15119224850625668,0
YBR055C,2,0.031684055433222655,0.15173008627654996,0
YBR056W,2,0.04561018302920311,0.1547176216263802,0
YBR057C,2,0.03779953032925364,0.1702979296241862,0
YBR058C,2,0.039691203272073164,0.1839670196890768,0
YBR058C-A,2,0.059529021856084045,0.1967860904457943,0
YBR059C,2,0.08290311247341334,0.17142941055598715,0
YBR060C,2,0.06087335616160952,0.1684931858507457,0
YBR061C,2,0.03226438916828481,0.14323668725144573,0
YBR062C,2,0.032745019583853306,0.17066578587605094,0
YBR063C,2,0.031348549004479524,0.08870617860064324,0
YBR065C,2,0.051255902993269147,0.18291581047515781,0
YBR066C,2,0.05925815601702061,0.14745666788101014,0
YBR067C,2,0.02652705540229128,0.07571294827625959,0
YBR068C,2,0.10305727383097443,0.12486244115612086,0
YBR069C,2,0.04807509625796602,0.12409656944297301,0
YBR070C,2,0.06523599427329656,0.12137665349973105,0
YBR071W,2,0.06859737194405234,0.0996854659540092,0
YBR072W,2,0.032560708502177446,0.15658786606885713,0
YBR072C-A,2,0.03057807668922365,0.1794992004071413,0
YBR073W,2,0.04638368120563074,0.15071415253445902,0
YBR074W,2,0.03978907733338355,0.1403984653608522,0
YBR076W,2,0.04140405385893894,0.14558067201767658,0
YBR077C,2,0.05669502922620177,0.22702514274260263,0
YBR078W,2,0.0690092687895263,0.15773993618823787,0
YBR079C,2,0.04952267055328998,0.08183288779525906,0
YBR080C,2,0.057907024998115175,0.1253806571327502,0
YBR081C,2,0.03974629056108476,0.1955059802143097,0
YBR082C,2,0.06315960210097729,0.1708361292698138,0
YBR083W,2,0.08841172767623204,0.1256577278477325,0
YBR084W,2,0.04893589559368608,0.10796830508070976,0
YBR084C-A,2,0.06776472980304935,0.16160374833946795,0
YBR085W,2,0.053851966898477995,0.10881156103020806,0
YBR085C-A,2,0.08169929743865849,0.1175313736179365,0
YBR086C,2,0.04080230067291481,0.1505226141048978,0
YBR087W,2,0.03613890763079326,0.16527642417415878,0
YBR088C,2,0.04243592648272072,0.18217022519824114,0
YBR089C-A,2,0.06900422072716397,0.1844212187797476,0
YBR090C,2,0.013263193099329253,0.1900767411604788,0
YBR091C,2,0.04561348776574456,0.09758670733179373,0
YBR092C,2,0.06643920098024986,0.10521547141905206,0
YBR093C,2,0.017811783999313113,0.06579472757013093,0
YBR094W,2,0.03820522640412323,0.19527019687193486,0
YBR095C,2,0.056058584142413964,0.18293615930893023,0
YBR096W,2,0.05105911070972219,0.13270099947272276,0
YBR097W,2,0.026491994228330245,0.20341950383213928,0
YBR098W,2,0.051655473255297034,0.21313493310067547,0
YBR101C,2,0.048831790800040145,0.11371515054148482,0
YBR102C,2,0.04678704542961365,0.15068246381817685,0
YBR103W,2,0.04536241769515929,0.15340037659454145,0
YBR104W,2,0.04821528875656695,0.12992719837296596,0
YBR105C,2,0.05319049826872615,0.14456388176952664,0
YBR106W,2,0.06196047703507457,0.1551249278649564,0
YBR107C,2,0.04484251486469876,0.11252070106311335,0
YBR108W,2,0.04476051233386474,0.155056527057794,0
YBR109C,2,0.04571935576108987,0.157554705720043,0
YBR110W,2,0.04520135543982052,0.1934041653341545,0
YBR111C,2,0.04049693836251092,0.140545485613628,0
YBR111W-A,2,0.04076462095411887,0.1571123038864354,0
YBR112C,2,0.063307936877653,0.15171053906228826,0
YBR114W,2,0.03796397082756327,0.1775982765357515,0
YBR115C,2,0.07225857623480432,0.1737901916680164,0
YBR117C,2,0.04576323560918013,0.13962802681884004,0
YBR118W,2,0.08536771739836238,0.04982106256370022,0
YBR119W,2,0.05636346212120963,0.14180421822620673,0
YBR120C,2,0.06320422392867281,0.16194483474612423,0
YBR121C,2,0.05418137205896929,0.1127513253382182,0
YBR122C,2,0.05949400021742543,0.1075123885075182,0
YBR123C,2,0.061979066283444226,0.15020633870719885,0
YBR125C,2,0.051983727907338684,0.1277379681615712,0
YBR126C,2,0.05581677849451608,0.1744944989743104,0
YBR127C,2,0.04789551999126938,0.14637510821284716,0
YBR128C,2,0.03029482606714351,0.15227409454600424,0
YBR129C,2,0.06015540254986034,0.12537880822484446,0
YBR130C,2,0.07240554909911322,0.13888198722212872,0
YBR131W,2,0.06697403024547718,0.16030925142714994,0
YBR132C,2,0.05270118767181164,0.10480910464507341,0
YBR133C,2,0.08049646457645815,0.21069446450122759,0
YBR135W,2,0.08152394223961622,0.1025500224697535,0
YBR136W,2,0.04623784718470911,0.119384119919003,0
YBR137W,2,0.041026400785406245,0.16225985649276609,0
YBR138C,2,0.057377616756214604,0.16730407854122967,0
YBR139W,2,0.057218655333459684,0.16654302104347019,0
YBR140C,2,0.026514136538342538,0.11315887907649244,0
YBR141C,2,0.052300101097143975,0.16973400320935855,0
YBR142W,2,0.051226846476307805,0.1415439157568608,0
YBR143C,2,0.06793581233058761,0.1531559678901759,0
YBR145W,2,0.06812401146081522,0.15459583172203756,0
YBR146W,2,0.05784167972170751,0.14354875516323812,0
YBR147W,2,0.048658925083033655,0.11129366830201604,0
YBR148W,2,0.03944623743980798,0.15484188936858764,0
YBR149W,2,0.05702387538589887,0.18791602391580356,0
YBR150C,2,0.10636889214025894,0.15546653346908343,0
YBR151W,2,0.1016172186309946,0.14529065500030747,0
YBR152W,2,0.030498753605733335,0.09611882383337261,0
YBR153W,2,0.05359348956392973,0.13893742332342335,0
YBR154C,2,0.058709672178326094,0.14043297197116633,0
YBR155W,2,0.04551190227894118,0.12732242899071466,0
YBR156C,2,0.06387352578769337,0.1743475696491373,0
YBR157C,2,0.037922559180288376,0.10177094118360425,0
YBR158W,2,0.11357612704582445,0.12355120531455634,0
YBR159W,2,0.06631715045436457,0.12665971903925538,0
YBR160W,2,0.040905948789856525,0.13606956516369376,0
YBR161W,2,0.059127973860349105,0.19652063493788519,0
YBR162C,2,0.0931429707252854,0.12412741527947116,0
YBR162W-A,2,0.07752809588916025,0.16390064000449941,0
YBR163W,2,0.06036444678507744,0.18751306458157954,0
YBR164C,2,0.07090856545228072,0.15744584460160413,0
YBR165W,2,0.06701989480371151,0.1948050054977824,0
YBR166C,2,0.042572310864154195,0.21987842447287204,0
YBR167C,2,0.024523627261292702,0.15822405231170084,0
YBR168W,2,0.024228580059716648,0.20383284914457853,0
YBR169C,2,0.06604549943257884,0.11665869207627835,0
YBR170C,2,0.04956584262077734,0.14310135372755187,0
YBR171W,2,0.051239844803965665,0.1654878763387223,0
YBR172C,2,0.0534572713957168,0.12230977002079743,0
YBR173C,2,0.040926231373301813,0.09680681640706905,0
YBR175W,2,0.042488243536382725,0.204709680291945,0
YBR176W,2,0.02995770933122015,0.18534685552873517,0
YBR177C,2,0.07373840251824229,0.14693722104880405,0
YBR179C,2,0.06854877295393264,0.10746332776002154,0
YBR180W,2,0.029823447893535998,0.07240614537018676,0
YBR181C,2,0.08415713264167181,0.15639889906724502,0
YBR182C,2,0.059044668796347836,0.16294573768678952,0
YBR182C-A,2,0.06897187533295873,0.16079281449242422,0
YBR183W,2,0.0897447642663881,0.17985619031713837,0
YBR184W,2,0.03504625919858789,0.17529316608395032,0
YBR185C,2,0.024897101474890746,0.16474744796312374,0
YBR186W,2,0.02616031076430081,0.12913031979324505,0
YBR187W,2,0.06482563519277186,0.1161710653064052,0
YBR188C,2,0.07400444949607772,0.1378805693270634,0
YBR189W,2,0.07302799700523008,0.15633908595517962,0
YBR191W,2,0.07528440289925493,0.1738063808663543,0
YBR192W,2,0.04259537581833851,0.15512106356725333,0
YBR193C,2,0.042209978620074064,0.17519539746812388,0
YBR194W,2,0.03544906298208038,0.14217398441946374,0
YBR195C,2,0.040898143741401514,0.15425614004325996,0
YBR196C,2,0.11438030144563116,0.1264836040568635,0
YBR196C-A,2,0.09404376037799059,0.15675094026854713,0
YBR196C-B,2,0.026319764263968887,0.181294904510982,0
YBR197C,2,0.03434062026765404,0.09226020658883798,0
YBR198C,2,0.06667008179685537,0.09367790618835918,0
YBR199W,2,0.064092888007815,0.13479862023622147,0
YBR200W,2,0.05649837884216519,0.15481417972374947,0
YBR200W-A,2,0.039137014735338774,0.12825146815413446,0
YBR201W,2,0.05089217805427685,0.138118107734114,0
YBR201C-A,2,0.09181259509003079,0.15646406578795985,0
YBR202W,2,0.09155425477389559,0.14850967646990942,0
YBR203W,2,0.06181199718821487,0.14004958468319345,0
YBR204C,2,0.0380550513024684,0.12269573032730555,0
YBR205W,2,0.04026584481591878,0.16226702978485733,0
YBR207W,2,0.0460122221566649,0.18957155110042226,0
YBR208C,2,0.02334883261784549,0.1217047525723999,0
YBR210W,2,0.03797734884218966,0.18554145866137148,0
YBR211C,2,0.05258636516340533,0.16030448042042353,0
YBR212W,2,0.05405701198986054,0.1376698541750891,0
YBR213W,2,0.04982839012842074,0.11890160604137182,0
YBR214W,2,0.04702363292507547,0.10385742094817253,0
YBR215W,2,0.025212048424072372,0.19190562180286566,0
YBR216C,2,0.028523719747853536,0.19908987464755037,0
YBR217W,2,0.03314756378444178,0.16237000828034054,0
YBR218C,2,0.035159716720283125,0.15596709448844828,0
YBR219C,2,0.003508920459642005,0.13470072537729735,0
YBR220C,2,0.040586506258444635,0.178402041095631,0
YBR221C,2,0.043413243238504,0.13393689844115328,0
YBR221W-A,2,0.018541695640777827,0.10690722106941693,0
YBR222C,2,0.037139367153570815,0.15035545697169728,0
YBR223C,2,0.056422608371951816,0.19493853486385246,0
YBR225W,2,0.04906451864606026,0.14725471084616057,0
YBR227C,2,0.02004275738225505,0.1684338744231287,0
YBR228W,2,0.01988502586335692,0.15959697409974175,0
YBR229C,2,0.05388491135725738,0.17231443743105126,0
YBR230C,2,0.04245652603109061,0.17913844402798365,0
YBR230W-A,2,0.043469363826200674,0.12772385837699152,0
YBR231C,2,0.05098395897471823,0.10630840949739755,0
YBR233W,2,0.04787154828789121,0.17575204640384842,0
YBR233W-A,2,0.04564643047240177,0.18872802286963108,0
YBR234C,2,0.04358601017097787,0.1381356009976616,0
YBR235W,2,0.04261513662222273,0.16613505525418296,0
YBR236C,2,0.04371858621814581,0.1578555427695677,0
YBR237W,2,0.04047618939168765,0.11744416696807235,0
YBR238C,2,0.052049648475272485,0.1925088011105037,0
YBR239C,2,0.062414881683095974,0.1808463504202424,0
YBR240C,2,0.0194615018684145,0.16943706889559393,0
YBR241C,2,0.05117920627486596,0.1768667925433596,0
YBR242W,2,0.05091330132755597,0.18831312547684098,0
YBR243C,2,0.04520303737222427,0.21157543974855952,0
YBR244W,2,0.039174223201964314,0.20180326530880352,0
YBR245C,2,0.027438323925725858,0.12457375264435766,0
YBR246W,2,0.02595910516515191,0.18097468999016514,0
YBR247C,2,0.04886714420863759,0.11205128354861682,0
YBR248C,2,0.05388876327110727,0.1355505021653609,0
YBR249C,2,0.07091209002974527,0.12949397478449898,0
YBR250W,2,0.024772941779146736,0.17364433939835935,0
YBR251W,2,0.04403554618329152,0.16990867777327434,0
YBR252W,2,0.024619216213985596,0.2586777031650462,0
YBR253W,2,0.05085476676585265,0.12743215111801406,0
YBR254C,2,0.024177912491728255,0.15799872637828716,0
YBR255W,2,0.024758000478044603,0.16745788188084776,0
YBR255C-A,2,0.03655998941284716,0.18352988347204544,0
YBR256C,2,0.06628652402886549,0.15193216554701874,0
YBR257W,2,0.04392515156681376,0.18304428485270213,0
YBR258C,2,0.03592414835769801,0.20244990604059782,0
YBR259W,2,0.03548200398337896,0.21235418866605357,0
YBR260C,2,0.014445421099103206,0.15176859803870596,0
YBR261C,2,0.012822170253074163,0.14043878615274297,0
YBR262C,2,0.027471286355268628,0.14451507207641667,0
YBR263W,2,0.02769128791835023,0.10494790362037033,0
YBR264C,2,0.024864093763492977,0.14038485858421237,0
YBR265W,2,0.025355086993382486,0.12060980550948626,0
YBR267W,2,0.033754572827916086,0.11372591989021179,0
YBR268W,2,0.04955769367376478,0.12147241903129395,0
YBR269C,2,0.05868736570550847,0.0838370689627005,0
YBR270C,2,0.026440918801442594,0.18908960451026688,0
YBR271W,2,0.03449196300750067,0.11887855094449587,0
YBR272C,2,0.01988502586335692,0.19886248733257358,0
YBR273C,2,0.028249729271262895,0.1593363215928636,0
YBR274W,2,0.02706644644844019,0.17724164362653524,0
YBR275C,2,0.036539042695395596,0.14548397542919214,0
YBR276C,2,0.02897178453287627,0.1495536224453481,0
YBR278W,2,0.023235130719703286,0.1816134796549783,0
YBR279W,2,0.04737862132306221,0.1306619708408696,0
YBR280C,2,0.052137385997918895,0.13235191172128408,0
YBR281C,2,0.03230214663471665,0.1690710807377557,0
YBR282W,2,0.017333356665252965,0.17812000207194648,0
YBR283C,2,0.05333444878002241,0.14577162155541376,0
YBR284W,2,0.023954786421177265,0.12425027623929048,0
YBR285W,2,0.02872750066483006,0.18468384809198227,0
YBR286W,2,0.04744158458564452,0.13481032635846255,0
YBR287W,2,0.06754666997137924,0.14624965737879772,0
YBR288C,2,0.02990041812747951,0.11928561323214529,0
YBR289W,2,0.030658176729261667,0.11341481964916829,0
YBR290W,2,0.05784923051519677,0.14151099570338604,0
YBR291C,2,0.03320393478993114,0.16249028953605496,0
YBR293W,2,0.03963193631812704,0.13625119949989792,0
YBR294W,2,0.04820707576042614,0.13525029693990923,0
YBR295W,2,0.05588083377504956,0.15662055128914332,0
YBR296C,2,0.025468117820157593,0.12770607025606717,0
YBR296C-A,2,0.05314072835420913,0.16073227609742183,0
YBR297W,2,0.05425456322817631,0.15224852049024484,0
YBR298C,2,0.01235070605547577,0.08979343667010169,0
YBR298C-A,2,-0.0,0.01531196540497221,0
YBR299W,2,0.01594384138674969,0.0069297393334819945,0
YBR301W,2,0.0005373014858847656,0.018856706420366385,0
YBR302C,2,-0.0,-0.0,0
YCL073C,3,0.0046585036345691945,0.005869900595134306,0
YCL069W,3,0.0005373014858847656,0.0011806763501415502,0
YCL068C,3,-0.0,0.004350464380585285,0
YCL067C,3,-0.0,-0.0,0
YCL066W,3,-0.0,-0.0,0
