,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.43037974683544306,0.8947368421052632,1.0,0.8947368421052632,0.7555555555555555,0.6071428571428571,0.3177570093457944,0.17258883248730963,0.723404255319149,0.4927536231884058,0.14468085106382977,0.3655913978494624,0.425,0.05592105263157895,0.0728051391862955,0.3434343434343434
28,0.36607142857142855,0.5942028985507246,1.0,0.7192982456140351,0.803921568627451,0.803921568627451,0.2733333333333333,0.140893470790378,0.6612903225806451,0.5694444444444444,0.15298507462686567,0.36607142857142855,0.3761467889908257,0.05799151343705799,0.07192982456140351,0.3203125
29,0.3416666666666667,0.5774647887323944,0.7884615384615384,0.9111111111111111,1.0,0.6307692307692307,0.26282051282051283,0.12693498452012383,0.9318181818181818,0.6612903225806451,0.11171662125340599,0.2887323943661972,0.33884297520661155,0.04027504911591356,0.05380577427821522,0.27702702702702703
30,0.5545454545454546,0.7721518987341772,1.0,0.8840579710144928,0.953125,0.6931818181818182,0.2850467289719626,0.14805825242718446,0.9682539682539683,0.6931818181818182,0.14022988505747128,0.3719512195121951,0.3446327683615819,0.049512987012987016,0.061122244488977955,0.24696356275303644
31,0.43315508021390375,0.8181818181818182,1.0,0.8709677419354839,0.7105263157894737,0.6694214876033058,0.2745762711864407,0.1443850267379679,0.7941176470588235,0.6,0.12597200622083982,0.36486486486486486,0.3568281938325991,0.04903147699757869,0.06347962382445141,0.19471153846153846
32,0.3926940639269406,0.6666666666666666,0.9662921348314607,0.6370370370370371,0.7107438016528925,0.5058823529411764,0.23497267759562843,0.10844892812105927,1.0,0.5408805031446541,0.11011523687580026,0.31272727272727274,0.22691292875989447,0.042033235581622676,0.04991294254207777,0.1393841166936791
33,0.4742268041237113,0.7752808988764045,1.0,0.7225130890052356,0.7931034482758621,0.6934673366834171,0.2948717948717949,0.1393939393939394,0.8961038961038961,0.6133333333333333,0.14315352697095435,0.40233236151603496,0.2799188640973631,0.054848966613672494,0.0655581947743468,0.14712153518123666
34,0.41451990632318503,0.5379939209726444,0.8045454545454546,0.6604477611940298,0.6654135338345865,0.6276595744680851,0.26497005988023953,0.12752161383285301,1.0,0.5654952076677316,0.14331983805668017,0.37420718816067655,0.28687196110210694,0.0578809679529104,0.06707086017430845,0.12891478514202476
35,0.4112478031634446,0.5518867924528302,0.762214983713355,0.5306122448979592,0.5894206549118388,0.6062176165803109,0.2470960929250264,0.12420382165605096,1.0,0.5924050632911393,0.13146067415730336,0.42162162162162165,0.2789034564958284,0.06327744726879395,0.07127627170271093,0.11670822942643391
36,0.47831978319783197,0.5356600910470409,0.7758241758241758,0.5648,0.6477064220183486,0.6477064220183486,0.28060413354531,0.12949376375641966,1.0,0.6247787610619469,0.16222426470588236,0.47192513368983957,0.312666076173605,0.08105625717566016,0.0868175110673881,0.12080766598220397
37,0.5108135942327497,0.5035532994923858,0.8336134453781513,0.501010101010101,0.6441558441558441,0.6693657219973009,0.2681081081081081,0.13645116918844566,1.0,0.6391752577319587,0.1894576012223071,0.48532289628180036,0.3263157894736842,0.09431450846168474,0.09945859234008422,0.12582445459157787
