orf_name,coverage_rep1,coverage_rep2
YJL011C,0.98,0.98
YJL010C,0.98,0.98
YJL008C,0.98,0.98
YJL006C,0.98,0.98
YJL005W,0.98,0.98
YJL004C,0.98,0.98
YJL003W,0.98,0.98
YJL002C,0.98,0.98
YJL001W,0.98,0.98
YJR001W,0.98,0.98
YJR002W,0.98,0.98
YJR003C,0.98,0.98
YJR004C,0.98,0.98
YJR005W,0.98,0.98
YJR005C-A,0.98,0.98
YJR006W,0.98,0.98
YJR007W,0.98,0.98
YJR008W,0.98,0.98
YJR009C,0.98,0.98
YJR010W,0.98,0.98
YJR010C-A,0.98,0.98
YJR011C,0.98,0.98
YJR012C,0.98,0.98
YJR013W,0.98,0.98
YJR014W,0.98,0.98
YJR015W,0.98,0.98
YJR016C,0.98,0.98
YJR017C,0.98,0.98
YJR019C,0.98,0.98
YJR021C,0.98,0.98
YJR022W,0.98,0.98
YJR024C,0.98,0.98
YJR025C,0.98,0.98
YJR030C,0.98,0.98
YJR031C,0.98,0.98
YJR032W,0.98,0.98
YJR033C,0.98,0.98
YJR034W,0.98,0.98
YJR035W,0.98,0.98
YJR036C,0.98,0.98
YJR039W,0.98,0.98
YJR040W,0.98,0.98
YJR041C,0.98,0.98
YJR042W,0.98,0.98
YJR043C,0.98,0.98
YJR044C,0.98,0.98
YJR045C,0.98,0.98
YJR046W,0.98,0.98
YJR047C,0.98,0.98
YJR048W,0.98,0.98
YJR049C,0.98,0.98
YJR050W,0.98,0.98
YJR051W,0.98,0.98
YJR052W,0.98,0.98
YJR053W,0.98,0.98
YJR054W,0.98,0.98
YJR055W,0.98,0.98
YJR056C,0.98,0.98
YJR057W,0.98,0.98
YJR058C,0.98,0.98
YJR059W,0.98,0.98
YJR060W,0.98,0.98
YJR061W,0.98,0.98
YJR062C,0.98,0.98
YJR063W,0.98,0.98
YJR064W,0.98,0.98
YJR065C,0.98,0.98
YJR066W,0.98,0.98
YJR067C,0.98,0.98
YJR068W,0.98,0.98
YJR069C,0.98,0.98
YJR070C,0.98,0.98
YJR072C,0.98,0.98
YJR073C,0.98,0.98
YJR074W,0.98,0.98
YJR075W,0.98,0.98
YJR076C,0.98,0.98
YJR077C,0.98,0.98
YJR078W,0.98,0.98
YJR079W,0.98,0.98
YJR080C,0.98,0.98
YJR082C,0.98,0.98
YJR083C,0.98,0.98
YJR084W,0.98,0.98
YJR085C,0.98,0.98
YJR086W,0.98,0.98
YJR088C,0.98,0.98
YJR089W,0.98,0.98
YJR090C,0.98,0.98
YJR091C,0.98,0.98
YJR092W,0.98,0.98
YJR093C,0.98,0.98
YJR094C,0.98,0.98
YJR094W-A,0.98,0.98
YJR095W,0.98,0.98
YJR096W,0.98,0.98
YJR097W,0.98,0.98
YJR098C,0.98,0.98
YJR099W,0.98,0.98
YJR100C,0.98,0.98
YJR101W,0.98,0.98
YJR102C,0.98,0.98
YJR103W,0.98,0.98
YJR104C,0.98,0.98
YJR105W,0.98,0.98
YJR106W,0.98,0.98
YJR107W,0.98,0.98
YJR108W,0.98,0.98
YJR109C,0.98,0.98
YJR110W,0.98,0.98
YJR111C,0.98,0.98
YJR112W,0.98,0.98
YJR112W-A,0.98,0.98
YJR113C,0.98,0.98
YJR115W,0.98,0.98
YJR116W,0.98,0.98
YJR117W,0.98,0.98
YJR118C,0.98,0.98
YJR119C,0.98,0.98
YJR120W,0.98,0.98
YJR121W,0.98,0.98
YJR122W,0.98,0.98
YJR123W,0.98,0.98
YJR124C,0.98,0.98
YJR125C,0.98,0.98
YJR126C,0.98,0.98
YJR127C,0.98,0.98
YJR129C,0.98,0.98
YJR130C,0.98,0.98
YJR131W,0.98,0.98
YJR132W,0.98,0.98
YJR133W,0.98,0.98
YJR134C,0.98,0.98
YJR135C,0.98,0.98
YJR135W-A,0.98,0.98
YJR136C,0.98,0.98
YJR137C,0.98,0.98
YJR138W,0.98,0.98
YJR139C,0.98,0.98
YJR140C,0.98,0.98
YJR141W,0.98,0.98
YJR142W,0.98,0.98
YJR143C,0.98,0.98
YJR144W,0.98,0.98
YJR145C,0.98,0.98
YJR147W,0.98,0.98
YJR148W,0.98,0.98
YJR149W,0.98,0.98
YJR150C,0.98,0.98
YJR151C,0.94,0.96
YJR151W-A,0.98,0.98
YJR152W,0.98,0.98
YJR153W,0.98,0.98
YJR154W,0.98,0.98
YJR155W,0.98,0.98
YJR156C,0.26,0.24
YJR158W,0.0,0.0
YJR159W,0.24,0.22
YJR160C,0.04,0.02
YJR161C,0.34,0.4
YKL224C,0.74,0.7
YKL222C,0.98,0.98
YKL221W,0.98,0.98
YKL220C,0.98,0.98
YKL219W,0.98,0.98
YKL218C,0.98,0.98
YKL217W,0.98,0.98
YKL216W,0.98,0.98
YKL215C,0.98,0.98
YKL214C,0.98,0.98
YKL213C,0.98,0.98
YKL212W,0.98,0.98
YKL211C,0.98,0.98
YKL210W,0.98,0.98
YKL209C,0.98,0.98
YKL208W,0.98,0.98
YKL207W,0.98,0.98
YKL206C,0.98,0.98
YKL205W,0.98,0.98
YKL204W,0.98,0.98
YKL203C,0.98,0.98
YKL201C,0.98,0.98
YKL198C,0.98,0.98
YKL197C,0.98,0.98
YKL196C,0.98,0.98
YKL195W,0.98,0.98
YKL194C,0.98,0.98
YKL193C,0.98,0.98
YKL192C,0.98,0.98
YKL191W,0.98,0.98
YKL190W,0.98,0.98
YKL189W,0.98,0.98
YKL188C,0.98,0.98
YKL187C,0.98,0.98
YKL186C,0.98,0.98
YKL185W,0.98,0.98
YKL184W,0.98,0.98
YKL183C-A,0.98,0.98
YKL183W,0.98,0.98
YKL182W,0.98,0.98
YKL181W,0.98,0.98
YKL180W,0.98,0.98
YKL179C,0.98,0.98
YKL178C,0.98,0.98
YKL176C,0.98,0.98
YKL175W,0.98,0.98
YKL174C,0.98,0.98
YKL173W,0.98,0.98
YKL172W,0.98,0.98
YKL171W,0.98,0.98
YKL170W,0.98,0.98
YKL168C,0.98,0.98
YKL167C,0.98,0.98
YKL166C,0.98,0.98
YKL165C,0.98,0.98
YKL164C,0.98,0.98
YKL163W,0.98,0.98
YKL162C,0.98,0.98
YKL161C,0.98,0.98
YKL160W,0.98,0.98
YKL159C,0.98,0.98
YKL157W,0.98,0.98
YKL156W,0.98,0.98
YKL155C,0.98,0.98
YKL154W,0.98,0.98
YKL152C,0.98,0.98
YKL151C,0.98,0.98
YKL150W,0.98,0.98
YKL149C,0.98,0.98
YKL148C,0.98,0.98
YKL146W,0.98,0.98
YKL145W,0.98,0.98
YKL144C,0.98,0.98
YKL143W,0.98,0.98
YKL142W,0.98,0.98
YKL141W,0.98,0.98
YKL140W,0.98,0.98
YKL139W,0.98,0.98
YKL138C-A,0.98,0.98
YKL138C,0.98,0.98
YKL137W,0.98,0.98
YKL135C,0.98,0.98
YKL134C,0.98,0.98
YKL133C,0.98,0.98
YKL132C,0.98,0.98
YKL130C,0.98,0.98
YKL129C,0.98,0.98
YKL128C,0.98,0.98
YKL127W,0.98,0.98
YKL126W,0.98,0.98
YKL125W,0.98,0.98
YKL124W,0.98,0.98
YKL122C,0.98,0.98
YKL121W,0.98,0.98
YKL120W,0.98,0.98
YKL119C,0.98,0.98
YKL117W,0.98,0.98
YKL116C,0.98,0.98
YKL114C,0.98,0.98
YKL113C,0.98,0.98
YKL112W,0.98,0.98
YKL110C,0.98,0.98
YKL109W,0.98,0.98
YKL108W,0.98,0.98
YKL107W,0.98,0.98
YKL106C-A,0.98,0.98
YKL106W,0.98,0.98
YKL105C,0.98,0.98
YKL104C,0.98,0.98
YKL103C,0.98,0.98
YKL101W,0.98,0.98
YKL100C,0.98,0.98
YKL099C,0.98,0.98
YKL098W,0.98,0.98
YKL096C-B,0.98,0.98
YKL096W-A,0.98,0.98
YKL096W,0.98,0.98
YKL095W,0.98,0.98
YKL094W,0.98,0.98
YKL093W,0.98,0.98
YKL092C,0.98,0.98
YKL091C,0.98,0.98
YKL090W,0.98,0.98
YKL089W,0.98,0.98
YKL088W,0.98,0.98
YKL087C,0.98,0.98
YKL086W,0.98,0.98
YKL085W,0.98,0.98
YKL084W,0.98,0.98
YKL082C,0.98,0.98
YKL081W,0.98,0.98
YKL080W,0.98,0.98
YKL079W,0.98,0.98
YKL078W,0.98,0.98
YKL077W,0.98,0.98
YKL075C,0.98,0.98
YKL074C,0.98,0.98
YKL073W,0.98,0.98
YKL072W,0.98,0.98
YKL071W,0.98,0.98
YKL070W,0.98,0.98
YKL069W,0.98,0.98
YKL068W-A,0.98,0.98
YKL068W,0.98,0.98
YKL067W,0.98,0.98
YKL065W-A,0.98,0.98
YKL065C,0.98,0.98
YKL064W,0.98,0.98
YKL063C,0.98,0.98
YKL062W,0.98,0.98
YKL061W,0.98,0.98
YKL060C,0.98,0.98
YKL059C,0.98,0.98
YKL058W,0.98,0.98
YKL057C,0.98,0.98
YKL056C,0.98,0.98
YKL055C,0.98,0.98
YKL054C,0.98,0.98
YKL053C-A,0.98,0.98
YKL052C,0.98,0.98
YKL051W,0.98,0.98
YKL050C,0.98,0.98
YKL049C,0.98,0.98
YKL048C,0.98,0.98
YKL047W,0.98,0.98
YKL046C,0.98,0.98
YKL045W,0.98,0.98
YKL043W,0.98,0.98
YKL042W,0.98,0.98
YKL041W,0.98,0.98
YKL040C,0.98,0.98
YKL039W,0.98,0.98
YKL038W,0.98,0.98
YKL037W,0.98,0.98
YKL035W,0.98,0.98
YKL034W,0.98,0.98
YKL033W-A,0.98,0.98
YKL033W,0.98,0.98
YKL032C,0.98,0.98
YKL029C,0.98,0.98
YKL028W,0.98,0.98
YKL027W,0.98,0.98
YKL026C,0.98,0.98
YKL025C,0.98,0.98
YKL024C,0.98,0.98
YKL023C-A,0.98,0.98
YKL023W,0.98,0.98
YKL022C,0.98,0.98
YKL021C,0.98,0.98
YKL020C,0.98,0.98
YKL019W,0.98,0.98
YKL018C-A,0.98,0.98
YKL018W,0.98,0.98
YKL017C,0.98,0.98
YKL016C,0.98,0.98
YKL015W,0.98,0.98
YKL014C,0.98,0.98
YKL013C,0.98,0.98
YKL012W,0.98,0.98
YKL011C,0.98,0.98
YKL010C,0.98,0.98
YKL009W,0.98,0.98
YKL008C,0.98,0.98
YKL007W,0.98,0.98
YKL006C-A,0.98,0.98
YKL006W,0.98,0.98
YKL005C,0.98,0.98
YKL004W,0.98,0.98
YKL003C,0.98,0.98
YKL002W,0.98,0.98
YKL001C,0.98,0.98
YKR001C,0.98,0.98
YKR002W,0.98,0.98
YKR003W,0.98,0.98
YKR004C,0.98,0.98
YKR005C,0.98,0.98
YKR006C,0.98,0.98
YKR007W,0.98,0.98
YKR008W,0.98,0.98
YKR009C,0.98,0.98
YKR010C,0.98,0.98
YKR011C,0.98,0.98
YKR013W,0.98,0.98
YKR014C,0.98,0.98
YKR015C,0.98,0.98
YKR016W,0.98,0.98
YKR017C,0.98,0.98
YKR018C,0.98,0.98
YKR019C,0.98,0.98
YKR020W,0.98,0.98
YKR021W,0.98,0.98
YKR022C,0.98,0.98
YKR023W,0.98,0.98
YKR024C,0.98,0.98
YKR025W,0.98,0.98
YKR026C,0.98,0.98
YKR027W,0.98,0.98
YKR028W,0.98,0.98
YKR029C,0.98,0.98
YKR030W,0.98,0.98
YKR031C,0.98,0.98
YKR034W,0.98,0.98
YKR035W-A,0.98,0.98
YKR036C,0.98,0.98
YKR037C,0.98,0.98
YKR038C,0.98,0.98
YKR039W,0.98,0.98
YKR041W,0.98,0.98
YKR042W,0.98,0.98
YKR043C,0.98,0.98
YKR044W,0.98,0.98
YKR045C,0.98,0.98
YKR046C,0.98,0.98
YKR048C,0.98,0.98
YKR049C,0.98,0.98
YKR050W,0.98,0.98
YKR051W,0.98,0.98
YKR052C,0.98,0.98
YKR053C,0.98,0.98
YKR054C,0.98,0.98
YKR055W,0.98,0.98
YKR056W,0.98,0.98
YKR057W,0.98,0.98
YKR058W,0.98,0.98
YKR059W,0.62,0.64
YKR060W,0.98,0.98
YKR061W,0.98,0.98
YKR062W,0.98,0.98
YKR063C,0.98,0.98
YKR064W,0.98,0.98
YKR065C,0.98,0.98
YKR066C,0.98,0.98
YKR067W,0.98,0.98
YKR068C,0.98,0.98
YKR069W,0.98,0.98
YKR070W,0.98,0.98
YKR071C,0.98,0.98
YKR072C,0.96,0.94
YKR074W,0.98,0.98
YKR075C,0.98,0.98
YKR076W,0.98,0.98
YKR077W,0.98,0.98
YKR078W,0.98,0.98
YKR079C,0.98,0.98
YKR080W,0.98,0.98
YKR081C,0.98,0.98
YKR082W,0.98,0.98
YKR083C,0.98,0.98
YKR084C,0.98,0.98
YKR085C,0.98,0.98
YKR086W,0.98,0.98
YKR087C,0.98,0.98
YKR088C,0.98,0.98
YKR089C,0.98,0.98
YKR090W,0.98,0.98
YKR091W,0.98,0.98
YKR092C,0.98,0.98
YKR093W,0.98,0.98
YKR094C,0.98,0.98
YKR095W,0.98,0.98
YKR095W-A,0.98,0.98
YKR096W,0.98,0.98
YKR097W,0.98,0.98
YKR098C,0.98,0.98
YKR099W,0.98,0.98
YKR100C,0.98,0.98
YKR101W,0.98,0.98
YKR102W,0.98,0.98
YKR103W,0.98,0.98
YKR104W,0.98,0.98
YKR105C,0.88,0.86
YKR106W,0.88,0.86
YLL067C,0.0,0.0
YLL066W-B,0.5,0.48
YLL066C,0.0,0.0
YLL064C,0.42,0.38
YLL063C,0.98,0.98
YLL062C,0.98,0.98
YLL061W,0.98,0.98
YLL060C,0.98,0.98
YLL058W,0.98,0.98
YLL057C,0.98,0.98
YLL056C,0.98,0.98
YLL055W,0.98,0.98
YLL054C,0.98,0.98
YLL053C,0.98,0.98
YLL052C,0.98,0.98
YLL051C,0.98,0.98
YLL050C,0.98,0.98
YLL049W,0.98,0.98
YLL048C,0.98,0.98
YLL046C,0.98,0.98
YLL045C,0.98,0.98
YLL043W,0.98,0.98
YLL042C,0.98,0.98
YLL041C,0.98,0.98
YLL040C,0.98,0.98
YLL039C,0.98,0.98
YLL038C,0.98,0.98
YLL036C,0.98,0.98
YLL035W,0.98,0.98
YLL034C,0.98,0.98
YLL033W,0.98,0.98
YLL032C,0.98,0.98
YLL031C,0.98,0.98
YLL029W,0.98,0.98
YLL028W,0.98,0.98
YLL027W,0.98,0.98
YLL026W,0.98,0.98
YLL025W,0.98,0.98
YLL024C,0.94,0.98
YLL023C,0.98,0.98
YLL022C,0.98,0.98
YLL021W,0.98,0.98
YLL019C,0.98,0.98
YLL018C-A,0.98,0.98
YLL018C,0.98,0.98
YLL015W,0.98,0.98
YLL014W,0.98,0.98
YLL013C,0.98,0.98
YLL012W,0.98,0.98
YLL011W,0.98,0.98
YLL010C,0.98,0.98
YLL009C,0.98,0.98
YLL008W,0.98,0.98
YLL007C,0.98,0.98
YLL006W-A,0.98,0.98
YLL006W,0.98,0.98
YLL005C,0.98,0.98
YLL004W,0.98,0.98
YLL003W,0.98,0.98
YLL002W,0.98,0.98
YLL001W,0.98,0.98
YLR001C,0.98,0.98
YLR002C,0.98,0.98
YLR003C,0.98,0.98
YLR004C,0.98,0.98
YLR005W,0.98,0.98
YLR006C,0.98,0.98
YLR007W,0.98,0.98
YLR008C,0.98,0.98
YLR009W,0.98,0.98
YLR010C,0.98,0.98
YLR011W,0.98,0.98
YLR012C,0.98,0.98
YLR013W,0.98,0.98
YLR014C,0.98,0.98
YLR015W,0.98,0.98
YLR016C,0.98,0.98
YLR017W,0.98,0.98
YLR018C,0.98,0.98
YLR019W,0.98,0.98
YLR020C,0.98,0.98
YLR021W,0.98,0.98
YLR022C,0.98,0.98
YLR023C,0.98,0.98
YLR024C,0.98,0.98
YLR025W,0.98,0.98
YLR026C,0.98,0.98
YLR027C,0.98,0.98
YLR028C,0.98,0.98
YLR029C,0.98,0.98
YLR030W,0.98,0.98
YLR031W,0.98,0.98
YLR032W,0.98,0.98
YLR033W,0.98,0.98
YLR034C,0.98,0.98
YLR035C,0.98,0.98
YLR036C,0.98,0.98
YLR037C,0.98,0.98
YLR038C,0.98,0.98
YLR039C,0.98,0.98
YLR040C,0.98,0.98
YLR042C,0.98,0.98
YLR043C,0.98,0.98
YLR044C,0.98,0.98
YLR045C,0.98,0.98
YLR046C,0.98,0.98
YLR047C,0.98,0.98
YLR048W,0.98,0.98
YLR049C,0.98,0.98
YLR050C,0.98,0.98
YLR051C,0.98,0.98
YLR052W,0.98,0.98
YLR053C,0.98,0.98
YLR054C,0.98,0.98
YLR055C,0.98,0.98
YLR056W,0.98,0.98
YLR057W,0.98,0.98
YLR058C,0.98,0.98
YLR059C,0.98,0.98
YLR060W,0.98,0.98
YLR061W,0.98,0.98
YLR063W,0.98,0.98
YLR064W,0.98,0.98
YLR065C,0.98,0.98
YLR066W,0.98,0.98
YLR067C,0.98,0.98
YLR068W,0.98,0.98
YLR069C,0.98,0.98
YLR070C,0.98,0.98
YLR071C,0.98,0.98
YLR072W,0.98,0.98
YLR073C,0.98,0.98
YLR074C,0.98,0.98
YLR075W,0.98,0.98
YLR077W,0.98,0.98
YLR078C,0.98,0.98
YLR079W,0.98,0.98
YLR080W,0.98,0.98
YLR081W,0.98,0.98
YLR082C,0.98,0.98
YLR083C,0.98,0.98
YLR084C,0.98,0.98
YLR085C,0.98,0.98
YLR086W,0.98,0.98
YLR087C,0.98,0.98
YLR088W,0.98,0.98
YLR089C,0.98,0.98
YLR090W,0.98,0.98
YLR091W,0.98,0.98
YLR092W,0.98,0.98
YLR093C,0.98,0.98
YLR094C,0.98,0.98
YLR095C,0.98,0.98
YLR096W,0.98,0.98
YLR097C,0.98,0.98
YLR098C,0.98,0.98
YLR099C,0.98,0.98
YLR099W-A,0.98,0.98
YLR100W,0.98,0.98
YLR102C,0.98,0.98
YLR103C,0.98,0.98
YLR104W,0.98,0.98
YLR105C,0.98,0.98
YLR106C,0.98,0.98
YLR107W,0.98,0.98
YLR108C,0.98,0.98
YLR109W,0.98,0.98
YLR110C,0.98,0.98
YLR113W,0.98,0.98
YLR114C,0.98,0.98
YLR115W,0.98,0.98
YLR116W,0.98,0.98
YLR117C,0.98,0.98
YLR118C,0.98,0.98
YLR119W,0.98,0.98
YLR120C,0.98,0.98
YLR121C,0.98,0.98
YLR125W,0.98,0.98
YLR126C,0.98,0.98
YLR127C,0.98,0.98
YLR128W,0.98,0.98
YLR129W,0.98,0.98
YLR130C,0.98,0.98
YLR131C,0.98,0.98
YLR132C,0.98,0.98
YLR133W,0.98,0.98
YLR134W,0.98,0.98
YLR135W,0.98,0.98
YLR136C,0.98,0.98
YLR137W,0.98,0.98
YLR138W,0.98,0.98
YLR139C,0.98,0.98
YLR141W,0.98,0.98
YLR142W,0.98,0.98
YLR143W,0.98,0.98
YLR144C,0.98,0.98
YLR145W,0.98,0.98
YLR146C,0.98,0.98
YLR146W-A,0.98,0.98
YLR147C,0.98,0.98
YLR148W,0.98,0.98
YLR149C,0.98,0.98
YLR150W,0.98,0.98
YLR151C,0.98,0.98
YLR152C,0.98,0.98
YLR153C,0.98,0.98
YLR154C,0.98,0.98
YLR154W-C,0.0,0.0
YLR154C-G,0.0,0.0
YLR154C-H,0.16,0.16
YLR155C,0.0,0.0
YLR156W,0.0,0.0
YLR156C-A,0.0,0.0
YLR157C,0.06,0.06
YLR157W-D,0.08,0.06
YLR157W-E,0.12,0.12
YLR157C-C,0.12,0.12
YLR158C,0.0,0.0
YLR159W,0.0,0.0
YLR159C-A,0.0,0.0
YLR160C,0.0,0.0
YLR161W,0.18,0.18
YLR162W,0.86,0.86
YLR162W-A,0.84,0.84
YLR163C,0.98,0.98
YLR164W,0.98,0.98
YLR165C,0.98,0.98
YLR166C,0.98,0.98
YLR167W,0.98,0.98
YLR168C,0.98,0.98
YLR170C,0.98,0.98
YLR172C,0.98,0.98
YLR173W,0.98,0.98
YLR174W,0.98,0.98
YLR175W,0.98,0.98
YLR176C,0.98,0.98
YLR177W,0.98,0.98
YLR178C,0.98,0.98
YLR179C,0.98,0.98
YLR180W,0.98,0.98
YLR181C,0.98,0.98
YLR182W,0.98,0.98
YLR183C,0.98,0.98
YLR185W,0.98,0.98
YLR186W,0.98,0.98
YLR187W,0.98,0.98
YLR188W,0.98,0.98
YLR189C,0.98,0.98
YLR190W,0.98,0.98
YLR191W,0.98,0.98
YLR192C,0.98,0.98
YLR193C,0.98,0.98
YLR194C,0.98,0.98
YLR195C,0.98,0.98
YLR196W,0.98,0.98
YLR197W,0.98,0.98
YLR199C,0.98,0.98
YLR200W,0.98,0.98
YLR201C,0.98,0.98
YLR203C,0.98,0.98
YLR204W,0.98,0.98
YLR205C,0.98,0.98
YLR206W,0.98,0.98
YLR207W,0.98,0.98
YLR208W,0.98,0.98
YLR209C,0.98,0.98
YLR210W,0.98,0.98
YLR211C,0.98,0.98
YLR212C,0.98,0.98
YLR213C,0.98,0.98
YLR214W,0.98,0.98
YLR215C,0.98,0.98
YLR216C,0.98,0.98
YLR218C,0.98,0.98
YLR219W,0.98,0.98
YLR220W,0.98,0.98
YLR221C,0.98,0.98
YLR222C,0.98,0.98
YLR223C,0.98,0.98
YLR224W,0.98,0.98
YLR225C,0.98,0.98
YLR226W,0.98,0.98
YLR227C,0.98,0.98
YLR228C,0.98,0.98
YLR229C,0.98,0.98
YLR231C,0.98,0.98
YLR233C,0.98,0.98
YLR234W,0.98,0.98
YLR237W,0.98,0.98
YLR238W,0.98,0.98
YLR239C,0.98,0.98
YLR240W,0.98,0.98
YLR241W,0.98,0.98
YLR242C,0.98,0.98
YLR243W,0.98,0.98
YLR244C,0.98,0.98
YLR245C,0.98,0.98
YLR246W,0.98,0.98
YLR247C,0.98,0.98
YLR248W,0.98,0.98
YLR249W,0.98,0.98
YLR250W,0.98,0.98
YLR251W,0.98,0.98
YLR253W,0.98,0.98
YLR254C,0.98,0.98
YLR256W,0.98,0.98
YLR257W,0.98,0.98
YLR258W,0.98,0.98
YLR259C,0.98,0.98
YLR260W,0.98,0.98
YLR262C,0.98,0.98
YLR262C-A,0.98,0.98
YLR263W,0.98,0.98
YLR264W,0.98,0.98
YLR264C-A,0.98,0.98
YLR265C,0.98,0.98
YLR266C,0.98,0.98
YLR267W,0.98,0.98
YLR268W,0.98,0.98
YLR270W,0.98,0.98
YLR271W,0.98,0.98
YLR272C,0.98,0.98
YLR273C,0.98,0.98
YLR274W,0.98,0.98
YLR275W,0.98,0.98
YLR276C,0.98,0.98
YLR277C,0.98,0.98
YLR278C,0.98,0.98
YLR281C,0.98,0.98
YLR283W,0.98,0.98
YLR284C,0.98,0.98
YLR285W,0.98,0.98
YLR285C-A,0.98,0.98
YLR286C,0.98,0.98
YLR287C,0.98,0.98
YLR287C-A,0.98,0.98
YLR288C,0.98,0.98
YLR289W,0.98,0.98
YLR290C,0.98,0.98
YLR291C,0.98,0.98
YLR292C,0.98,0.98
YLR293C,0.98,0.98
YLR295C,0.98,0.98
YLR297W,0.98,0.98
YLR298C,0.98,0.98
YLR299W,0.98,0.98
YLR300W,0.98,0.98
YLR301W,0.98,0.98
YLR303W,0.98,0.98
YLR304C,0.98,0.98
YLR305C,0.98,0.98
YLR306W,0.98,0.98
YLR307W,0.98,0.98
YLR307C-A,0.98,0.98
YLR308W,0.98,0.98
YLR309C,0.98,0.98
YLR310C,0.98,0.98
YLR312C,0.98,0.98
YLR312W-A,0.98,0.98
YLR313C,0.98,0.98
YLR314C,0.98,0.98
YLR315W,0.98,0.98
YLR316C,0.98,0.98
YLR318W,0.98,0.98
YLR319C,0.98,0.98
YLR320W,0.98,0.98
YLR321C,0.98,0.98
YLR323C,0.98,0.98
YLR324W,0.98,0.98
YLR325C,0.98,0.98
YLR326W,0.98,0.98
YLR327C,0.98,0.98
YLR328W,0.98,0.98
YLR329W,0.98,0.98
YLR330W,0.98,0.98
YLR332W,0.98,0.98
YLR333C,0.98,0.98
YLR335W,0.98,0.98
YLR336C,0.98,0.98
YLR337C,0.98,0.98
YLR340W,0.98,0.98
YLR341W,0.98,0.98
YLR342W,0.98,0.98
YLR342W-A,0.98,0.98
YLR343W,0.98,0.98
YLR344W,0.98,0.98
YLR345W,0.98,0.98
YLR346C,0.98,0.98
YLR347C,0.98,0.98
YLR348C,0.98,0.98
YLR350W,0.98,0.98
YLR351C,0.98,0.98
YLR352W,0.98,0.98
YLR353W,0.98,0.98
YLR354C,0.98,0.98
YLR355C,0.98,0.98
YLR356W,0.98,0.98
YLR357W,0.98,0.98
YLR359W,0.98,0.98
YLR360W,0.98,0.98
YLR361C,0.98,0.98
YLR361C-A,0.98,0.98
YLR362W,0.98,0.98
YLR363C,0.98,0.98
YLR363W-A,0.98,0.98
YLR364W,0.98,0.98
YLR367W,0.98,0.98
YLR368W,0.98,0.98
YLR369W,0.98,0.98
YLR370C,0.98,0.98
YLR371W,0.98,0.98
YLR372W,0.98,0.98
YLR373C,0.98,0.98
YLR375W,0.98,0.98
YLR376C,0.98,0.98
YLR377C,0.98,0.98
YLR378C,0.98,0.98
YLR380W,0.98,0.98
YLR381W,0.98,0.98
YLR382C,0.98,0.98
YLR383W,0.98,0.98
YLR384C,0.98,0.98
YLR385C,0.98,0.98
YLR386W,0.98,0.98
YLR387C,0.98,0.98
YLR388W,0.98,0.98
YLR389C,0.98,0.98
YLR390W,0.98,0.98
YLR390W-A,0.98,0.98
YLR392C,0.98,0.98
YLR393W,0.98,0.98
YLR394W,0.98,0.98
YLR395C,0.98,0.98
YLR396C,0.98,0.98
YLR397C,0.98,0.98
YLR398C,0.98,0.98
YLR399C,0.98,0.98
YLR401C,0.98,0.98
YLR403W,0.98,0.98
YLR404W,0.98,0.98
YLR405W,0.98,0.98
YLR406C,0.98,0.98
YLR406C-A,0.98,0.98
YLR407W,0.98,0.98
YLR408C,0.98,0.98
YLR409C,0.98,0.98
YLR410W,0.98,0.98
YLR411W,0.8,0.8
YLR412W,0.98,0.98
YLR412C-A,0.98,0.98
YLR413W,0.98,0.98
YLR414C,0.98,0.98
YLR415C,0.98,0.98
YLR417W,0.98,0.98
YLR418C,0.98,0.98
YLR419W,0.98,0.98
YLR420W,0.98,0.98
YLR421C,0.98,0.98
YLR422W,0.98,0.98
YLR423C,0.98,0.98
YLR424W,0.98,0.98
YLR425W,0.98,0.98
YLR426W,0.98,0.98
YLR427W,0.98,0.98
YLR429W,0.98,0.98
YLR430W,0.98,0.98
YLR431C,0.98,0.98
YLR432W,0.98,0.98
YLR433C,0.98,0.98
YLR435W,0.98,0.98
YLR436C,0.98,0.98
YLR437C,0.98,0.98
YLR438W,0.98,0.98
YLR438C-A,0.98,0.98
YLR439W,0.98,0.98
YLR440C,0.98,0.98
YLR441C,0.98,0.98
YLR442C,0.98,0.98
YLR443W,0.98,0.98
YLR445W,0.98,0.98
YLR446W,0.98,0.98
YLR447C,0.98,0.98
YLR448W,0.98,0.98
YLR449W,0.98,0.98
YLR450W,0.98,0.98
YLR451W,0.98,0.98
YLR452C,0.98,0.98
YLR453C,0.98,0.98
YLR454W,0.98,0.98
YLR455W,0.98,0.98
YLR456W,0.98,0.98
YLR457C,0.98,0.98
YLR459W,0.98,0.98
YLR460C,0.98,0.96
YLR461W,0.8,0.84
YLR462W,0.56,0.54
YLR464W,0.1,0.14
YLR466W,0.26,0.24
YLR466C-B,0.3,0.3
YLR467W,0.0,0.0
YML133C,0.0,0.0
YML132W,0.0,0.0
YML131W,0.98,0.98
YML130C,0.98,0.98
YML129C,0.98,0.98
YML128C,0.98,0.98
YML127W,0.98,0.98
YML126C,0.98,0.98
YML125C,0.98,0.98
YML124C,0.98,0.98
YML123C,0.98,0.98
YML121W,0.98,0.98
YML120C,0.98,0.98
YML119W,0.98,0.98
YML118W,0.98,0.98
YML117W,0.98,0.98
YML116W,0.98,0.98
YML115C,0.98,0.98
YML114C,0.98,0.98
YML113W,0.98,0.98
YML112W,0.98,0.98
