orf_name,coverage_rep1,coverage_rep2
YDR106W,0.98,0.98
YDR107C,0.98,0.98
YDR108W,0.98,0.98
YDR109C,0.98,0.98
YDR110W,0.98,0.98
YDR111C,0.98,0.98
YDR113C,0.98,0.98
YDR114C,0.98,0.98
YDR115W,0.98,0.98
YDR116C,0.98,0.98
YDR117C,0.98,0.98
YDR118W,0.98,0.98
YDR119W,0.98,0.98
YDR119W-A,0.98,0.98
YDR120C,0.98,0.98
YDR121W,0.98,0.98
YDR122W,0.98,0.98
YDR123C,0.98,0.98
YDR124W,0.98,0.98
YDR125C,0.98,0.98
YDR126W,0.98,0.98
YDR127W,0.98,0.98
YDR128W,0.98,0.98
YDR129C,0.98,0.98
YDR130C,0.98,0.98
YDR131C,0.98,0.98
YDR132C,0.98,0.98
YDR135C,0.98,0.98
YDR137W,0.98,0.98
YDR138W,0.98,0.98
YDR139C,0.98,0.98
YDR140W,0.98,0.98
YDR141C,0.98,0.98
YDR142C,0.98,0.98
YDR143C,0.98,0.98
YDR144C,0.98,0.98
YDR145W,0.98,0.98
YDR146C,0.98,0.98
YDR147W,0.98,0.98
YDR148C,0.98,0.98
YDR150W,0.98,0.98
YDR151C,0.98,0.98
YDR152W,0.98,0.98
YDR153C,0.98,0.98
YDR155C,0.98,0.98
YDR156W,0.98,0.98
YDR158W,0.98,0.98
YDR159W,0.98,0.98
YDR160W,0.98,0.98
YDR161W,0.96,0.94
YDR162C,0.98,0.98
YDR163W,0.98,0.98
YDR164C,0.98,0.98
YDR165W,0.98,0.98
YDR166C,0.98,0.98
YDR167W,0.98,0.98
YDR168W,0.98,0.98
YDR169C,0.98,0.98
YDR169C-A,0.98,0.98
YDR170C,0.98,0.98
YDR171W,0.98,0.98
YDR172W,0.98,0.98
YDR173C,0.98,0.98
YDR174W,0.98,0.98
YDR175C,0.98,0.98
YDR176W,0.98,0.98
YDR177W,0.98,0.98
YDR178W,0.98,0.98
YDR179C,0.98,0.98
YDR179W-A,0.98,0.98
YDR180W,0.98,0.98
YDR181C,0.98,0.98
YDR182W,0.98,0.98
YDR182W-A,0.98,0.98
YDR183W,0.98,0.98
YDR184C,0.98,0.98
YDR185C,0.98,0.98
YDR186C,0.98,0.98
YDR188W,0.98,0.98
YDR189W,0.98,0.98
YDR190C,0.98,0.98
YDR191W,0.98,0.98
YDR192C,0.98,0.98
YDR194C,0.98,0.98
YDR194W-A,0.98,0.98
YDR195W,0.98,0.98
YDR196C,0.98,0.98
YDR197W,0.98,0.98
YDR198C,0.98,0.98
YDR200C,0.98,0.98
YDR201W,0.98,0.98
YDR202C,0.98,0.98
YDR204W,0.98,0.98
YDR205W,0.98,0.98
YDR206W,0.98,0.98
YDR207C,0.98,0.98
YDR208W,0.98,0.98
YDR210W,0.98,0.98
YDR211W,0.98,0.98
YDR212W,0.98,0.98
YDR213W,0.98,0.98
YDR214W,0.98,0.98
YDR216W,0.98,0.98
YDR217C,0.98,0.98
YDR218C,0.98,0.98
YDR219C,0.98,0.98
YDR221W,0.98,0.98
YDR222W,0.98,0.98
YDR223W,0.98,0.98
YDR224C,0.98,0.98
YDR225W,0.98,0.98
YDR226W,0.98,0.98
YDR227W,0.98,0.98
YDR228C,0.98,0.98
YDR229W,0.98,0.98
YDR231C,0.98,0.98
YDR232W,0.98,0.98
YDR233C,0.98,0.98
YDR234W,0.98,0.98
YDR235W,0.98,0.98
YDR236C,0.98,0.98
YDR237W,0.98,0.98
YDR238C,0.98,0.98
YDR239C,0.98,0.98
YDR240C,0.98,0.98
YDR242W,0.98,0.98
YDR243C,0.98,0.98
YDR244W,0.98,0.98
YDR245W,0.98,0.98
YDR246W,0.98,0.98
YDR246W-A,0.98,0.98
YDR247W,0.98,0.98
YDR248C,0.98,0.98
YDR249C,0.98,0.98
YDR251W,0.98,0.98
YDR252W,0.98,0.98
YDR253C,0.98,0.98
YDR254W,0.98,0.98
YDR255C,0.98,0.98
YDR256C,0.98,0.98
YDR257C,0.98,0.98
YDR258C,0.98,0.98
YDR259C,0.98,0.98
YDR260C,0.98,0.98
YDR261C,0.98,0.98
YDR262W,0.98,0.98
YDR263C,0.98,0.98
YDR264C,0.98,0.98
YDR265W,0.98,0.98
YDR266C,0.98,0.98
YDR267C,0.98,0.98
YDR268W,0.98,0.98
YDR270W,0.98,0.98
YDR272W,0.98,0.98
YDR273W,0.98,0.98
YDR275W,0.98,0.98
YDR276C,0.98,0.98
YDR277C,0.98,0.98
YDR279W,0.98,0.98
YDR280W,0.98,0.98
YDR281C,0.98,0.98
YDR282C,0.98,0.98
YDR283C,0.98,0.98
YDR284C,0.98,0.98
YDR285W,0.98,0.98
YDR286C,0.98,0.98
YDR287W,0.98,0.98
YDR288W,0.98,0.98
YDR289C,0.98,0.98
YDR291W,0.98,0.98
YDR292C,0.98,0.98
YDR293C,0.98,0.98
YDR294C,0.98,0.98
YDR295C,0.98,0.98
YDR296W,0.98,0.98
YDR297W,0.98,0.98
YDR298C,0.98,0.98
YDR299W,0.98,0.98
YDR300C,0.98,0.98
YDR301W,0.98,0.98
YDR302W,0.98,0.98
YDR303C,0.98,0.98
YDR304C,0.98,0.98
YDR305C,0.98,0.98
YDR306C,0.98,0.98
YDR307W,0.98,0.98
YDR308C,0.98,0.98
YDR309C,0.98,0.98
YDR310C,0.98,0.98
YDR311W,0.98,0.98
YDR312W,0.98,0.98
YDR313C,0.98,0.98
YDR314C,0.98,0.98
YDR315C,0.98,0.98
YDR316W,0.98,0.98
YDR317W,0.98,0.98
YDR318W,0.98,0.98
YDR319C,0.98,0.98
YDR320C,0.98,0.98
YDR320C-A,0.98,0.98
YDR321W,0.98,0.98
YDR322W,0.98,0.98
YDR322C-A,0.98,0.98
YDR323C,0.98,0.98
YDR324C,0.98,0.98
YDR325W,0.98,0.98
YDR326C,0.98,0.98
YDR328C,0.98,0.98
YDR329C,0.98,0.98
YDR330W,0.98,0.98
YDR331W,0.98,0.98
YDR332W,0.98,0.98
YDR333C,0.98,0.98
YDR334W,0.98,0.98
YDR335W,0.98,0.98
YDR336W,0.98,0.98
YDR337W,0.98,0.98
YDR338C,0.98,0.98
YDR339C,0.98,0.98
YDR341C,0.98,0.98
YDR342C,0.46,0.56
YDR343C,0.46,0.46
YDR345C,0.98,0.98
YDR346C,0.98,0.98
YDR347W,0.98,0.98
YDR348C,0.98,0.98
YDR349C,0.98,0.98
YDR350C,0.98,0.98
YDR351W,0.98,0.98
YDR352W,0.98,0.98
YDR353W,0.98,0.98
YDR354W,0.98,0.98
YDR356W,0.98,0.98
YDR357C,0.98,0.98
YDR358W,0.98,0.98
YDR359C,0.98,0.98
YDR361C,0.98,0.98
YDR362C,0.98,0.98
YDR363W,0.98,0.98
YDR363W-A,0.98,0.98
YDR364C,0.98,0.98
YDR365C,0.98,0.98
YDR366C,0.58,0.58
YDR367W,0.86,0.86
YDR368W,0.98,0.98
YDR369C,0.98,0.98
YDR370C,0.98,0.98
YDR371W,0.98,0.98
YDR372C,0.98,0.98
YDR373W,0.98,0.98
YDR374C,0.98,0.98
YDR374W-A,0.98,0.98
YDR375C,0.98,0.98
YDR376W,0.98,0.98
YDR377W,0.98,0.98
YDR378C,0.98,0.98
YDR379W,0.98,0.98
YDR379C-A,0.98,0.98
YDR380W,0.98,0.98
YDR381W,0.98,0.98
YDR381C-A,0.98,0.98
YDR382W,0.98,0.98
YDR383C,0.98,0.98
YDR384C,0.98,0.98
YDR385W,0.64,0.64
YDR386W,0.98,0.98
YDR387C,0.98,0.98
YDR388W,0.98,0.98
YDR389W,0.98,0.98
YDR390C,0.98,0.98
YDR391C,0.98,0.98
YDR392W,0.98,0.98
YDR393W,0.98,0.98
YDR394W,0.98,0.98
YDR395W,0.98,0.98
YDR397C,0.98,0.98
YDR398W,0.98,0.98
YDR399W,0.98,0.98
YDR400W,0.98,0.98
YDR402C,0.98,0.98
YDR403W,0.98,0.98
YDR404C,0.98,0.98
YDR405W,0.98,0.98
YDR406W,0.98,0.98
YDR407C,0.98,0.98
YDR408C,0.98,0.98
YDR409W,0.98,0.98
YDR410C,0.98,0.98
YDR411C,0.98,0.98
YDR412W,0.98,0.98
YDR414C,0.98,0.98
YDR415C,0.98,0.98
YDR416W,0.98,0.98
YDR418W,0.98,0.98
YDR419W,0.98,0.98
YDR420W,0.98,0.98
YDR421W,0.98,0.98
YDR422C,0.98,0.98
YDR423C,0.98,0.98
YDR424C,0.98,0.98
YDR425W,0.98,0.98
YDR427W,0.98,0.98
YDR428C,0.98,0.98
YDR429C,0.98,0.98
YDR430C,0.98,0.98
YDR432W,0.98,0.98
YDR434W,0.98,0.98
YDR435C,0.98,0.98
YDR436W,0.98,0.98
YDR437W,0.98,0.98
YDR438W,0.98,0.98
YDR439W,0.98,0.98
YDR440W,0.98,0.98
YDR441C,0.98,0.98
YDR443C,0.98,0.98
YDR444W,0.98,0.98
YDR446W,0.98,0.98
YDR447C,0.98,0.98
YDR448W,0.98,0.98
YDR449C,0.98,0.98
YDR450W,0.98,0.98
YDR451C,0.98,0.98
YDR452W,0.98,0.98
YDR453C,0.98,0.98
YDR454C,0.98,0.98
YDR456W,0.98,0.98
YDR457W,0.98,0.98
YDR458C,0.98,0.98
YDR459C,0.98,0.98
YDR460W,0.98,0.98
YDR461W,0.98,0.98
YDR461C-A,0.98,0.98
YDR462W,0.98,0.98
YDR463W,0.98,0.98
YDR464W,0.98,0.98
YDR465C,0.98,0.98
YDR466W,0.98,0.98
YDR468C,0.98,0.98
YDR469W,0.98,0.98
YDR470C,0.98,0.98
YDR471W,0.98,0.98
YDR472W,0.98,0.98
YDR473C,0.98,0.98
YDR475C,0.98,0.98
YDR476C,0.98,0.98
YDR477W,0.98,0.98
YDR478W,0.98,0.98
YDR479C,0.98,0.98
YDR480W,0.98,0.98
YDR481C,0.98,0.98
YDR482C,0.98,0.98
YDR483W,0.98,0.98
YDR484W,0.98,0.98
YDR485C,0.98,0.98
YDR486C,0.98,0.98
YDR487C,0.98,0.98
YDR488C,0.98,0.98
YDR489W,0.98,0.98
YDR490C,0.98,0.98
YDR492W,0.98,0.98
YDR493W,0.98,0.98
YDR494W,0.98,0.98
YDR495C,0.98,0.98
YDR496C,0.98,0.98
YDR497C,0.98,0.98
YDR498C,0.98,0.98
YDR499W,0.98,0.98
YDR500C,0.98,0.98
YDR501W,0.98,0.98
YDR502C,0.98,0.98
YDR503C,0.98,0.98
YDR504C,0.98,0.98
YDR505C,0.98,0.98
YDR506C,0.98,0.98
YDR507C,0.98,0.98
YDR508C,0.98,0.98
YDR510W,0.98,0.98
YDR511W,0.98,0.98
YDR512C,0.98,0.98
YDR513W,0.98,0.98
YDR514C,0.98,0.98
YDR515W,0.98,0.98
YDR516C,0.98,0.98
YDR517W,0.98,0.98
YDR518W,0.98,0.98
YDR519W,0.98,0.98
YDR520C,0.98,0.98
YDR522C,0.98,0.98
YDR523C,0.98,0.98
YDR524C,0.98,0.98
YDR524W-C,0.98,0.98
YDR524C-B,0.98,0.98
YDR525W-A,0.98,0.98
YDR527W,0.98,0.98
YDR528W,0.98,0.98
YDR529C,0.98,0.98
YDR530C,0.98,0.98
YDR531W,0.98,0.98
YDR532C,0.98,0.98
YDR533C,0.98,0.98
YDR534C,0.98,0.98
YDR536W,0.98,0.98
YDR538W,0.98,0.98
YDR539W,0.98,0.98
YDR540C,0.98,0.98
YDR541C,0.98,0.98
YDR542W,0.82,0.82
YDR545W,0.0,0.0
YEL077C,0.52,0.5
YEL076C-A,0.06,0.06
YEL076C,0.06,0.06
YEL075C,0.14,0.16
YEL073C,0.98,0.98
YEL072W,0.98,0.98
YEL071W,0.98,0.98
YEL070W,0.94,0.96
YEL069C,0.98,0.94
YEL067C,0.98,0.98
YEL066W,0.98,0.98
YEL065W,0.98,0.98
YEL064C,0.98,0.98
YEL063C,0.98,0.98
YEL062W,0.98,0.98
YEL061C,0.98,0.98
YEL060C,0.98,0.98
YEL059C-A,0.98,0.98
YEL058W,0.98,0.98
YEL057C,0.98,0.98
YEL056W,0.98,0.98
YEL055C,0.98,0.98
YEL054C,0.98,0.98
YEL053C,0.98,0.98
YEL052W,0.98,0.98
YEL051W,0.98,0.98
YEL050C,0.98,0.98
YEL049W,0.98,0.98
YEL048C,0.98,0.98
YEL047C,0.98,0.98
YEL046C,0.98,0.98
YEL044W,0.98,0.98
YEL043W,0.98,0.98
YEL042W,0.98,0.98
YEL041W,0.98,0.98
YEL040W,0.98,0.98
YEL039C,0.98,0.98
YEL038W,0.98,0.98
YEL037C,0.98,0.98
YEL036C,0.98,0.98
YEL035C,0.98,0.98
YEL034W,0.98,0.98
YEL033W,0.98,0.98
YEL032W,0.98,0.98
YEL031W,0.98,0.98
YEL030W,0.98,0.98
YEL029C,0.98,0.98
YEL027W,0.98,0.98
YEL026W,0.98,0.98
YEL025C,0.98,0.98
YEL024W,0.98,0.98
YEL023C,0.98,0.98
YEL022W,0.98,0.98
YEL021W,0.98,0.98
YEL020W-A,0.98,0.98
YEL020C,0.98,0.98
YEL019C,0.98,0.98
YEL018W,0.98,0.98
YEL017C-A,0.98,0.98
YEL017W,0.98,0.98
YEL016C,0.98,0.98
YEL015W,0.98,0.98
YEL013W,0.98,0.98
YEL012W,0.98,0.98
YEL011W,0.98,0.98
YEL009C,0.98,0.98
YEL007W,0.98,0.98
YEL006W,0.98,0.98
YEL005C,0.98,0.98
YEL004W,0.98,0.98
YEL003W,0.98,0.98
YEL002C,0.98,0.98
YEL001C,0.98,0.98
YER001W,0.98,0.98
YER002W,0.98,0.98
YER003C,0.98,0.98
YER004W,0.98,0.98
YER005W,0.98,0.98
YER006W,0.98,0.98
YER007W,0.98,0.98
YER007C-A,0.98,0.98
YER008C,0.98,0.98
YER009W,0.98,0.98
YER010C,0.98,0.98
YER011W,0.98,0.98
YER012W,0.98,0.98
YER013W,0.98,0.98
YER014W,0.98,0.98
YER014C-A,0.98,0.98
YER015W,0.98,0.98
YER016W,0.98,0.98
YER017C,0.98,0.98
YER018C,0.98,0.98
YER019W,0.98,0.98
YER019C-A,0.98,0.98
YER020W,0.98,0.98
YER021W,0.98,0.98
YER022W,0.98,0.98
YER023W,0.98,0.98
YER024W,0.98,0.98
YER025W,0.98,0.98
YER026C,0.98,0.98
YER027C,0.98,0.98
YER028C,0.98,0.98
YER029C,0.98,0.98
YER030W,0.98,0.98
YER031C,0.98,0.98
YER032W,0.98,0.98
YER033C,0.98,0.98
YER034W,0.98,0.98
YER035W,0.98,0.98
YER036C,0.98,0.98
YER037W,0.98,0.98
YER038C,0.98,0.98
YER039C,0.98,0.98
YER039C-A,0.98,0.98
YER040W,0.98,0.98
YER041W,0.98,0.98
YER042W,0.98,0.98
YER043C,0.98,0.98
YER044C,0.98,0.98
YER044C-A,0.98,0.98
YER045C,0.98,0.98
YER046W,0.98,0.98
YER047C,0.98,0.98
YER048C,0.98,0.98
YER048W-A,0.98,0.98
YER049W,0.98,0.98
YER050C,0.98,0.98
YER051W,0.98,0.98
YER052C,0.98,0.98
YER053C,0.98,0.98
YER053C-A,0.98,0.98
YER054C,0.98,0.98
YER055C,0.98,0.98
YER056C,0.98,0.98
YER056C-A,0.98,0.98
YER057C,0.98,0.98
YER058W,0.98,0.98
YER059W,0.98,0.98
YER060W,0.98,0.98
YER060W-A,0.98,0.98
YER061C,0.98,0.98
YER062C,0.98,0.98
YER063W,0.98,0.98
YER064C,0.98,0.98
YER065C,0.98,0.98
YER066W,0.98,0.98
YER067W,0.98,0.98
YER068W,0.98,0.98
YER069W,0.98,0.98
YER070W,0.98,0.98
YER071C,0.98,0.98
YER072W,0.98,0.98
YER073W,0.98,0.98
YER074W,0.98,0.98
YER074W-A,0.98,0.98
YER075C,0.98,0.98
YER076C,0.98,0.98
YER077C,0.98,0.98
YER078C,0.98,0.98
YER078W-A,0.98,0.98
YER079W,0.98,0.98
YER080W,0.98,0.98
YER081W,0.98,0.98
YER082C,0.98,0.98
YER083C,0.98,0.98
YER085C,0.98,0.98
YER086W,0.98,0.98
YER087W,0.98,0.98
YER087C-B,0.98,0.98
YER088C,0.98,0.98
YER089C,0.98,0.98
YER090W,0.98,0.98
YER091C,0.98,0.98
YER092W,0.98,0.98
YER093C,0.98,0.98
YER093C-A,0.98,0.98
YER094C,0.98,0.98
YER095W,0.98,0.98
YER096W,0.98,0.98
YER098W,0.98,0.98
YER099C,0.98,0.98
YER100W,0.98,0.98
YER101C,0.98,0.98
YER102W,0.7,0.8
YER103W,0.98,0.98
YER104W,0.98,0.98
YER105C,0.98,0.98
YER106W,0.98,0.98
YER107C,0.98,0.98
YER109C,0.98,0.98
YER110C,0.98,0.98
YER111C,0.98,0.98
YER112W,0.98,0.98
YER113C,0.98,0.98
YER114C,0.98,0.98
YER115C,0.98,0.98
YER116C,0.98,0.98
YER117W,0.98,0.98
YER118C,0.98,0.98
YER119C,0.98,0.98
YER120W,0.98,0.98
YER121W,0.98,0.98
YER122C,0.98,0.98
YER123W,0.98,0.98
YER124C,0.98,0.98
YER125W,0.98,0.98
YER126C,0.98,0.98
YER127W,0.98,0.98
YER128W,0.98,0.98
YER129W,0.98,0.98
YER130C,0.98,0.98
YER131W,0.98,0.98
YER132C,0.98,0.98
YER133W,0.98,0.98
YER134C,0.98,0.98
YER136W,0.98,0.98
YER137C,0.98,0.98
YER138W-A,0.82,0.8
YER139C,0.98,0.98
YER140W,0.98,0.98
YER141W,0.98,0.98
YER142C,0.98,0.98
YER143W,0.98,0.98
YER144C,0.98,0.98
YER145C,0.98,0.98
YER146W,0.98,0.98
YER147C,0.98,0.98
YER148W,0.98,0.98
YER149C,0.98,0.98
YER150W,0.98,0.98
YER151C,0.98,0.98
YER152C,0.98,0.98
YER153C,0.98,0.98
YER154W,0.98,0.98
YER155C,0.98,0.98
YER156C,0.98,0.98
YER157W,0.98,0.98
YER158C,0.98,0.98
YER159C,0.98,0.98
YER161C,0.98,0.98
YER162C,0.98,0.98
YER163C,0.98,0.98
YER164W,0.98,0.98
YER165W,0.98,0.98
YER166W,0.98,0.98
YER167W,0.98,0.98
YER168C,0.98,0.98
YER169W,0.98,0.98
YER170W,0.98,0.98
YER171W,0.98,0.98
YER172C,0.98,0.98
YER173W,0.98,0.98
YER174C,0.98,0.98
YER175C,0.98,0.98
YER175W-A,0.98,0.98
YER176W,0.98,0.98
YER177W,0.98,0.98
YER178W,0.98,0.98
YER179W,0.98,0.98
YER180C,0.98,0.98
YER180C-A,0.98,0.98
YER182W,0.98,0.98
YER183C,0.98,0.98
YER184C,0.98,0.98
YER185W,0.98,0.98
YER186C,0.98,0.98
YER187W,0.98,0.98
YER188C-A,0.98,0.98
YER189W,0.4,0.34
YER190W,0.4,0.34
YER190C-B,0.0,0.0
YFL068W,0.0,0.0
YFL067W,0.54,0.46
YFL066C,0.0,0.0
YFL065C,0.2,0.18
YFL064C,0.34,0.34
YFL062W,0.98,0.98
YFL061W,0.56,0.46
YFL060C,0.46,0.44
YFL059W,0.72,0.66
YFL058W,0.44,0.44
YFL057C,0.98,0.98
YFL056C,0.98,0.98
YFL055W,0.98,0.98
YFL054C,0.98,0.98
YFL053W,0.98,0.98
YFL052W,0.98,0.98
YFL051C,0.98,0.98
YFL050C,0.98,0.98
YFL049W,0.98,0.98
YFL048C,0.98,0.98
YFL047W,0.98,0.98
YFL046W,0.98,0.98
YFL045C,0.98,0.98
YFL044C,0.98,0.98
YFL042C,0.98,0.98
YFL041W-A,0.98,0.98
YFL041W,0.98,0.98
YFL040W,0.98,0.98
YFL039C,0.98,0.98
YFL038C,0.98,0.98
YFL037W,0.98,0.98
YFL036W,0.98,0.98
YFL034C-B,0.98,0.98
YFL034C-A,0.98,0.98
YFL034W,0.98,0.98
YFL033C,0.98,0.98
YFL031W,0.98,0.98
YFL030W,0.98,0.98
YFL029C,0.98,0.98
YFL028C,0.98,0.98
YFL027C,0.98,0.98
YFL026W,0.98,0.98
YFL025C,0.98,0.98
YFL024C,0.98,0.98
YFL023W,0.98,0.98
YFL022C,0.98,0.98
YFL021W,0.98,0.98
YFL020C,0.98,0.98
YFL018C,0.98,0.98
YFL017W-A,0.98,0.98
YFL017C,0.98,0.98
YFL016C,0.98,0.98
YFL014W,0.98,0.98
YFL013C,0.98,0.98
YFL012W,0.98,0.98
YFL011W,0.98,0.98
YFL010W-A,0.98,0.98
YFL010C,0.98,0.98
YFL009W,0.98,0.98
YFL008W,0.98,0.98
YFL007W,0.98,0.98
YFL005W,0.98,0.98
YFL004W,0.98,0.98
YFL003C,0.98,0.98
YFL002C,0.98,0.98
YFL001W,0.98,0.98
YFR001W,0.98,0.98
YFR002W,0.98,0.98
YFR003C,0.98,0.98
YFR004W,0.98,0.98
YFR005C,0.98,0.98
YFR006W,0.98,0.98
YFR007W,0.98,0.98
YFR008W,0.98,0.98
YFR009W,0.98,0.98
YFR010W,0.98,0.98
YFR011C,0.98,0.98
YFR012W,0.98,0.98
YFR012W-A,0.98,0.98
YFR013W,0.98,0.98
YFR014C,0.98,0.98
YFR015C,0.98,0.98
YFR016C,0.98,0.98
YFR017C,0.98,0.98
YFR018C,0.98,0.98
YFR019W,0.98,0.98
YFR021W,0.98,0.98
YFR022W,0.98,0.98
YFR023W,0.98,0.98
YFR024C-A,0.98,0.98
YFR025C,0.98,0.98
YFR026C,0.98,0.98
YFR027W,0.98,0.98
YFR028C,0.98,0.98
YFR029W,0.98,0.98
YFR030W,0.98,0.98
YFR031C,0.98,0.98
YFR031C-A,0.98,0.98
YFR032C,0.98,0.98
YFR032C-A,0.98,0.98
YFR032C-B,0.98,0.98
YFR033C,0.98,0.98
YFR034C,0.98,0.98
YFR035C,0.98,0.98
YFR036W,0.98,0.98
YFR037C,0.98,0.98
YFR038W,0.98,0.98
YFR039C,0.98,0.98
YFR040W,0.98,0.98
YFR041C,0.98,0.98
YFR042W,0.98,0.98
YFR043C,0.98,0.98
YFR044C,0.98,0.98
YFR045W,0.98,0.98
YFR046C,0.98,0.98
YFR047C,0.98,0.98
YFR048W,0.98,0.98
YFR049W,0.98,0.98
YFR050C,0.98,0.98
YFR051C,0.98,0.98
YFR052W,0.98,0.98
YFR053C,0.98,0.98
YFR055W,0.98,0.98
YFR057W,0.98,0.98
YGL263W,0.0,0.0
YGL262W,0.0,0.02
YGL261C,0.14,0.16
YGL260W,0.46,0.32
YGL259W,0.48,0.52
YGL258W-A,0.98,0.98
YGL258W,0.96,0.92
YGL257C,0.98,0.98
YGL256W,0.98,0.98
YGL255W,0.98,0.98
YGL254W,0.98,0.98
YGL253W,0.98,0.98
YGL252C,0.98,0.98
YGL251C,0.98,0.98
YGL250W,0.98,0.98
YGL249W,0.98,0.98
YGL248W,0.98,0.98
YGL247W,0.98,0.98
YGL246C,0.98,0.98
YGL245W,0.98,0.98
YGL244W,0.98,0.98
YGL243W,0.98,0.98
YGL242C,0.98,0.98
YGL241W,0.98,0.98
YGL240W,0.98,0.98
YGL238W,0.98,0.98
YGL237C,0.98,0.98
YGL236C,0.98,0.98
YGL235W,0.98,0.98
YGL234W,0.98,0.98
YGL233W,0.98,0.98
YGL232W,0.98,0.98
YGL231C,0.98,0.98
YGL230C,0.98,0.98
YGL229C,0.98,0.98
YGL228W,0.98,0.98
YGL227W,0.98,0.98
YGL226C-A,0.98,0.98
YGL226W,0.98,0.98
YGL225W,0.98,0.98
YGL224C,0.98,0.98
YGL223C,0.98,0.98
YGL222C,0.98,0.98
YGL221C,0.98,0.98
YGL220W,0.98,0.98
YGL219C,0.98,0.98
YGL216W,0.98,0.98
YGL215W,0.98,0.98
YGL213C,0.98,0.98
YGL212W,0.98,0.98
YGL211W,0.98,0.98
YGL210W,0.98,0.98
YGL209W,0.98,0.98
YGL208W,0.98,0.98
YGL207W,0.98,0.98
YGL206C,0.98,0.98
YGL205W,0.98,0.98
YGL203C,0.98,0.98
YGL202W,0.98,0.98
YGL201C,0.98,0.98
YGL200C,0.98,0.98
YGL198W,0.98,0.98
YGL197W,0.98,0.98
YGL196W,0.98,0.98
YGL195W,0.98,0.98
YGL194C-A,0.98,0.98
YGL194C,0.98,0.98
YGL193C,0.98,0.98
YGL192W,0.98,0.98
YGL191W,0.98,0.98
YGL190C,0.98,0.98
YGL189C,0.98,0.98
YGL188C-A,0.98,0.98
YGL187C,0.98,0.98
YGL186C,0.98,0.98
YGL185C,0.98,0.98
YGL184C,0.98,0.98
YGL183C,0.98,0.98
YGL181W,0.98,0.98
YGL180W,0.98,0.98
YGL179C,0.98,0.98
YGL178W,0.98,0.98
YGL176C,0.98,0.98
YGL175C,0.98,0.98
YGL174W,0.98,0.98
YGL173C,0.98,0.98
YGL172W,0.98,0.98
YGL171W,0.98,0.98
YGL170C,0.98,0.98
YGL169W,0.98,0.98
YGL168W,0.98,0.98
YGL167C,0.98,0.98
YGL166W,0.98,0.98
YGL164C,0.98,0.98
YGL163C,0.98,0.98
YGL162W,0.98,0.98
YGL161C,0.98,0.98
YGL160W,0.98,0.98
YGL159W,0.98,0.98
YGL158W,0.98,0.98
YGL157W,0.98,0.98
YGL156W,0.98,0.98
YGL155W,0.98,0.98
YGL154C,0.98,0.98
YGL153W,0.98,0.98
YGL151W,0.98,0.98
YGL150C,0.98,0.98
YGL148W,0.98,0.98
YGL147C,0.98,0.98
YGL146C,0.98,0.98
YGL145W,0.98,0.98
YGL144C,0.98,0.98
YGL143C,0.98,0.98
YGL142C,0.98,0.98
YGL141W,0.98,0.98
YGL140C,0.98,0.98
YGL139W,0.98,0.98
YGL138C,0.98,0.98
YGL137W,0.98,0.98
YGL136C,0.98,0.98
YGL135W,0.9,0.84
YGL134W,0.98,0.98
YGL133W,0.98,0.98
YGL131C,0.98,0.98
YGL130W,0.98,0.98
YGL129C,0.98,0.98
YGL128C,0.98,0.98
YGL127C,0.98,0.98
YGL126W,0.98,0.98
YGL125W,0.98,0.98
YGL124C,0.98,0.98
YGL123W,0.98,0.98
YGL122C,0.98,0.98
YGL121C,0.98,0.98
YGL120C,0.98,0.98
YGL119W,0.98,0.98
YGL117W,0.98,0.98
YGL116W,0.98,0.98
YGL115W,0.98,0.98
YGL114W,0.98,0.98
YGL113W,0.98,0.98
YGL112C,0.98,0.98
YGL111W,0.98,0.98
YGL110C,0.98,0.98
YGL108C,0.98,0.98
YGL107C,0.98,0.98
YGL106W,0.98,0.98
YGL105W,0.98,0.98
YGL104C,0.98,0.98
YGL103W,0.98,0.98
YGL101W,0.98,0.98
YGL100W,0.98,0.98
YGL099W,0.98,0.98
YGL098W,0.98,0.98
YGL097W,0.98,0.98
YGL096W,0.98,0.98
YGL095C,0.98,0.98
YGL094C,0.98,0.98
YGL093W,0.98,0.98
YGL092W,0.98,0.98
YGL091C,0.98,0.98
YGL090W,0.98,0.98
YGL089C,0.98,0.98
YGL087C,0.98,0.98
YGL086W,0.98,0.98
YGL085W,0.98,0.98
YGL084C,0.98,0.98
YGL083W,0.98,0.98
YGL082W,0.98,0.98
YGL081W,0.98,0.98
YGL080W,0.98,0.98
YGL079W,0.98,0.98
YGL078C,0.98,0.98
YGL077C,0.98,0.98
YGL076C,0.98,0.98
YGL075C,0.98,0.98
YGL073W,0.98,0.98
YGL071W,0.98,0.98
YGL070C,0.98,0.98
YGL068W,0.98,0.98
YGL067W,0.98,0.98
YGL066W,0.98,0.98
YGL065C,0.98,0.98
YGL064C,0.98,0.98
YGL063W,0.98,0.98
YGL062W,0.98,0.98
YGL061C,0.98,0.98
YGL060W,0.98,0.98
YGL059W,0.98,0.98
YGL058W,0.98,0.98
YGL057C,0.98,0.98
YGL056C,0.98,0.98
YGL055W,0.98,0.98
YGL054C,0.98,0.98
YGL053W,0.98,0.98
YGL051W,0.94,0.88
YGL050W,0.98,0.98
YGL049C,0.98,0.98
YGL048C,0.98,0.98
YGL047W,0.98,0.98
