,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140
231,68147,68260,66729,56133,56397,66300,52262,51417,38839,48621,46085,49024,45260,44908,46042
232,67155,67081,65447,55086,54963,65728,51087,50496,37991,47600,45252,48237,43855,44185,45198
233,66412,66387,64382,53787,54139,63312,49936,49361,37362,46701,44445,47726,43089,43038,44085
234,65345,65653,64028,53141,53511,63261,49249,48719,36718,46283,43813,46880,42808,42313,43745
235,65037,64816,62930,51896,52717,62057,48681,47762,36233,45352,42928,45657,41616,41509,43019
236,63976,63811,61908,51232,51236,60727,47848,47586,35586,44752,42345,44678,40629,41032,41763
237,62957,63345,60826,50521,50525,59503,46904,46457,34842,43457,41617,44426,40499,39959,41296
238,62940,62511,60165,49370,49655,58927,46267,46033,34632,43078,40883,43573,39658,38988,40806
239,62174,61662,59548,48814,48787,57589,45457,45026,33755,42209,40033,42933,39432,38864,39609
240,61019,61152,58609,48002,47711,56928,44635,44542,33499,41382,39255,42159,38477,37963,39429
241,61342,60186,58021,47447,47561,55804,44317,43549,33229,41399,38774,42204,38222,37873,38592
242,59872,59931,57096,46699,46839,55088,43852,43294,32707,40588,38400,41334,37360,37127,38461
243,59867,59478,56413,45883,45780,54683,43946,43195,32360,40189,38027,40763,36896,36728,38120
244,59762,59508,56816,46362,45509,54665,43294,42868,32683,40218,37848,40552,37048,36785,37576
245,59199,58811,56098,45290,45420,53511,43155,42169,31726,39974,37169,39762,36890,36209,37261
246,59331,58555,55737,44731,45055,53057,42522,42173,31234,39349,36953,39537,35873,35690,36634
247,58617,57788,54916,43924,44368,52452,42419,42211,31467,39254,36347,39620,36058,35467,36187
248,58075,57976,54270,43836,43825,51606,41834,41966,31048,38857,35945,38680,35262,34991,35651
249,58150,58030,54588,43564,43413,51192,41727,40764,30966,38488,35704,38166,35163,34873,35824
250,57506,57159,54022,43520,43456,51141,41675,41041,30657,38491,35331,38286,35286,34832,35553
