timepoint,chrom,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,6,4,8,2,17,15,29,25,66,86,117,163,224,282,321,396,448,497,574,667,779,916,1022,1115,1193,1342,1394,1497,1631,1720,1796,1921,2035,2037,2219,2240,2357,2361,2449,2569,2723,2748,2856,2856,2816,2873,2931,3030,3033,3021,3013,3044,3029,3122,3139,3133,3187,3279,3335,3376,3399,3667,3596,3660,3516,3583,3784,3813,3788,3977,3885,3994,3969,3906,3933,3925,3974,3956,3959,4081,3929,4218,4119,4126,4276,4360,4237,4407,4443,4438,4371,4396,4412,4562,4702,4762,4850,5068,5031,5308,5516,5673,5813,5774,5873,5985,6132,6416,6437,6543,6542,6691,6643,6966,7116,7389,7539,7985,8020,8376,8817,9463,9658,10108,10639,11069,12032,12644,13385,14125,14944,15489,16042,16461,16792,17310,17515,17741,17985,17675,16949,16855,16396,15944,15682,15224,14989,14950,14760,14329,14040,13678,13270,12830,12410,12109,11961,11493,11457,11197,10768,10526,10507,9938,9801,9724,9506,9164,9090,8824,8634,8354,8182,8030,7911,7980,7627,7447,7401,7146,6979,6993,6968,6893,6724,6665,6510,6536,6490,6272,6223,6056,6039,5944,6036,5923,5798,5766,5792,5477,5556,5636,5768,5588,5493,5439,5264,5293,5184,5215,5112,5115,4959,5026,5043,5008,5113,5143,5066,5009,5119
20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,6,4,9,11,18,33,23,43,57,99,111,166,200,243,316,356,440,501,582,654,694,831,864,952,1039,1186,1174,1389,1405,1481,1525,1598,1677,1762,1815,1797,1845,2006,1942,1948,2085,2144,2168,2254,2288,2271,2272,2370,2446,2420,2445,2419,2421,2487,2459,2561,2587,2744,2632,2851,2804,2911,2986,2940,3076,3040,3072,3136,2985,3205,3119,3049,3188,3142,3192,3241,3233,3173,3257,3209,3281,3411,3374,3404,3308,3352,3414,3440,3336,3426,3459,3509,3507,3657,3796,3852,4022,4065,4004,4140,4360,4531,4649,4640,4794,4971,4878,5240,5266,5335,5436,5397,5397,5542,5763,5850,6210,6394,6646,6881,7310,7753,8122,8490,9310,9945,10486,10725,11422,11833,12179,12544,13095,13341,13303,13840,14050,14042,13940,13657,13156,12706,12596,12218,12265,11768,11744,11846,11434,11080,11089,10709,10321,9908,9480,9286,9296,8885,8863,8633,8063,8187,8090,7759,7836,7335,7342,7087,6962,6893,6706,6748,6459,6226,6198,5994,5941,5862,5617,5571,5589,5706,5459,5427,5341,5196,5319,5202,4996,5027,4788,4898,4881,4562,4735,4592,4635,4492,4455,4486,4321,4412,4368,4343,4286,4292,4150,4041,4111,4127,4034,4216,4043,4106,3959,3913,3904,3990,3956,4019
20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,3,8,9,17,25,39,40,68,74,111,110,185,212,307,354,477,567,667,821,884,1032,1119,1317,1362,1400,1548,1699,1766,1852,2131,2225,2384,2402,2480,2568,2773,2905,2849,3006,3042,3211,3364,3375,3383,3533,3414,3512,3400,3640,3588,3651,3711,3723,3850,3830,3900,3913,4075,4133,4173,4322,4235,4294,4215,4414,4467,4607,4576,4610,4669,4688,4633,4778,4785,4637,4762,4849,4754,4732,4965,4912,4886,5129,5172,5044,4971,5094,5242,5172,5137,5258,5311,5328,5534,5838,5630,5827,5975,6082,6316,6484,6544,6526,6941,7095,7322,7463,7612,7770,7958,7774,8035,8270,8362,8667,8839,8989,9283,9705,10231,10552,11400,11512,12271,12760,13782,14402,15177,16162,17352,17781,18497,19220,19350,20034,20084,20495,21074,21134,20652,20158,19436,18973,18567,18124,18009,17909,17692,17118,16738,16733,16459,15624,15312,14698,14569,14209,13870,13572,13640,13009,12746,12180,11758,11295,11146,11106,10811,10696,10690,10466,10269,9898,9504,9580,9335,9499,9279,8937,8779,8962,8428,8446,8191,8207,8213,7933,7739,7643,7512,7469,7284,7246,7175,7124,7087,7179,7110,6906,7001,6912,6638,6699,6560,6465,6440,6387,6361,6222,6247,6241,6231,6100,6108,5917,6079,6102,5993,6149,5956,5995
20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,5,3,12,16,29,31,39,52,88,125,175,208,280,314,413,486,548,663,746,810,871,989,1124,1198,1328,1492,1575,1702,1765,1825,1974,2035,2178,2387,2325,2406,2655,2616,2684,2744,2819,2894,3069,3141,3043,2975,3068,3140,3216,3282,3114,3305,3268,3333,3258,3429,3275,3318,3553,3759,3686,3717,3880,3740,3854,3959,3889,3785,3858,4059,4190,4356,4087,4065,4033,4025,4026,4112,4258,4309,4287,4292,4505,4391,4674,4528,4409,4573,4431,4548,4549,4554,4637,4985,4842,4909,5138,5375,5324,5497,5837,5855,5971,6200,6404,6327,6663,6841,6721,6688,6846,6963,7087,7352,7602,7821,7980,8337,8776,8953,9392,9981,10277,10829,11712,12382,13203,13673,14494,14996,15421,16097,16558,16888,17453,18118,18110,18070,18223,17438,17016,16522,16265,15751,15463,15281,15128,15149,14629,14389,13766,13454,12899,12583,12194,12083,11869,11576,11409,11127,10803,10538,10215,9782,9636,9674,9184,9290,9013,8951,8651,8283,8189,8119,8109,7840,7584,7484,7365,7314,7002,6912,6822,6848,6880,6621,6608,6496,6535,6409,6319,6331,6163,6194,6209,6028,5976,5914,5985,5907,5874,5614,5630,5598,5614,5436,5499,5470,5430,5289,5401,5310,5395,5418,5335,5087,5144,5002,5059,4977
30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,8,4,4,15,14,10,21,28,33,32,56,72,76,96,126,125,147,207,209,251,261,301,305,326,352,423,402,457,501,498,568,575,645,625,657,646,702,689,761,738,771,814,846,884,781,855,821,835,854,857,894,861,857,875,824,906,929,937,1038,957,928,1029,985,1006,1099,1028,1034,1040,1012,1024,1091,1032,1085,1115,1062,1046,1044,1084,1066,1045,1068,1134,1128,1167,1116,1176,1190,1143,1158,1160,1237,1265,1310,1264,1316,1341,1443,1411,1491,1480,1497,1538,1582,1645,1771,1862,1867,1895,1874,1921,1974,1955,2070,2171,2186,2236,2273,2446,2447,2683,2732,2719,2873,2943,3110,3481,3568,3692,3890,4234,4239,4339,4481,4712,4729,4706,4751,4772,4673,4540,4418,4312,4116,4025,3974,3890,3975,3771,3709,3542,3556,3267,3279,3199,3063,3001,2842,2750,2833,2729,2594,2462,2337,2356,2228,2175,2069,1929,2091,1919,1879,1802,1679,1680,1683,1625,1564,1506,1480,1441,1368,1249,1208,1260,1284,1134,1156,1130,1203,1205,1077,1107,1091,1066,982,917,935,985,900,961,877,882,857,830,863,810,782,806,827,732,726,697,702,722,736,718,700,702,735,732
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,6,7,15,29,43,52,101,131,149,221,282,363,438,508,627,765,869,926,1096,1222,1358,1482,1568,1700,1811,2014,2103,2290,2412,2552,2696,2804,2757,2948,2968,3334,3333,3290,3487,3531,3620,3779,3831,3814,3861,3840,3895,3956,4138,4171,4147,4117,4103,4230,4169,4180,4232,4287,4453,4479,4637,4565,4674,4653,4869,4816,4724,4557,4829,4691,4756,4921,4871,4977,4782,4858,4895,4739,4949,4862,4859,5179,5160,5234,5166,5058,5086,5119,5258,5473,5346,5442,5585,5693,5817,6039,6169,6408,6382,6533,6823,6996,7157,7217,7511,7711,7788,7819,7998,8098,8197,8265,8530,8646,8980,9241,9729,10018,10108,10590,11009,11559,12172,12829,13577,14620,15093,15720,16092,16968,17062,17541,17764,18183,18901,18891,18899,18805,18189,17658,16863,16248,15844,15926,15648,15272,15063,14575,14504,14231,13520,13087,12595,12126,11681,11536,10996,10867,10731,10138,9973,9596,9232,8964,8800,8239,8238,7965,7561,7408,7202,6966,6688,6415,6333,6184,5914,5837,5678,5678,5513,5326,5077,5068,4993,4839,4729,4617,4587,4400,4289,4349,4293,4129,3981,3925,3949,3841,3832,3620,3570,3643,3461,3378,3246,3212,3237,3198,3233,3097,3034,3051,2985,3124,2915,3051,2774,2773,2664
30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,4,7,6,8,11,18,21,43,52,56,92,109,131,192,249,244,346,344,384,478,506,622,612,689,832,804,844,885,947,1042,1088,1129,1219,1294,1302,1407,1403,1390,1468,1513,1568,1639,1564,1649,1676,1620,1653,1751,1866,1798,1813,1818,1751,1876,1807,1755,1796,1905,1843,1831,1919,2001,1957,1969,1958,2034,2096,2035,2022,2004,2092,2001,2156,1982,2152,2023,2052,2086,2028,2032,2050,2057,2099,2183,2147,2121,2173,2185,2210,2222,2265,2339,2399,2434,2586,2623,2594,2595,2831,2940,2969,3010,2935,3044,3183,3178,3271,3272,3317,3444,3469,3430,3560,3617,3818,3878,4113,4220,4330,4455,4627,4787,5106,5286,5638,5754,6318,6532,6985,7283,7512,7601,7567,7590,8059,8349,8304,8323,8401,7951,7601,7564,7343,7156,7058,6818,6964,6799,6717,6618,6311,5942,5817,5780,5469,5446,5103,4906,4748,4632,4596,4487,4390,4111,4024,3923,3785,3677,3559,3459,3435,3232,3190,3096,2992,2688,2870,2699,2735,2626,2551,2538,2429,2445,2284,2302,2169,2170,2112,2058,2093,1944,1910,1863,1824,1905,1855,1776,1705,1645,1643,1612,1614,1570,1532,1549,1550,1423,1456,1422,1373,1366,1357,1346,1304,1326,1333,1259,1315,1294
30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,7,9,10,18,32,44,70,107,142,227,292,375,496,658,756,937,1140,1250,1559,1801,1965,2233,2547,2798,3063,3297,3575,3754,3995,4192,4425,4673,4935,5177,5411,5606,5737,6125,6146,6285,6529,6653,6903,6920,6942,7244,7290,7199,7217,7263,7306,7337,7533,7423,7639,7669,7856,7756,7897,8290,8193,8318,8555,8743,8630,8481,8802,8778,8744,8828,8937,9106,9183,9319,9019,9008,8996,9366,8960,9049,9324,9082,9435,9554,9739,9997,9898,9945,9978,9806,9890,10115,9918,10563,10702,10677,10949,11296,11479,11787,12151,12097,12469,12959,13534,13938,14252,14434,14742,15017,15009,15146,15090,15148,15744,16020,16533,16915,17754,18615,19034,20006,20639,21501,22668,23945,25199,26262,27632,28779,30114,30729,31589,32173,33155,34203,34828,34648,34351,34196,33104,32422,30900,29957,29382,28246,28432,27981,27965,26653,25853,25159,24295,23481,22492,21844,21489,20556,19837,19392,18835,18217,17576,17110,16317,15994,15969,15291,14992,14724,13909,13378,13063,12550,12302,12101,11646,11362,11178,10627,10506,10173,9905,9589,9405,9389,9281,8803,8839,8556,8558,8274,7994,7900,7492,7576,7426,7144,7235,7031,6933,6824,6790,6596,6614,6421,6272,6273,6021,5985,5883,5779,5740,5616,5643,5599,5475,5458,5359,5232,5104
30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,9,10,9,19,41,49,74,97,159,185,196,275,367,416,468,580,644,792,876,991,1149,1209,1285,1379,1427,1639,1688,1833,1933,2090,2186,2220,2311,2358,2444,2619,2732,2801,2785,2913,3043,2932,2950,2955,3111,3085,3043,3275,3161,3190,3135,3270,3298,3251,3304,3509,3530,3454,3601,3726,3749,3865,3687,3639,3723,3728,3797,3831,3847,3990,3957,3829,3857,3952,4019,3990,3893,3960,4077,4017,3965,4107,4208,4215,4025,4178,4364,4167,4107,4370,4351,4453,4470,4600,4834,4797,5046,5109,5176,5472,5391,5602,5814,5939,6278,6219,6276,6177,6447,6497,6548,6604,6770,7037,7039,7287,7630,7967,8109,8580,8712,9021,9582,10042,10877,11186,11972,12400,12941,13313,13624,14113,14051,14502,14948,15101,14988,14975,14855,13898,13884,13305,13176,12874,12383,12134,11918,11769,11760,11095,10999,10609,10157,9742,9667,9570,9068,8855,8431,8301,7995,7843,7677,7102,7106,7041,6758,6584,6391,6074,5902,5934,5544,5354,5241,5340,5040,5012,4733,4864,4640,4488,4398,4300,4156,3972,3895,3836,3784,3811,3560,3553,3557,3387,3427,3346,3146,3164,3035,3027,2948,2895,2932,2850,2851,2841,2675,2638,2615,2508,2617,2482,2475,2465,2530,2493,2254,2292,2316
30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,11,5,9,11,15,32,25,30,44,53,79,96,109,154,194,215,249,326,318,380,400,461,509,524,577,617,682,729,755,820,847,887,989,1039,1020,1017,996,1119,1097,1257,1215,1197,1159,1254,1276,1308,1298,1281,1244,1297,1318,1244,1414,1347,1420,1440,1322,1366,1439,1390,1411,1507,1537,1620,1476,1542,1530,1503,1497,1522,1474,1488,1585,1545,1555,1523,1528,1567,1623,1568,1641,1609,1663,1734,1724,1667,1712,1723,1740,1756,1729,1737,1842,1796,1956,2000,2035,2194,2111,2273,2154,2374,2435,2511,2560,2571,2690,2766,2780,2858,2864,2836,2884,3039,3061,3225,3345,3451,3624,3805,3916,4168,4218,4471,4861,4959,5288,5567,5698,5917,6054,6138,6563,6654,6748,6832,6752,6699,6717,6452,6143,5964,5849,5851,5733,5612,5628,5467,5262,5282,4983,4769,4574,4434,4231,4138,4029,3817,3837,3742,3757,3558,3417,3195,3204,3031,2938,2756,2697,2616,2584,2429,2425,2369,2183,2179,2161,2021,2102,2016,1993,1892,1839,1762,1772,1671,1659,1662,1518,1505,1493,1494,1439,1344,1376,1380,1311,1295,1322,1238,1271,1243,1268,1255,1122,1138,1147,1167,1089,1047,1063,1019,1019,1026,1036,1089,1065,1010,946
30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,6,6,13,21,34,59,90,120,186,238,284,401,435,590,787,881,1011,1240,1355,1508,1786,1883,2115,2263,2329,2467,2713,3003,3247,3452,3577,3700,3858,4063,4260,4229,4369,4492,4883,4920,5122,5211,5302,5290,5344,5344,5509,5518,5632,5654,5701,5955,5749,5893,5862,5912,5828,6171,6157,6368,6287,6516,6596,6541,6637,6612,6673,6623,6553,6699,6695,6721,6916,6755,6840,6931,6792,6919,6967,7089,7197,7328,7161,7260,7265,7221,7462,7358,7304,7412,7580,7764,7674,7934,8039,8100,8329,8455,8781,8922,9254,9272,9529,9938,10257,10450,10904,10895,11241,11258,11275,11338,11416,12011,11839,12410,13181,13546,13753,14624,15078,15285,16471,17216,17716,18918,20350,21147,22040,22627,22827,23590,24336,24823,25392,26126,25868,26191,25968,25056,24071,23561,22504,21902,21954,21637,20919,21027,20378,19891,19374,18727,17982,17407,16556,16363,15792,15510,14995,14585,13909,13720,13231,12579,12533,12217,11767,11579,11301,10774,10301,10093,9963,9636,9280,9105,8799,8687,8293,8243,7772,7675,7643,7403,7064,6959,6926,6692,6536,6399,6244,6162,6160,5859,5879,5574,5552,5461,5443,5175,5243,5125,4979,4760,4862,4894,4757,4665,4565,4499,4526,4405,4272,4328,4190,4236,4110,3990,3903,3932
30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4,5,6,9,11,16,20,44,56,76,111,149,201,221,287,346,403,505,526,624,695,836,949,1103,1052,1148,1199,1277,1403,1605,1658,1716,1838,1948,1990,2044,2028,2130,2241,2224,2318,2375,2430,2473,2528,2542,2570,2615,2587,2571,2650,2605,2664,2721,2635,2758,2742,2795,2751,2922,3005,2745,2961,3001,3109,3166,3081,3093,3084,3124,3088,3092,3145,3232,3267,3325,3210,3251,3248,3293,3283,3359,3342,3424,3455,3627,3387,3482,3563,3565,3522,3492,3643,3762,3788,3910,4091,4150,4210,4294,4368,4356,4550,4762,4935,5006,5276,5249,5298,5476,5429,5625,5736,5716,5793,5916,6154,6289,6470,6982,7240,7796,7796,8164,8500,8956,9383,9899,10140,10829,11268,11646,11651,12183,12294,12724,13052,13054,13179,13228,12577,12353,11970,11481,11160,11080,10424,10658,10527,10208,9951,9740,9523,8934,8615,8297,8231,8108,7572,7539,7432,7063,6675,6665,6396,6331,6256,5906,5821,5572,5257,5093,5042,5043,4767,4613,4450,4557,4247,4122,3971,3966,3776,3860,3663,3642,3619,3518,3350,3233,3167,3248,3043,2951,2885,2797,2755,2698,2663,2596,2523,2588,2462,2455,2456,2319,2196,2247,2225,2220,2066,2085,2081,2022,2094,2015,2051,1978,2092,1981,1974
30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,6,18,13,27,36,50,60,80,141,165,198,245,288,380,426,455,491,589,661,736,783,883,899,988,1116,1148,1221,1320,1393,1439,1429,1527,1620,1692,1772,1895,1908,1997,1952,1925,1963,2009,2034,2063,2138,2147,2103,2135,2217,2089,2130,2111,2285,2264,2295,2280,2315,2269,2374,2410,2501,2475,2429,2519,2596,2502,2646,2560,2511,2590,2506,2559,2640,2582,2599,2696,2617,2700,2649,2619,2599,2775,2712,2813,2695,2815,2857,2817,2846,2847,2900,3087,2963,3151,3174,3231,3360,3531,3452,3619,3872,3905,4119,4049,4281,4230,4286,4372,4495,4544,4687,4760,4857,5277,5330,5505,5612,5753,6005,6406,6677,6791,7257,7848,8263,8628,8942,9602,9897,10083,10344,10372,10757,10847,10785,11049,10575,10524,10390,10102,9744,9641,9448,9035,8921,8975,8693,8415,8211,7959,7692,7514,7247,6970,6903,6699,6371,6300,6075,5844,5711,5563,5304,5208,5054,4812,4808,4574,4498,4380,4353,4109,3933,3870,3778,3699,3588,3485,3314,3229,3199,3141,2972,2968,2960,2914,2844,2773,2741,2482,2541,2380,2365,2358,2317,2262,2217,2172,2156,2218,2142,2092,2068,1886,1939,1990,1913,1891,1782,1823,1839,1834,1730,1769,1597,1590,1630,1643
30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,4,6,9,14,22,31,55,73,84,112,211,253,324,378,511,579,641,770,935,984,1071,1216,1386,1459,1627,1623,1816,1915,2103,2228,2438,2536,2637,2598,2647,2816,2845,3053,3150,3056,3292,3428,3407,3420,3484,3556,3374,3534,3588,3573,3630,3797,3594,3565,3735,3739,3830,3779,3841,3889,4051,4190,4203,4122,4185,4181,4261,4316,4355,4348,4519,4441,4474,4303,4314,4530,4492,4397,4401,4455,4732,4730,4797,4733,4631,4633,4547,4721,4718,4754,4854,4894,4887,5192,5280,5409,5690,5649,5744,6038,6160,6437,6631,6797,6854,7132,7271,7527,7527,7589,7471,7806,7952,8170,8530,8507,8914,9334,9654,9727,10381,10804,11264,11862,12457,13065,13591,14317,15142,15519,15826,16572,17158,17521,17853,18704,18717,18696,18257,17732,17451,16730,16460,15963,15620,15309,15287,14835,14613,14096,13751,13396,12626,12461,11884,11450,11253,10984,10621,10100,10034,9639,9356,8897,8678,8641,8226,7850,7767,7413,7290,7294,6745,6606,6401,6192,6067,5953,5886,5637,5425,5338,5214,5018,5067,4872,4737,4781,4742,4486,4464,4253,4071,4071,4036,3877,3825,3691,3636,3567,3586,3631,3442,3317,3242,3180,3218,3210,3038,3087,3095,3090,2990,2988,2753,2732,2736,2777,2755,2661
30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,5,13,11,25,34,55,61,95,143,173,237,315,368,464,570,615,709,935,981,1086,1199,1268,1434,1532,1682,1744,1939,2119,2235,2280,2470,2550,2563,2639,2740,2851,2865,3053,3225,3093,3184,3219,3309,3368,3569,3371,3535,3442,3582,3495,3553,3509,3634,3694,3653,3627,3813,3745,3980,3938,4019,4029,4023,4026,3946,4129,3963,4082,4306,4228,4419,4203,4243,4083,4129,4319,4264,4332,4379,4270,4493,4482,4499,4505,4567,4485,4647,4660,4637,4713,4762,4714,5046,5021,5211,5394,5550,5504,5767,5745,6044,6209,6175,6478,6721,6791,6908,6980,7227,7223,7404,7499,7832,7727,8225,8252,8677,9170,9366,9786,10058,10552,10606,11252,12083,12738,13327,14334,14934,15095,15665,16318,16206,16760,17383,17013,16803,16855,16743,16187,15464,14773,14716,14085,13736,13490,13428,13109,12690,12578,12480,11788,11341,11060,10548,10291,10228,10103,9577,9199,8875,8598,8238,8183,8037,7503,7267,7167,6846,6712,6417,6291,6275,5876,5704,5667,5529,5410,5231,5182,4926,4906,4937,4529,4621,4490,4325,4147,4065,4011,3982,3814,3864,3873,3679,3616,3420,3474,3382,3292,3322,3276,3249,3181,3056,3030,2965,2954,2743,2828,2818,2644,2779,2839,2647,2622,2653,2486,2546
30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,8,10,15,18,48,60,63,75,143,185,281,377,452,525,627,805,916,1113,1224,1365,1566,1698,1952,2101,2278,2381,2730,2874,2950,3184,3295,3411,3587,3818,4032,4055,4243,4310,4413,4453,4572,4954,4773,4955,4959,4959,5056,5076,5006,5329,5178,5073,5178,5224,5337,5424,5389,5538,5564,5603,5677,6055,5985,6017,6211,6174,6199,6186,6195,6071,6439,6505,6292,6261,6427,6380,6428,6569,6492,6538,6553,6495,6624,6634,6644,6775,6729,6839,6850,7026,6973,6964,7386,7312,7567,7753,7916,8142,8209,8519,8690,8716,9294,9167,9695,9924,10157,10467,10572,10603,10551,10721,10824,11163,11712,12035,12457,12737,13115,13795,14433,14827,15779,16300,16909,17759,18876,19410,20373,21720,22353,22374,23457,23776,24169,24820,24699,24806,24918,24235,23229,22259,21834,21314,21000,20288,20054,19691,19459,18933,18639,17532,17319,16427,15896,15585,15096,14346,14411,14057,13379,13075,12428,12068,11778,11225,10930,10374,10039,10089,9945,9442,9371,8909,8622,8547,8304,7997,7610,7652,7473,7318,7058,7007,6857,6423,6425,6261,6347,6081,6035,5881,5727,5626,5462,5495,5296,5180,5216,5045,4877,4825,4730,4638,4571,4539,4440,4348,4333,4153,4041,4005,3901,4029,3990,3884,3965,3811,3794,3701
30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,9,13,10,10,16,30,37,71,99,129,196,256,335,415,535,588,712,909,1021,1160,1265,1511,1714,1827,1914,2115,2320,2375,2655,2763,2800,2944,3218,3318,3526,3574,3582,3868,3894,3963,4091,4121,4297,4320,4454,4380,4605,4695,4737,4643,4732,4685,4670,4709,4843,4879,4897,5021,5061,4991,5270,5231,5379,5235,5178,5441,5508,5606,5644,5693,5658,5807,5812,5764,5795,5626,5705,5591,5724,5555,5947,5992,6038,6061,6229,6272,6099,6301,6201,6315,6449,6432,6473,6715,6801,7026,7167,7225,7289,7555,7823,8074,8312,8377,8617,8901,9112,9220,9374,9707,9809,9675,9886,9969,10218,10586,11094,11609,11567,12214,12612,13163,13695,14420,14868,15493,16387,17217,18042,19229,19782,20355,20854,21512,22378,22912,23229,23191,23585,23176,22490,21963,21086,20587,20094,19496,19199,18645,18533,18054,17656,17068,16593,16150,15765,14957,14710,13768,13549,13379,13022,12403,12206,11725,11558,11103,10802,10210,10062,9804,9248,9147,9030,8747,8190,8232,7974,7681,7407,7328,7030,6851,6712,6591,6563,6210,6187,5924,5767,5747,5398,5420,5273,5051,5186,5027,4909,4833,4688,4694,4519,4510,4656,4400,4365,4166,4121,4076,4106,3742,3727,3752,3804,3603,3582,3589,3573,3506,3488,3505,3451
30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,10,11,15,35,28,49,66,96,142,167,259,321,396,448,532,621,761,880,958,1070,1162,1387,1436,1666,1712,1787,2004,2118,2306,2358,2436,2463,2761,2849,2729,2989,2987,3140,3053,3220,3156,3388,3321,3262,3453,3402,3499,3512,3535,3663,3556,3596,3672,3710,3752,3781,3886,3988,3906,4207,4135,4192,4159,4294,4361,4297,4143,4212,4458,4407,4358,4372,4382,4203,4230,4308,4488,4486,4603,4643,4643,4659,4765,4961,4815,4824,4722,4619,4753,4759,4882,4918,4986,5370,5329,5695,5615,5602,5788,6059,6171,6320,6510,6564,6919,6938,7147,7320,7254,7332,7578,7557,7698,7924,8221,8496,8491,8991,9332,9770,10213,10596,11155,11774,12545,13304,13812,14354,14852,15496,15439,15866,16263,16605,17160,17009,17255,16951,16642,15762,15428,15114,14596,14408,14085,13881,13690,13420,13019,12858,12194,11665,11269,10950,10565,10225,9932,9822,9544,9100,8842,8711,8385,8016,7808,7682,7415,7132,7074,6906,6539,6402,6116,6106,5710,5672,5470,5244,5102,5090,4997,4867,4780,4739,4698,4578,4305,4321,4242,4067,4148,4035,3727,3803,3716,3658,3693,3510,3437,3267,3254,3249,3128,3121,3168,2957,2908,3085,2970,2767,2821,2735,2760,2706,2636,2562,2589,2696,2648
30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,5,5,12,20,23,37,46,97,104,157,218,291,368,500,577,792,904,1131,1215,1429,1575,1833,1947,2140,2248,2415,2633,2778,2935,3282,3414,3642,3799,3930,4093,4252,4370,4497,4573,4724,5051,5052,5033,5136,5361,5423,5448,5380,5570,5711,5587,5572,5757,5727,5888,5952,5974,5873,6060,6201,6070,6364,6409,6431,6423,6490,6604,6607,6756,6816,6810,6689,6816,6890,6860,6712,6793,6627,6898,6959,6925,7217,7193,7121,7249,7239,7260,7483,7433,7387,7448,7538,7660,7685,8108,8204,8185,8605,8921,8852,9102,9454,9521,10019,10131,10507,10654,10847,11335,11328,11610,11744,11704,11915,12332,12445,12887,13255,13527,14298,14947,15638,16135,16352,17207,18367,19127,20087,21652,22575,23664,24187,24689,25437,25737,26234,26751,26700,27583,27115,25963,25278,24398,23589,22920,22555,21922,21799,21151,21233,20421,20042,19221,18998,18009,17389,16833,16306,16109,15909,15252,14605,14056,13455,13076,12646,12350,11915,11635,11342,10910,10635,10410,9983,9569,9544,9173,9073,8820,8786,8484,8266,7996,7782,7378,7426,7089,7207,6775,6656,6485,6369,6139,5992,5959,5958,5789,5632,5586,5575,5375,5337,5292,4950,5000,4948,4811,4748,4594,4604,4663,4550,4477,4220,4319,4201,4203,4162,4078,4036,4151
