length,0_replicate1,10_replicate1,20_replicate1,30_replicate1,40_replicate1,50_replicate1,60_replicate1,70_replicate1,80_replicate1,90_replicate1,100_replicate1,110_replicate1,120_replicate1,130_replicate1,140_replicate1,150_replicate1,0_replicate2,10_replicate2,20_replicate2,30_replicate2,40_replicate2,50_replicate2,60_replicate2,70_replicate2,80_replicate2,90_replicate2,100_replicate2,110_replicate2,120_replicate2,130_replicate2,140_replicate2
112,1.317000871643776,1.237263842721859,1.7041714571511404,1.2066623267674546,1.7676558875765578,1.7483024823563187,0.8810462103785397,0.711167005672686,1.5304677173735128,1.5362292492368683,1.275542138677037,1.8577482552684756,1.3272239052961714,0.8329539763622679,0.6945914544204824,0.7120991303514773,1.078896745924223,0.9427994184949804,1.005644452130174,0.8496256964909977,0.7536080974448578,0.9187706986380061,0.6292609278706431,0.6545291543227055,0.7823630890548585,0.9665594644755368,0.9100016825743735,1.060160838828145,0.9497036591682783,0.822456061272946,0.7640621600098955
113,1.3214168689275125,1.2535674309685239,1.746960377907606,1.232821502227942,1.7767412831376068,1.7536037985667239,0.8953459426349095,0.723215668038684,1.5553575301809268,1.5508919982500675,1.291149627389693,1.8577482552684756,1.3283428647416058,0.8281704846409074,0.6920265588783125,0.7157737241088853,1.090530201298237,0.9512031471743732,1.0232234317898423,0.860128111527664,0.7595028318751166,0.9295043310226682,0.6310683861340515,0.6560178763859317,0.7920197726893418,0.9780606709570042,0.9067771699696535,1.0715429604322873,0.9592823507198447,0.828373686386221,0.7722280128852613
114,1.3574618612795626,1.2780697987902914,1.7808951105697377,1.2484218667608147,1.8256977131003678,1.7790421786680426,0.9057314739389635,0.734804857704052,1.5729486897800269,1.5519840557357607,1.2956204282638757,1.8577482552684759,1.3286489907456893,0.8344296049395561,0.6960055324222324,0.7179439623150136,1.1085045632672912,0.9662817924745206,1.0333889636337132,0.8660533577059103,0.7655268170769355,0.9290512145744766,0.639840384418411,0.6640257720345972,0.8011429593206201,0.9850722328294931,0.9208874741689977,1.0859634389195307,0.9696850732877329,0.8379953288005678,0.7792679836583517
115,1.3543960078380086,1.2939800183784285,1.8015503126034065,1.2556211218039466,1.8041147034347125,1.757137560060288,0.9080061115775004,0.736322067331873,1.5683113364444434,1.5514276608410273,1.2835803295824657,1.8577482552684756,1.3080535791382668,0.8198372384965953,0.6854049849143898,0.7132915820985443,1.1205957017502854,0.9768492377114505,1.0404680671905693,0.8623297837993766,0.7640059151611855,0.9285338775053014,0.6379839142737143,0.6661505569496441,0.8002790645671723,0.9793071095712879,0.9182107016524431,1.0760514340895795,0.9669507076958102,0.8349245258188936,0.7823498445281604
116,1.3890964672444586,1.3165596907507005,1.8340057705319956,1.2929699605779097,1.8231170438834048,1.788011183139623,0.9217803800194799,0.7463409809972886,1.5871397714130517,1.5739846984459762,1.3093759120451423,1.8577482552684756,1.3222114187149736,0.8375368534173001,0.6946198655795477,0.7236730696534074,1.1473601420739683,1.0002693875162623,1.0534646645924877,0.8766287864856739,0.7824210646666279,0.9367549201160439,0.6474420360919705,0.6781465750382951,0.824602765945027,0.9958619154008534,0.9274926358723052,1.094529938676233,0.9817424602279285,0.8495665632574108,0.7949561539592316
117,1.404921005995583,1.3282469868470648,1.8577482552684756,1.3069452634116436,1.8366476749816514,1.796606679705338,0.9273975936163221,0.7602655232133806,1.600671274146116,1.579860626599366,1.3068454610446367,1.8462907770421504,1.3370678364133441,0.8434973389729916,0.6943660420427595,0.7322203872497856,1.1512278044824056,1.0165273587811268,1.0671529990147495,0.8839277025369017,0.7825853725778854,0.9504638542408262,0.6557302882362281,0.687448693579524,0.8339475628026282,1.0034051729666793,0.9355430369656255,1.1066362913468395,0.9912390462809679,0.8608872140214899,0.8022490590443089
118,1.4152436638221488,1.3469990468045028,1.8577482552684756,1.3094467585925718,1.8494621345937723,1.772066611576138,0.9344675354629949,0.760824606561328,1.5863125519370285,1.56831299954584,1.3007874396925783,1.8113605452477055,1.3233210269225881,0.8406986954623165,0.6974336467025105,0.7292462373829119,1.1778340507888894,1.0188246596359691,1.082680766235466,0.8789190765368096,0.7845363170464456,0.9413495395426934,0.6551661430005811,0.6897396577594346,0.839330499279233,0.9983853668879991,0.9359693793811594,1.101466881769585,0.9936482400573299,0.8680267004176828,0.8063156012537117
119,1.416978073842345,1.3325718558570037,1.8577482552684756,1.3087813609283059,1.8333632470865326,1.7650498608213512,0.9309686017296684,0.7642916439787323,1.5717972073729125,1.5401356452792758,1.2764280073081282,1.819819651456686,1.3136952668410964,0.8291496365963658,0.6870185289699335,0.7186756355943811,1.159847974683085,1.0135145697351955,1.0689887922260612,0.8723881674735818,0.7764865027531166,0.9322129873466619,0.6502025273450487,0.6800658255926246,0.8293228466023235,0.9917212798901978,0.9263981081410871,1.0888585981430643,0.9804547172287301,0.8574163362847893,0.8016710223447177
120,1.3988702583929802,1.3388175639842832,1.8577482552684756,1.2949687267148768,1.794745262211665,1.7160160605269392,0.9093846247491478,0.7517633445415565,1.543441734821623,1.510812646686312,1.2568790917959751,1.774012099360653,1.2857399246456422,0.8099525769712623,0.6729972859428749,0.7101297676294284,1.145553681363045,1.0037257723430748,1.053246694004925,0.8494131897170041,0.7648684986059039,0.910226840650489,0.6423577536034941,0.6708622588633166,0.8218340487378039,0.9749365400892643,0.9126660048280155,1.0670229525395345,0.9657940293671425,0.8406120560096164,0.7933520236777618
121,1.4074450223206663,1.3465254389662245,1.8577482552684756,1.3062148904991995,1.7951080261754242,1.720579770448506,0.918547831801643,0.7544226038417684,1.550121886656896,1.5225843142758977,1.2592558418148883,1.7761308509545914,1.2835281839938206,0.7995854418000639,0.6685646561328249,0.7043322414086058,1.1526330603043848,1.009080843535547,1.048184978188328,0.8545506772405065,0.7574615778903296,0.9025674248069557,0.6368715656376202,0.6630319444678154,0.8229605449720214,0.97360501829641,0.9083549037385872,1.0633195099959474,0.9662784549215225,0.8370071322853168,0.7920761623228119
122,1.388606959767335,1.3437849692552664,1.8577482552684756,1.3092122131355746,1.7862820395198291,1.6936705133740213,0.9029477796849809,0.7498042206253048,1.516225752785969,1.4937175349027236,1.2334501408517091,1.7400345951633684,1.2512775760174681,0.7734061880364373,0.6425931762463941,0.6953400172091517,1.122488955795927,0.9883328136152356,1.0423237098323919,0.8359372106380416,0.7386350455659902,0.8829671560294132,0.6255580613701247,0.6479215426093842,0.8092235484486737,0.9462538976350416,0.8905682008911534,1.0406457082896294,0.9421914664781762,0.8240280955818242,0.7727785870144109
123,1.3801731523312362,1.3413257793065052,1.8577482552684756,1.3052956015801143,1.7722519230844254,1.6774448250295657,0.8894293405046446,0.7399765466286766,1.501279481352695,1.4739049230392975,1.2163171202184109,1.7001694460010552,1.2139911799849408,0.7428323477255603,0.6216252142847274,0.674622283033467,1.1099723860106478,0.979822906651263,1.022632182154523,0.8116510725060627,0.7225751266107109,0.8670866890574399,0.6066326497008309,0.6289142597900097,0.7922981206327245,0.9259979638550014,0.8666298321673696,1.0237412230914125,0.9270655288443301,0.8034394098153689,0.7614384564429391
124,1.368197237948943,1.3461156782739034,1.8577482552684756,1.304848542676804,1.7510207084998541,1.6598116607956166,0.8821991421769578,0.7359097599228221,1.5031694682051195,1.4421796889642757,1.192468975103415,1.668360345668035,1.170596855276848,0.718537124776818,0.5997064520075007,0.6587146031833637,1.0928616836255671,0.9666576087400887,1.0106886510799136,0.7964111283654861,0.7083198098597345,0.852626448807224,0.5930454230110844,0.6180987228133509,0.7818653932606913,0.9070529576517192,0.8481162964944303,0.9950036685761687,0.9108267534801392,0.7858630829543617,0.7453160401548651
125,1.3662145653712923,1.3611938221068411,1.8577482552684759,1.3072837614386945,1.7229468735129836,1.629799926975153,0.8758387367232014,0.7273800034860642,1.4679813418835481,1.4140389557554174,1.1672186026255198,1.6287261083258147,1.1419123196692482,0.6949596376163997,0.581252597733438,0.6475043458491114,1.0825354445796809,0.9521928179479777,1.00386467186037,0.7800567361000404,0.6961082960728683,0.8307539557198943,0.5815082266501493,0.6051384196058974,0.7702186491528776,0.8916131186879266,0.8331582508204873,0.9820010078411653,0.894918118325136,0.7688594213916577,0.7350534628634997
126,1.360365549731037,1.3695725452030962,1.8577482552684759,1.3072557118093233,1.7008688443148843,1.5997644939892217,0.8579587285953856,0.7241478692349324,1.4601064905241792,1.4034779173034884,1.1506188589654072,1.6065780076367617,1.1158440811814767,0.6815987616488978,0.566523646045837,0.6323996323194079,1.0748396948816863,0.9478717484248445,0.9874185984213911,0.765977794782511,0.6860155322150041,0.8173487863908581,0.5734554826257138,0.593694434986628,0.759994529706684,0.8702317532630633,0.8195441067053009,0.9598297144367425,0.8739116560104869,0.7605003133901498,0.7228500085709351
127,1.3543976232330943,1.360493482803064,1.8577482552684754,1.295056905389708,1.683920931172097,1.561784417482619,0.8483579942255084,0.7176679147670992,1.4424115146055434,1.3784426953899112,1.131828332314503,1.5563418044202533,1.0902677122925655,0.6631474437805165,0.5523191758207124,0.6215107770817094,1.0549385034180034,0.9273586461573129,0.9761264897691714,0.7526614666763684,0.6704492964049367,0.8009140059423424,0.5638940994512647,0.5867056333318414,0.7496407517599416,0.8547489256340555,0.8084576117720578,0.9463897226161956,0.8631705256337633,0.7467333593027584,0.7073059446363485
128,1.3604987474238932,1.3648324693332037,1.8577482552684759,1.3053461539191207,1.67477832099234,1.577427936743631,0.848950838722855,0.7189495516672699,1.426512490543486,1.37782925481612,1.1217630486774994,1.5453356929294086,1.080956627091706,0.6539322578250355,0.5460885632854809,0.6133130136253644,1.0549875021097297,0.9282222563072332,0.9735684103141137,0.7464291228689406,0.6676123536130337,0.7957231316959543,0.5601224808205464,0.5824643199242768,0.7478925924435347,0.8551255689974733,0.7964105769864745,0.9401848814638514,0.8589161476391978,0.7397271014920481,0.7045140340105744
129,1.3409906676017762,1.3563245002758573,1.8577482552684754,1.2977215710899357,1.631904157712347,1.5244082920905784,0.8373540825068196,0.7084961049048313,1.3992517875670738,1.3423861852126966,1.1021947379635968,1.5179801318944572,1.0610928777050146,0.6432155285326222,0.5358056014905266,0.6032550478365032,1.0416616885766945,0.9200542609602659,0.9644450751149622,0.7377074352280493,0.6534247062221251,0.7795151907320033,0.5495053724110227,0.5726126449044721,0.7391649547530385,0.8324400591535764,0.7886145898456064,0.9169137255169082,0.842057263310368,0.7331564086302124,0.6936456493714418
130,1.3573456804081134,1.3722561266388618,1.8577482552684759,1.3031945599240147,1.6270952150019262,1.5206363568747943,0.8388899414570611,0.7151744991335397,1.3980979464781838,1.3407010817614287,1.095890989265643,1.5023132852565113,1.0564307319840562,0.6427766022462259,0.5312911559289838,0.6004711596576152,1.0427383645784134,0.9229429621643838,0.9641600585873752,0.7293401654200434,0.6549669319581654,0.7694189109015207,0.5510494734274218,0.5735993812548323,0.7402418398156407,0.8323722775443873,0.788605882614537,0.9145104028040452,0.8363450252567599,0.7284555025427893,0.6905654974304486
131,1.3545027713811637,1.3755696829236055,1.8577482552684759,1.3073166973079804,1.6249762180698373,1.4969703147067879,0.8340560241494192,0.7109806051870483,1.3872323655686545,1.3187624357012324,1.0863834630952844,1.4817696358033614,1.0518392555523892,0.6423668072727169,0.5308982385926067,0.5958009445686837,1.0382483507012725,0.9280443288474627,0.9629311601068278,0.725920519077406,0.6492747309945414,0.7647572392802104,0.5499238913637344,0.5714619949005756,0.7398086503663096,0.8287751162985572,0.7803497357082225,0.9057731144677366,0.8376266842301515,0.7229935172164065,0.6894040792658099
132,1.3459708488154454,1.3898686343492197,1.8577482552684754,1.3100649651441811,1.6119381322796142,1.473648486298296,0.8246996194650793,0.7120488532700963,1.365742559343555,1.3056505783621444,1.0755823913769291,1.4606120378036591,1.029732776776424,0.6306357639890497,0.5209057536200489,0.5942788426225413,1.036395472618739,0.9196101074022559,0.9488659617812635,0.7171911003180789,0.6389825243093205,0.7584239491433037,0.5405689150889673,0.5650064409108,0.736909292640478,0.8127902025969401,0.7696129684961142,0.8965428305522979,0.82183825575583,0.7137205252121978,0.6835048959865003
133,1.3425690506940138,1.3859699916183232,1.8577482552684756,1.3023691842147762,1.587075585016943,1.4564547008510906,0.82166569591265,0.708818832565357,1.347198192167314,1.2938415560444783,1.0653361014930363,1.4384098336155833,1.0150560698555142,0.6216413234472913,0.5106831842383059,0.5860810750503431,1.0250973906404959,0.9172056772462006,0.9477153360444807,0.7100595319077935,0.6352527368338757,0.7414355336725231,0.5357426556089333,0.5594872777701503,0.7341345993373082,0.8057673200984824,0.7596860660179969,0.8835103690724325,0.8115419685085224,0.7047911235584654,0.6749505926943128
134,1.3203976159481379,1.3799275077767634,1.8577482552684756,1.2970178326456643,1.567168456966637,1.427724239547443,0.8155361008576296,0.7041300893930516,1.3293461219609248,1.275966283489834,1.0444530961724403,1.4071822668977931,1.0086045830501786,0.6118223692537584,0.504284209174519,0.5769099226160148,1.0260361829191953,0.9111340627962267,0.9368123766217932,0.6997404431319963,0.6243350350258582,0.728875140783909,0.5330514653336667,0.5569823633793388,0.7286561164739342,0.7922177440465726,0.7519492697361454,0.8718019344236988,0.8030607468986071,0.6981495555433658,0.6674901004983362
135,1.3228399632686336,1.4025891122128833,1.8577482552684759,1.2990604791363667,1.5660697174470528,1.4209059969050093,0.8113087434269508,0.7029424316646856,1.3217958054315406,1.2665026573011373,1.033111379847144,1.3918957253309423,1.0088032134351523,0.6160912652435147,0.5019425861059449,0.5807231266478966,1.0312758099714334,0.9193665118994889,0.9441215057556779,0.7042676802487826,0.6254731509055035,0.7307398451864334,0.5341460446367164,0.5614886370368,0.7362570368191574,0.7947040958885057,0.7525184977074727,0.8692154578493065,0.8050680448855264,0.6945676062180669,0.6678968215039858
136,1.3302399009503953,1.410079221190654,1.8577482552684759,1.2940891891951642,1.5432298401403712,1.390135012693737,0.8059785741400728,0.7040102486997105,1.3041131617161286,1.2550335750671984,1.0260780174197233,1.374274497929836,0.9961613464031132,0.6096365926595617,0.5000632335399142,0.5730195715224473,1.0332074132553417,0.9198254235894018,0.9441361154868222,0.6989409838986802,0.6216677559102824,0.7203614456923154,0.533304369069369,0.5580460038185356,0.7349873525231614,0.788111802016063,0.7481063276507915,0.8629159899319092,0.7987329587955273,0.6934758820502511,0.6661815920770847
137,1.3255167835780004,1.3999552157010215,1.8577482552684759,1.2914592541191936,1.5014157428603552,1.3805002158970865,0.8067419597347144,0.7053984779899636,1.2907320749119944,1.2360956253538464,1.014491592420201,1.3538901282433478,0.9930565612356296,0.609131998634361,0.49816812093819673,0.570906813685815,1.0336985956696758,0.9260824278829484,0.9456531749931832,0.6976793396455158,0.6194319644652271,0.7194329877591451,0.5373027113556388,0.5608206966679495,0.7372493953151574,0.7887328621965061,0.7445712746908605,0.8571559049596581,0.7979134130446515,0.6955975382219365,0.6663693348814064
138,1.3341402099844955,1.414156874784316,1.8577482552684756,1.2928798679508184,1.4963854898401485,1.3653101126539455,0.8068153129594969,0.7060961326862427,1.282257779225839,1.2309261984874158,1.0142628900138795,1.3370958067355017,0.9924003502956721,0.6094450695150195,0.498663160041744,0.5725335719857354,1.0421679637589243,0.9361623061245244,0.9482679522458229,0.6994381352285549,0.6206523430057336,0.7152415919330746,0.5375970917467533,0.5631988195116892,0.7429795978040805,0.7896054299545402,0.7455716622382689,0.8575309280053633,0.7987612575550532,0.7001544316861641,0.6684813774468579
139,1.3273337027009982,1.4053424586110572,1.8577482552684756,1.2855876585524044,1.4692499634454737,1.340923019901915,0.7967096155082288,0.6998913533652429,1.2555948939214652,1.2203313944852316,0.9921922091864285,1.3186752743139187,0.985049804849166,0.6042330773582816,0.49519137772127136,0.5688739114029151,1.0424896852472412,0.9296996950237664,0.9406920643401331,0.6919830993813569,0.6142270723126368,0.7045930488563066,0.5356236030209572,0.5595648167829024,0.7382053273162381,0.7843447855563516,0.7372276320389914,0.8489218526024896,0.7938447315672666,0.6957454551520829,0.6695542392732194
140,1.3231437651438642,1.4165116790793917,1.8577482552684756,1.2831733242315007,1.4602417452353453,1.3360329910336863,0.7958146940697998,0.7018866778976094,1.2419318742079584,1.203664692457035,0.9869856812108726,1.3047084442440267,0.9900346604174779,0.6104748045238243,0.4963174341938323,0.5709347571780694,1.0482712158798682,0.9378049695799364,0.9494281675318286,0.6930308160643417,0.6174282469837719,0.7035438435103402,0.53812891384136,0.5661899702409864,0.7452840792285984,0.7823817502558305,0.7420336234582813,0.8492313728110423,0.793715057119244,0.6960472923373189,0.6718490186323186
141,1.3264880619067334,1.4303696571162967,1.8577482552684756,1.287592792394401,1.4508990252226228,1.3187238562831478,0.7981182127514677,0.7051344622641535,1.2319096444195967,1.1921592734662099,0.9769805019976341,1.2933885979052115,0.992707481338323,0.6084900064002636,0.49702410853034396,0.5710581515624247,1.0493257288102404,0.9406239394288556,0.9425691905411494,0.6907716016371471,0.6147944902450169,0.6972272407261566,0.5370321369044273,0.5628109905233923,0.7491572817664541,0.7798397678257522,0.7366147319310059,0.8445326397473598,0.798379342908761,0.6944340947286678,0.6726783601438225
142,1.3263057487195338,1.433881679341729,1.8577482552684756,1.290459073451924,1.444586028919099,1.3061652637177479,0.8025813597068319,0.7124411844530869,1.2385606932696076,1.1932932304682362,0.9777877434131003,1.2924457004191843,0.991470204239687,0.6087604437730084,0.49800029926401884,0.570249348581657,1.0487803223605334,0.9416421382330972,0.9408561723102415,0.690090088470245,0.6128874684504733,0.6928278232113361,0.5393879784396379,0.5657579984868304,0.7508652322352954,0.7838211062829681,0.7411193849334926,0.845158910382491,0.7978935005018281,0.6965823384523097,0.6714343435867864
143,1.3284953343316126,1.425664525676867,1.8577482552684756,1.2976015622404504,1.4449790313653192,1.3069700407590472,0.8036545336056169,0.718115973608196,1.2348860117822638,1.1941990264247504,0.9724194097552489,1.289583416424136,0.9967291554716989,0.6057181908362756,0.4941167936611185,0.5730454394506462,1.046639797856637,0.9434398564869698,0.9413581771221884,0.687876369388765,0.6134248984876842,0.6970221437255341,0.5408379528153398,0.5668650050141029,0.754238487535534,0.7852457323857597,0.741166248819697,0.8463382495356034,0.7952206763541771,0.6984306594722393,0.6732724597834456
144,1.3169702228191154,1.4383421008868968,1.8577482552684756,1.2852138522201713,1.4286911026568707,1.296961457243793,0.8033241200663811,0.7145496370028658,1.2239886062927903,1.178263311220131,0.9631772117423772,1.2662758009727362,0.9789720755831972,0.5931962721705365,0.4850442664292968,0.56550276933005,1.0341179440258637,0.9350523855641756,0.9322329857567956,0.6797139872055256,0.6074332407355894,0.6868799572135293,0.5349348081189531,0.5620733300967254,0.7502825576537169,0.7741933772625621,0.7341046845012312,0.8366415439544618,0.7840314418137061,0.6894942256599902,0.6655966449467438
145,1.2992643353575828,1.4410404707727955,1.8577482552684756,1.2905661682370564,1.4165035854812047,1.2791037702955008,0.7998913177743502,0.7167361481860391,1.2087037919354537,1.1715234213062182,0.9506843746007209,1.2572477810055156,0.9629720847407717,0.5776176322096137,0.47310580601965935,0.5542181104468598,1.0164569356207942,0.9225352546536122,0.9236154834989762,0.6700425754127699,0.6001753398016997,0.6809857718176595,0.5295584306679274,0.5538932003295411,0.7429467973899562,0.7622086615569318,0.7257783528792038,0.8274468334948818,0.7835513098566701,0.6816471484472829,0.6598757277066982
146,1.2901811663522336,1.452459692541608,1.8577482552684756,1.2912298885875055,1.420068424714706,1.2818061430749756,0.8029257328351301,0.721666846461961,1.2119446915130458,1.1685847607771969,0.9539252614301083,1.25380333092887,0.9548621637397379,0.5693507014973636,0.4652945907336,0.5540408089723116,1.0151066239440776,0.9228945718092045,0.9241889608216065,0.6700739794693582,0.6035958062505739,0.6820077995423245,0.5317219394407269,0.5552061259823955,0.7490924168921618,0.7636970903732605,0.7305958141376752,0.8264108797544042,0.7812013113737147,0.6832177808538428,0.6589750345713188
147,1.2787646278139748,1.4525996262085286,1.8577482552684756,1.2929699310271994,1.4103433962733263,1.2754871977601445,0.8016545293824605,0.7233752001282484,1.205147155032695,1.1649727874872389,0.9465168106006792,1.2433198996444643,0.9467163354761772,0.5564251423814698,0.45568355544254535,0.545478452497876,1.001547097184909,0.901484080435165,0.9111100689139753,0.6615901560336643,0.5981925482507375,0.6769573637696846,0.5269429966816683,0.5520908180493206,0.7442120499286462,0.7600224283043875,0.7252642281080702,0.8185389692047099,0.7749406964216535,0.6761743029011873,0.6533737152924924
148,1.2740749060289065,1.4516938761725733,1.8577482552684756,1.307742606158278,1.40047678993037,1.2749117396134457,0.8041294624733372,0.7331635080110638,1.2110821875246003,1.1689424711615346,0.9501244581075785,1.2335498024580394,0.9428751939428469,0.5484904289331122,0.4499570838963916,0.5430575285829389,0.9842229301628519,0.899486614101096,0.9108834766913589,0.6608466139014384,0.6010710654819671,0.675982670801363,0.5281367747785249,0.5522260525797915,0.7466057267834932,0.7613516025353444,0.7242056416452448,0.820559819018711,0.7737052348801611,0.6733156800714644,0.6515081158178817
149,1.2698358229667759,1.4578359323816295,1.8577482552684756,1.3121429205317239,1.4144611120999608,1.289390215721131,0.8160230864820478,0.7442861238845098,1.2193155975002155,1.176319367657963,0.9564131511977705,1.2382809729636017,0.94810559418291,0.5512464776643831,0.4490445705623193,0.5445477173485895,0.9854655531007517,0.8974001790804937,0.9159187344361818,0.6663901673604422,0.6072735115863748,0.6846027307477254,0.5337727564624944,0.5576528995455221,0.7575286190824397,0.767688714784747,0.7350471424870315,0.8253083976168746,0.7791071527561085,0.6781944520551626,0.65696735413641
150,1.2717542075983879,1.4714688535226403,1.8577482552684756,1.3328909722189881,1.4192416190055461,1.2978778198499756,0.8324830194828788,0.7589063919340927,1.2168725154476103,1.1828382351324254,0.9644967783139988,1.2555236626692632,0.9567386207494067,0.5584179160600327,0.4519706209760964,0.5483499899201277,0.9822951599931166,0.9058723995819533,0.922051738881177,0.6734034368844032,0.6137129110102487,0.6882659049762644,0.5407138116507848,0.5646120596132301,0.7704460439007104,0.7797400092595278,0.7423368157377609,0.8334387562996374,0.7839180485408914,0.6857840152711009,0.6609552407385556
151,1.261972957166653,1.460883670283465,1.8577482552684759,1.3314376124774399,1.431010569297508,1.3015554231219748,0.8384390131375028,0.7716856402949689,1.2259922914601635,1.188745167381796,0.9687714309911937,1.2570640108008613,0.9633885922667033,0.5585222838182913,0.4517423842005088,0.5488503491462039,0.9859560097400982,0.9064773244532554,0.9196283064737056,0.6766455450356461,0.6203232321709651,0.6878211950552441,0.5460153727239722,0.5708394525598853,0.7792761873788911,0.788178241476832,0.7519190512005056,0.8415751392976205,0.7882514265812687,0.68875055843716,0.6637229330243473
152,1.2553827345794943,1.4616127523279354,1.8577482552684756,1.3511579646643248,1.434356994586735,1.3130945744802769,0.8472045065302327,0.7836877935539102,1.2306383021445624,1.1934997763757527,0.9779004049177131,1.2634977867156933,0.9720021334928617,0.5674719717044457,0.4561287380722461,0.5559235422628135,0.9811395610542009,0.9051876294112348,0.9260559528922704,0.68696557488952,0.6276793996379847,0.696123179088307,0.5542442249927574,0.5792583768095875,0.7924570595157138,0.7946924582780036,0.7619126424032553,0.8492557584448619,0.7952134889655708,0.6939953557227266,0.6713045111956532
153,1.2650630116603003,1.4644268176313713,1.8577482552684759,1.3570646291316162,1.453089115558749,1.3261141366479159,0.8664164619018698,0.8011217403518932,1.2354716494411413,1.2065531854238338,0.9942656638973275,1.2703998500004192,0.9865438886664434,0.5733108254129754,0.4608269088699379,0.5624824067591525,0.9828155657098838,0.9128759637613109,0.9365669868774729,0.6951002231076395,0.6376994211125127,0.7048662261316239,0.5641298052886857,0.5886160440049154,0.8115840208786023,0.8074914274129026,0.7700126406111016,0.8554027452008517,0.8037679710405439,0.7022799024609433,0.6798584065634544
154,1.2480887205243951,1.4591919260044064,1.8577482552684756,1.3666375339001589,1.4461746122153758,1.323824750548201,0.8697570257893178,0.8120364611665919,1.238770270797795,1.2108528259631919,0.9929990615543074,1.2742562653893035,0.9959658261812816,0.5764306296429216,0.4599830089063169,0.5619331707788539,0.9876203487684557,0.9168273507956286,0.940190974161386,0.697980424909863,0.6439219466684593,0.7103705984327214,0.5713548319907723,0.5945464895977356,0.8201799469936445,0.8127422301028201,0.7768956295051178,0.8614092152435638,0.8036796318986996,0.7068899961142247,0.6806071627741825
155,1.255572882054917,1.4649576356211351,1.8577482552684756,1.381547065088765,1.4605363777884963,1.3399090524688768,0.8865612276440049,0.8301369557671371,1.2504680291239412,1.229157696110568,1.0101243805055702,1.2899705780120814,1.019786973853055,0.5951092770660347,0.47030954294064337,0.5735738549050873,1.0017902435461095,0.9326178674052236,0.9541290960363898,0.7167713026899374,0.6609294054181497,0.7236400080642583,0.5858025452507204,0.6120076215552634,0.8433697832203225,0.8311820209899352,0.7953375457307227,0.876828318448804,0.8228919328168598,0.719669135106083,0.6936836814682289
156,1.2565947979446814,1.471871726668557,1.8577482552684756,1.3875260970206087,1.470727268001889,1.355280408346254,0.9038398203838163,0.8452428228706854,1.2594351697484647,1.2367141412424962,1.020654556246292,1.2992526379345606,1.0370448175206928,0.6058057705087398,0.47776340910168663,0.5820059515078225,1.0141309845373327,0.9468368636887096,0.9660141119056155,0.7336372961426657,0.6756908845290678,0.7393785215916524,0.6013455677654171,0.6259664095758076,0.8646744520628488,0.8511759933723415,0.8153952965585238,0.8881893616437212,0.8357026753210474,0.7338844898772949,0.7082819971111214
157,1.254876636506271,1.4760062360848833,1.8577482552684759,1.395999090387332,1.466860046628618,1.3619468366627323,0.918910116182593,0.8640893876129321,1.26058967007466,1.2474175150016837,1.0291659409874054,1.3006423354429708,1.055557915058106,0.6167062328425253,0.48459393391373207,0.5874545512259766,1.0238925589809569,0.9612011125518722,0.9862224889125646,0.7456388021709183,0.6891244787065293,0.7480719041013008,0.616808456852562,0.6424372753601169,0.8857819872317089,0.8659481769951156,0.8271862556748433,0.9026864436661811,0.8475760004099695,0.7468670819055439,0.7193655684739417
158,1.2481587032587378,1.4698342388430565,1.8577482552684756,1.404043494486711,1.4700293358896164,1.3686996312227429,0.9336508227170287,0.8795963985327099,1.2587987542871286,1.2585422552227903,1.044879137757288,1.3138461606839535,1.0850578360794165,0.6360177064423305,0.49821214349355103,0.6007525880274721,1.0419503684218838,0.9798341881533174,1.0022998188848862,0.7676577426994766,0.7082793761800104,0.7593650091826855,0.6342354898702701,0.6637587742317409,0.9140179783141005,0.8883942359513368,0.8450749216924791,0.9197950328449576,0.864803234820564,0.7658839098509966,0.7377565796017713
159,1.2552001006677818,1.466937013713928,1.8577482552684756,1.4002835835017375,1.466713246153315,1.3749058463121797,0.9456440123698346,0.8924662386169047,1.2553218352020428,1.2676252497905312,1.0456562262191333,1.3171905069420284,1.1116163406139208,0.655161650787557,0.5108132355068314,0.6131959122881168,1.0551838605291382,1.000585587597342,1.0157001735127098,0.7836261553922628,0.7239104852202056,0.7735820679631376,0.6538937438117196,0.6820664573514895,0.9406247322071342,0.9060321406383324,0.8709377364827385,0.9357599188905995,0.8813477779643767,0.7807120468199008,0.7535512055417863
160,1.2535027553126896,1.468188813151894,1.8577482552684759,1.4019009891778609,1.4641714450585785,1.3700024220545302,0.9578790276162783,0.913364654313822,1.2537176522441613,1.2692623603135476,1.0600228616935492,1.3241069119857027,1.1337269049419891,0.6742773430656517,0.5247198176626467,0.624941499014107,1.074849854342238,1.020232953889804,1.030863314228589,0.8016081118733629,0.7421888048622469,0.7842906342304046,0.6717186826412165,0.7032817439047643,0.9646070259965809,0.9275683225641295,0.8848875576493148,0.9535828708300067,0.9016505799493305,0.797506743324981,0.7705553129239061
