name,total_reads,coverage,small_reads,nucleosomal_reads,small_proportion,peak_position,peak_height,small_fragment_peak_position,small_fragment_peak_height,small_fragment_std
oridb_446,14846,7.423,1459.1776284019188,13386.822371598082,0.09828759453064252,120,232.0,957,15.16204487054905,1.904217448318196
oridb_447,11840,5.92,1217.8994169888072,10622.100583011194,0.10286312643486548,-24,66.0,-216,4.784114211359455,1.0279663274896496
oridb_448,12466,6.233,1578.7741675539291,10887.22583244607,0.12664641164398596,12,69.0,46,8.097515032293169,1.5875705613976454
oridb_449,9407,4.7035,842.6617401893305,8564.33825981067,0.08957815883802812,582,56.0,450,4.948726322234396,0.7725965496525223
oridb_450,9716,4.858,1070.0795427874714,8645.920457212529,0.11013581132024201,287,32.0,-183,9.666068399838188,1.2593018938065508
oridb_451,8963,4.4815,1082.5875308168747,7880.412469183126,0.12078406011568389,-322,58.0,-244,14.692930817485028,1.7421064827300647
oridb_452,18801,9.4005,2270.4836833898853,16530.516316610116,0.12076398507472397,-558,136.0,405,34.859356422256646,3.3296132878198907
oridb_453,9515,4.7575,1874.845822674928,7640.154177325072,0.197041074374664,370,40.0,354,10.561390683667728,1.879814278660211
oridb_454,8141,4.0705,850.9830120730882,7290.0169879269115,0.10453052598858717,-106,25.0,-106,7.3490501472999155,1.027081572648532
oridb_455,6311,3.1555,684.1590104032105,5626.84098959679,0.10840738558124076,-269,56.0,-403,7.122735588009212,0.8734706305532082
oridb_456,23,0.0115,3.637106532447934,19.362893467552066,0.15813506662817103,785,2.0,739,0.1468938471029218,0.03489043098321213
oridb_457,115,0.0575,13.572154521251209,101.4278454787488,0.11801873496740181,-907,4.0,896,0.5648434060393144,0.09110275468975049
oridb_458,1043,0.5215,108.8178670995496,934.1821329004504,0.10433160795738217,528,24.0,578,1.3371697021609994,0.2783397303868405
oridb_459,2315,1.1575,259.8482005471983,2055.1517994528017,0.11224544300094959,-165,34.0,-646,4.7313476643618255,0.6621043541198509
oridb_460,10630,5.315,1458.0050175660722,9171.994982433927,0.13715945602691176,-144,69.0,-387,13.738922651831853,1.6868650849116282
oridb_461,7199,3.5995,556.0138548645808,6642.986145135419,0.07723487357474383,477,42.0,787,1.6214568873228727,0.5372821653326862
oridb_462,7685,3.8425,682.0632323080472,7002.936767691953,0.08875253510839912,-350,74.0,107,2.9190361618254728,0.6905376342266496
oridb_463,7943,3.9715,840.4057335481218,7102.594266451878,0.10580457428529798,152,29.0,152,6.968915921743708,0.9084455229540791
oridb_464,13860,6.93,1501.8464344314334,12358.153565568566,0.10835832860255652,-178,129.0,-45,23.26503967375502,2.660132268423741
oridb_465,9689,4.8445,785.0333899992413,8903.966610000758,0.08102315925268255,-731,57.0,-116,2.709178603688434,0.7351480013044339
oridb_466,8713,4.3565,1240.8987149645782,7472.101285035422,0.14241922586532516,240,67.0,70,10.765515019203772,1.5381630781523281
oridb_467,8970,4.485,690.2066979226654,8279.793302077334,0.07694612016975089,858,143.0,-913,4.723681769653782,0.7140239508466556
oridb_468,6785,3.3925,553.751413653333,6231.248586346667,0.08161406243969535,-183,43.0,121,5.407856638983209,0.6598191245722201
oridb_469,10490,5.245,1225.3396391818121,9264.660360818189,0.116810261123147,-346,56.0,8,7.790852490468649,1.171747902154408
oridb_471,7549,3.7745,736.5035180188164,6812.496481981184,0.09756305709614736,-215,57.0,-80,6.444576790639706,0.9520591355059456
oridb_472,5665,2.8325,728.5207090519446,4936.479290948056,0.1286003016861332,-976,27.0,-3,5.893619383289989,0.8857606080844792
oridb_473,8688,4.344,1121.12152153561,7566.87847846439,0.12904253240511165,236,80.0,112,16.13337078122008,1.6134456978122218
oridb_474,10669,5.3345,1259.750238601457,9409.249761398543,0.11807575579730595,782,101.0,-546,7.244995426619421,1.2456871780196181
oridb_475,7469,3.7345,822.4714411513921,6646.528558848608,0.11011801327505585,-465,51.0,-425,3.134856060278442,0.7700211792289718
oridb_476,11912,5.956,1793.7460356558051,10118.253964344194,0.1505831124627103,828,66.0,979,17.40574991236339,2.0231857349842146
oridb_477,17980,8.99,1774.512047472558,16205.487952527443,0.0986936622621,144,105.0,272,9.608063609275115,1.5754360248004493
oridb_478,10561,5.2805,1292.071291461693,9268.928708538308,0.1223436503609216,-392,85.0,-859,8.278621592718318,1.5085213925429424
oridb_480,15820,7.91,1405.1340966462699,14414.86590335373,0.08882010724691972,-141,169.0,-272,21.395361052952246,2.0267737121581457
oridb_481,10287,5.1435,1675.494574140256,8611.505425859745,0.16287494645088518,-363,56.0,-211,7.366380189030722,1.4422600426463528
oridb_482,6675,3.3375,563.9164466660238,6111.083553333976,0.08448186466906724,-241,23.0,894,1.4090858106388746,0.5216052505448707
oridb_483,9756,4.878,1846.24947404412,7909.75052595588,0.18924246351415744,-50,48.0,-30,8.460635939923897,1.824393394998456
oridb_484,10584,5.292,1204.8802171818334,9379.119782818167,0.11383977864529794,993,64.0,77,7.4945509306984,1.206411047689179
oridb_485,10521,5.2605,1237.651144309795,9283.348855690205,0.11763626502326727,-325,70.0,-203,6.829396618399117,1.3227578557186352
oridb_486,11545,5.7725,1250.646427359427,10294.353572640573,0.10832797118747743,266,86.0,120,12.75920240507208,1.6216010039327595
oridb_487,13828,6.914,1524.5351373889494,12303.46486261105,0.11024986530148607,-853,64.0,-30,9.732828754257694,1.5423913434072716
oridb_488,11580,5.79,1191.8649934364944,10388.135006563505,0.10292443812059537,-357,70.0,1000,10.707643768438574,1.2153368661299546
oridb_489,14533,7.2665,2610.555755444747,11922.444244555252,0.17962951595986698,-256,98.0,-126,15.518699171711795,2.7544580561961
oridb_490,11536,5.768,1371.0469850889651,10164.953014911034,0.11884942658538186,-379,66.0,846,6.3850697041445255,1.298240293108828
oridb_491,8076,4.038,855.5159627884215,7220.484037211579,0.10593313060777879,-703,93.0,107,3.195358466351006,0.7548346389893948
oridb_492,9779,4.8895,1979.5589921991286,7799.441007800871,0.20242959323030255,207,42.0,66,13.426491274455863,2.2965077858877274
oridb_493,6828,3.414,710.5071444604396,6117.49285553956,0.10405787118635612,30,27.0,58,2.901189297862228,0.6482275958568208
oridb_494,10317,5.1585,872.011241775508,9444.988758224492,0.0845217836362807,45,98.0,178,10.85956749918591,1.0934687160020076
oridb_495,5701,2.8505,672.5158487297294,5028.484151270271,0.11796454108572697,451,28.0,932,6.590994322185694,0.872289999051156
oridb_496,9511,4.7555,1631.598784714015,7879.401215285985,0.17154860526905846,137,42.0,-23,12.548486713171936,1.567744295740271
oridb_497,8764,4.382,814.8153589343075,7949.184641065693,0.09297299850916334,326,98.0,202,5.414629281180945,0.8566998401757181
oridb_498,6893,3.4465,964.1447246414363,5928.855275358564,0.1398730196781425,1,50.0,-17,9.082571066112964,1.2386440315921583
oridb_499,8571,4.2855,1031.2885446683772,7539.711455331622,0.12032301302862877,97,33.0,220,5.356831083307025,0.9518361950203719
oridb_500,7241,3.6205,683.5911955632293,6557.408804436771,0.09440563396813001,949,60.0,-10,3.7689513590030526,0.6954192299875024
oridb_501,10057,5.0285,1425.7591230693145,8631.240876930686,0.141767835643762,103,81.0,102,30.43619391382827,2.794542937495914
oridb_502,6725,3.3625,799.7466208840278,5925.253379115972,0.11892143061472533,-783,51.0,3,10.518895521451723,1.3038734673217056
oridb_503,881,0.4405,162.49887442185144,718.5011255781485,0.18444821160255556,-202,27.0,-202,5.189317627547288,0.5431394380387565
oridb_504,2058,1.029,810.8890401811634,1247.1109598188366,0.39401799814439425,-206,52.0,-215,21.389791751667886,2.3925174299983314
oridb_505,931,0.4655,98.84853943344706,832.1514605665529,0.10617458585762304,534,21.0,308,1.422012721253452,0.24757892831670072
oridb_506,8140,4.07,937.0063002277699,7202.99369977223,0.11511133909432063,-94,58.0,87,7.433598528337023,1.1131148814980185
oridb_507,7508,3.754,907.0911803341507,6600.9088196658495,0.12081661965025982,136,35.0,-36,4.38817201117003,0.8868623639202776
oridb_508,7213,3.6065,588.151777756639,6624.848222243361,0.08154052097000403,-335,39.0,-968,1.4878652028328356,0.5229033827997717
oridb_509,10549,5.2745,1015.5510578375657,9533.448942162435,0.09626988888402367,-114,117.0,28,7.351900561819172,1.1078121005223371
oridb_510,13369,6.6845,1495.62275278391,11873.377247216089,0.11187244766129928,186,116.0,-7,9.056661658746274,1.3953874561379958
oridb_511,13222,6.611,1388.663239176214,11833.336760823786,0.10502671601695764,704,90.0,-634,3.9637203243909425,1.0578419333558238
oridb_512,8611,4.3055,1022.7032371270437,7588.296762872957,0.11876706969307209,-89,28.0,61,6.70413782491542,0.9472660822973394
oridb_513,9392,4.696,990.205476583907,8401.794523416092,0.10543073643355057,-36,55.0,-86,3.608142468743668,0.8597623352083105
oridb_514,9915,4.9575,1403.3311212047433,8511.668878795257,0.1415361695617492,-365,77.0,-226,18.03036604964323,1.959467962739339
oridb_515,10988,5.494,974.5383212415343,10013.461678758465,0.08869114681848692,215,118.0,208,4.334993361770009,0.9928633560496141
oridb_516,5778,2.889,485.1108133042906,5292.889186695709,0.08395825775429051,-794,28.0,-50,1.8251459828703602,0.48481956142658716
oridb_517,7319,3.6595,1394.1476484692914,5924.852351530709,0.19048335134161654,-108,82.0,325,10.103386192357066,1.6373456325191418
oridb_518,10855,5.4275,1114.3358243863422,9740.664175613658,0.10265645549390531,763,71.0,12,6.193600724564426,0.9976896305168977
oridb_519,13257,6.6285,2210.202985629683,11046.797014370317,0.16671969417135726,-674,86.0,893,13.511348116802857,2.1962756787170856
oridb_520,8432,4.216,1261.655581845949,7170.344418154051,0.14962708513353284,43,38.0,-63,8.742591245509328,1.4616306564222252
oridb_521,8102,4.051,1534.9817617743076,6567.018238225693,0.18945714166555266,-225,49.0,110,8.830008097157389,1.5174983626685283
oridb_522,9141,4.5705,1144.1335675082942,7996.866432491706,0.1251650330935668,-160,85.0,391,12.220386229602864,1.7720694783402167
oridb_523,7835,3.9175,906.705714157122,6928.294285842878,0.11572504328744378,-40,96.0,-185,11.949059679645623,1.196267834930492
oridb_524,6068,3.034,547.8876942590172,5520.112305740983,0.09029131414947547,-999,38.0,673,2.2512404174102567,0.5173301948678266
oridb_525,11511,5.7555,1605.3722800430792,9905.627719956921,0.13946418904031616,-996,43.0,3,5.191074493398736,1.1188999735088845
oridb_526,14483,7.2415,1597.5198868648577,12885.480113135141,0.1103031061841371,-191,84.0,-30,9.183848283453385,1.4021349819800741
oridb_527,11744,5.872,1194.1768041923892,10549.82319580761,0.10168399218259445,-469,299.0,-181,13.086120365585705,1.7693103216820552
oridb_528,11552,5.776,1188.2724179262177,10363.727582073781,0.10286291706425015,-200,74.0,298,4.633836924192135,0.9932489332632353
oridb_529,11382,5.691,1316.5746013369167,10065.425398663083,0.11567163954813887,-946,107.0,-803,17.047988073282205,2.110250034011252
oridb_530,8235,4.1175,970.2224599875889,7264.777540012411,0.11781693503188694,132,39.0,-376,3.46609852686298,0.8389672637502664
oridb_531,13384,6.692,2230.19434051424,11153.805659485759,0.16663137630859534,-890,53.0,-789,9.938452437668213,2.0410302891612977
oridb_532,355853,177.9265,54898.504055003694,300954.4959449963,0.1542729836618033,980,7819.0,931,1020.0886059558068,111.61251631291175
oridb_533,1279356,639.678,342009.2339762202,937346.7660237798,0.2673292140547433,-510,21780.0,-514,8064.861424444502,792.7376033358297
oridb_534,225,0.1125,0.0126126179362099,224.9873873820638,5.605607971648845e-05,618,10.0,635,0.0013353823210493878,0.0001748762617882065
oridb_535,9341,4.6705,935.1548351532231,8405.845164846776,0.10011292529206971,652,70.0,525,5.076892569609421,0.9718702093365035
oridb_536,10478,5.239,1328.9116655557327,9149.088334444266,0.1268287522003944,154,55.0,911,10.770839874209939,1.658704074004537
oridb_537,7803,3.9015,497.0956153518547,7305.904384648145,0.06370570490219847,839,185.0,329,2.580190068193959,0.6361058500832651
oridb_538,14404,7.202,1813.455956651356,12590.544043348644,0.1258994693592999,-261,78.0,-360,8.248012067758864,1.5350274255340046
oridb_539,10842,5.421,1296.0441957690728,9545.955804230927,0.1195392174662491,84,99.0,46,18.484681524143024,2.0929377821019486
oridb_540,10140,5.07,958.7941187922352,9181.205881207765,0.09455563301698572,-137,53.0,132,4.58263063690807,0.8962693029495864
oridb_541,10046,5.023,923.6318242043443,9122.368175795656,0.09194025723714357,-91,79.0,132,3.6246712877790985,0.7400702476143057
oridb_543,10783,5.3915,1876.5441571891902,8906.45584281081,0.17402802162563202,-2,52.0,11,16.337811674810837,1.9810643807423296
oridb_544,11434,5.717,1413.9511007032675,10020.048899296733,0.12366198187014758,587,83.0,32,11.528481859933994,1.5689910258085746
oridb_545,11838,5.919,1378.943738455267,10459.056261544732,0.11648451921399451,894,87.0,674,6.2100739171237525,1.2815227566475842
oridb_546,9183,4.5915,1259.2105480329478,7923.789451967052,0.13712409321931263,-263,64.0,-126,8.59022378023266,1.3540913571543125
oridb_547,10758,5.379,1435.8939738308704,9322.10602616913,0.13347220429734807,300,97.0,100,4.506610532844902,1.059898968741863
oridb_548,12361,6.1805,1240.8095761801878,11120.190423819811,0.10038100284606324,-105,88.0,-137,5.483926665579766,1.0384049680626164
oridb_549,10802,5.401,868.7451923568622,9933.254807643138,0.08042447624114628,-916,68.0,-112,2.514246089675704,0.6994969959478397
oridb_550,6898,3.449,625.5217644081786,6272.478235591821,0.09068161270051879,-188,30.0,-55,2.9720967753147294,0.6143086675037807
oridb_551,6879,3.4395,677.5089601781606,6201.49103982184,0.09848945488852458,225,33.0,-49,4.118260605796972,0.6616705981728036
oridb_552,16747,8.3735,2672.840960349236,14074.159039650764,0.15960117993367384,-431,81.0,-315,8.048408814437533,1.573987371870063
oridb_554,11010,5.505,1518.0431650217567,9491.956834978244,0.13787857992931488,-100,76.0,771,13.178723661650587,1.726297241712459
oridb_556,7726,3.863,962.9353774648969,6763.064622535103,0.12463569472753001,-691,68.0,-826,20.341872828398788,1.8136482689935494
oridb_557,7679,3.8395,783.7395927354131,6895.260407264587,0.10206271555351128,768,273.0,910,14.603151043517013,1.6269185530154955
oridb_558,7945,3.9725,958.7753851411292,6986.224614858871,0.1206765745929678,-558,38.0,-22,6.80641648621968,1.1876209375048643
oridb_559,6172,3.086,894.0455254302885,5277.954474569711,0.1448550754099625,-481,60.0,-357,12.499209307116462,1.2577331969610577
oridb_560,9948,4.974,1150.4497904196041,8797.550209580397,0.11564634001001248,459,70.0,130,4.060546238481086,0.9632118908534689
oridb_561,8660,4.33,1101.3154003866202,7558.68459961338,0.1271726790284781,431,41.0,900,3.9680145127594066,0.9601340461975801
oridb_562,9362,4.681,1123.0052527540888,8238.994747245912,0.11995356256719598,-864,30.0,213,7.14826649079618,1.0969716552290563
oridb_563,35,0.0175,1.4107267538445534,33.58927324615544,0.040306478681272954,866,3.0,838,0.10974546222437088,0.020495159083463572
oridb_564,9760,4.88,1066.3865307515482,8693.613469248452,0.10926091503601928,337,58.0,29,4.350347488062473,0.9604878059893631
oridb_565,4865,2.4325,662.8191013399835,4202.180898660016,0.13624236409866053,-569,19.0,497,3.471141855180522,0.7378555917244835
oridb_566,9849,4.9245,1045.8522330787612,8803.147766921238,0.10618867225898682,118,174.0,-13,16.889518576758167,1.8743998740623444
oridb_567,7150,3.575,1027.7965291801604,6122.20347081984,0.14374776631890354,-60,31.0,-61,7.032046001660752,1.1677373084084348
oridb_568,10311,5.1555,1680.0089964213432,8630.991003578656,0.1629336627311942,-322,77.0,-462,10.16133573125,1.8283052998699934
oridb_569,9796,4.898,1048.4926437763652,8747.507356223636,0.10703273211273634,88,71.0,223,9.72465606084245,1.526311088839211
oridb_570,8380,4.19,905.174437825127,7474.825562174873,0.10801604269989583,-489,71.0,-354,9.72465606084245,1.5182248174274964
oridb_571,5711,2.8555,793.180002691837,4917.819997308163,0.13888636012814515,973,74.0,660,7.06047886507244,1.052164844692615
oridb_572,891,0.4455,93.76388898747871,797.2361110125213,0.10523444330805691,185,22.0,193,1.9830327247104282,0.3306980591118999
oridb_573,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
oridb_574,49,0.0245,5.331937647339653,43.66806235266035,0.10881505402733986,-227,3.0,-226,0.25137056399825136,0.04245321594291761
oridb_575,199,0.0995,54.36109973826419,144.6389002617358,0.2731713554686643,-735,9.0,-736,2.1236589522666343,0.2629455755092133
oridb_576,6685,3.3425,720.3300628313098,5964.66993716869,0.107753188157264,-27,42.0,949,4.6876451101666206,0.8231007882252694
oridb_577,8741,4.3705,1204.697574115592,7536.302425884408,0.13782148199469077,-136,38.0,-136,9.57577787442718,1.3454277065476585
oridb_578,11726,5.863,1117.7875001364564,10608.212499863545,0.09532555859939079,662,96.0,54,8.982253087450296,1.4780893663941286
oridb_579,9266,4.633,868.8002646118454,8397.199735388154,0.09376216971852422,-186,132.0,-142,5.569427077886029,0.9472873894361845
oridb_580,6841,3.4205,789.4240096009466,6051.575990399053,0.11539599614105345,559,52.0,-935,6.515528482365004,0.9995206100045034
oridb_581,8191,4.0955,903.1844344819708,7287.815565518029,0.11026546630227943,994,77.0,994,13.925950162907768,1.6179037115312516
oridb_582,3783,1.8915,487.05192159015144,3295.9480784098487,0.12874753412375137,-762,16.0,-726,1.50395536042833,0.5035536945377808
oridb_583,6179,3.0895,606.8344210536088,5572.165578946391,0.09820916346554602,-353,36.0,99,2.931788223521103,0.6437034684551507
oridb_584,8529,4.2645,807.4217003294227,7721.5782996705775,0.09466780400157378,-201,99.0,-63,7.968426347813871,0.9912613215797413
oridb_585,8965,4.4825,818.9347598963923,8146.065240103608,0.09134799329574927,-761,54.0,-633,2.3071423361734187,0.716905540457434
oridb_586,13459,6.7295,1247.6754985710256,12211.324501428975,0.09270194654662497,362,167.0,51,10.833404629715893,1.3477361622790505
oridb_587,10168,5.084,2041.724356992301,8126.275643007699,0.20079901229271252,93,62.0,-617,13.672328515848925,2.2891424715255564
oridb_588,8969,4.4845,1155.9845765721743,7813.015423427825,0.1288866737174907,243,95.0,-46,10.510109508825163,1.4991260453019348
oridb_589,6284,3.142,641.5918897661414,5642.408110233859,0.10209928226704988,979,34.0,-504,1.7246122177763021,0.5826350501988592
oridb_591,13252,6.626,1374.2339288449034,11877.766071155096,0.1037001153671071,121,78.0,270,22.7173091290977,2.3953089286475966
oridb_592,9938,4.969,1038.7437395541533,8899.256260445847,0.10452241291549137,-839,70.0,-79,6.2577822151787705,0.914730340704112
oridb_594,16191,8.0955,2498.784567157243,13692.215432842757,0.15433170076939307,989,265.0,288,7.198319816661766,1.779044344330651
oridb_595,14770,7.385,1538.3911042976392,13231.60889570236,0.10415647287052399,96,75.0,404,7.963575438868438,1.168448795212042
oridb_596,8097,4.0485,925.1708006446236,7171.829199355377,0.1142609362288037,237,36.0,-879,3.984929075243172,0.8612893125068062
oridb_597,8181,4.0905,668.5944686067078,7512.405531393292,0.08172527424602222,535,51.0,-54,3.37393713759033,0.6921001991589931
oridb_598,6176,3.088,760.8789037868071,5415.121096213193,0.1231993043696255,-702,45.0,-838,9.831786233027039,1.1694814865475491
oridb_599,11759,5.8795,1455.3788625436237,10303.621137456375,0.12376723042296314,-514,45.0,-378,13.641749153395065,1.6541048894100352
oridb_600,7342,3.671,867.9255065652617,6474.0744934347385,0.11821377098409994,-860,45.0,-335,5.064456280245501,1.117166120200208
oridb_601,5444,2.722,572.7569106206383,4871.243089379362,0.10520883736602468,-298,18.0,-177,1.9505392764265541,0.5468011070952623
oridb_602,6083,3.0415,565.9391925636203,5517.06080743638,0.09303619802130861,-993,18.0,526,1.738126550030458,0.5245591384448606
oridb_603,10304,5.152,1275.8397484710817,9028.160251528918,0.12381985136559412,704,46.0,-772,6.594119465024916,1.1888196314788144
oridb_604,13884,6.942,2163.785227374188,11720.214772625812,0.1558473946538597,185,83.0,51,10.730063621995285,2.0689877739646256
oridb_605,7876,3.938,861.1896903265059,7014.810309673494,0.10934353610036895,184,39.0,168,3.3103582002485243,0.7590511051196492
oridb_606,6134,3.067,633.7427634451201,5500.25723655488,0.1033163944318748,270,140.0,411,7.375678592220337,0.9015961829038731
oridb_607,10306,5.153,1202.2594380307546,9103.740561969245,0.11665626218035655,-60,59.0,80,9.203316211191176,1.291997575313939
oridb_608,4755,2.3775,442.1565735126903,4312.843426487309,0.09298771262096536,-102,18.0,498,1.5113936221685247,0.448969049213115
oridb_609,11579,5.7895,1302.2938170452708,10276.70618295473,0.11247031842518963,115,67.0,2,11.685360433379032,1.5335629657529073
oridb_610,12122,6.061,1380.5183623504245,10741.481637649576,0.11388536234535757,106,84.0,-930,5.667591648722993,1.0936515251567076
oridb_611,9450,4.725,1029.1939980714585,8420.806001928542,0.10890941778533952,-14,114.0,-145,15.224376923205725,1.5819463734165184
oridb_612,9567,4.7835,1365.748939144083,8201.251060855917,0.14275623906596455,-55,41.0,-30,8.799007388879936,1.4812167829163276
oridb_613,8789,4.3945,700.4848403787553,8088.5151596212445,0.07970017526211802,-619,51.0,-46,4.892652151270133,0.691231342850932
oridb_614,6534,3.267,530.2485256657562,6003.7514743342435,0.08115220778478056,843,40.0,340,1.5550210544146814,0.5102376964359012
oridb_615,13433,6.7165,1207.9776754196755,12225.022324580324,0.089926127850791,164,102.0,33,3.2148455792686232,0.9368609142639235
oridb_616,9545,4.7725,1189.0253132183498,8355.97468678165,0.12457048855090097,-99,43.0,34,8.698885886053866,1.1550511790931264
oridb_617,11513,5.7565,1379.0478469898953,10133.952153010105,0.11978179857464565,144,112.0,572,15.50733782425312,1.599298119029496
oridb_618,7393,3.6965,916.6826830385357,6476.317316961464,0.1239933292355655,172,30.0,53,4.76557817087212,0.9185804982704339
oridb_619,5361,2.6805,460.14920331592725,4900.8507966840725,0.08583271839506197,-576,48.0,-947,1.6997805478712094,0.491229487337932
oridb_620,9583,4.7915,1785.6554820016686,7797.344517998332,0.1863357489305717,-13,70.0,-13,27.725047077769165,2.8487442189261216
oridb_621,12064,6.032,2141.961634239042,9922.038365760958,0.17754987021212218,-789,70.0,-789,27.725047077769165,2.8825391916892595
oridb_622,7200,3.6,768.4581941174431,6431.541805882557,0.10673030473853376,355,58.0,100,6.1299465335236745,0.9396293640060726
oridb_623,8893,4.4465,1261.614045920385,7631.385954079615,0.14186596715623356,662,44.0,663,18.487217874609577,1.7393548837989192
oridb_624,10699,5.3495,1073.6344405351335,9625.365559464866,0.10034904575522324,-963,69.0,-831,9.281990274454172,1.3162368628126055
oridb_625,12839,6.4195,1052.0199555322126,11786.980044467788,0.08193939991683251,-978,63.0,102,7.081528173919109,1.0432538508834444
oridb_626,13190,6.595,1315.8645902514704,11874.13540974853,0.09976228887425856,264,95.0,389,5.354783638375322,1.1800325406342118
oridb_627,9293,4.6465,878.9730809766849,8414.026919023316,0.09458442709315451,106,97.0,-50,7.010752504311558,0.9714787893782227
oridb_628,9907,4.9535,1417.6125135745242,8489.387486425476,0.14309200702276412,194,75.0,150,17.95458895101599,1.976700015452154
oridb_629,10703,5.3515,1022.5354207242816,9680.464579275718,0.09553727186062615,-118,47.0,-263,5.059643585343293,0.9078739196315138
oridb_630,34,0.017,7.179851968737656,26.820148031262345,0.2111721167275781,-39,8.0,-1000,0.3809997828970144,0.056195720512238125
oridb_631,331,0.1655,40.09185307563486,290.90814692436516,0.12112342318922918,188,35.0,500,0.8109154009259405,0.15161824970047055
oridb_632,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
oridb_633,1246,0.623,207.60946214264482,1038.3905378573552,0.16662075613374383,-259,21.0,-731,2.332831541908693,0.4732364009544096
oridb_634,58,0.029,3.681037239371279,54.31896276062872,0.06346615929950482,-165,5.0,-224,0.1532188984243571,0.03473434655286188
oridb_635,7874,3.937,769.3047785787395,7104.695221421261,0.09770190228330448,-101,58.0,23,2.704469041032773,0.7642669821868547
oridb_636,6482,3.241,440.9243324772343,6041.075667522766,0.06802288375150174,924,74.0,-99,1.8973697889403462,0.46865279622639644
oridb_637,7272,3.636,994.795775384806,6277.204224615194,0.13679809892530337,-445,32.0,-131,5.4687465859120366,1.050992208814457
oridb_638,8291,4.1455,728.982565688355,7562.017434311645,0.08792456467113194,-706,39.0,-227,2.3123736153746175,0.6748362154721524
oridb_639,14142,7.071,2377.9759241381744,11764.024075861826,0.1681499027109443,456,70.0,311,9.082515312596975,1.862915876031206
oridb_640,7647,3.8235,754.984258451581,6892.015741548419,0.09872947017805427,194,33.0,131,3.3682178436241825,0.6945787853512668
oridb_641,4688,2.344,650.3840564523434,4037.6159435476566,0.13873380043778658,-461,34.0,-521,5.6466307795557125,0.9493788105029527
oridb_642,9491,4.7455,1650.721054993539,7840.278945006461,0.17392488199278675,75,65.0,74,13.955887586743387,2.358455801587852
oridb_643,6782,3.391,752.4678463134103,6029.5321536865895,0.1109507293296093,78,30.0,-57,7.419521860794908,0.8772426383854696
oridb_645,7217,3.6085,872.7964405544587,6344.203559445541,0.1209361840868032,-173,43.0,474,3.6019221143847693,0.8139822178779552
oridb_646,11609,5.8045,1452.4530378160161,10156.546962183984,0.12511439726212562,-498,81.0,117,12.933539071380343,1.857689545884717
oridb_647,6439,3.2195,592.5708693519737,5846.429130648026,0.09202840027208785,-279,54.0,-769,1.2899159197075267,0.5322857685737448
oridb_648,5922,2.961,754.5937811226868,5167.406218877313,0.1274221177174412,-34,84.0,-36,9.539363934369701,1.188205152987911
oridb_650,9104,4.552,1056.4618687067639,8047.538131293236,0.11604370262596264,-180,61.0,-22,5.748385235768047,1.0536432833633602
oridb_651,5590,2.795,1004.4829549706226,4585.517045029377,0.1796928363095926,487,40.0,353,11.416206645102218,1.4823192177452307
oridb_652,11128,5.564,1533.6851242241662,9594.314875775834,0.13782217147952608,617,88.0,476,21.32873719414585,2.0590055147065804
oridb_653,9526,4.763,1140.6637161254416,8385.336283874558,0.11974214949878664,-333,38.0,-207,6.284952349601342,1.030700939815828
oridb_654,12117,6.0585,859.9170123665192,11257.082987633481,0.0709678148358933,-779,57.0,-742,4.978927836335499,0.7934502902675002
oridb_655,6547,3.2735,835.4186262156607,5711.581373784339,0.12760327267689944,241,34.0,-236,6.7595957306072325,0.959001715078856
oridb_656,11817,5.9085,2350.6222082361096,9466.37779176389,0.19891869410477359,-792,70.0,-624,10.249875241522073,2.1357717968269294
oridb_658,7488,3.744,806.6179894199022,6681.382010580098,0.10772141952723052,-146,79.0,67,3.732545482473312,0.8007913110578556
oridb_659,10952,5.476,1383.9500171925176,9568.049982807483,0.12636504904971857,-157,54.0,938,9.405784913060216,1.6917377916527785
oridb_660,9021,4.5105,1346.0063380055258,7674.993661994475,0.14920810752749428,348,36.0,-74,6.397658019282489,1.0630867514152
oridb_661,4291,2.1455,390.34555545751664,3900.6544445424834,0.09096843520333643,911,14.0,913,1.6060074105750597,0.4123392474967747
oridb_662,7994,3.997,926.0089122284263,7067.991087771574,0.1158379925229455,-188,31.0,-62,3.275223262146474,0.8421270931064513
oridb_663,8382,4.191,1015.8846757726848,7366.115324227315,0.12119836265481804,227,67.0,80,14.11953119284031,1.683565065390155
oridb_664,10414,5.207,1645.1678522036627,8768.832147796336,0.15797655580983894,-547,46.0,380,6.364994143021887,1.490230349496312
oridb_665,8442,4.221,858.3049103603369,7583.695089639663,0.10167080198535144,-802,83.0,-664,16.838720067452947,1.587835067451732
oridb_666,13969,6.9845,1936.8320268386112,12032.16797316139,0.1386521602719315,636,77.0,922,9.682938656046142,1.5787157156768956
oridb_667,10979,5.4895,1356.616934529231,9622.383065470769,0.12356470849159587,563,161.0,699,27.753339424814058,2.762972177428815
oridb_668,13018,6.509,1602.3528767906716,11415.647123209328,0.12308748477421046,108,54.0,-22,10.193719127790018,1.6154576886603407
oridb_669,9185,4.5925,1316.5754070556945,7868.424592944306,0.14333972858526886,604,81.0,472,11.082632254342915,1.7855795042880174
oridb_670,10778,5.389,2201.221107305981,8576.77889269402,0.20423279897067928,-679,46.0,-542,12.965416287641396,2.290366948346323
