,0,10,20,30,40,50,60,70,80,90,100,120,130,140
YPR120C,6.003110921305727,78.09603733538947,52.02341350766484,25.18447209504674,13.841568521228373,10.440801684030951,28.693541787799308,67.71433689454386,41.4563310894595,28.701233851736642,18.6387298587224,24.5626242624414,35.791916921001466,31.6816553924063
