mu0 delta sigma0 sigmav lambda gamma1 gamma2 mua1 sigmaa1 mua2 sigmaa2 mut sigmat a10 a11 a12 a13 a14 a15 a16 a17 a18 a19 a110 a111 a112 a113 a114 a115 a20 a21 a22 a23 a24 a25 a26 a27 a28 a29 a210 a211 a212 a213 a214 a215 tau0 tau1 tau2 tau3 tau4 tau5 tau6 tau7 tau8 tau9 tau10 tau11 tau12 tau13 tau14 tau15 halted score 
-16.7902 3.9858 10.5997 0.1435 64.1970 0.0493 0.3177 7.6082 0.0054 1.0058 0.0146 -2.5021 0.0868 7.8002 7.8490 7.6367 7.6129 7.5993 7.6301 7.6019 7.5958 7.5863 7.5803 7.5516 7.5441 7.5429 7.5516 7.5405 7.5340 1.4984 0.9053 0.8888 0.9658 0.9788 0.9846 0.9946 1.0054 0.9941 0.9931 0.9961 0.9964 0.9930 0.9840 0.9801 0.9828 -2.3685 -2.3087 -2.3840 -2.6260 -2.7460 -2.7321 -2.7290 -2.5757 -2.4595 -2.5367 -2.6170 -2.6709 -2.6462 -2.5483 -2.5434 -2.6067 0.2961 -4164724.8391 
-16.7902 3.9858 10.5997 0.1435 64.1970 0.0495 0.3177 7.6080 0.0064 1.0045 0.0104 -2.5001 0.1356 7.8002 7.8490 7.6367 7.6129 7.5993 7.6296 7.6019 7.5958 7.5863 7.5803 7.5516 7.5441 7.5429 7.5516 7.5405 7.5357 1.4984 0.9118 0.8888 0.9658 0.9788 0.9846 0.9946 1.0053 0.9941 0.9931 0.9963 0.9964 0.9930 0.9840 0.9801 0.9828 -2.3685 -2.3087 -2.3717 -2.6251 -2.7368 -2.7321 -2.7367 -2.5757 -2.4431 -2.5367 -2.6170 -2.6709 -2.6462 -2.5483 -2.5434 -2.6041 0.2961 -4164726.8794 
-16.7902 3.9858 10.4857 0.1432 64.1970 0.0482 0.3177 7.6107 0.0078 1.0056 0.0151 -2.4832 0.0369 7.8002 7.8490 7.6367 7.6129 7.5993 7.6296 7.6019 7.5958 7.5860 7.5803 7.5507 7.5435 7.5429 7.5516 7.5399 7.5357 1.4987 0.9118 0.8888 0.9670 0.9790 0.9836 0.9946 1.0050 0.9941 0.9931 0.9963 0.9964 0.9930 0.9851 0.9801 0.9828 -2.3819 -2.3087 -2.3683 -2.6251 -2.7368 -2.7321 -2.7345 -2.5757 -2.4431 -2.5367 -2.6130 -2.6656 -2.6462 -2.5483 -2.5425 -2.6032 0.2961 -4164726.7912 
-16.7902 4.0872 10.4857 0.1432 64.1293 0.0482 0.3167 7.6064 0.0060 1.0144 0.0171 -2.5025 0.0755 7.8002 7.8490 7.6367 7.6129 7.5993 7.6296 7.6019 7.5958 7.5860 7.5803 7.5507 7.5435 7.5429 7.5516 7.5399 7.5357 1.4987 0.9065 0.8888 0.9670 0.9807 0.9836 0.9950 1.0050 0.9941 0.9931 0.9963 0.9964 0.9930 0.9835 0.9811 0.9828 -2.3819 -2.3087 -2.3683 -2.6251 -2.7368 -2.7226 -2.7345 -2.5757 -2.4431 -2.5367 -2.6130 -2.6656 -2.6462 -2.5483 -2.5583 -2.6032 0.2961 -4164725.2811 
-16.7902 4.0872 10.4857 0.1432 64.1293 0.0482 0.3167 7.6099 0.0074 1.0040 0.0146 -2.4789 0.0455 7.7996 7.8490 7.6362 7.6129 7.5993 7.6294 7.6019 7.5958 7.5871 7.5803 7.5507 7.5435 7.5429 7.5516 7.5410 7.5357 1.4943 0.9065 0.8888 0.9680 0.9807 0.9836 0.9950 1.0050 0.9941 0.9937 0.9950 0.9964 0.9930 0.9835 0.9811 0.9825 -2.3868 -2.3087 -2.3683 -2.6251 -2.7368 -2.7226 -2.7345 -2.5630 -2.4431 -2.5384 -2.6045 -2.6656 -2.6462 -2.5544 -2.5583 -2.6167 0.2961 -4164725.2811 
-16.7902 4.0626 10.4213 0.1432 64.1293 0.0482 0.3167 7.6073 0.0034 1.0033 0.0200 -2.5176 0.0711 7.7996 7.8490 7.6362 7.6129 7.5985 7.6294 7.6019 7.5958 7.5871 7.5803 7.5507 7.5435 7.5422 7.5528 7.5408 7.5357 1.4946 0.9065 0.8888 0.9680 0.9807 0.9836 0.9946 1.0050 0.9941 0.9936 0.9950 0.9964 0.9930 0.9835 0.9811 0.9824 -2.3868 -2.3087 -2.3683 -2.6251 -2.7518 -2.7226 -2.7371 -2.5630 -2.4522 -2.5374 -2.6045 -2.6714 -2.6510 -2.5491 -2.5583 -2.6167 0.2961 -4164733.3183 
-16.7902 4.0626 10.4213 0.1432 64.1293 0.0482 0.3167 7.6074 0.0090 1.0051 0.0132 -2.4878 0.0517 7.8010 7.8490 7.6362 7.6129 7.5984 7.6294 7.6019 7.5958 7.5871 7.5803 7.5526 7.5435 7.5428 7.5528 7.5408 7.5357 1.4951 0.9123 0.8888 0.9680 0.9807 0.9836 0.9946 1.0062 0.9926 0.9936 0.9950 0.9964 0.9930 0.9835 0.9811 0.9824 -2.3699 -2.3224 -2.3852 -2.6251 -2.7518 -2.7226 -2.7429 -2.5770 -2.4522 -2.5374 -2.6118 -2.6714 -2.6510 -2.5550 -2.5583 -2.6167 0.2961 -4164729.4871 
-16.7902 4.0626 10.4213 0.1432 64.1504 0.0490 0.3167 7.6057 0.0070 1.0067 0.0114 -2.5141 0.0465 7.8010 7.8497 7.6362 7.6129 7.5984 7.6294 7.6019 7.5959 7.5872 7.5803 7.5526 7.5435 7.5428 7.5528 7.5408 7.5357 1.4951 0.9123 0.8888 0.9680 0.9807 0.9836 0.9946 1.0062 0.9926 0.9936 0.9933 0.9964 0.9930 0.9835 0.9790 0.9824 -2.3699 -2.3051 -2.3795 -2.6251 -2.7518 -2.7226 -2.7429 -2.5770 -2.4522 -2.5374 -2.6118 -2.6714 -2.6510 -2.5550 -2.5519 -2.6167 0.2964 -4164731.4840 
-16.7902 4.0626 10.4213 0.1432 64.1504 0.0486 0.3167 7.6086 0.0064 1.0051 0.0124 -2.4863 0.0439 7.8010 7.8496 7.6362 7.6129 7.5983 7.6294 7.6019 7.5959 7.5879 7.5803 7.5526 7.5433 7.5424 7.5528 7.5422 7.5357 1.4986 0.9123 0.8888 0.9680 0.9801 0.9834 0.9944 1.0066 0.9918 0.9931 0.9952 0.9964 0.9934 0.9835 0.9790 0.9825 -2.3699 -2.3051 -2.3795 -2.6251 -2.7353 -2.7226 -2.7336 -2.5770 -2.4522 -2.5397 -2.6118 -2.6795 -2.6510 -2.5538 -2.5519 -2.6040 0.2972 -4164728.9831 
-16.7902 4.0626 10.4213 0.1432 64.1504 0.0486 0.3167 7.6098 0.0061 1.0024 0.0183 -2.4867 0.0667 7.7999 7.8496 7.6362 7.6129 7.5995 7.6294 7.6019 7.5959 7.5890 7.5803 7.5526 7.5433 7.5423 7.5528 7.5416 7.5357 1.4986 0.9123 0.8888 0.9664 0.9801 0.9838 0.9944 1.0061 0.9918 0.9942 0.9952 0.9964 0.9934 0.9835 0.9798 0.9825 -2.3699 -2.3024 -2.3792 -2.6207 -2.7536 -2.7226 -2.7336 -2.5770 -2.4522 -2.5397 -2.6056 -2.6765 -2.6510 -2.5538 -2.5519 -2.6040 0.2972 -4164728.0048 
-16.7902 4.0626 10.4213 0.1432 64.1504 0.0489 0.3167 7.6073 0.0151 0.9990 0.0261 -2.5157 0.0456 7.7999 7.8488 7.6362 7.6129 7.5989 7.6295 7.6020 7.5959 7.5884 7.5803 7.5526 7.5433 7.5423 7.5527 7.5416 7.5357 1.4986 0.9046 0.8888 0.9683 0.9801 0.9838 0.9944 1.0056 0.9918 0.9942 0.9952 0.9964 0.9934 0.9838 0.9798 0.9824 -2.3699 -2.3067 -2.3792 -2.6127 -2.7536 -2.7175 -2.7336 -2.5770 -2.4522 -2.5397 -2.6056 -2.6674 -2.6510 -2.5538 -2.5424 -2.6040 0.2966 -4164728.0048 
-16.7902 4.0626 10.4213 0.1437 64.1029 0.0489 0.3174 7.6045 0.0045 1.0095 0.0261 -2.4972 0.0657 7.7999 7.8488 7.6362 7.6110 7.5989 7.6295 7.6020 7.5964 7.5884 7.5797 7.5505 7.5439 7.5436 7.5527 7.5410 7.5361 1.4986 0.9124 0.8888 0.9683 0.9801 0.9838 0.9944 1.0049 0.9918 0.9942 0.9952 0.9964 0.9935 0.9838 0.9798 0.9824 -2.3699 -2.3067 -2.3792 -2.6127 -2.7536 -2.7175 -2.7336 -2.5694 -2.4522 -2.5397 -2.5975 -2.6674 -2.6510 -2.5538 -2.5532 -2.6040 0.2960 -4164727.9943 
-16.7902 4.0626 10.4213 0.1437 64.1029 0.0489 0.3174 7.6073 0.0037 1.0039 0.0131 -2.4835 0.0462 7.8004 7.8488 7.6362 7.6110 7.5981 7.6295 7.6020 7.5964 7.5884 7.5810 7.5505 7.5439 7.5419 7.5525 7.5410 7.5341 1.4986 0.9004 0.8888 0.9685 0.9807 0.9842 0.9942 1.0049 0.9941 0.9939 0.9952 0.9964 0.9946 0.9838 0.9811 0.9834 -2.3699 -2.3067 -2.3870 -2.6127 -2.7536 -2.7202 -2.7398 -2.5632 -2.4556 -2.5397 -2.5975 -2.6632 -2.6510 -2.5538 -2.5532 -2.6040 0.2960 -4164727.3143 
-16.7902 4.0626 10.4540 0.1437 64.1029 0.0489 0.3190 7.6073 0.0084 1.0088 0.0134 -2.4982 0.0640 7.8006 7.8502 7.6362 7.6110 7.5981 7.6297 7.6020 7.5964 7.5884 7.5814 7.5505 7.5439 7.5419 7.5525 7.5410 7.5341 1.4989 0.9004 0.8888 0.9685 0.9807 0.9843 0.9942 1.0049 0.9941 0.9930 0.9952 0.9964 0.9946 0.9838 0.9811 0.9834 -2.3746 -2.3067 -2.3870 -2.6127 -2.7536 -2.7202 -2.7329 -2.5632 -2.4556 -2.5397 -2.6026 -2.6642 -2.6510 -2.5525 -2.5532 -2.6040 0.2956 -4164727.7739 
-16.8120 4.0626 10.4540 0.1431 64.1029 0.0489 0.3190 7.6107 0.0045 0.9997 0.0112 -2.5131 0.0528 7.8006 7.8500 7.6362 7.6110 7.5981 7.6297 7.6020 7.5964 7.5861 7.5814 7.5505 7.5439 7.5419 7.5525 7.5410 7.5341 1.4989 0.9066 0.8888 0.9685 0.9807 0.9843 0.9940 1.0049 0.9948 0.9930 0.9952 0.9964 0.9946 0.9838 0.9805 0.9834 -2.3746 -2.3067 -2.3870 -2.6127 -2.7536 -2.7202 -2.7329 -2.5632 -2.4611 -2.5397 -2.6026 -2.6642 -2.6510 -2.5525 -2.5532 -2.6040 0.2947 -4164725.4287 
-16.7944 4.0626 10.4536 0.1431 64.1029 0.0486 0.3190 7.6091 0.0062 1.0027 0.0091 -2.5049 0.0603 7.8006 7.8500 7.6336 7.6110 7.5981 7.6300 7.6031 7.5964 7.5861 7.5814 7.5510 7.5440 7.5419 7.5525 7.5410 7.5341 1.4966 0.9066 0.8888 0.9701 0.9807 0.9847 0.9930 1.0053 0.9948 0.9930 0.9973 0.9964 0.9941 0.9838 0.9805 0.9834 -2.3746 -2.3118 -2.3870 -2.6127 -2.7536 -2.7202 -2.7329 -2.5593 -2.4654 -2.5397 -2.6026 -2.6611 -2.6515 -2.5525 -2.5532 -2.6040 0.2947 -4164725.6726 
-16.7944 4.0626 10.4536 0.1431 64.1029 0.0500 0.3190 7.6077 0.0073 1.0061 0.0126 -2.4999 0.0465 7.8006 7.8500 7.6336 7.6110 7.5981 7.6297 7.6029 7.5955 7.5861 7.5809 7.5510 7.5434 7.5419 7.5525 7.5411 7.5341 1.4986 0.9066 0.9059 0.9672 0.9807 0.9842 0.9930 1.0053 0.9948 0.9930 0.9973 0.9962 0.9941 0.9838 0.9805 0.9831 -2.3830 -2.3200 -2.3870 -2.6239 -2.7453 -2.7202 -2.7329 -2.5593 -2.4690 -2.5397 -2.6063 -2.6611 -2.6515 -2.5498 -2.5478 -2.6089 0.2947 -4164736.9049 
-16.7944 4.0626 10.4536 0.1431 64.1029 0.0495 0.3190 7.6074 0.0061 1.0056 0.0236 -2.4988 0.0609 7.8006 7.8500 7.6336 7.6110 7.5986 7.6297 7.6029 7.5955 7.5861 7.5809 7.5510 7.5434 7.5419 7.5526 7.5409 7.5341 1.4986 0.9066 0.9045 0.9672 0.9807 0.9856 0.9928 1.0053 0.9948 0.9930 0.9970 0.9962 0.9941 0.9838 0.9805 0.9831 -2.3678 -2.3200 -2.3792 -2.6197 -2.7453 -2.7371 -2.7329 -2.5706 -2.4542 -2.5397 -2.6063 -2.6611 -2.6515 -2.5498 -2.5478 -2.6089 0.2947 -4164739.5214 
-16.7944 4.0626 10.4536 0.1431 64.1029 0.0495 0.3175 7.6089 0.0061 0.9984 0.0187 -2.5002 0.0955 7.8006 7.8490 7.6345 7.6120 7.5986 7.6297 7.6029 7.5955 7.5867 7.5809 7.5510 7.5439 7.5428 7.5526 7.5409 7.5345 1.4986 0.9013 0.9045 0.9672 0.9807 0.9856 0.9928 1.0053 0.9948 0.9930 0.9973 0.9965 0.9941 0.9838 0.9805 0.9831 -2.3872 -2.3200 -2.3792 -2.6197 -2.7453 -2.7371 -2.7329 -2.5706 -2.4542 -2.5397 -2.6063 -2.6611 -2.6515 -2.5574 -2.5576 -2.6089 0.2945 -4164736.8966 
-16.7944 4.0626 10.4536 0.1431 64.1029 0.0495 0.3175 7.6069 0.0056 1.0116 0.0139 -2.5255 0.0631 7.8006 7.8490 7.6345 7.6126 7.5986 7.6297 7.6037 7.5958 7.5867 7.5809 7.5510 7.5439 7.5426 7.5526 7.5407 7.5350 1.4962 0.9201 0.9045 0.9672 0.9807 0.9855 0.9925 1.0050 0.9948 0.9939 0.9973 0.9965 0.9941 0.9839 0.9805 0.9831 -2.3850 -2.3200 -2.3865 -2.6197 -2.7453 -2.7371 -2.7329 -2.5706 -2.4542 -2.5346 -2.6063 -2.6611 -2.6515 -2.5574 -2.5576 -2.6089 0.2939 -4164736.8106 
-16.7883 4.1654 10.4536 0.1431 64.1029 0.0477 0.3175 7.6055 0.0073 1.0080 0.0191 -2.4697 0.0488 7.8006 7.8490 7.6345 7.6126 7.5986 7.6285 7.6037 7.5958 7.5867 7.5811 7.5503 7.5439 7.5429 7.5526 7.5397 7.5350 1.4997 0.9201 0.9045 0.9672 0.9807 0.9855 0.9925 1.0050 0.9941 0.9938 0.9960 0.9965 0.9941 0.9830 0.9805 0.9831 -2.3850 -2.3201 -2.3865 -2.6197 -2.7453 -2.7371 -2.7329 -2.5706 -2.4542 -2.5349 -2.6056 -2.6611 -2.6515 -2.5574 -2.5576 -2.6089 0.2939 -4164736.3152 
-16.7883 4.1654 10.4536 0.1431 64.1405 0.0477 0.3175 7.6068 0.0062 1.0055 0.0155 -2.4898 0.1120 7.8006 7.8490 7.6336 7.6132 7.5986 7.6285 7.6029 7.5958 7.5882 7.5811 7.5503 7.5439 7.5417 7.5526 7.5408 7.5350 1.4997 0.9201 0.8900 0.9680 0.9807 0.9869 0.9925 1.0050 0.9922 0.9928 0.9968 0.9965 0.9949 0.9830 0.9805 0.9830 -2.3851 -2.3201 -2.3865 -2.6197 -2.7453 -2.7371 -2.7329 -2.5710 -2.4542 -2.5349 -2.6056 -2.6757 -2.6515 -2.5574 -2.5576 -2.6089 0.2971 -4164736.6732 
-16.8137 4.1654 10.4536 0.1462 64.1405 0.0478 0.3175 7.6073 0.0037 1.0022 0.0221 -2.4860 0.0394 7.8011 7.8480 7.6336 7.6132 7.5986 7.6283 7.6029 7.5958 7.5875 7.5811 7.5503 7.5439 7.5417 7.5531 7.5408 7.5347 1.4997 0.9201 0.9027 0.9680 0.9807 0.9869 0.9925 1.0050 0.9922 0.9928 0.9968 0.9965 0.9946 0.9830 0.9805 0.9830 -2.3805 -2.3164 -2.3865 -2.6197 -2.7453 -2.7371 -2.7329 -2.5710 -2.4513 -2.5349 -2.6056 -2.6827 -2.6515 -2.5483 -2.5576 -2.6119 0.2971 -4164738.5115 
-16.8137 4.1654 10.4536 0.1462 64.1405 0.0478 0.3175 7.6063 0.0051 1.0093 0.0108 -2.4788 0.0576 7.8011 7.8480 7.6336 7.6108 7.5986 7.6283 7.6029 7.5958 7.5882 7.5822 7.5508 7.5438 7.5417 7.5531 7.5408 7.5347 1.4997 0.9201 0.8967 0.9680 0.9807 0.9869 0.9925 1.0050 0.9922 0.9928 0.9954 0.9965 0.9943 0.9830 0.9805 0.9830 -2.3805 -2.3101 -2.3857 -2.6197 -2.7453 -2.7371 -2.7329 -2.5710 -2.4513 -2.5401 -2.6056 -2.6649 -2.6515 -2.5483 -2.5576 -2.6119 0.2969 -4164735.9138 
-16.8137 4.2932 10.4536 0.1459 64.1858 0.0478 0.3175 7.6076 0.0035 1.0094 0.0170 -2.4889 0.0693 7.8003 7.8483 7.6349 7.6108 7.5986 7.6283 7.6029 7.5958 7.5891 7.5822 7.5525 7.5438 7.5421 7.5531 7.5408 7.5347 1.4997 0.9282 0.8967 0.9680 0.9807 0.9870 0.9926 1.0050 0.9922 0.9928 0.9951 0.9965 0.9943 0.9830 0.9810 0.9830 -2.3805 -2.3086 -2.3879 -2.6197 -2.7453 -2.7371 -2.7329 -2.5710 -2.4513 -2.5401 -2.6029 -2.6649 -2.6542 -2.5483 -2.5576 -2.6119 0.2984 -4164730.7901 
-16.8191 4.2876 10.4536 0.1453 64.1858 0.0472 0.3175 7.6075 0.0053 1.0060 0.0162 -2.4781 0.0534 7.8003 7.8483 7.6349 7.6112 7.5986 7.6283 7.6034 7.5958 7.5891 7.5796 7.5525 7.5438 7.5421 7.5531 7.5391 7.5347 1.4997 0.9258 0.8967 0.9680 0.9807 0.9870 0.9925 1.0050 0.9922 0.9926 0.9951 0.9965 0.9948 0.9830 0.9810 0.9830 -2.3805 -2.3086 -2.3879 -2.6197 -2.7453 -2.7370 -2.7302 -2.5710 -2.4513 -2.5401 -2.6147 -2.6649 -2.6542 -2.5483 -2.5485 -2.6105 0.2977 -4164730.7159 
-16.8191 4.2876 10.4536 0.1452 64.1858 0.0468 0.3175 7.6082 0.0043 1.0071 0.0234 -2.4869 0.0476 7.8003 7.8483 7.6349 7.6112 7.5986 7.6283 7.6034 7.5958 7.5891 7.5808 7.5525 7.5438 7.5421 7.5530 7.5398 7.5347 1.4989 0.9176 0.8967 0.9680 0.9807 0.9870 0.9925 1.0050 0.9922 0.9926 0.9949 0.9965 0.9948 0.9830 0.9810 0.9823 -2.3805 -2.3086 -2.3879 -2.6197 -2.7453 -2.7356 -2.7302 -2.5696 -2.4513 -2.5326 -2.6108 -2.6649 -2.6542 -2.5483 -2.5494 -2.6105 0.2977 -4164727.8489 
-16.8312 4.2876 10.4536 0.1452 64.1186 0.0468 0.3175 7.6074 0.0053 1.0059 0.0155 -2.5073 0.0540 7.8003 7.8483 7.6349 7.6112 7.5986 7.6283 7.6038 7.5958 7.5891 7.5803 7.5525 7.5438 7.5418 7.5530 7.5412 7.5347 1.4989 0.9176 0.8967 0.9680 0.9807 0.9869 0.9925 1.0050 0.9922 0.9926 0.9944 0.9965 0.9947 0.9830 0.9791 0.9823 -2.3841 -2.3086 -2.3879 -2.6175 -2.7417 -2.7264 -2.7302 -2.5696 -2.4513 -2.5253 -2.6108 -2.6647 -2.6542 -2.5483 -2.5494 -2.6105 0.2977 -4164723.9628 
-16.8312 4.2876 10.4675 0.1451 64.1186 0.0468 0.3175 7.6083 0.0067 1.0055 0.0208 -2.4877 0.0494 7.8003 7.8483 7.6360 7.6112 7.5986 7.6276 7.6038 7.5972 7.5893 7.5802 7.5524 7.5438 7.5421 7.5536 7.5430 7.5357 1.4989 0.9176 0.8967 0.9696 0.9803 0.9869 0.9925 1.0050 0.9912 0.9929 0.9944 0.9965 0.9947 0.9809 0.9791 0.9822 -2.3752 -2.3086 -2.3879 -2.6175 -2.7417 -2.7264 -2.7384 -2.5696 -2.4513 -2.5253 -2.6108 -2.6647 -2.6542 -2.5483 -2.5494 -2.6105 0.2972 -4164724.4641 
-16.8312 4.2876 10.4675 0.1451 64.1186 0.0468 0.3175 7.6080 0.0094 1.0069 0.0233 -2.5092 0.0600 7.8003 7.8483 7.6360 7.6112 7.5986 7.6282 7.6038 7.5963 7.5887 7.5802 7.5524 7.5438 7.5421 7.5536 7.5430 7.5357 1.4989 0.8953 0.8967 0.9696 0.9803 0.9869 0.9925 1.0050 0.9912 0.9913 0.9944 0.9962 0.9947 0.9809 0.9791 0.9822 -2.3752 -2.3086 -2.3879 -2.6175 -2.7422 -2.7237 -2.7384 -2.5696 -2.4513 -2.5253 -2.6108 -2.6647 -2.6542 -2.5483 -2.5494 -2.6099 0.2972 -4164729.9270 
-16.8312 4.2876 10.4675 0.1451 64.1186 0.0468 0.3162 7.6089 0.0086 1.0061 0.0231 -2.4928 0.0649 7.8005 7.8487 7.6355 7.6112 7.5982 7.6282 7.6036 7.5963 7.5887 7.5802 7.5524 7.5438 7.5421 7.5536 7.5430 7.5360 1.4972 0.8953 0.8967 0.9696 0.9803 0.9869 0.9925 1.0050 0.9914 0.9908 0.9944 0.9955 0.9947 0.9820 0.9791 0.9828 -2.3748 -2.3086 -2.3879 -2.6175 -2.7422 -2.7237 -2.7384 -2.5696 -2.4513 -2.5269 -2.6159 -2.6647 -2.6542 -2.5483 -2.5528 -2.6099 0.2972 -4164733.2570 
-16.9179 4.2876 10.4675 0.1451 64.1186 0.0468 0.3162 7.6113 0.0040 1.0016 0.0106 -2.5035 0.0675 7.8005 7.8488 7.6355 7.6117 7.5982 7.6282 7.6036 7.5963 7.5887 7.5840 7.5524 7.5450 7.5421 7.5536 7.5419 7.5360 1.4972 0.8953 0.8967 0.9661 0.9798 0.9857 0.9924 1.0050 0.9932 0.9908 0.9944 0.9955 0.9947 0.9824 0.9791 0.9828 -2.3735 -2.3086 -2.3879 -2.6120 -2.7422 -2.7225 -2.7324 -2.5696 -2.4513 -2.5437 -2.5986 -2.6647 -2.6509 -2.5483 -2.5528 -2.6099 0.2972 -4164731.3798 
-16.9179 4.2876 10.4675 0.1435 63.9768 0.0468 0.3152 7.6095 0.0099 1.0064 0.0200 -2.4730 0.0369 7.8005 7.8488 7.6357 7.6126 7.5982 7.6282 7.6036 7.5963 7.5884 7.5838 7.5524 7.5441 7.5415 7.5536 7.5419 7.5360 1.4972 0.9087 0.8967 0.9661 0.9806 0.9855 0.9924 1.0050 0.9932 0.9908 0.9955 0.9957 0.9947 0.9824 0.9799 0.9828 -2.3735 -2.3086 -2.3879 -2.6239 -2.7422 -2.7225 -2.7324 -2.5696 -2.4401 -2.5437 -2.5986 -2.6647 -2.6509 -2.5483 -2.5528 -2.6099 0.2972 -4164728.6292 
-16.9179 4.2876 10.4504 0.1435 63.9768 0.0468 0.3152 7.6122 0.0103 1.0047 0.0115 -2.4895 0.0899 7.8005 7.8488 7.6361 7.6126 7.5980 7.6300 7.6036 7.5970 7.5884 7.5838 7.5516 7.5445 7.5415 7.5536 7.5419 7.5360 1.4972 0.9167 0.8967 0.9661 0.9806 0.9855 0.9924 1.0050 0.9923 0.9908 0.9955 0.9950 0.9947 0.9824 0.9800 0.9828 -2.3834 -2.3086 -2.3724 -2.6033 -2.7422 -2.7225 -2.7416 -2.5696 -2.4567 -2.5422 -2.5986 -2.6647 -2.6509 -2.5483 -2.5528 -2.6099 0.2972 -4164732.5091 
-16.9179 4.2876 10.4504 0.1423 63.9768 0.0468 0.3152 7.6078 0.0089 1.0061 0.0098 -2.5008 0.0381 7.8005 7.8498 7.6361 7.6116 7.5980 7.6300 7.6036 7.5970 7.5884 7.5838 7.5516 7.5453 7.5415 7.5538 7.5400 7.5339 1.4972 0.9167 0.8967 0.9661 0.9806 0.9855 0.9923 1.0048 0.9914 0.9908 0.9955 0.9939 0.9947 0.9822 0.9817 0.9828 -2.3834 -2.3145 -2.3830 -2.6033 -2.7509 -2.7151 -2.7416 -2.5696 -2.4509 -2.5259 -2.6131 -2.6693 -2.6509 -2.5483 -2.5528 -2.6138 0.2971 -4164734.3854 
-16.9476 4.2876 10.4504 0.1423 63.9768 0.0472 0.3152 7.6088 0.0063 1.0040 0.0106 -2.4855 0.0750 7.8005 7.8498 7.6361 7.6116 7.5980 7.6300 7.6036 7.5970 7.5884 7.5838 7.5516 7.5459 7.5417 7.5538 7.5400 7.5354 1.4991 0.9167 0.8914 0.9670 0.9806 0.9855 0.9923 1.0048 0.9914 0.9908 0.9955 0.9939 0.9947 0.9832 0.9811 0.9827 -2.3834 -2.3112 -2.3830 -2.6033 -2.7509 -2.7228 -2.7413 -2.5696 -2.4509 -2.5259 -2.6131 -2.6693 -2.6509 -2.5483 -2.5528 -2.6056 0.2971 -4164730.4748 
-16.9476 4.2876 10.4504 0.1423 63.9768 0.0472 0.3152 7.6095 0.0236 1.0053 0.0160 -2.4916 0.0669 7.8005 7.8497 7.6371 7.6116 7.5980 7.6300 7.6037 7.5967 7.5884 7.5822 7.5516 7.5461 7.5417 7.5538 7.5399 7.5354 1.4975 0.9152 0.8908 0.9670 0.9806 0.9855 0.9923 1.0048 0.9914 0.9908 0.9955 0.9935 0.9947 0.9832 0.9811 0.9827 -2.3702 -2.3112 -2.3830 -2.6021 -2.7509 -2.7228 -2.7347 -2.5696 -2.4509 -2.5259 -2.6131 -2.6693 -2.6509 -2.5483 -2.5528 -2.5998 0.2971 -4164730.4748 
-16.9565 4.2876 10.4504 0.1423 63.9768 0.0472 0.3152 7.6121 0.0057 1.0070 0.0194 -2.5053 0.0544 7.8005 7.8493 7.6351 7.6120 7.5980 7.6285 7.6037 7.5966 7.5884 7.5822 7.5519 7.5461 7.5417 7.5532 7.5399 7.5359 1.4975 0.9100 0.8908 0.9679 0.9806 0.9855 0.9928 1.0048 0.9914 0.9908 0.9955 0.9935 0.9951 0.9832 0.9811 0.9827 -2.3702 -2.3112 -2.3830 -2.6328 -2.7509 -2.7184 -2.7347 -2.5696 -2.4509 -2.5259 -2.6131 -2.6683 -2.6435 -2.5432 -2.5528 -2.5998 0.2971 -4164727.2301 
-16.9565 4.2876 10.4504 0.1423 63.9411 0.0472 0.3152 7.6117 0.0044 0.9984 0.0187 -2.5059 0.0491 7.8005 7.8496 7.6376 7.6120 7.5979 7.6285 7.6037 7.5959 7.5884 7.5822 7.5519 7.5461 7.5417 7.5518 7.5394 7.5359 1.4975 0.9100 0.8908 0.9679 0.9806 0.9854 0.9928 1.0048 0.9914 0.9908 0.9957 0.9935 0.9946 0.9832 0.9811 0.9827 -2.3702 -2.3112 -2.3830 -2.6152 -2.7510 -2.7183 -2.7347 -2.5696 -2.4509 -2.5301 -2.6131 -2.6704 -2.6435 -2.5432 -2.5542 -2.6113 0.2962 -4164728.3149 
-16.9565 4.2876 10.5707 0.1423 63.9411 0.0472 0.3152 7.6074 0.0089 1.0057 0.0114 -2.4868 0.0746 7.8001 7.8496 7.6376 7.6120 7.5979 7.6289 7.6037 7.5959 7.5884 7.5822 7.5506 7.5461 7.5417 7.5536 7.5394 7.5359 1.4975 0.9100 0.8908 0.9679 0.9806 0.9854 0.9928 1.0049 0.9914 0.9908 0.9974 0.9935 0.9946 0.9832 0.9811 0.9827 -2.3750 -2.3112 -2.3830 -2.6152 -2.7510 -2.7187 -2.7347 -2.5696 -2.4509 -2.5416 -2.6166 -2.6704 -2.6435 -2.5432 -2.5542 -2.6113 0.2965 -4164727.3719 
