orf_name,replication_time,replication_H_index
YDR079C-A,12.9099,172.0
YDR080W,12.9099,172.0
YDR081C,10.8891,168.0
YDR082W,10.8891,168.0
YDR083W,11.3943,169.0
YDR084C,11.8995,170.0
YDR085C,11.3943,169.0
YDR086C,10.8891,168.0
YDR087C,10.8891,168.0
YDR088C,9.8786,166.0
YDR089W,8.363,163.0
YDR090C,6.8474,160.0
YDR091C,6.3421,159.0
YDR092W,5.8369,158.0
YDR093W,5.8369,158.0
YDR096W,6.3421,159.0
YDR097C,6.8474,160.0
YDR098C,6.8474,160.0
YDR099W,7.8578,162.0
YDR100W,8.363,163.0
YDR101C,9.3734,165.0
YDR103W,9.3734,165.0
YDR104C,11.3943,169.0
YDR105C,11.8995,170.0
YDR106W,11.8995,170.0
YDR107C,12.4047,171.0
YDR108W,12.4047,171.0
YDR109C,11.8995,170.0
YDR110W,11.8995,170.0
YDR111C,11.3943,169.0
YDR113C,11.3943,169.0
YDR114C,11.3943,169.0
YDR115W,11.3943,169.0
YDR116C,10.8891,168.0
YDR117C,10.3838,167.0
YDR118W,10.3838,167.0
YDR119W,9.8786,166.0
YDR119W-A,9.3734,165.0
YDR120C,8.8682,164.0
YDR121W,8.8682,164.0
YDR122W,8.8682,164.0
YDR123C,6.3421,159.0
YDR124W,6.3421,159.0
YDR125C,5.8369,158.0
YDR126W,6.3421,159.0
YDR127W,6.3421,159.0
YDR128W,7.8578,162.0
YDR129C,8.8682,164.0
YDR130C,8.8682,164.0
YDR131C,8.363,163.0
YDR132C,8.8682,164.0
YDR135C,9.8786,166.0
YDR137W,9.8786,166.0
YDR138W,10.3838,167.0
YDR139C,9.8786,166.0
YDR140W,9.8786,166.0
YDR141C,8.363,163.0
YDR142C,7.8578,162.0
YDR143C,6.8474,160.0
YDR144C,5.8369,158.0
YDR145W,5.8369,158.0
YDR146C,6.3421,159.0
YDR147W,6.3421,159.0
YDR148C,6.8474,160.0
YDR150W,6.8474,160.0
YDR151C,9.8786,166.0
YDR152W,9.8786,166.0
YDR153C,10.3838,167.0
YDR155C,10.3838,167.0
YDR156W,10.3838,167.0
YDR158W,10.3838,167.0
YDR159W,11.3943,169.0
YDR160W,12.4047,171.0
YDR161W,12.4047,171.0
YDR162C,12.9099,172.0
YDR163W,12.9099,172.0
YDR164C,12.4047,171.0
YDR165W,12.4047,171.0
YDR166C,10.8891,168.0
YDR167W,10.8891,168.0
YDR168W,10.8891,168.0
YDR169C,9.8786,166.0
YDR169C-A,9.8786,166.0
YDR170C,7.3526,161.0
YDR171W,6.3421,159.0
YDR172W,6.3421,159.0
YDR173C,7.8578,162.0
YDR174W,7.8578,162.0
YDR175C,8.8682,164.0
YDR176W,8.8682,164.0
YDR177W,9.8786,166.0
YDR178W,10.8891,168.0
YDR179C,11.3943,169.0
YDR179W-A,11.3943,169.0
YDR180W,11.3943,169.0
YDR181C,12.4047,171.0
YDR182W,12.4047,171.0
YDR182W-A,11.8995,170.0
YDR183W,11.8995,170.0
YDR184C,11.8995,170.0
YDR185C,11.8995,170.0
YDR186C,11.3943,169.0
YDR188W,11.3943,169.0
YDR189W,11.3943,169.0
YDR190C,10.8891,168.0
YDR191W,10.8891,168.0
YDR192C,10.8891,168.0
YDR194C,10.3838,167.0
YDR194W-A,10.3838,167.0
YDR195W,10.3838,167.0
YDR196C,9.8786,166.0
YDR197W,9.8786,166.0
YDR198C,9.3734,165.0
YDR200C,8.8682,164.0
YDR201W,8.8682,164.0
YDR202C,7.8578,162.0
YDR204W,7.8578,162.0
YDR205W,7.3526,161.0
YDR206W,6.8474,160.0
YDR207C,5.3317,157.0
YDR208W,5.3317,157.0
YDR210W,4.8265,156.0
YDR211W,3.3109,153.0
YDR212W,3.8161,154.0
YDR213W,3.8161,154.0
YDR214W,3.8161,154.0
YDR216W,4.3213,155.0
YDR217C,2.8056,152.0
YDR218C,2.3004,151.0
YDR219C,1.7952,150.0
YDR221W,1.7952,150.0
YDR222W,2.3004,151.0
YDR223W,2.3004,151.0
YDR224C,2.3004,151.0
YDR225W,2.3004,151.0
YDR226W,2.3004,151.0
YDR227W,2.3004,151.0
YDR228C,3.3109,153.0
YDR229W,3.3109,153.0
YDR231C,3.3109,153.0
YDR232W,3.8161,154.0
YDR233C,4.3213,155.0
YDR234W,4.3213,155.0
YDR235W,5.8369,158.0
YDR236C,6.3421,159.0
YDR237W,6.3421,159.0
YDR238C,7.8578,162.0
YDR239C,9.3734,165.0
YDR240C,9.8786,166.0
YDR242W,9.8786,166.0
YDR243C,10.3838,167.0
YDR244W,10.3838,167.0
YDR245W,10.3838,167.0
YDR246W,11.3943,169.0
YDR246W-A,11.8995,170.0
YDR247W,11.8995,170.0
YDR248C,12.9099,172.0
YDR249C,13.4151,173.0
YDR251W,13.4151,173.0
YDR252W,13.4151,173.0
YDR253C,13.4151,173.0
YDR254W,13.4151,173.0
YDR255C,13.4151,173.0
YDR256C,12.9099,172.0
YDR257C,13.4151,173.0
YDR258C,13.4151,173.0
YDR259C,12.9099,172.0
YDR260C,13.4151,173.0
YDR261C,12.4047,171.0
YDR262W,8.363,163.0
YDR263C,7.8578,162.0
YDR264C,7.3526,161.0
YDR265W,7.3526,161.0
YDR266C,5.3317,157.0
YDR267C,4.8265,156.0
YDR268W,4.8265,156.0
YDR270W,3.8161,154.0
YDR272W,2.8056,152.0
YDR273W,2.8056,152.0
YDR275W,2.8056,152.0
YDR276C,2.3004,151.0
YDR277C,2.8056,152.0
YDR279W,3.8161,154.0
YDR280W,3.8161,154.0
YDR281C,3.8161,154.0
YDR282C,4.3213,155.0
YDR283C,5.8369,158.0
YDR284C,5.8369,158.0
YDR285W,5.8369,158.0
YDR286C,7.3526,161.0
YDR287W,7.3526,161.0
YDR288W,7.3526,161.0
YDR289C,7.3526,161.0
YDR291W,7.3526,161.0
YDR292C,6.8474,160.0
YDR293C,5.3317,157.0
YDR294C,4.8265,156.0
YDR295C,4.8265,156.0
YDR296W,4.8265,156.0
YDR297W,4.8265,156.0
YDR298C,4.3213,155.0
YDR299W,4.3213,155.0
YDR300C,4.8265,156.0
YDR301W,5.3317,157.0
YDR302W,6.8474,160.0
YDR303C,8.363,163.0
YDR304C,8.363,163.0
YDR305C,8.8682,164.0
YDR306C,9.3734,165.0
YDR307W,9.3734,165.0
YDR308C,9.8786,166.0
YDR309C,9.8786,166.0
YDR310C,10.3838,167.0
YDR311W,10.3838,167.0
YDR312W,11.3943,169.0
YDR313C,11.8995,170.0
YDR314C,11.8995,170.0
YDR315C,11.3943,169.0
YDR316W,11.3943,169.0
YDR317W,9.8786,166.0
YDR318W,9.8786,166.0
YDR319C,8.8682,164.0
YDR320C,7.8578,162.0
YDR320C-A,7.8578,162.0
YDR321W,7.8578,162.0
YDR322W,7.3526,161.0
YDR322C-A,7.3526,161.0
YDR323C,7.8578,162.0
YDR324C,8.363,163.0
YDR325W,8.8682,164.0
YDR326C,8.8682,164.0
YDR328C,8.8682,164.0
YDR329C,8.8682,164.0
YDR330W,8.8682,164.0
YDR331W,8.363,163.0
YDR332W,8.363,163.0
YDR333C,6.8474,160.0
YDR334W,6.8474,160.0
YDR335W,5.3317,157.0
YDR336W,4.3213,155.0
YDR337W,4.3213,155.0
YDR338C,3.8161,154.0
YDR339C,3.8161,154.0
YDR341C,2.3004,151.0
YDR345C,3.3109,153.0
YDR346C,2.8056,152.0
YDR347W,2.8056,152.0
YDR348C,2.8056,152.0
YDR349C,3.3109,153.0
YDR350C,4.3213,155.0
YDR351W,4.3213,155.0
YDR352W,4.8265,156.0
YDR353W,4.8265,156.0
YDR354W,4.8265,156.0
YDR356W,5.3317,157.0
YDR357C,7.3526,161.0
YDR358W,7.3526,161.0
YDR359C,8.8682,164.0
YDR361C,9.3734,165.0
YDR362C,10.3838,167.0
YDR363W,10.3838,167.0
YDR363W-A,10.8891,168.0
YDR364C,10.8891,168.0
YDR365C,10.8891,168.0
YDR367W,10.8891,168.0
YDR368W,11.3943,169.0
YDR369C,11.3943,169.0
YDR370C,11.8995,170.0
YDR371W,11.8995,170.0
YDR372C,11.3943,169.0
YDR373W,11.3943,169.0
YDR374C,10.8891,168.0
YDR374W-A,10.8891,168.0
YDR375C,10.3838,167.0
YDR376W,10.3838,167.0
YDR377W,10.3838,167.0
YDR378C,8.8682,164.0
YDR379W,8.8682,164.0
YDR379C-A,6.8474,160.0
YDR380W,6.8474,160.0
YDR381W,6.3421,159.0
YDR381C-A,4.8265,156.0
YDR382W,4.8265,156.0
YDR383C,4.8265,156.0
YDR384C,6.3421,159.0
YDR385W,6.3421,159.0
YDR386W,7.3526,161.0
YDR387C,7.8578,162.0
YDR388W,7.8578,162.0
YDR389W,7.8578,162.0
YDR390C,8.8682,164.0
YDR391C,9.3734,165.0
YDR392W,9.3734,165.0
YDR393W,9.3734,165.0
YDR394W,9.3734,165.0
YDR395W,8.363,163.0
YDR397C,7.8578,162.0
YDR398W,7.3526,161.0
YDR399W,7.3526,161.0
YDR400W,6.8474,160.0
YDR402C,7.3526,161.0
YDR403W,7.3526,161.0
YDR404C,7.3526,161.0
YDR405W,7.3526,161.0
YDR406W,8.363,163.0
YDR407C,8.363,163.0
YDR408C,8.363,163.0
YDR409W,7.3526,161.0
YDR410C,6.8474,160.0
YDR411C,6.8474,160.0
YDR412W,6.8474,160.0
YDR414C,6.3421,159.0
YDR415C,5.8369,158.0
YDR416W,5.8369,158.0
YDR418W,5.8369,158.0
YDR419W,5.3317,157.0
YDR420W,5.8369,158.0
YDR421W,7.3526,161.0
YDR422C,8.8682,164.0
YDR423C,9.3734,165.0
YDR424C,9.3734,165.0
YDR425W,9.3734,165.0
YDR427W,10.3838,167.0
YDR428C,10.3838,167.0
YDR429C,10.3838,167.0
YDR430C,10.3838,167.0
YDR432W,10.3838,167.0
YDR434W,9.3734,165.0
YDR435C,9.3734,165.0
YDR436W,9.3734,165.0
YDR437W,8.8682,164.0
YDR438W,8.8682,164.0
YDR439W,8.363,163.0
YDR440W,7.8578,162.0
YDR441C,5.8369,158.0
YDR443C,4.3213,155.0
YDR444W,4.3213,155.0
YDR446W,3.8161,154.0
YDR447C,3.8161,154.0
YDR448W,3.8161,154.0
YDR449C,4.8265,156.0
YDR450W,5.3317,157.0
YDR451C,5.8369,158.0
YDR452W,5.8369,158.0
YDR453C,7.3526,161.0
YDR454C,7.3526,161.0
YDR456W,7.8578,162.0
YDR457W,8.363,163.0
YDR458C,7.8578,162.0
YDR459C,7.3526,161.0
YDR460W,7.3526,161.0
YDR461W,7.3526,161.0
YDR461C-A,7.3526,161.0
YDR462W,7.3526,161.0
YDR463W,7.3526,161.0
YDR464W,7.8578,162.0
YDR465C,8.363,163.0
YDR466W,8.363,163.0
YDR468C,7.8578,162.0
YDR469W,7.8578,162.0
YDR470C,7.3526,161.0
YDR471W,7.3526,161.0
YDR472W,7.3526,161.0
YDR473C,7.3526,161.0
YDR475C,8.363,163.0
YDR476C,8.8682,164.0
YDR477W,8.8682,164.0
YDR478W,9.3734,165.0
YDR479C,9.3734,165.0
YDR480W,9.8786,166.0
YDR481C,10.8891,168.0
YDR482C,10.8891,168.0
YDR483W,10.3838,167.0
YDR484W,10.3838,167.0
YDR485C,11.3943,169.0
YDR486C,11.3943,169.0
YDR487C,10.8891,168.0
YDR488C,10.8891,168.0
YDR489W,10.3838,167.0
YDR490C,9.8786,166.0
YDR492W,9.8786,166.0
YDR493W,9.3734,165.0
YDR494W,9.3734,165.0
YDR495C,7.3526,161.0
YDR496C,6.3421,159.0
YDR497C,5.3317,157.0
YDR498C,5.8369,158.0
YDR499W,5.8369,158.0
YDR500C,5.3317,157.0
YDR501W,6.3421,159.0
YDR502C,5.3317,157.0
YDR503C,4.8265,156.0
YDR504C,4.8265,156.0
YDR505C,4.3213,155.0
YDR506C,3.8161,154.0
YDR507C,4.3213,155.0
YDR508C,4.8265,156.0
YDR510W,5.3317,157.0
YDR511W,5.3317,157.0
YDR512C,5.3317,157.0
YDR513W,5.3317,157.0
YDR514C,6.3421,159.0
YDR515W,6.3421,159.0
YDR516C,7.3526,161.0
YDR517W,7.3526,161.0
YDR518W,7.3526,161.0
YDR519W,7.8578,162.0
YDR520C,7.8578,162.0
YDR522C,7.3526,161.0
YDR523C,7.3526,161.0
YDR524C,7.3526,161.0
YDR524W-C,7.3526,161.0
YDR524C-B,7.3526,161.0
YDR525W-A,7.3526,161.0
YDR527W,6.8474,160.0
YDR528W,7.3526,161.0
YDR529C,7.3526,161.0
YDR530C,8.363,163.0
YDR531W,8.363,163.0
YDR532C,7.8578,162.0
YDR533C,7.8578,162.0
YDR534C,7.8578,162.0
YDR536W,8.363,163.0
YDR538W,9.3734,165.0
YDR539W,9.3734,165.0
YDR540C,10.3838,167.0
YDR541C,9.8786,166.0
YEL073C,10.3838,167.0
YEL072W,10.8891,168.0
YEL071W,10.8891,168.0
YEL067C,10.3838,167.0
YEL066W,10.3838,167.0
YEL065W,10.3838,167.0
YEL064C,10.3838,167.0
YEL063C,9.3734,165.0
YEL062W,9.3734,165.0
YEL061C,7.8578,162.0
YEL060C,5.8369,158.0
YEL059C-A,5.8369,158.0
YEL058W,5.8369,158.0
YEL057C,4.8265,156.0
YEL056W,3.8161,154.0
YEL055C,2.8056,152.0
YEL054C,2.3004,151.0
YEL053C,2.3004,151.0
YEL052W,2.3004,151.0
YEL051W,2.8056,152.0
YEL050C,2.8056,152.0
YEL049W,2.8056,152.0
YEL048C,2.8056,152.0
YEL047C,2.8056,152.0
YEL046C,3.3109,153.0
YEL044W,4.3213,155.0
YEL043W,4.3213,155.0
YEL042W,5.3317,157.0
YEL041W,5.8369,158.0
YEL040W,4.8265,156.0
YEL039C,4.3213,155.0
YEL038W,4.3213,155.0
YEL037C,3.3109,153.0
YEL036C,2.3004,151.0
YEL035C,1.7952,150.0
YEL034W,1.7952,150.0
YEL033W,1.7952,150.0
YEL032W,1.7952,150.0
YEL031W,1.7952,150.0
YEL030W,1.7952,150.0
YEL029C,3.3109,153.0
YEL027W,3.8161,154.0
YEL026W,3.8161,154.0
YEL025C,4.8265,156.0
YEL024W,4.8265,156.0
YEL023C,7.3526,161.0
YEL022W,7.3526,161.0
YEL021W,8.8682,164.0
YEL020W-A,9.8786,166.0
YEL020C,10.3838,167.0
YEL019C,8.8682,164.0
YEL018W,8.8682,164.0
YEL017C-A,8.8682,164.0
YEL017W,7.8578,162.0
YEL016C,7.3526,161.0
YEL015W,7.3526,161.0
YEL013W,6.3421,159.0
YEL012W,5.8369,158.0
YEL011W,4.8265,156.0
YEL009C,2.8056,152.0
YEL007W,2.3004,151.0
YEL006W,2.3004,151.0
YEL005C,2.8056,152.0
YEL004W,2.8056,152.0
YEL003W,3.3109,153.0
YEL002C,3.8161,154.0
YEL001C,5.3317,157.0
YER001W,5.3317,157.0
YER002W,4.8265,156.0
YER003C,4.8265,156.0
YER004W,4.8265,156.0
YER005W,4.8265,156.0
YER006W,3.3109,153.0
YER007W,3.3109,153.0
YER007C-A,3.3109,153.0
YER008C,2.3004,151.0
YER009W,2.3004,151.0
YER010C,1.7952,150.0
YER011W,2.3004,151.0
YER012W,2.8056,152.0
YER013W,2.8056,152.0
YER014W,3.8161,154.0
YER014C-A,5.3317,157.0
YER015W,5.3317,157.0
YER016W,5.8369,158.0
YER017C,7.3526,161.0
YER018C,7.3526,161.0
YER019W,7.3526,161.0
YER019C-A,7.3526,161.0
YER020W,7.8578,162.0
YER021W,7.8578,162.0
YER022W,7.8578,162.0
YER023W,7.3526,161.0
YER024W,7.3526,161.0
YER025W,6.8474,160.0
YER026C,5.8369,158.0
YER027C,5.8369,158.0
YER028C,5.3317,157.0
YER029C,5.8369,158.0
YER030W,5.8369,158.0
YER031C,5.8369,158.0
YER032W,6.8474,160.0
YER033C,8.8682,164.0
YER034W,8.8682,164.0
YER035W,8.8682,164.0
YER036C,9.3734,165.0
YER037W,9.3734,165.0
YER038C,9.3734,165.0
YER039C,10.3838,167.0
YER039C-A,10.3838,167.0
YER040W,10.3838,167.0
YER041W,10.8891,168.0
YER042W,11.8995,170.0
YER043C,12.4047,171.0
YER044C,12.4047,171.0
YER044C-A,11.8995,170.0
YER045C,12.4047,171.0
YER046W,12.4047,171.0
YER047C,12.4047,171.0
YER048C,11.3943,169.0
YER048W-A,11.8995,170.0
YER049W,11.8995,170.0
YER050C,10.8891,168.0
YER051W,10.8891,168.0
YER052C,10.8891,168.0
YER053C,10.3838,167.0
YER053C-A,10.3838,167.0
YER054C,10.8891,168.0
YER055C,9.3734,165.0
YER056C,9.3734,165.0
YER056C-A,8.8682,164.0
YER057C,8.8682,164.0
YER058W,8.8682,164.0
YER059W,8.8682,164.0
YER060W,6.8474,160.0
YER060W-A,6.8474,160.0
YER061C,4.3213,155.0
YER062C,4.3213,155.0
YER063W,3.8161,154.0
YER064C,3.8161,154.0
YER065C,3.8161,154.0
YER066W,5.3317,157.0
YER067W,5.8369,158.0
YER068W,5.8369,158.0
YER069W,5.8369,158.0
YER070W,6.3421,159.0
YER071C,5.8369,158.0
YER072W,5.8369,158.0
YER073W,5.8369,158.0
YER074W,5.8369,158.0
YER074W-A,4.3213,155.0
YER075C,4.8265,156.0
YER076C,4.3213,155.0
YER077C,4.8265,156.0
YER078C,4.8265,156.0
YER078W-A,4.8265,156.0
YER079W,4.8265,156.0
YER080W,4.8265,156.0
YER081W,5.3317,157.0
YER082C,5.8369,158.0
YER083C,6.3421,159.0
YER085C,6.3421,159.0
YER086W,6.3421,159.0
YER087W,6.8474,160.0
YER087C-B,6.8474,160.0
YER088C,6.3421,159.0
YER089C,5.8369,158.0
YER090W,5.8369,158.0
YER091C,4.8265,156.0
YER092W,4.8265,156.0
YER093C,2.8056,152.0
YER093C-A,2.8056,152.0
YER094C,2.3004,151.0
YER095W,2.3004,151.0
YER096W,1.7952,150.0
YER098W,2.3004,151.0
YER099C,3.3109,153.0
YER100W,3.3109,153.0
YER101C,3.8161,154.0
YER103W,4.8265,156.0
YER104W,5.3317,157.0
YER105C,7.3526,161.0
YER106W,7.3526,161.0
YER107C,8.363,163.0
YER109C,8.8682,164.0
YER110C,9.8786,166.0
YER111C,9.8786,166.0
YER112W,9.3734,165.0
YER113C,8.8682,164.0
YER114C,7.8578,162.0
YER115C,6.8474,160.0
YER116C,6.8474,160.0
YER117W,6.8474,160.0
YER118C,4.8265,156.0
YER119C,4.8265,156.0
YER120W,4.3213,155.0
YER121W,4.3213,155.0
YER122C,4.8265,156.0
YER123W,4.8265,156.0
YER124C,5.3317,157.0
YER125W,5.3317,157.0
YER126C,5.3317,157.0
YER127W,5.3317,157.0
YER128W,6.3421,159.0
YER129W,6.3421,159.0
YER130C,7.3526,161.0
YER131W,6.8474,160.0
YER132C,5.3317,157.0
YER133W,5.3317,157.0
YER134C,4.3213,155.0
YER136W,3.3109,153.0
YER137C,4.3213,155.0
YER138W-A,8.8682,164.0
YER139C,10.3838,167.0
YER140W,10.3838,167.0
YER141W,9.8786,166.0
YER142C,10.8891,168.0
YER143W,10.8891,168.0
YER144C,11.3943,169.0
YER145C,11.8995,170.0
YER146W,11.8995,170.0
YER147C,12.4047,171.0
YER148W,10.8891,168.0
YER149C,10.8891,168.0
YER150W,10.8891,168.0
YER151C,10.3838,167.0
YER152C,9.8786,166.0
YER153C,9.8786,166.0
YER154W,9.3734,165.0
YER155C,9.3734,165.0
YER156C,8.363,163.0
YER157W,8.363,163.0
YER158C,7.8578,162.0
YER159C,6.8474,160.0
YER161C,3.8161,154.0
YER162C,3.8161,154.0
YER163C,5.3317,157.0
YER164W,5.3317,157.0
YER165W,6.8474,160.0
YER166W,7.8578,162.0
YER167W,8.8682,164.0
YER168C,9.3734,165.0
YER169W,10.3838,167.0
YER170W,10.8891,168.0
YER171W,10.8891,168.0
YER172C,10.3838,167.0
YER173W,10.3838,167.0
YER174C,9.8786,166.0
YER175C,9.8786,166.0
YER175W-A,9.8786,166.0
YER176W,8.8682,164.0
YER177W,7.3526,161.0
YER178W,7.3526,161.0
YER179W,7.8578,162.0
YER180C,7.8578,162.0
YER180C-A,8.363,163.0
YER182W,8.363,163.0
YER183C,8.363,163.0
YER184C,8.363,163.0
YER185W,8.363,163.0
YER186C,8.8682,164.0
YER187W,7.3526,161.0
YER188C-A,7.3526,161.0
YFL056C,10.8891,168.0
YFL055W,10.8891,168.0
YFL054C,11.3943,169.0
YFL053W,11.3943,169.0
YFL052W,10.8891,168.0
YFL051C,10.8891,168.0
YFL050C,11.3943,169.0
YFL049W,11.3943,169.0
YFL048C,11.3943,169.0
YFL047W,11.3943,169.0
YFL046W,11.3943,169.0
YFL045C,11.3943,169.0
YFL044C,11.3943,169.0
YFL042C,11.3943,169.0
YFL041W-A,11.3943,169.0
YFL041W,11.3943,169.0
YFL040W,10.8891,168.0
YFL039C,10.8891,168.0
YFL038C,9.8786,166.0
YFL037W,9.8786,166.0
YFL036W,9.8786,166.0
YFL034C-B,8.8682,164.0
YFL034C-A,8.8682,164.0
YFL034W,8.8682,164.0
YFL033C,8.8682,164.0
YFL031W,8.8682,164.0
YFL030W,8.8682,164.0
YFL029C,11.3943,169.0
YFL028C,11.3943,169.0
YFL027C,11.3943,169.0
YFL026W,11.3943,169.0
YFL025C,10.3838,167.0
YFL024C,9.8786,166.0
YFL023W,9.8786,166.0
YFL022C,8.8682,164.0
YFL021W,8.8682,164.0
YFL020C,7.8578,162.0
YFL018C,5.3317,157.0
YFL017W-A,5.3317,157.0
YFL017C,5.3317,157.0
YFL016C,5.3317,157.0
YFL014W,4.8265,156.0
YFL013C,5.3317,157.0
YFL012W,5.3317,157.0
YFL011W,4.3213,155.0
YFL010W-A,4.8265,156.0
YFL010C,3.8161,154.0
YFL009W,3.8161,154.0
YFL008W,3.3109,153.0
YFL007W,3.8161,154.0
YFL005W,4.3213,155.0
YFL004W,4.3213,155.0
YFL003C,4.8265,156.0
YFL002C,5.8369,158.0
YFL001W,5.8369,158.0
YFR001W,5.3317,157.0
YFR002W,5.3317,157.0
YFR003C,4.8265,156.0
YFR004W,4.8265,156.0
YFR005C,5.3317,157.0
YFR006W,5.3317,157.0
YFR007W,3.8161,154.0
YFR008W,3.8161,154.0
YFR009W,3.8161,154.0
YFR010W,2.3004,151.0
YFR011C,2.3004,151.0
YFR012W,2.3004,151.0
YFR012W-A,2.3004,151.0
YFR013W,2.3004,151.0
YFR014C,3.3109,153.0
YFR015C,3.8161,154.0
YFR016C,3.8161,154.0
YFR017C,3.8161,154.0
YFR018C,3.8161,154.0
YFR019W,3.8161,154.0
YFR021W,2.3004,151.0
YFR022W,1.7952,150.0
YFR023W,2.3004,151.0
YFR024C-A,2.8056,152.0
YFR025C,2.8056,152.0
YFR026C,3.3109,153.0
YFR027W,3.3109,153.0
YFR028C,3.8161,154.0
YFR029W,3.8161,154.0
YFR030W,4.3213,155.0
YFR031C,5.3317,157.0
YFR031C-A,5.3317,157.0
YFR032C,5.3317,157.0
YFR032C-A,6.8474,160.0
YFR032C-B,6.8474,160.0
YFR033C,6.8474,160.0
YFR034C,7.8578,162.0
YFR035C,7.8578,162.0
YFR036W,7.8578,162.0
YFR037C,9.3734,165.0
YFR038W,9.3734,165.0
YFR039C,9.8786,166.0
YFR040W,9.8786,166.0
YFR041C,10.3838,167.0
YFR042W,10.3838,167.0
YFR043C,11.3943,169.0
YFR044C,10.8891,168.0
YFR045W,10.8891,168.0
YFR046C,11.3943,169.0
YFR047C,11.3943,169.0
YFR048W,11.3943,169.0
YFR049W,10.8891,168.0
YFR050C,9.8786,166.0
YFR051C,9.8786,166.0
YFR052W,9.8786,166.0
YFR053C,9.8786,166.0
YFR055W,12.4047,171.0
YFR057W,11.8995,170.0
YGL258W-A,7.8578,162.0
YGL258W,7.8578,162.0
YGL257C,7.8578,162.0
YGL256W,7.8578,162.0
YGL255W,6.8474,160.0
YGL254W,6.8474,160.0
YGL253W,7.3526,161.0
YGL252C,8.8682,164.0
YGL251C,9.8786,166.0
YGL250W,10.3838,167.0
YGL249W,10.3838,167.0
YGL248W,9.8786,166.0
YGL247W,9.8786,166.0
YGL246C,9.8786,166.0
YGL245W,9.8786,166.0
YGL244W,9.8786,166.0
YGL243W,9.8786,166.0
YGL242C,9.3734,165.0
YGL241W,9.3734,165.0
YGL240W,8.8682,164.0
YGL238W,8.363,163.0
YGL237C,6.8474,160.0
YGL236C,6.8474,160.0
YGL235W,6.8474,160.0
YGL234W,6.8474,160.0
YGL233W,5.8369,158.0
YGL232W,5.8369,158.0
YGL231C,5.3317,157.0
YGL230C,5.3317,157.0
YGL229C,6.3421,159.0
YGL228W,6.3421,159.0
YGL227W,6.8474,160.0
YGL226C-A,8.363,163.0
YGL226W,8.363,163.0
YGL225W,8.8682,164.0
YGL224C,8.8682,164.0
YGL223C,9.3734,165.0
YGL222C,9.8786,166.0
YGL221C,9.8786,166.0
YGL220W,9.8786,166.0
YGL219C,9.8786,166.0
YGL216W,9.8786,166.0
YGL215W,10.3838,167.0
YGL213C,10.3838,167.0
YGL212W,10.3838,167.0
YGL211W,10.3838,167.0
YGL210W,10.8891,168.0
YGL209W,10.3838,167.0
YGL208W,10.3838,167.0
YGL207W,10.3838,167.0
YGL206C,8.363,163.0
YGL205W,8.363,163.0
YGL203C,8.363,163.0
YGL202W,8.363,163.0
YGL201C,8.8682,164.0
YGL200C,9.8786,166.0
YGL198W,9.8786,166.0
YGL197W,9.8786,166.0
YGL196W,10.3838,167.0
YGL195W,9.8786,166.0
YGL194C-A,10.8891,168.0
YGL194C,10.3838,167.0
YGL193C,10.3838,167.0
YGL192W,10.3838,167.0
YGL191W,9.8786,166.0
YGL190C,7.3526,161.0
YGL189C,7.3526,161.0
YGL188C-A,7.3526,161.0
YGL187C,6.3421,159.0
YGL186C,6.3421,159.0
YGL185C,5.3317,157.0
YGL184C,4.3213,155.0
YGL183C,4.3213,155.0
YGL181W,4.3213,155.0
YGL180W,3.8161,154.0
YGL179C,4.8265,156.0
YGL178W,4.8265,156.0
YGL176C,6.3421,159.0
YGL175C,6.3421,159.0
YGL174W,6.3421,159.0
YGL173C,6.8474,160.0
YGL172W,6.8474,160.0
YGL171W,6.8474,160.0
YGL170C,5.8369,158.0
YGL169W,5.8369,158.0
YGL168W,5.8369,158.0
YGL167C,4.8265,156.0
YGL166W,3.8161,154.0
YGL164C,3.3109,153.0
YGL163C,3.3109,153.0
YGL162W,2.8056,152.0
YGL161C,3.3109,153.0
YGL160W,3.3109,153.0
YGL159W,3.3109,153.0
YGL158W,3.8161,154.0
YGL157W,3.8161,154.0
YGL156W,3.3109,153.0
YGL155W,4.8265,156.0
YGL154C,5.3317,157.0
YGL153W,5.3317,157.0
YGL151W,6.3421,159.0
YGL150C,7.8578,162.0
YGL148W,7.8578,162.0
YGL147C,8.363,163.0
YGL146C,8.8682,164.0
YGL145W,8.8682,164.0
YGL144C,9.8786,166.0
YGL143C,10.3838,167.0
YGL142C,9.3734,165.0
YGL141W,9.3734,165.0
YGL140C,9.8786,166.0
YGL139W,9.8786,166.0
YGL138C,10.8891,168.0
YGL137W,10.8891,168.0
YGL136C,9.8786,166.0
YGL135W,9.8786,166.0
YGL134W,10.3838,167.0
YGL133W,9.8786,166.0
YGL131C,7.8578,162.0
YGL130W,7.8578,162.0
YGL129C,6.3421,159.0
YGL128C,6.3421,159.0
YGL127C,6.3421,159.0
YGL126W,6.3421,159.0
YGL125W,4.8265,156.0
YGL124C,4.3213,155.0
YGL123W,3.8161,154.0
YGL122C,3.3109,153.0
YGL121C,3.3109,153.0
YGL120C,3.8161,154.0
YGL119W,3.8161,154.0
YGL117W,3.3109,153.0
YGL116W,3.3109,153.0
YGL115W,3.3109,153.0
YGL114W,3.8161,154.0
YGL113W,4.8265,156.0
YGL112C,5.8369,158.0
YGL111W,5.8369,158.0
