orf_name,replication_time,replication_H_index
YDR089W,10.1593,115.0
YDR090C,8.997,113.0
YDR091C,8.4159,112.0
YDR092W,7.8347,111.0
YDR093W,7.8347,111.0
YDR096W,7.8347,111.0
YDR097C,8.997,113.0
YDR098C,8.997,113.0
YDR099W,10.7405,116.0
YDR100W,11.3217,117.0
YDR101C,11.3217,117.0
YDR103W,11.3217,117.0
YDR104C,13.6463,121.0
YDR105C,14.2275,122.0
YDR106W,14.2275,122.0
YDR107C,14.8086,123.0
YDR108W,14.8086,123.0
YDR109C,14.2275,122.0
YDR110W,14.2275,122.0
YDR111C,13.6463,121.0
YDR113C,13.6463,121.0
YDR114C,13.6463,121.0
YDR115W,13.6463,121.0
YDR116C,13.0652,120.0
YDR117C,12.484,119.0
YDR118W,12.484,119.0
YDR119W,11.9028,118.0
YDR119W-A,11.3217,117.0
YDR120C,10.1593,115.0
YDR121W,10.1593,115.0
YDR122W,10.1593,115.0
YDR123C,8.997,113.0
YDR124W,8.997,113.0
YDR125C,8.4159,112.0
YDR126W,8.997,113.0
YDR127W,8.997,113.0
YDR128W,9.5782,114.0
YDR129C,10.7405,116.0
YDR130C,10.7405,116.0
YDR131C,10.1593,115.0
YDR132C,10.7405,116.0
YDR135C,11.9028,118.0
YDR137W,11.9028,118.0
YDR138W,12.484,119.0
YDR139C,11.9028,118.0
YDR140W,11.9028,118.0
YDR141C,10.1593,115.0
YDR142C,9.5782,114.0
YDR143C,8.997,113.0
YDR144C,8.4159,112.0
YDR145W,8.4159,112.0
YDR146C,8.997,113.0
YDR147W,9.5782,114.0
YDR148C,8.997,113.0
YDR150W,8.997,113.0
YDR151C,11.9028,118.0
YDR152W,11.9028,118.0
YDR153C,12.484,119.0
YDR155C,12.484,119.0
YDR156W,12.484,119.0
YDR158W,12.484,119.0
YDR159W,13.0652,120.0
YDR160W,14.2275,122.0
YDR161W,14.2275,122.0
YDR162C,14.8086,123.0
YDR163W,14.8086,123.0
YDR164C,14.2275,122.0
YDR165W,14.2275,122.0
YDR166C,13.0652,120.0
YDR167W,13.0652,120.0
YDR168W,13.0652,120.0
YDR169C,11.9028,118.0
YDR169C-A,11.9028,118.0
YDR170C,9.5782,114.0
YDR171W,8.997,113.0
YDR172W,8.997,113.0
YDR173C,10.1593,115.0
YDR174W,10.1593,115.0
YDR175C,10.7405,116.0
YDR176W,10.7405,116.0
YDR177W,11.9028,118.0
YDR178W,13.0652,120.0
YDR179C,13.6463,121.0
YDR179W-A,13.6463,121.0
YDR180W,13.6463,121.0
YDR181C,14.8086,123.0
YDR182W,14.8086,123.0
YDR182W-A,14.2275,122.0
YDR183W,14.2275,122.0
YDR184C,14.2275,122.0
YDR185C,14.2275,122.0
YDR186C,13.0652,120.0
YDR188W,13.0652,120.0
YDR189W,13.0652,120.0
YDR190C,13.0652,120.0
YDR191W,13.0652,120.0
YDR192C,13.0652,120.0
YDR194C,12.484,119.0
YDR194W-A,12.484,119.0
YDR195W,12.484,119.0
YDR196C,11.9028,118.0
YDR197W,11.9028,118.0
YDR198C,11.3217,117.0
YDR200C,10.7405,116.0
YDR201W,10.7405,116.0
YDR202C,9.5782,114.0
YDR204W,9.5782,114.0
YDR205W,8.997,113.0
YDR206W,8.4159,112.0
YDR207C,7.2535,110.0
YDR208W,7.2535,110.0
YDR210W,7.2535,110.0
YDR211W,7.2535,110.0
YDR212W,7.2535,110.0
YDR213W,7.2535,110.0
YDR214W,7.2535,110.0
YDR216W,7.8347,111.0
YDR217C,6.6724,109.0
YDR218C,6.0912,108.0
YDR219C,5.51,107.0
YDR221W,5.51,107.0
YDR222W,6.0912,108.0
YDR223W,6.0912,108.0
YDR224C,6.0912,108.0
YDR225W,5.51,107.0
YDR226W,5.51,107.0
YDR227W,5.51,107.0
YDR228C,7.8347,111.0
YDR229W,7.8347,111.0
YDR231C,7.8347,111.0
YDR232W,7.8347,111.0
YDR233C,8.4159,112.0
YDR234W,8.4159,112.0
YDR235W,8.4159,112.0
YDR236C,8.997,113.0
YDR237W,8.997,113.0
YDR238C,10.1593,115.0
YDR239C,11.3217,117.0
YDR240C,11.9028,118.0
YDR242W,11.9028,118.0
YDR243C,12.484,119.0
YDR244W,12.484,119.0
YDR245W,12.484,119.0
YDR246W,13.6463,121.0
YDR246W-A,14.2275,122.0
YDR247W,14.2275,122.0
YDR248C,14.8086,123.0
YDR249C,15.971,125.0
YDR251W,15.971,125.0
YDR252W,15.971,125.0
YDR253C,15.971,125.0
YDR254W,15.3898,124.0
YDR255C,15.3898,124.0
YDR256C,14.8086,123.0
YDR257C,15.3898,124.0
YDR258C,15.3898,124.0
YDR259C,15.3898,124.0
YDR260C,15.971,125.0
YDR261C,14.8086,123.0
YDR262W,10.1593,115.0
YDR263C,9.5782,114.0
YDR264C,9.5782,114.0
YDR265W,9.5782,114.0
YDR266C,7.8347,111.0
YDR267C,7.8347,111.0
YDR268W,7.8347,111.0
YDR270W,7.2535,110.0
YDR272W,6.6724,109.0
YDR273W,6.6724,109.0
YDR275W,6.0912,108.0
YDR276C,6.0912,108.0
YDR277C,6.6724,109.0
YDR279W,6.6724,109.0
YDR280W,6.6724,109.0
YDR281C,7.2535,110.0
YDR282C,7.8347,111.0
YDR283C,8.4159,112.0
YDR284C,8.997,113.0
YDR285W,8.997,113.0
YDR286C,9.5782,114.0
YDR287W,9.5782,114.0
YDR288W,9.5782,114.0
YDR289C,9.5782,114.0
YDR291W,9.5782,114.0
YDR292C,9.5782,114.0
YDR293C,8.997,113.0
YDR294C,8.4159,112.0
YDR295C,8.4159,112.0
YDR296W,8.4159,112.0
YDR297W,8.4159,112.0
YDR298C,7.8347,111.0
YDR299W,7.8347,111.0
YDR300C,7.8347,111.0
YDR301W,8.4159,112.0
YDR302W,9.5782,114.0
YDR303C,10.7405,116.0
YDR304C,10.7405,116.0
YDR305C,11.3217,117.0
YDR306C,11.9028,118.0
YDR307W,11.9028,118.0
YDR308C,11.9028,118.0
YDR309C,11.9028,118.0
YDR310C,12.484,119.0
YDR311W,12.484,119.0
YDR312W,13.6463,121.0
YDR313C,14.2275,122.0
YDR314C,14.2275,122.0
YDR315C,13.6463,121.0
YDR316W,13.6463,121.0
YDR317W,11.9028,118.0
YDR318W,11.9028,118.0
YDR319C,10.7405,116.0
YDR320C,10.1593,115.0
YDR320C-A,10.1593,115.0
YDR321W,10.1593,115.0
YDR322W,9.5782,114.0
YDR322C-A,9.5782,114.0
YDR323C,10.1593,115.0
YDR324C,10.1593,115.0
YDR325W,10.7405,116.0
YDR326C,10.7405,116.0
YDR328C,10.7405,116.0
YDR329C,10.7405,116.0
YDR330W,10.7405,116.0
YDR331W,10.7405,116.0
YDR332W,10.7405,116.0
YDR333C,9.5782,114.0
YDR334W,9.5782,114.0
YDR335W,8.4159,112.0
YDR336W,8.4159,112.0
YDR337W,8.4159,112.0
YDR338C,8.4159,112.0
YDR339C,8.4159,112.0
YDR341C,6.0912,108.0
YDR345C,7.2535,110.0
YDR346C,6.6724,109.0
YDR347W,7.2535,110.0
YDR348C,7.2535,110.0
YDR349C,7.2535,110.0
YDR350C,7.8347,111.0
YDR351W,7.8347,111.0
YDR352W,8.4159,112.0
YDR353W,8.4159,112.0
YDR354W,8.4159,112.0
YDR356W,7.8347,111.0
YDR357C,9.5782,114.0
YDR358W,9.5782,114.0
YDR359C,10.7405,116.0
YDR361C,11.9028,118.0
YDR362C,12.484,119.0
YDR363W,12.484,119.0
YDR363W-A,13.0652,120.0
YDR364C,13.0652,120.0
YDR365C,13.0652,120.0
YDR367W,13.0652,120.0
YDR368W,13.6463,121.0
YDR369C,13.6463,121.0
YDR370C,14.2275,122.0
YDR371W,14.2275,122.0
YDR372C,13.6463,121.0
YDR373W,13.6463,121.0
YDR374C,13.0652,120.0
YDR374W-A,13.0652,120.0
YDR375C,12.484,119.0
YDR376W,12.484,119.0
YDR377W,12.484,119.0
YDR378C,11.3217,117.0
YDR379W,11.3217,117.0
YDR379C-A,9.5782,114.0
YDR380W,9.5782,114.0
YDR381W,8.997,113.0
YDR381C-A,8.997,113.0
YDR382W,8.997,113.0
YDR383C,8.997,113.0
YDR384C,9.5782,114.0
YDR385W,8.997,113.0
YDR386W,9.5782,114.0
YDR387C,9.5782,114.0
YDR388W,9.5782,114.0
YDR389W,9.5782,114.0
YDR390C,11.3217,117.0
YDR391C,11.3217,117.0
YDR392W,11.3217,117.0
YDR393W,11.3217,117.0
YDR394W,11.3217,117.0
YDR395W,10.1593,115.0
YDR397C,9.5782,114.0
YDR398W,9.5782,114.0
YDR399W,9.5782,114.0
YDR400W,8.997,113.0
YDR402C,8.997,113.0
YDR403W,8.997,113.0
YDR404C,8.997,113.0
YDR405W,8.997,113.0
YDR406W,9.5782,114.0
YDR407C,10.1593,115.0
YDR408C,10.1593,115.0
YDR409W,9.5782,114.0
YDR410C,8.997,113.0
YDR411C,8.997,113.0
YDR412W,8.997,113.0
YDR414C,8.997,113.0
YDR415C,8.4159,112.0
YDR416W,8.4159,112.0
YDR418W,8.4159,112.0
YDR419W,7.8347,111.0
YDR420W,8.4159,112.0
YDR421W,8.4159,112.0
YDR422C,10.1593,115.0
YDR423C,10.7405,116.0
YDR424C,10.7405,116.0
YDR425W,10.7405,116.0
YDR427W,11.9028,118.0
YDR428C,12.484,119.0
YDR429C,12.484,119.0
YDR430C,12.484,119.0
YDR432W,12.484,119.0
YDR434W,11.3217,117.0
YDR435C,11.3217,117.0
YDR436W,11.3217,117.0
YDR437W,10.7405,116.0
YDR438W,10.7405,116.0
YDR439W,10.1593,115.0
YDR440W,9.5782,114.0
YDR441C,8.4159,112.0
YDR443C,7.2535,110.0
YDR444W,7.2535,110.0
YDR446W,7.2535,110.0
YDR447C,7.8347,111.0
YDR448W,7.8347,111.0
YDR449C,7.8347,111.0
YDR450W,8.4159,112.0
YDR451C,8.4159,112.0
YDR452W,8.4159,112.0
YDR453C,9.5782,114.0
YDR454C,9.5782,114.0
YDR456W,10.1593,115.0
YDR457W,10.1593,115.0
YDR458C,10.1593,115.0
YDR459C,9.5782,114.0
YDR460W,9.5782,114.0
YDR461W,10.1593,115.0
YDR461C-A,10.1593,115.0
YDR462W,10.1593,115.0
YDR463W,10.1593,115.0
YDR464W,10.1593,115.0
YDR465C,10.1593,115.0
YDR466W,10.1593,115.0
YDR468C,9.5782,114.0
YDR469W,9.5782,114.0
YDR470C,9.5782,114.0
YDR471W,9.5782,114.0
YDR472W,8.997,113.0
YDR473C,8.997,113.0
YDR475C,10.1593,115.0
YDR476C,10.7405,116.0
YDR477W,10.7405,116.0
YDR478W,11.3217,117.0
YDR479C,11.3217,117.0
YDR480W,11.9028,118.0
YDR481C,12.484,119.0
YDR482C,12.484,119.0
YDR483W,12.484,119.0
YDR484W,12.484,119.0
YDR485C,13.0652,120.0
YDR486C,13.0652,120.0
YDR487C,13.0652,120.0
YDR488C,13.0652,120.0
YDR489W,12.484,119.0
YDR490C,11.9028,118.0
YDR492W,11.9028,118.0
YDR493W,11.3217,117.0
YDR494W,11.3217,117.0
YDR495C,9.5782,114.0
YDR496C,8.4159,112.0
YDR497C,7.8347,111.0
YDR498C,8.4159,112.0
YDR499W,8.4159,112.0
YDR500C,7.8347,111.0
YDR501W,8.4159,112.0
YDR502C,7.8347,111.0
YDR503C,7.8347,111.0
YDR504C,7.8347,111.0
YDR505C,7.2535,110.0
YDR506C,6.6724,109.0
YDR507C,7.2535,110.0
YDR508C,7.8347,111.0
YDR510W,7.8347,111.0
YDR511W,7.8347,111.0
YDR512C,7.8347,111.0
YDR513W,7.8347,111.0
YDR514C,8.4159,112.0
YDR515W,8.4159,112.0
YDR516C,8.997,113.0
YDR517W,8.997,113.0
YDR518W,8.997,113.0
YDR519W,10.1593,115.0
YDR520C,10.1593,115.0
YDR522C,10.1593,115.0
YDR523C,9.5782,114.0
YDR524C,9.5782,114.0
YDR524W-C,9.5782,114.0
YDR524C-B,9.5782,114.0
YDR525W-A,9.5782,114.0
YDR527W,9.5782,114.0
YDR528W,9.5782,114.0
YDR529C,9.5782,114.0
YDR530C,10.7405,116.0
YDR531W,10.7405,116.0
YDR532C,10.1593,115.0
YDR533C,9.5782,114.0
YDR534C,10.1593,115.0
YDR536W,10.1593,115.0
YDR538W,11.3217,117.0
YDR539W,11.3217,117.0
YDR540C,12.484,119.0
YDR541C,11.3217,117.0
YEL073C,12.484,119.0
YEL072W,13.0652,120.0
YEL071W,13.6463,121.0
YEL067C,12.484,119.0
YEL066W,12.484,119.0
YEL065W,11.9028,118.0
YEL064C,12.484,119.0
YEL063C,11.3217,117.0
YEL062W,11.3217,117.0
YEL061C,9.5782,114.0
YEL060C,8.997,113.0
YEL059C-A,8.997,113.0
YEL058W,8.4159,112.0
YEL057C,7.8347,111.0
YEL056W,7.2535,110.0
YEL055C,6.6724,109.0
YEL054C,6.0912,108.0
YEL053C,6.0912,108.0
YEL052W,6.0912,108.0
YEL051W,6.0912,108.0
YEL050C,6.0912,108.0
YEL049W,6.6724,109.0
YEL048C,6.0912,108.0
YEL047C,6.0912,108.0
YEL046C,6.6724,109.0
YEL044W,7.2535,110.0
YEL043W,7.2535,110.0
YEL042W,8.4159,112.0
YEL041W,8.997,113.0
YEL040W,8.4159,112.0
YEL039C,7.8347,111.0
YEL038W,7.8347,111.0
YEL037C,7.2535,110.0
YEL036C,6.6724,109.0
YEL035C,7.2535,110.0
YEL034W,7.2535,110.0
YEL033W,7.2535,110.0
YEL032W,7.2535,110.0
YEL031W,6.6724,109.0
YEL030W,6.6724,109.0
YEL029C,6.6724,109.0
YEL027W,7.2535,110.0
YEL026W,7.2535,110.0
YEL025C,7.8347,111.0
YEL024W,8.4159,112.0
YEL023C,10.1593,115.0
YEL022W,10.1593,115.0
YEL021W,11.3217,117.0
YEL020W-A,11.9028,118.0
YEL020C,12.484,119.0
YEL019C,10.1593,115.0
YEL018W,10.1593,115.0
YEL017C-A,10.1593,115.0
YEL017W,10.1593,115.0
YEL016C,9.5782,114.0
YEL015W,9.5782,114.0
YEL013W,8.4159,112.0
YEL012W,8.4159,112.0
YEL011W,7.8347,111.0
YEL009C,6.0912,108.0
YEL007W,5.51,107.0
YEL006W,5.51,107.0
YEL005C,6.0912,108.0
YEL004W,6.0912,108.0
YEL003W,6.0912,108.0
YEL002C,6.6724,109.0
YEL001C,7.8347,111.0
YER001W,8.4159,112.0
YER002W,7.8347,111.0
YER003C,7.8347,111.0
YER004W,7.8347,111.0
YER005W,7.8347,111.0
YER006W,6.6724,109.0
YER007W,6.6724,109.0
YER007C-A,6.6724,109.0
YER008C,6.0912,108.0
YER009W,6.0912,108.0
YER010C,5.51,107.0
YER011W,5.51,107.0
YER012W,6.0912,108.0
YER013W,6.0912,108.0
YER014W,7.2535,110.0
YER014C-A,7.8347,111.0
YER015W,7.8347,111.0
YER016W,8.4159,112.0
YER017C,9.5782,114.0
YER018C,9.5782,114.0
YER019W,9.5782,114.0
YER019C-A,10.1593,115.0
YER020W,10.1593,115.0
YER021W,10.1593,115.0
YER022W,10.1593,115.0
YER023W,9.5782,114.0
YER024W,9.5782,114.0
YER025W,8.997,113.0
YER026C,8.4159,112.0
YER027C,7.8347,111.0
YER028C,7.8347,111.0
YER029C,8.4159,112.0
YER030W,8.4159,112.0
YER031C,8.4159,112.0
YER032W,8.997,113.0
YER033C,10.7405,116.0
YER034W,10.7405,116.0
YER035W,10.7405,116.0
YER036C,11.3217,117.0
YER037W,11.3217,117.0
YER038C,11.3217,117.0
YER039C,12.484,119.0
YER039C-A,12.484,119.0
YER040W,12.484,119.0
YER041W,12.484,119.0
YER042W,14.2275,122.0
YER043C,14.2275,122.0
YER044C,14.2275,122.0
YER044C-A,14.2275,122.0
YER045C,14.2275,122.0
YER046W,14.8086,123.0
YER047C,14.8086,123.0
YER048C,13.6463,121.0
YER048W-A,14.2275,122.0
YER049W,14.2275,122.0
YER050C,13.6463,121.0
YER051W,13.6463,121.0
YER052C,13.0652,120.0
YER053C,13.0652,120.0
YER053C-A,13.0652,120.0
YER054C,13.6463,121.0
YER055C,11.9028,118.0
YER056C,11.9028,118.0
YER056C-A,11.3217,117.0
YER057C,10.7405,116.0
YER058W,10.7405,116.0
YER059W,10.7405,116.0
YER060W,8.997,113.0
YER060W-A,8.997,113.0
YER061C,7.8347,111.0
YER062C,7.8347,111.0
YER063W,7.2535,110.0
YER064C,7.8347,111.0
YER065C,7.2535,110.0
YER066W,7.8347,111.0
YER067W,8.997,113.0
YER068W,8.997,113.0
YER069W,8.4159,112.0
YER070W,8.997,113.0
YER071C,8.4159,112.0
YER072W,8.4159,112.0
YER073W,8.4159,112.0
YER074W,8.997,113.0
YER074W-A,7.8347,111.0
YER075C,7.8347,111.0
YER076C,7.8347,111.0
YER077C,7.8347,111.0
YER078C,8.4159,112.0
YER078W-A,8.4159,112.0
YER079W,8.4159,112.0
YER080W,8.4159,112.0
YER081W,8.4159,112.0
YER082C,8.4159,112.0
YER083C,8.4159,112.0
YER085C,8.4159,112.0
YER086W,8.4159,112.0
YER087W,8.997,113.0
YER087C-B,9.5782,114.0
YER088C,8.997,113.0
YER089C,8.997,113.0
YER090W,8.997,113.0
YER091C,8.4159,112.0
YER092W,8.4159,112.0
YER093C,6.0912,108.0
YER093C-A,6.0912,108.0
YER094C,6.0912,108.0
YER095W,6.0912,108.0
YER096W,4.9289,106.0
YER098W,6.0912,108.0
YER099C,6.0912,108.0
YER100W,6.0912,108.0
YER101C,6.6724,109.0
YER103W,7.2535,110.0
YER104W,7.8347,111.0
YER105C,9.5782,114.0
YER106W,9.5782,114.0
YER107C,10.1593,115.0
YER109C,10.7405,116.0
YER110C,11.3217,117.0
YER111C,11.9028,118.0
YER112W,11.3217,117.0
YER113C,10.7405,116.0
YER114C,10.1593,115.0
YER115C,8.997,113.0
YER116C,8.997,113.0
YER117W,8.997,113.0
YER118C,7.2535,110.0
YER119C,7.2535,110.0
YER120W,7.2535,110.0
YER121W,7.2535,110.0
YER122C,7.8347,111.0
YER123W,7.8347,111.0
YER124C,8.4159,112.0
YER125W,8.4159,112.0
YER126C,8.4159,112.0
YER127W,8.4159,112.0
YER128W,8.997,113.0
YER129W,8.997,113.0
YER130C,9.5782,114.0
YER131W,9.5782,114.0
YER132C,8.997,113.0
YER133W,8.997,113.0
YER134C,7.2535,110.0
YER136W,6.6724,109.0
YER137C,7.2535,110.0
YER138W-A,11.3217,117.0
YER139C,12.484,119.0
YER140W,12.484,119.0
YER141W,11.9028,118.0
YER142C,12.484,119.0
YER143W,12.484,119.0
YER144C,13.6463,121.0
YER145C,13.6463,121.0
YER146W,13.6463,121.0
YER147C,14.2275,122.0
YER148W,13.0652,120.0
YER149C,13.0652,120.0
YER150W,13.0652,120.0
YER151C,11.9028,118.0
YER152C,11.9028,118.0
YER153C,11.9028,118.0
YER154W,11.3217,117.0
YER155C,11.3217,117.0
YER156C,11.3217,117.0
YER157W,11.3217,117.0
YER158C,10.7405,116.0
YER159C,10.1593,115.0
YER161C,7.8347,111.0
YER162C,7.2535,110.0
YER163C,8.4159,112.0
YER164W,8.4159,112.0
YER165W,9.5782,114.0
YER166W,10.1593,115.0
YER167W,10.7405,116.0
YER168C,11.3217,117.0
YER169W,12.484,119.0
YER170W,12.484,119.0
YER171W,12.484,119.0
YER172C,12.484,119.0
YER173W,12.484,119.0
YER174C,11.9028,118.0
YER175C,11.9028,118.0
YER175W-A,11.9028,118.0
YER176W,10.7405,116.0
YER177W,9.5782,114.0
YER178W,9.5782,114.0
YER179W,10.1593,115.0
YER180C,9.5782,114.0
YER180C-A,10.1593,115.0
YER182W,10.1593,115.0
YER183C,10.1593,115.0
YER184C,10.7405,116.0
YER185W,10.7405,116.0
YER186C,10.7405,116.0
YER187W,8.997,113.0
YER188C-A,8.997,113.0
YFL056C,13.0652,120.0
YFL055W,13.0652,120.0
YFL054C,13.0652,120.0
YFL053W,13.0652,120.0
YFL052W,13.0652,120.0
YFL051C,13.0652,120.0
YFL050C,13.0652,120.0
YFL049W,13.0652,120.0
YFL048C,13.6463,121.0
YFL047W,13.6463,121.0
YFL046W,13.0652,120.0
YFL045C,13.0652,120.0
YFL044C,13.0652,120.0
YFL042C,13.0652,120.0
YFL041W-A,13.0652,120.0
YFL041W,13.0652,120.0
YFL040W,13.0652,120.0
YFL039C,13.0652,120.0
YFL038C,12.484,119.0
YFL037W,12.484,119.0
YFL036W,11.9028,118.0
YFL034C-B,10.7405,116.0
YFL034C-A,10.7405,116.0
YFL034W,10.7405,116.0
YFL033C,10.7405,116.0
YFL031W,10.7405,116.0
YFL030W,10.7405,116.0
YFL029C,13.6463,121.0
YFL028C,13.6463,121.0
YFL027C,13.6463,121.0
YFL026W,13.6463,121.0
YFL025C,12.484,119.0
YFL024C,12.484,119.0
YFL023W,12.484,119.0
YFL022C,10.7405,116.0
YFL021W,10.7405,116.0
YFL020C,10.1593,115.0
YFL018C,8.4159,112.0
YFL017W-A,8.4159,112.0
YFL017C,8.4159,112.0
YFL016C,8.4159,112.0
YFL014W,8.4159,112.0
YFL013C,8.997,113.0
YFL012W,8.997,113.0
YFL011W,8.4159,112.0
YFL010W-A,7.8347,111.0
YFL010C,7.8347,111.0
YFL009W,7.8347,111.0
YFL008W,7.8347,111.0
YFL007W,7.2535,110.0
YFL005W,7.8347,111.0
YFL004W,7.8347,111.0
YFL003C,8.4159,112.0
YFL002C,8.997,113.0
YFL001W,8.997,113.0
YFR001W,8.4159,112.0
YFR002W,8.4159,112.0
YFR003C,7.8347,111.0
YFR004W,7.8347,111.0
YFR005C,8.4159,112.0
YFR006W,8.4159,112.0
YFR007W,7.2535,110.0
YFR008W,7.2535,110.0
YFR009W,7.2535,110.0
YFR010W,6.6724,109.0
YFR011C,6.6724,109.0
YFR012W,6.6724,109.0
YFR012W-A,6.6724,109.0
YFR013W,6.6724,109.0
YFR014C,7.2535,110.0
YFR015C,7.2535,110.0
YFR016C,7.2535,110.0
YFR017C,7.2535,110.0
YFR018C,7.2535,110.0
YFR019W,7.2535,110.0
YFR021W,6.0912,108.0
YFR022W,5.51,107.0
YFR023W,6.0912,108.0
YFR024C-A,6.6724,109.0
YFR025C,6.6724,109.0
YFR026C,6.6724,109.0
YFR027W,6.6724,109.0
YFR028C,7.8347,111.0
YFR029W,7.8347,111.0
YFR030W,7.2535,110.0
YFR031C,7.8347,111.0
YFR031C-A,7.8347,111.0
YFR032C,7.8347,111.0
YFR032C-A,9.5782,114.0
YFR032C-B,9.5782,114.0
YFR033C,9.5782,114.0
YFR034C,10.1593,115.0
YFR035C,10.1593,115.0
YFR036W,10.1593,115.0
YFR037C,11.3217,117.0
YFR038W,11.3217,117.0
YFR039C,12.484,119.0
YFR040W,12.484,119.0
YFR041C,12.484,119.0
YFR042W,12.484,119.0
YFR043C,13.0652,120.0
YFR044C,13.0652,120.0
YFR045W,13.0652,120.0
YFR046C,13.0652,120.0
YFR047C,13.0652,120.0
YFR048W,13.0652,120.0
YFR049W,13.0652,120.0
YFR050C,11.9028,118.0
YFR051C,11.9028,118.0
YFR052W,11.9028,118.0
YFR053C,11.9028,118.0
YFR055W,15.3898,124.0
YFR057W,14.8086,123.0
YGL258W-A,9.5782,114.0
YGL258W,9.5782,114.0
YGL257C,9.5782,114.0
YGL256W,9.5782,114.0
YGL255W,8.997,113.0
YGL254W,8.997,113.0
YGL253W,9.5782,114.0
YGL252C,10.7405,116.0
YGL251C,11.9028,118.0
YGL250W,12.484,119.0
YGL249W,12.484,119.0
YGL248W,11.9028,118.0
YGL247W,11.9028,118.0
YGL246C,11.9028,118.0
YGL245W,11.9028,118.0
YGL244W,11.9028,118.0
YGL243W,11.3217,117.0
YGL242C,10.7405,116.0
YGL241W,10.7405,116.0
YGL240W,10.7405,116.0
YGL238W,10.1593,115.0
YGL237C,8.997,113.0
YGL236C,8.997,113.0
YGL235W,8.997,113.0
YGL234W,8.997,113.0
YGL233W,8.4159,112.0
YGL232W,8.4159,112.0
YGL231C,8.4159,112.0
YGL230C,8.4159,112.0
YGL229C,8.997,113.0
YGL228W,8.997,113.0
YGL227W,8.997,113.0
YGL226C-A,10.1593,115.0
YGL226W,10.1593,115.0
YGL225W,10.7405,116.0
YGL224C,10.7405,116.0
YGL223C,11.3217,117.0
YGL222C,11.9028,118.0
YGL221C,11.9028,118.0
YGL220W,11.9028,118.0
YGL219C,11.9028,118.0
YGL216W,11.9028,118.0
YGL215W,11.9028,118.0
YGL213C,11.9028,118.0
YGL212W,11.9028,118.0
YGL211W,11.9028,118.0
YGL210W,13.0652,120.0
YGL209W,12.484,119.0
YGL208W,12.484,119.0
YGL207W,12.484,119.0
YGL206C,10.1593,115.0
YGL205W,10.1593,115.0
YGL203C,10.1593,115.0
YGL202W,10.1593,115.0
YGL201C,10.7405,116.0
YGL200C,11.9028,118.0
YGL198W,11.9028,118.0
YGL197W,11.9028,118.0
YGL196W,11.9028,118.0
YGL195W,11.9028,118.0
YGL194C-A,12.484,119.0
YGL194C,12.484,119.0
YGL193C,12.484,119.0
YGL192W,12.484,119.0
YGL191W,11.9028,118.0
YGL190C,9.5782,114.0
YGL189C,9.5782,114.0
YGL188C-A,9.5782,114.0
YGL187C,8.997,113.0
YGL186C,8.997,113.0
YGL185C,8.4159,112.0
YGL184C,7.2535,110.0
YGL183C,7.2535,110.0
YGL181W,7.2535,110.0
YGL180W,7.2535,110.0
YGL179C,7.8347,111.0
YGL178W,8.4159,112.0
YGL176C,8.4159,112.0
YGL175C,8.4159,112.0
YGL174W,8.4159,112.0
YGL173C,9.5782,114.0
YGL172W,9.5782,114.0
YGL171W,9.5782,114.0
YGL170C,8.4159,112.0
YGL169W,8.4159,112.0
YGL168W,8.4159,112.0
YGL167C,7.8347,111.0
YGL166W,7.2535,110.0
YGL164C,6.6724,109.0
YGL163C,6.6724,109.0
YGL162W,6.0912,108.0
YGL161C,6.0912,108.0
YGL160W,6.0912,108.0
YGL159W,6.0912,108.0
YGL158W,7.2535,110.0
YGL157W,7.2535,110.0
YGL156W,7.2535,110.0
YGL155W,7.8347,111.0
YGL154C,8.4159,112.0
YGL153W,8.4159,112.0
YGL151W,8.4159,112.0
YGL150C,9.5782,114.0
YGL148W,9.5782,114.0
YGL147C,10.1593,115.0
YGL146C,10.7405,116.0
YGL145W,10.7405,116.0
YGL144C,11.9028,118.0
YGL143C,11.9028,118.0
YGL142C,11.3217,117.0
YGL141W,11.3217,117.0
YGL140C,11.9028,118.0
YGL139W,11.9028,118.0
YGL138C,13.0652,120.0
YGL137W,13.0652,120.0
YGL136C,11.9028,118.0
YGL135W,11.9028,118.0
YGL134W,12.484,119.0
YGL133W,11.3217,117.0
YGL131C,9.5782,114.0
YGL130W,9.5782,114.0
YGL129C,8.4159,112.0
YGL128C,8.4159,112.0
YGL127C,8.4159,112.0
YGL126W,8.4159,112.0
YGL125W,7.2535,110.0
YGL124C,7.2535,110.0
YGL123W,7.2535,110.0
YGL122C,7.2535,110.0
YGL121C,7.2535,110.0
YGL120C,6.6724,109.0
YGL119W,6.6724,109.0
YGL117W,7.2535,110.0
YGL116W,6.6724,109.0
YGL115W,6.6724,109.0
YGL114W,7.2535,110.0
YGL113W,7.8347,111.0
YGL112C,8.4159,112.0
YGL111W,8.4159,112.0
YGL110C,8.997,113.0
YGL108C,8.997,113.0
YGL107C,9.5782,114.0
YGL106W,9.5782,114.0
YGL105W,9.5782,114.0
YGL104C,10.1593,115.0
YGL103W,10.1593,115.0
YGL101W,10.7405,116.0
YGL100W,13.0652,120.0
YGL099W,13.0652,120.0
YGL098W,13.0652,120.0
YGL097W,14.8086,123.0
YGL096W,13.6463,121.0
YGL095C,12.484,119.0
YGL094C,11.9028,118.0
YGL093W,11.9028,118.0
YGL092W,11.3217,117.0
YGL091C,10.7405,116.0
