"","X0","X20","X30","X40","X50","X60","X70","X80","X90","X100","X110","X120","X130","X140","X150"
"YIL090W",1212.10849509049,2156.33359526008,2149.53761472222,2289.48908435045,2412.16635802988,2481.2224216123,2247.44149083027,2083.63501060295,1956.78553288573,2249.46405589307,2406.12071285879,2411.86111793123,2264.88604127847,2074.20518481234,1903.01434866689
"YIL089W",112.232268063934,112.299973269499,110.28708038042,115.119986854088,132.986270798933,138.322252544506,92.3308490674592,124.10038351439,116.65875505393,139.877841039036,116.244915207795,130.46973691539,114.688856361608,125.933886220749,134.573997457858
"YIL088C",3051.5362990436,2927.634186863,2398.74399827413,2411.06439757019,2140.05598854899,2059.82207083718,2034.53741533354,2231.72118252769,2387.10226143371,2727.14212529168,2628.17830729419,2667.92321841938,2830.45093600823,2881.66363175714,3103.82847982931
"YIL087C",323.701488942294,195.87204640029,147.402924739215,152.776057320378,156.514611017206,160.839828540123,143.384377375348,159.557635947073,167.284252530163,181.746038356843,183.309289366138,180.462813677362,169.844565909557,209.272487396245,281.225148533729
"YIL085C",1414.12657760557,1784.61197831375,2062.58049365305,2101.208732019,2239.28420599127,2254.97439613253,1837.92701908401,1825.0056399175,1877.54562379249,2187.6133098554,2383.76592147267,2239.93370760348,2097.66793772834,1880.67443319369,1868.50819547257
"YIL084C",413.487303393441,480.539420502044,525.984537198926,522.881435617631,515.577542174326,499.675733997983,482.292905717081,502.658696251563,498.551094711606,581.397012754089,622.208360246852,517.00157431893,611.090242293147,550.960752215778,521.905567064128
"YIL083C",5248.92596850589,2764.84275274365,2365.8699646992,2205.56984159701,2135.96410329364,2308.58767231257,2419.06824556743,2499.73629650414,2383.80059855483,2311.31480193074,2098.36975144328,2005.81978715717,1940.08019616277,1864.00671295859,1857.29369568441
"YIL079C",532.807925229834,1706.26315975364,1643.70167874664,1784.89774010216,1843.39430753598,1730.63655509172,1707.57758510642,1552.81908447838,1660.73642807906,1728.96623923761,1839.79933107722,1574.17224633429,1519.84621865459,1345.4554167555,1268.10112989135
"YIL078W",34343.0740275638,36618.4967101413,41463.700412254,43594.9707226881,46072.5820326335,46742.198704807,44882.5688543335,42687.4033478532,43304.6103194531,42774.0728597738,43067.9959247752,42733.1065414651,41956.8607043794,39805.2938747893,38106.8702801501
"YIL077C",845.87688351344,545.830102635474,527.044989894892,525.033211072848,585.139591515307,632.636658924484,699.541962346397,708.10218828799,627.315946988113,736.499652817782,812.224087028825,853.540334960497,843.094417375789,929.688395335531,908.374482840541
"YIL076W",8515.47566531407,6336.67833665649,6507.99819514074,6043.26136597579,4919.46904824669,4376.98786733855,4494.88298166054,5215.34468870138,5539.08975647574,5038.45692722243,4981.39268053917,4894.44414933062,4853.7024402195,5102.17436085535,5566.70516407408
"YIL075C",25269.9811988163,16100.6822141038,14771.0456021045,15565.9436430368,14843.3137637886,14104.5806974452,14510.064492272,13896.1143725147,14144.3237731425,16320.0330044933,17134.9475974567,17804.851387276,18545.4507199079,18941.9380627327,19270.8239051993
"YIL074C",9320.00381848817,4319.63152994772,5409.36920212041,8051.94375342048,6377.20317046577,4639.69292062075,4504.65918920886,4593.79991076376,4744.48955695746,4850.05003929229,5292.12428080616,6489.34523237109,7229.77538804701,7531.0315928923,7155.71351867264
