orf_name,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
YAL068C,0.999557484377731,0.9954611075397258,0.9691332839083697,0.8868690212296576,0.7695731517270751,0.7018719121420794,0.7375275329089784,0.8315055467188353,0.896515117584401,0.8972431800237671,0.8459582979239125,0.7849864583829229,0.7597541487524928,0.7792406137694212,0.8134585812442403,0.8322509966278657
YAL067W-A,0.9996169046598261,0.9964896874737528,0.9804230593203846,0.9468416790819599,0.9295375931053373,0.9535219696396473,0.9856772700671339,0.9956049731646303,0.9884585564907621,0.9718597658062331,0.9552915310842648,0.9499890215894721,0.9589211678100353,0.971228877007814,0.9757918613833516,0.972456630035152
YAL067C,0.9996169046598261,0.9964896874737529,0.9804230593203846,0.9468416790819598,0.929537593105337,0.9535219696396474,0.9856772700671339,0.9956049731646303,0.9884585564907621,0.9718597658062331,0.9552915310842648,0.949989021589472,0.9589211678100356,0.971228877007814,0.9757918613833515,0.972456630035152
YAL065C,0.9995574843777308,0.9954611075397259,0.9691332839083697,0.8868690212296576,0.7695731517270751,0.7018719121420794,0.7375275329089784,0.8315055467188353,0.896515117584401,0.8972431800237671,0.8459582979239125,0.7849864583829229,0.7597541487524927,0.7792406137694211,0.8134585812442403,0.8322509966278658
YAL064W-B,0.999557484377731,0.9954611075397258,0.9691332839083697,0.8868690212296576,0.7695731517270751,0.7018719121420794,0.7375275329089784,0.8315055467188354,0.896515117584401,0.8972431800237672,0.8459582979239125,0.7849864583829229,0.7597541487524928,0.7792406137694211,0.8134585812442403,0.8322509966278657
YAL064C-A,0.999668627947082,0.9971303116196152,0.9850857560033095,0.9624610881886744,0.9545425188333964,0.9741457825964827,0.9944983718134499,0.9986231150879177,0.9921818339866164,0.9804407748956179,0.9699626881971549,0.9679297003308253,0.9750366189721932,0.983072770995156,0.9852291173690366,0.9823438537321413
YAL064W,0.9997240041199552,0.9977377331674323,0.9890093398234766,0.974358816647759,0.9719837506910074,0.9872298806747217,0.9996518700161922,1.0004856259307153,0.9950043202770589,0.9868722350613759,0.9805352323816898,0.9803873090352377,0.9858489202310039,0.9909074078821006,0.9916348295457229,0.9892658403186684
YAL063C-A,0.9997240041199553,0.9977377331674324,0.9890093398234768,0.9743588166477593,0.9719837506910073,0.9872298806747217,0.9996518700161922,1.0004856259307153,0.995004320277059,0.9868722350613758,0.9805352323816899,0.9803873090352381,0.9858489202310039,0.9909074078821006,0.9916348295457229,0.9892658403186685
YAL063C,0.999994416883452,1.0001986535678093,1.002359591611266,1.0095118477615064,1.01730529160094,1.0169378321007485,1.0102091591843048,1.0049524789596394,1.0036098252562644,1.005723476107408,1.009795884558736,1.0130753913894668,1.0129168511179099,1.010301474563685,1.0082226499451488,1.0079145538000043
YAL062W,1.0000832470350502,1.0009066893486016,1.00573586732476,1.017475153362848,1.026508855210975,1.022295280387205,1.011961776956221,1.0058619371761115,1.0056480412406348,1.0100071918859335,1.0161362224988422,1.0198464285325748,1.0183111209227727,1.0141555829928317,1.0116658463297163,1.0119017348391224
YAL061W,1.000188513806788,1.001705765823951,1.0093776977796012,1.0257459541786107,1.0357116901786643,1.0274448527490696,1.013608593480733,1.0067917769094887,1.0078080049100449,1.0144737827323644,1.0226402498154044,1.0266865186265515,1.0236932360235387,1.0180059410527529,1.0151603799281301,1.015983762973063
YAL060W,1.00008324703505,1.0009066893486014,1.0057358673247603,1.017475153362848,1.026508855210975,1.022295280387205,1.011961776956221,1.0058619371761115,1.005648041240635,1.0100071918859335,1.0161362224988424,1.019846428532575,1.018311120922773,1.0141555829928315,1.0116658463297163,1.0119017348391224
YAL059W,1.0000832470350502,1.0009066893486014,1.0057358673247603,1.017475153362848,1.026508855210975,1.0222952803872047,1.011961776956221,1.0058619371761113,1.0056480412406352,1.0100071918859332,1.0161362224988424,1.019846428532575,1.0183111209227727,1.0141555829928317,1.0116658463297163,1.0119017348391224
YAL058W,0.9999944168834523,1.0001986535678096,1.0023595916112662,1.009511847761506,1.01730529160094,1.0169378321007485,1.0102091591843048,1.0049524789596396,1.0036098252562644,1.0057234761074079,1.0097958845587363,1.0130753913894668,1.0129168511179099,1.010301474563685,1.0082226499451488,1.0079145538000043
YAL056W,0.9999196381568911,0.9995726858100471,0.999235085094314,1.0018568711939901,1.0081194391662773,1.011375595162663,1.0083440720720385,1.0040566033662266,1.0016858607137105,1.0016166094840055,1.0036174928019566,1.0063756377238462,1.007511362073462,1.0064404702565888,1.0048257205227316,1.0040172871533788
YAL055W,0.9999196381568911,0.9995726858100473,0.9992350850943141,1.00185687119399,1.0081194391662773,1.0113755951626633,1.0083440720720385,1.0040566033662268,1.0016858607137105,1.0016166094840058,1.0036174928019566,1.0063756377238462,1.007511362073462,1.0064404702565886,1.0048257205227316,1.0040172871533788
YAL054C,0.9997604980261576,0.9981099764583933,0.9912498957968964,0.9807658979637037,0.9808869230566747,0.9935337276349827,1.0020198321474352,1.0013886667675784,0.9965354923329064,0.9903153684922644,0.9860617174939306,0.9867547324403385,0.9912640780632119,0.9948061177839533,0.9948798669061634,0.9928348029980464
YAL053W,0.9997604980261576,0.9981099764583932,0.9912498957968965,0.980765897963704,0.9808869230566748,0.9935337276349828,1.0020198321474352,1.0013886667675782,0.9965354923329064,0.9903153684922645,0.9860617174939305,0.9867547324403384,0.9912640780632118,0.9948061177839531,0.9948798669061633,0.9928348029980467
YAL051W,0.9997240041199553,0.9977377331674323,0.9890093398234766,0.9743588166477593,0.9719837506910074,0.9872298806747218,0.999651870016192,1.0004856259307153,0.9950043202770591,0.9868722350613756,0.9805352323816898,0.980387309035238,0.985848920231004,0.9909074078821005,0.9916348295457228,0.9892658403186684
YAL049C,0.9997240041199553,0.9977377331674324,0.9890093398234767,0.9743588166477594,0.9719837506910073,0.9872298806747217,0.9996518700161922,1.0004856259307155,0.995004320277059,0.9868722350613756,0.9805352323816899,0.9803873090352379,0.9858489202310038,0.9909074078821005,0.9916348295457231,0.9892658403186684
YAL048C,0.9997604980261575,0.9981099764583936,0.9912498957968964,0.9807658979637036,0.9808869230566747,0.9935337276349827,1.0020198321474352,1.0013886667675784,0.9965354923329065,0.9903153684922645,0.9860617174939305,0.9867547324403385,0.9912640780632118,0.9948061177839534,0.9948798669061633,0.9928348029980467
YAL047C,0.9997604980261577,0.9981099764583933,0.9912498957968966,0.9807658979637038,0.9808869230566747,0.9935337276349827,1.0020198321474352,1.0013886667675782,0.9965354923329064,0.9903153684922645,0.9860617174939308,0.9867547324403384,0.9912640780632117,0.9948061177839531,0.9948798669061631,0.9928348029980467
YAL046C,0.9998043485006625,0.9985355997807577,0.9936930426902573,0.9874844025838779,0.9898909659603776,0.9996661795470007,1.0042548897630958,1.002280938138687,0.9981553836088929,0.9939176500708793,0.9917511789202365,0.9932118368703815,0.996682321118273,0.9986943514251534,0.9981581579690686,0.9964811857647095
YAL044W-A,0.9998043485006624,0.9985355997807577,0.9936930426902572,0.9874844025838778,0.9898909659603775,0.9996661795470007,1.0042548897630958,1.002280938138687,0.9981553836088928,0.9939176500708794,0.9917511789202365,0.9932118368703816,0.9966823211182729,0.9986943514251535,0.9981581579690687,0.9964811857647096
YAL044C,0.9998043485006625,0.9985355997807579,0.9936930426902573,0.9874844025838779,0.9898909659603776,0.9996661795470008,1.0042548897630958,1.0022809381386868,0.9981553836088928,0.9939176500708792,0.9917511789202365,0.9932118368703816,0.9966823211182729,0.9986943514251534,0.9981581579690686,0.9964811857647097
YAL043C,0.999994416883452,1.0001986535678093,1.002359591611266,1.0095118477615062,1.01730529160094,1.0169378321007485,1.0102091591843048,1.0049524789596396,1.0036098252562644,1.005723476107408,1.0097958845587358,1.0130753913894668,1.0129168511179096,1.010301474563685,1.0082226499451488,1.0079145538000045
YAL042W,0.9999944168834521,1.0001986535678093,1.002359591611266,1.0095118477615062,1.01730529160094,1.0169378321007485,1.0102091591843048,1.0049524789596394,1.0036098252562642,1.0057234761074079,1.009795884558736,1.013075391389467,1.0129168511179099,1.010301474563685,1.0082226499451488,1.0079145538000045
YAL041W,0.9999944168834521,1.0001986535678093,1.0023595916112662,1.0095118477615062,1.01730529160094,1.0169378321007487,1.0102091591843048,1.0049524789596396,1.0036098252562644,1.0057234761074079,1.009795884558736,1.0130753913894668,1.0129168511179099,1.0103014745636847,1.0082226499451485,1.0079145538000045
YAL040C,0.9999196381568912,0.9995726858100471,0.999235085094314,1.0018568711939901,1.0081194391662773,1.011375595162663,1.0083440720720387,1.0040566033662268,1.0016858607137107,1.0016166094840055,1.0036174928019566,1.006375637723846,1.0075113620734617,1.0064404702565886,1.0048257205227316,1.0040172871533788
YAL039C,0.9999196381568913,0.9995726858100473,0.999235085094314,1.0018568711939901,1.008119439166277,1.011375595162663,1.0083440720720385,1.0040566033662268,1.0016858607137105,1.0016166094840055,1.0036174928019568,1.0063756377238462,1.007511362073462,1.0064404702565886,1.0048257205227316,1.0040172871533786
YAL038W,0.9998568839584009,0.9990208978486999,0.996350771900614,0.9945149804800673,0.998975559668227,1.0056166060668434,1.006361369357734,1.0031682669359094,0.9998701183074872,0.9976833611531785,0.9976033232005628,0.9997538302897292,1.0020994511385277,1.0025723204022996,1.0014724784728144,1.0002077591798313
YAL037C-A,0.9999196381568912,0.999572685810047,0.999235085094314,1.0018568711939901,1.008119439166277,1.011375595162663,1.0083440720720385,1.004056603366227,1.0016858607137102,1.0016166094840055,1.0036174928019563,1.006375637723846,1.007511362073462,1.0064404702565888,1.0048257205227316,1.0040172871533786
YAL037W,0.9999196381568912,0.9995726858100472,0.999235085094314,1.0018568711939901,1.008119439166277,1.0113755951626633,1.0083440720720385,1.004056603366227,1.0016858607137105,1.0016166094840053,1.0036174928019566,1.006375637723846,1.0075113620734617,1.0064404702565886,1.0048257205227318,1.0040172871533786
YAL036C,0.999994416883452,1.0001986535678091,1.002359591611266,1.009511847761506,1.0173052916009397,1.0169378321007485,1.0102091591843048,1.0049524789596394,1.0036098252562644,1.0057234761074079,1.0097958845587358,1.0130753913894668,1.0129168511179096,1.010301474563685,1.008222649945149,1.0079145538000045
YAL035W,0.999994416883452,1.0001986535678093,1.0023595916112662,1.0095118477615062,1.01730529160094,1.0169378321007485,1.010209159184305,1.0049524789596394,1.0036098252562644,1.0057234761074076,1.009795884558736,1.013075391389467,1.0129168511179099,1.010301474563685,1.0082226499451488,1.0079145538000045
YAL034W-A,0.999856883958401,0.9990208978486999,0.996350771900614,0.9945149804800675,0.998975559668227,1.0056166060668432,1.006361369357734,1.0031682669359094,0.9998701183074871,0.9976833611531782,0.997603323200563,0.9997538302897293,1.002099451138528,1.0025723204022996,1.0014724784728146,1.0002077591798317
