orf_name,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150
YAL068C,0.9988794662740985,0.9912259730277996,0.9531391848721255,0.8578830121659147,0.7495848574879945,0.722062296931652,0.7961741874712783,0.8856477190457143,0.9241634894362712,0.9009722784484101,0.8395219987857571,0.7881089060047429,0.7832908862516755,0.8145807396221635,0.8461277074455278,0.8557482795785393
YAL067W-A,0.9990193990606498,0.9932109659395499,0.9709282294774351,0.9370674457058673,0.932707494767298,0.966634301274773,0.9925799220950341,0.9957430189903544,0.9852181981979881,0.967085948254821,0.9523171462756693,0.952104217117283,0.9645239938731628,0.9755038625422122,0.9772528391072344,0.9722767198370375
YAL067C,0.9990193990606503,0.9932109659395499,0.9709282294774351,0.9370674457058674,0.932707494767298,0.9666343012747731,0.9925799220950341,0.9957430189903544,0.985218198197988,0.9670859482548209,0.9523171462756693,0.9521042171172831,0.9645239938731629,0.9755038625422121,0.9772528391072344,0.9722767198370373
YAL065C,0.9988794662740983,0.9912259730277995,0.9531391848721253,0.8578830121659148,0.7495848574879945,0.722062296931652,0.7961741874712783,0.8856477190457143,0.9241634894362712,0.9009722784484101,0.839521998785757,0.7881089060047429,0.7832908862516754,0.8145807396221635,0.8461277074455278,0.8557482795785394
YAL064W-B,0.9988794662740984,0.9912259730277995,0.9531391848721256,0.8578830121659148,0.7495848574879946,0.722062296931652,0.7961741874712783,0.8856477190457142,0.9241634894362711,0.9009722784484101,0.8395219987857571,0.7881089060047429,0.7832908862516754,0.8145807396221635,0.8461277074455277,0.8557482795785393
YAL064C-A,0.9991141892595464,0.9941735715429975,0.9766529555056601,0.9531672712239448,0.9548029286973112,0.9815257411560177,0.997807876948968,0.9977562957973306,0.988792111178366,0.9754135011629714,0.9658005745848198,0.9673411340064775,0.9770590964978461,0.9843773882820138,0.984686124408804,0.9805744936498626
YAL064W,0.9992075750444799,0.9950272406585235,0.9812422785270449,0.9650361918033639,0.9698519781594526,0.9908303045405552,1.000871283750939,0.9990715116692945,0.991482883355067,0.9815251896833839,0.9753555436090536,0.9777839364405944,0.985399797307675,0.9902467407194854,0.9897477732618857,0.9863623664085721
YAL063C-A,0.99920757504448,0.9950272406585238,0.9812422785270448,0.965036191803364,0.9698519781594523,0.9908303045405551,1.000871283750939,0.9990715116692946,0.9914828833550668,0.981525189683384,0.9753555436090537,0.9777839364405941,0.9853997973076748,0.9902467407194853,0.9897477732618856,0.9863623664085722
YAL063C,0.9997341693166203,0.9990298558107684,0.9994286001618706,1.0060543228686867,1.0154064391696025,1.0153818168681075,1.0083058581252633,1.0031920162979728,1.0013667870061314,1.0027858826203797,1.0067269157402061,1.0102453594506173,1.010182534127078,1.0076942790061605,1.005615023842907,1.005119233978228
YAL062W,1.000037256769713,1.0010039434555607,1.0071797824006372,1.0214562271218093,1.0303694594394273,1.0223883374207854,1.010292679066488,1.0047218900582688,1.0053710602404322,1.0109178587045862,1.0180738996237535,1.0213684394522855,1.0183246912861352,1.0134878969696792,1.0111915366628126,1.0118896059250622
YAL061W,0.998879474653561,0.9912267251622461,0.9531830566712274,0.8588839085623103,0.7574668607904047,0.7475703574161173,0.8362294876191108,0.9200560315065966,0.9439101000137844,0.9111176744670061,0.8492498627508264,0.8046706334068928,0.8079345190150461,0.8427444389879727,0.8720731726766058,0.8773226440436664
YAL060W,0.9993344877562055,0.9960922158484494,0.9865243201125334,0.9778151989856597,0.9850388553830502,0.9995905346728058,1.0036241160086465,1.0003967566211909,0.9944547679319411,0.9881099747583756,0.9853627002967393,0.9884297572999203,0.9937090105322837,0.9960839609000521,0.994911585129712,0.9923717860955009
YAL059W,0.9993344877562053,0.9960922158484495,0.9865243201125335,0.9778151989856597,0.9850388553830501,0.9995905346728058,1.0036241160086465,1.0003967566211909,0.9944547679319413,0.9881099747583756,0.9853627002967392,0.9884297572999203,0.9937090105322837,0.9960839609000521,0.9949115851297121,0.9923717860955009
YAL058W,0.99973416931662,0.9990298558107684,0.9994286001618704,1.0060543228686867,1.0154064391696025,1.0153818168681075,1.0083058581252633,1.0031920162979726,1.0013667870061314,1.00278588262038,1.0067269157402063,1.0102453594506173,1.0101825341270783,1.0076942790061607,1.005615023842907,1.005119233978228
YAL056W,0.9995055406695215,0.9974105351188702,0.9925648035183076,0.9914955261455528,1.000259973448576,1.007780181076219,1.006092934384506,1.001760486332864,0.997738886020419,0.995190007579847,0.9958212443170534,0.9992579690662097,1.0019740066991356,1.0018967976411128,1.0001947709365255,0.9986188296386517
YAL055W,0.9995055406695215,0.9974105351188701,0.9925648035183077,0.991495526145553,1.000259973448576,1.0077801810762193,1.006092934384506,1.001760486332864,0.997738886020419,0.995190007579847,0.9958212443170535,0.9992579690662098,1.0019740066991356,1.0018967976411128,1.0001947709365255,0.9986188296386516
YAL054C,0.9992662366991114,0.9955308133906301,0.9837925782802757,0.9713121225355569,0.9774344534497693,0.9952802709186355,1.0022848907587003,0.9997311162383462,0.9929317422436068,0.9847570036277526,0.9803025333429107,0.9830826564219681,0.9895591114980883,0.9931688898437481,0.9923158254987002,0.9893383485729675
YAL053W,0.9992662366991113,0.9955308133906302,0.9837925782802758,0.9713121225355569,0.9774344534497695,0.9952802709186355,1.0022848907587003,0.9997311162383462,0.9929317422436067,0.9847570036277525,0.9803025333429105,0.9830826564219681,0.9895591114980884,0.9931688898437481,0.9923158254987001,0.9893383485729677
YAL051W,0.9992075750444799,0.9950272406585235,0.9812422785270449,0.965036191803364,0.9698519781594525,0.9908303045405551,1.000871283750939,0.9990715116692944,0.9914828833550667,0.9815251896833841,0.9753555436090539,0.9777839364405942,0.985399797307675,0.9902467407194853,0.9897477732618858,0.9863623664085724
YAL049C,0.9992075750444799,0.9950272406585234,0.9812422785270448,0.9650361918033639,0.9698519781594525,0.9908303045405553,1.0008712837509388,0.9990715116692943,0.991482883355067,0.9815251896833841,0.9753555436090539,0.9777839364405942,0.9853997973076749,0.9902467407194854,0.9897477732618858,0.9863623664085722
YAL048C,0.9992662366991111,0.9955308133906304,0.9837925782802756,0.9713121225355568,0.9774344534497694,0.9952802709186355,1.0022848907587003,0.9997311162383461,0.9929317422436066,0.9847570036277526,0.9803025333429106,0.9830826564219682,0.9895591114980885,0.9931688898437481,0.9923158254987003,0.9893383485729675
YAL047C,0.9992662366991112,0.9955308133906301,0.9837925782802757,0.9713121225355568,0.9774344534497693,0.9952802709186354,1.0022848907587003,0.9997311162383464,0.9929317422436066,0.9847570036277528,0.9803025333429105,0.9830826564219682,0.9895591114980884,0.993168889843748,0.9923158254987003,0.9893383485729675
YAL046C,0.9994137297830531,0.996716865172104,0.9894456788527446,0.9845438081091024,0.9926518779400543,1.00375799920956,1.0048923085678758,1.0010720027511943,0.9960558413209512,0.9915867730227399,0.9905357537305383,0.9938224803856884,0.997847834920155,0.9989929069800002,0.9975371729517017,0.9954646261093777
YAL044W-A,0.9994137297830532,0.9967168651721039,0.9894456788527444,0.9845438081091024,0.9926518779400545,1.0037579992095602,1.004892308567876,1.001072002751194,0.996055841320951,0.9915867730227401,0.9905357537305383,0.9938224803856884,0.997847834920155,0.9989929069800002,0.997537172951702,0.9954646261093779
YAL044C,0.9994137297830535,0.996716865172104,0.9894456788527445,0.9845438081091021,0.9926518779400544,1.00375799920956,1.0048923085678758,1.0010720027511941,0.9960558413209513,0.9915867730227401,0.9905357537305384,0.9938224803856883,0.997847834920155,0.9989929069800002,0.997537172951702,0.9954646261093779
YAL043C,0.9998752189590215,0.9999690878998199,1.0031898743713987,1.0136537087276973,1.02291868326718,1.0189600284419287,1.0093257588864974,1.0039428090755547,1.003320083905195,1.006784187792359,1.0123464820579742,1.0157922097245338,1.0142630159231427,1.010591172359702,1.0083828893220281,1.0084700860239957
