mu0 delta sigma0 sigmav lambda gamma1 gamma2 mua1 sigmaa1 mua2 sigmaa2 mut sigmat a10 a11 a12 a13 a14 a15 a16 a17 a18 a19 a110 a111 a112 a113 a114 a115 a20 a21 a22 a23 a24 a25 a26 a27 a28 a29 a210 a211 a212 a213 a214 a215 tau0 tau1 tau2 tau3 tau4 tau5 tau6 tau7 tau8 tau9 tau10 tau11 tau12 tau13 tau14 tau15 halted score 
-25.7233 6.2488 11.0877 0.1462 69.2557 0.0192 0.2665 7.7391 0.0016 1.0138 0.0171 -2.4515 0.0462 7.9101 7.7794 7.7767 7.7465 7.7320 7.7349 7.7317 7.7015 7.7231 7.7424 7.6935 7.7234 7.7078 7.6935 7.6963 7.7305 1.4993 1.4981 0.8679 0.8761 0.9610 0.9688 0.9687 0.9776 0.9916 0.9663 0.9481 0.9686 0.9764 0.9765 0.9789 0.9607 -2.4413 -2.4579 -2.4306 -2.3860 -2.6762 -2.7552 -2.7373 -2.7349 -2.5583 -2.3335 -2.3144 -2.5683 -2.6402 -2.6370 -2.5463 -2.5061 0.2227 -3897395.2970 
-25.7233 6.2488 11.0877 0.1451 69.2557 0.0192 0.2665 7.7381 0.0031 1.0118 0.0432 -2.4676 0.0417 7.9102 7.7794 7.7767 7.7458 7.7324 7.7349 7.7317 7.7015 7.7231 7.7424 7.6929 7.7228 7.7078 7.6927 7.6968 7.7305 1.4993 1.4981 0.8724 0.8761 0.9610 0.9689 0.9687 0.9776 0.9923 0.9663 0.9481 0.9686 0.9764 0.9779 0.9779 0.9607 -2.4413 -2.4549 -2.4306 -2.3860 -2.6762 -2.7651 -2.7388 -2.7349 -2.5564 -2.3461 -2.3047 -2.5745 -2.6402 -2.6255 -2.5408 -2.5061 0.2232 -3897397.1325 
-25.7233 6.0953 11.0877 0.1456 69.2557 0.0189 0.2655 7.7379 0.0023 1.0127 0.0441 -2.4697 0.0618 7.9102 7.7794 7.7767 7.7460 7.7324 7.7346 7.7317 7.7015 7.7231 7.7424 7.6933 7.7228 7.7075 7.6921 7.6968 7.7301 1.4993 1.4981 0.8724 0.8761 0.9617 0.9688 0.9687 0.9776 0.9923 0.9663 0.9481 0.9686 0.9764 0.9779 0.9779 0.9607 -2.4413 -2.4466 -2.4427 -2.3753 -2.6762 -2.7651 -2.7388 -2.7349 -2.5564 -2.3371 -2.3050 -2.5745 -2.6402 -2.6255 -2.5408 -2.5061 0.2232 -3897396.8531 
-25.7233 6.0953 11.0877 0.1456 69.2975 0.0189 0.2655 7.7387 0.0029 1.0196 0.0347 -2.4506 0.0357 7.9102 7.7794 7.7764 7.7460 7.7324 7.7346 7.7316 7.7015 7.7219 7.7424 7.6933 7.7238 7.7075 7.6921 7.6968 7.7297 1.4993 1.4981 0.8724 0.8761 0.9616 0.9688 0.9685 0.9776 0.9923 0.9663 0.9481 0.9686 0.9774 0.9779 0.9779 0.9607 -2.4413 -2.4499 -2.4427 -2.3753 -2.6762 -2.7651 -2.7388 -2.7349 -2.5564 -2.3371 -2.3050 -2.5745 -2.6402 -2.6255 -2.5408 -2.5061 0.2232 -3897394.7212 
-25.8469 6.0953 11.0877 0.1452 69.2975 0.0188 0.2655 7.7392 0.0022 1.0190 0.0685 -2.4751 0.0895 7.9102 7.7794 7.7764 7.7462 7.7324 7.7346 7.7316 7.7015 7.7219 7.7427 7.6933 7.7227 7.7075 7.6921 7.6968 7.7297 1.4992 1.4981 0.8724 0.8761 0.9616 0.9688 0.9696 0.9776 0.9923 0.9663 0.9486 0.9686 0.9776 0.9779 0.9776 0.9607 -2.4413 -2.4499 -2.4427 -2.3753 -2.6762 -2.7651 -2.7298 -2.7349 -2.5490 -2.3413 -2.3142 -2.5745 -2.6402 -2.6255 -2.5425 -2.5043 0.2232 -3897394.4824 
-25.8469 6.0953 11.0877 0.1444 69.1515 0.0183 0.2655 7.7380 0.0019 1.0377 0.0600 -2.4557 0.0867 7.9102 7.7794 7.7764 7.7462 7.7324 7.7346 7.7316 7.7008 7.7219 7.7427 7.6933 7.7243 7.7075 7.6926 7.6968 7.7300 1.4993 1.4981 0.8768 0.8761 0.9616 0.9691 0.9696 0.9776 0.9923 0.9663 0.9486 0.9665 0.9771 0.9772 0.9776 0.9607 -2.4413 -2.4499 -2.4435 -2.3775 -2.6883 -2.7651 -2.7298 -2.7349 -2.5495 -2.3413 -2.3142 -2.5745 -2.6402 -2.6255 -2.5425 -2.5043 0.2232 -3897397.2873 
-25.8469 6.0953 11.0877 0.1444 69.5172 0.0183 0.2648 7.7387 0.0021 1.0006 0.0404 -2.4607 0.0597 7.9102 7.7794 7.7764 7.7463 7.7324 7.7346 7.7316 7.7020 7.7219 7.7427 7.6945 7.7263 7.7075 7.6926 7.6979 7.7300 1.4993 1.4981 0.8768 0.8787 0.9616 0.9691 0.9676 0.9776 0.9923 0.9663 0.9486 0.9665 0.9771 0.9774 0.9776 0.9607 -2.4413 -2.4499 -2.4435 -2.3775 -2.6883 -2.7651 -2.7298 -2.7349 -2.5579 -2.3368 -2.3142 -2.5834 -2.6397 -2.6255 -2.5372 -2.5043 0.2232 -3897393.0335 
-25.8980 6.0953 11.0877 0.1444 69.5172 0.0183 0.2648 7.7397 0.0027 1.0033 0.0195 -2.4457 0.0667 7.9102 7.7794 7.7754 7.7463 7.7321 7.7353 7.7324 7.7011 7.7225 7.7427 7.6941 7.7256 7.7075 7.6926 7.6977 7.7300 1.4993 1.4981 0.8768 0.8787 0.9625 0.9691 0.9676 0.9776 0.9923 0.9663 0.9486 0.9665 0.9771 0.9774 0.9776 0.9607 -2.4413 -2.4499 -2.4435 -2.3775 -2.6883 -2.7651 -2.7298 -2.7365 -2.5578 -2.3368 -2.3142 -2.5834 -2.6397 -2.6255 -2.5391 -2.5043 0.2232 -3897387.5255 
-25.8031 6.0953 11.0877 0.1440 69.5172 0.0183 0.2648 7.7398 0.0026 1.0131 0.0254 -2.4733 0.1252 7.9102 7.7794 7.7754 7.7473 7.7321 7.7353 7.7324 7.7011 7.7225 7.7427 7.6941 7.7256 7.7075 7.6921 7.6977 7.7300 1.4993 1.4981 0.8750 0.8787 0.9625 0.9691 0.9676 0.9769 0.9922 0.9663 0.9486 0.9673 0.9771 0.9771 0.9776 0.9605 -2.4413 -2.4501 -2.4435 -2.3775 -2.6883 -2.7612 -2.7342 -2.7365 -2.5578 -2.3368 -2.3100 -2.5834 -2.6469 -2.6238 -2.5434 -2.5048 0.2232 -3897385.5775 
-25.7829 6.0953 11.0877 0.1463 69.5172 0.0189 0.2648 7.7392 0.0024 1.0132 0.0311 -2.4555 0.0817 7.9098 7.7791 7.7754 7.7472 7.7310 7.7353 7.7334 7.7021 7.7225 7.7427 7.6941 7.7256 7.7075 7.6921 7.6971 7.7304 1.4993 1.4981 0.8852 0.8764 0.9625 0.9691 0.9676 0.9772 0.9922 0.9663 0.9488 0.9673 0.9771 0.9771 0.9776 0.9605 -2.4413 -2.4532 -2.4435 -2.3786 -2.6883 -2.7612 -2.7342 -2.7365 -2.5510 -2.3368 -2.3081 -2.5834 -2.6347 -2.6238 -2.5434 -2.5048 0.2232 -3897385.0011 
-25.7829 6.0953 11.0783 0.1463 69.5172 0.0189 0.2648 7.7395 0.0018 1.0119 0.0347 -2.4952 0.0772 7.9098 7.7791 7.7744 7.7477 7.7310 7.7353 7.7334 7.7021 7.7225 7.7427 7.6941 7.7256 7.7078 7.6921 7.6971 7.7304 1.4993 1.4981 0.8852 0.8764 0.9625 0.9691 0.9676 0.9768 0.9923 0.9663 0.9489 0.9673 0.9771 0.9771 0.9776 0.9605 -2.4418 -2.4532 -2.4435 -2.3739 -2.6899 -2.7612 -2.7339 -2.7365 -2.5620 -2.3368 -2.3081 -2.5789 -2.6347 -2.6337 -2.5434 -2.5048 0.2232 -3897386.2811 
-25.8009 6.0953 11.0783 0.1463 69.5172 0.0189 0.2648 7.7388 0.0018 1.0177 0.0295 -2.5071 0.0574 7.9098 7.7791 7.7744 7.7477 7.7310 7.7353 7.7327 7.7021 7.7225 7.7427 7.6929 7.7256 7.7078 7.6922 7.6971 7.7309 1.4993 1.4981 0.8852 0.8757 0.9625 0.9691 0.9676 0.9768 0.9923 0.9663 0.9498 0.9673 0.9770 0.9771 0.9779 0.9605 -2.4418 -2.4476 -2.4435 -2.3739 -2.6899 -2.7612 -2.7339 -2.7365 -2.5620 -2.3341 -2.3081 -2.5789 -2.6370 -2.6322 -2.5434 -2.5021 0.2232 -3897384.9903 
-25.8009 6.0953 11.0783 0.1463 69.4798 0.0189 0.2655 7.7387 0.0051 1.0248 0.0318 -2.4894 0.0477 7.9098 7.7791 7.7747 7.7477 7.7310 7.7353 7.7327 7.7022 7.7225 7.7427 7.6943 7.7256 7.7078 7.6922 7.6971 7.7309 1.4993 1.4981 0.8852 0.8757 0.9625 0.9695 0.9676 0.9769 0.9923 0.9672 0.9498 0.9673 0.9766 0.9785 0.9785 0.9605 -2.4418 -2.4476 -2.4435 -2.3739 -2.6899 -2.7612 -2.7262 -2.7395 -2.5480 -2.3341 -2.3081 -2.5789 -2.6370 -2.6322 -2.5511 -2.5133 0.2243 -3897384.8148 
-25.8009 6.2876 11.1119 0.1463 69.3649 0.0189 0.2655 7.7391 0.0013 1.0196 0.0301 -2.4658 0.0530 7.9100 7.7791 7.7745 7.7477 7.7310 7.7353 7.7327 7.7025 7.7225 7.7428 7.6943 7.7249 7.7069 7.6922 7.6971 7.7309 1.4994 1.4955 0.8852 0.8757 0.9625 0.9695 0.9676 0.9771 0.9923 0.9684 0.9475 0.9673 0.9766 0.9788 0.9785 0.9590 -2.4571 -2.4476 -2.4507 -2.3739 -2.6899 -2.7607 -2.7262 -2.7395 -2.5480 -2.3341 -2.3081 -2.5789 -2.6370 -2.6322 -2.5511 -2.5126 0.2209 -3897393.0256 
-25.8009 6.2876 11.1119 0.1463 69.3649 0.0180 0.2655 7.7389 0.0026 1.0170 0.0278 -2.4937 0.0744 7.9100 7.7791 7.7745 7.7477 7.7310 7.7353 7.7327 7.7020 7.7218 7.7438 7.6943 7.7251 7.7068 7.6915 7.6971 7.7307 1.4994 1.4955 0.8852 0.8757 0.9625 0.9683 0.9676 0.9777 0.9923 0.9684 0.9485 0.9673 0.9766 0.9779 0.9785 0.9590 -2.4571 -2.4476 -2.4439 -2.3749 -2.6902 -2.7607 -2.7262 -2.7395 -2.5480 -2.3496 -2.3081 -2.5789 -2.6370 -2.6387 -2.5425 -2.5126 0.2209 -3897391.0846 
-25.8009 6.2876 11.0884 0.1463 69.3649 0.0175 0.2655 7.7388 0.0018 1.0109 0.0399 -2.4648 0.0374 7.9100 7.7791 7.7745 7.7479 7.7313 7.7353 7.7327 7.7019 7.7218 7.7438 7.6943 7.7251 7.7069 7.6915 7.6971 7.7307 1.4994 1.4955 0.8852 0.8732 0.9625 0.9689 0.9676 0.9777 0.9923 0.9684 0.9485 0.9673 0.9766 0.9779 0.9785 0.9589 -2.4449 -2.4476 -2.4439 -2.3749 -2.6902 -2.7607 -2.7262 -2.7450 -2.5562 -2.3496 -2.3053 -2.5789 -2.6370 -2.6275 -2.5465 -2.5126 0.2209 -3897390.6336 
-25.8009 6.2876 11.0884 0.1463 69.3786 0.0175 0.2655 7.7387 0.0064 1.0108 0.0267 -2.4588 0.0599 7.9100 7.7791 7.7745 7.7479 7.7304 7.7348 7.7327 7.7014 7.7223 7.7438 7.6944 7.7251 7.7062 7.6915 7.6976 7.7330 1.4994 1.4955 0.8838 0.8751 0.9625 0.9689 0.9670 0.9780 0.9917 0.9689 0.9485 0.9673 0.9766 0.9779 0.9785 0.9589 -2.4449 -2.4486 -2.4406 -2.3749 -2.6902 -2.7607 -2.7369 -2.7450 -2.5592 -2.3496 -2.3053 -2.5799 -2.6370 -2.6275 -2.5478 -2.5126 0.2209 -3897391.8961 
-25.8384 6.5015 11.0884 0.1466 69.3786 0.0175 0.2655 7.7372 0.0025 1.0146 0.0378 -2.4771 0.1628 7.9100 7.7791 7.7746 7.7479 7.7304 7.7348 7.7327 7.7016 7.7223 7.7438 7.6944 7.7245 7.7069 7.6915 7.6979 7.7330 1.4994 1.4955 0.8648 0.8751 0.9625 0.9689 0.9670 0.9780 0.9928 0.9689 0.9486 0.9673 0.9766 0.9779 0.9763 0.9592 -2.4449 -2.4486 -2.4309 -2.3749 -2.6902 -2.7607 -2.7369 -2.7487 -2.5662 -2.3410 -2.3053 -2.5799 -2.6370 -2.6275 -2.5359 -2.5126 0.2209 -3897392.9603 
-25.8384 6.5015 11.0884 0.1472 69.3786 0.0175 0.2655 7.7384 0.0038 1.0219 0.0393 -2.5005 0.0450 7.9100 7.7791 7.7746 7.7479 7.7304 7.7348 7.7349 7.7014 7.7223 7.7410 7.6944 7.7245 7.7080 7.6910 7.6975 7.7330 1.4994 1.4955 0.8648 0.8751 0.9625 0.9689 0.9668 0.9780 0.9933 0.9689 0.9486 0.9674 0.9766 0.9795 0.9775 0.9594 -2.4449 -2.4486 -2.4309 -2.3749 -2.6902 -2.7647 -2.7369 -2.7487 -2.5587 -2.3410 -2.3053 -2.5799 -2.6370 -2.6275 -2.5413 -2.5126 0.2209 -3897388.6573 
-25.8384 6.5015 11.0884 0.1472 69.2768 0.0172 0.2655 7.7389 0.0018 1.0319 0.0305 -2.4927 0.0772 7.9100 7.7791 7.7746 7.7479 7.7304 7.7339 7.7340 7.7009 7.7223 7.7410 7.6944 7.7245 7.7076 7.6912 7.6984 7.7330 1.4994 1.4955 0.8648 0.8751 0.9625 0.9693 0.9668 0.9783 0.9930 0.9689 0.9491 0.9672 0.9768 0.9776 0.9775 0.9589 -2.4450 -2.4397 -2.4311 -2.3749 -2.6902 -2.7647 -2.7369 -2.7487 -2.5587 -2.3410 -2.3087 -2.5799 -2.6386 -2.6275 -2.5413 -2.5126 0.2209 -3897384.0221 
-25.8384 6.5015 11.1238 0.1457 69.2768 0.0184 0.2649 7.7388 0.0020 1.0205 0.0357 -2.4730 0.0551 7.9100 7.7791 7.7747 7.7478 7.7290 7.7341 7.7340 7.7009 7.7223 7.7414 7.6937 7.7236 7.7076 7.6912 7.6984 7.7330 1.4994 1.4955 0.8648 0.8756 0.9625 0.9693 0.9668 0.9783 0.9930 0.9689 0.9491 0.9689 0.9763 0.9776 0.9775 0.9589 -2.4450 -2.4397 -2.4311 -2.3749 -2.6925 -2.7647 -2.7369 -2.7487 -2.5587 -2.3410 -2.3087 -2.5799 -2.6386 -2.6275 -2.5413 -2.5126 0.2209 -3897383.5099 
-25.7512 6.5015 11.1238 0.1457 69.2768 0.0191 0.2649 7.7389 0.0029 1.0183 0.0357 -2.4787 0.0953 7.9100 7.7794 7.7747 7.7479 7.7292 7.7341 7.7340 7.7010 7.7209 7.7414 7.6937 7.7236 7.7076 7.6912 7.6984 7.7315 1.4994 1.4955 0.8677 0.8756 0.9630 0.9693 0.9668 0.9780 0.9933 0.9689 0.9491 0.9687 0.9758 0.9776 0.9755 0.9584 -2.4450 -2.4397 -2.4390 -2.3721 -2.6925 -2.7647 -2.7369 -2.7487 -2.5561 -2.3375 -2.3087 -2.5799 -2.6394 -2.6264 -2.5326 -2.5126 0.2205 -3897389.7651 
-25.8847 6.4121 11.1238 0.1455 69.2724 0.0191 0.2649 7.7395 0.0013 1.0064 0.0281 -2.4669 0.0534 7.9100 7.7804 7.7747 7.7479 7.7292 7.7345 7.7340 7.7010 7.7208 7.7405 7.6937 7.7236 7.7076 7.6912 7.6984 7.7315 1.4994 1.4955 0.8786 0.8756 0.9644 0.9688 0.9668 0.9780 0.9933 0.9689 0.9491 0.9686 0.9751 0.9776 0.9755 0.9584 -2.4450 -2.4492 -2.4490 -2.3681 -2.6925 -2.7647 -2.7369 -2.7487 -2.5595 -2.3375 -2.3087 -2.5799 -2.6394 -2.6264 -2.5371 -2.5122 0.2205 -3897385.8531 
-25.9400 6.2446 11.1238 0.1455 69.2724 0.0191 0.2651 7.7384 0.0027 1.0254 0.0203 -2.4866 0.2169 7.9100 7.7804 7.7747 7.7478 7.7292 7.7345 7.7340 7.7010 7.7209 7.7422 7.6937 7.7236 7.7085 7.6912 7.6984 7.7315 1.4994 1.4955 0.8786 0.8756 0.9644 0.9688 0.9668 0.9780 0.9933 0.9672 0.9491 0.9684 0.9761 0.9776 0.9752 0.9605 -2.4450 -2.4492 -2.4490 -2.3681 -2.6950 -2.7561 -2.7369 -2.7479 -2.5518 -2.3424 -2.3087 -2.5799 -2.6394 -2.6252 -2.5371 -2.5137 0.2205 -3897387.5933 
-25.8890 6.2446 11.1238 0.1455 69.2724 0.0191 0.2651 7.7386 0.0015 1.0099 0.0203 -2.4779 0.1031 7.9100 7.7804 7.7761 7.7478 7.7292 7.7345 7.7340 7.7010 7.7209 7.7422 7.6944 7.7250 7.7075 7.6912 7.6987 7.7315 1.4994 1.4955 0.8724 0.8756 0.9644 0.9693 0.9668 0.9780 0.9933 0.9682 0.9483 0.9684 0.9761 0.9776 0.9771 0.9586 -2.4557 -2.4492 -2.4400 -2.3681 -2.6950 -2.7561 -2.7346 -2.7479 -2.5483 -2.3424 -2.3130 -2.5799 -2.6394 -2.6319 -2.5371 -2.5137 0.2205 -3897389.5407 
-25.8890 6.2446 11.1316 0.1441 69.2724 0.0191 0.2651 7.7385 0.0016 1.0191 0.0466 -2.4618 0.0405 7.9100 7.7800 7.7761 7.7478 7.7301 7.7345 7.7340 7.7010 7.7221 7.7422 7.6944 7.7247 7.7082 7.6923 7.6987 7.7315 1.4994 1.4955 0.8724 0.8756 0.9644 0.9693 0.9668 0.9780 0.9933 0.9682 0.9476 0.9674 0.9748 0.9776 0.9771 0.9586 -2.4557 -2.4492 -2.4400 -2.3768 -2.6959 -2.7561 -2.7346 -2.7479 -2.5516 -2.3424 -2.3179 -2.5799 -2.6351 -2.6319 -2.5371 -2.5137 0.2205 -3897386.5640 
-25.8890 6.2446 11.1316 0.1441 69.2724 0.0191 0.2659 7.7387 0.0014 1.0077 0.0423 -2.4753 0.0595 7.9109 7.7800 7.7755 7.7478 7.7306 7.7340 7.7341 7.7023 7.7222 7.7422 7.6944 7.7247 7.7082 7.6924 7.6981 7.7335 1.4994 1.4970 0.8849 0.8756 0.9640 0.9703 0.9667 0.9776 0.9916 0.9682 0.9476 0.9674 0.9770 0.9776 0.9771 0.9586 -2.4557 -2.4492 -2.4400 -2.3768 -2.6959 -2.7561 -2.7346 -2.7479 -2.5512 -2.3408 -2.3179 -2.5799 -2.6351 -2.6319 -2.5321 -2.5137 0.2227 -3897384.6943 
-25.7678 6.2446 11.1316 0.1448 69.4029 0.0191 0.2659 7.7386 0.0062 1.0401 0.0258 -2.4764 0.1013 7.9109 7.7802 7.7750 7.7478 7.7306 7.7340 7.7335 7.7023 7.7229 7.7431 7.6944 7.7250 7.7077 7.6923 7.6981 7.7335 1.4994 1.4750 0.8849 0.8756 0.9640 0.9697 0.9671 0.9776 0.9916 0.9682 0.9476 0.9683 0.9770 0.9776 0.9771 0.9564 -2.4557 -2.4492 -2.4400 -2.3768 -2.6951 -2.7561 -2.7346 -2.7479 -2.5520 -2.3507 -2.3179 -2.5799 -2.6351 -2.6319 -2.5321 -2.5081 0.2227 -3897390.5823 
-25.8142 6.2446 11.1316 0.1448 69.4029 0.0191 0.2659 7.7390 0.0014 1.0152 0.0330 -2.4967 0.0695 7.9105 7.7802 7.7750 7.7477 7.7306 7.7340 7.7335 7.7023 7.7229 7.7435 7.6944 7.7233 7.7064 7.6923 7.6987 7.7335 1.4994 1.4750 0.8744 0.8756 0.9640 0.9698 0.9671 0.9776 0.9916 0.9679 0.9476 0.9691 0.9773 0.9776 0.9771 0.9567 -2.4557 -2.4455 -2.4424 -2.3823 -2.6951 -2.7556 -2.7346 -2.7436 -2.5520 -2.3515 -2.2930 -2.5846 -2.6427 -2.6319 -2.5582 -2.5081 0.2227 -3897384.1201 
-25.8142 6.1579 11.1316 0.1448 69.4029 0.0182 0.2659 7.7386 0.0029 1.0139 0.0286 -2.4748 0.0613 7.9105 7.7796 7.7756 7.7477 7.7306 7.7340 7.7337 7.7026 7.7229 7.7433 7.6936 7.7233 7.7064 7.6925 7.6987 7.7335 1.4993 1.4750 0.8744 0.8759 0.9640 0.9698 0.9664 0.9776 0.9916 0.9679 0.9476 0.9691 0.9773 0.9775 0.9771 0.9571 -2.4557 -2.4464 -2.4399 -2.3764 -2.6951 -2.7556 -2.7346 -2.7436 -2.5533 -2.3515 -2.3132 -2.5846 -2.6427 -2.6319 -2.5453 -2.5081 0.2221 -3897382.2159 
-25.8142 6.1579 11.1849 0.1448 69.4419 0.0182 0.2659 7.7390 0.0024 1.0239 0.0202 -2.4700 0.0393 7.9105 7.7796 7.7756 7.7467 7.7302 7.7339 7.7337 7.7022 7.7229 7.7433 7.6953 7.7233 7.7064 7.6925 7.6987 7.7335 1.4993 1.4750 0.8757 0.8759 0.9640 0.9698 0.9664 0.9776 0.9916 0.9679 0.9476 0.9679 0.9773 0.9775 0.9769 0.9571 -2.4537 -2.4464 -2.4334 -2.3764 -2.6951 -2.7527 -2.7346 -2.7436 -2.5533 -2.3515 -2.3144 -2.5846 -2.6427 -2.6319 -2.5464 -2.5034 0.2212 -3897380.9748 
-25.8105 6.4824 11.2066 0.1451 69.4419 0.0182 0.2659 7.7386 0.0016 1.0093 0.0295 -2.4808 0.0393 7.9105 7.7796 7.7749 7.7462 7.7302 7.7339 7.7337 7.7017 7.7229 7.7433 7.6952 7.7233 7.7077 7.6930 7.6987 7.7336 1.4993 1.4773 0.8757 0.8759 0.9640 0.9700 0.9664 0.9776 0.9915 0.9679 0.9476 0.9679 0.9773 0.9775 0.9769 0.9564 -2.4537 -2.4475 -2.4290 -2.3764 -2.6951 -2.7527 -2.7356 -2.7436 -2.5610 -2.3515 -2.3083 -2.5846 -2.6427 -2.6213 -2.5464 -2.4964 0.2212 -3897382.4614 
-25.8105 6.4824 11.2066 0.1451 69.4419 0.0182 0.2659 7.7384 0.0022 1.0166 0.0290 -2.4683 0.0913 7.9105 7.7796 7.7749 7.7462 7.7302 7.7339 7.7337 7.7018 7.7233 7.7433 7.6954 7.7239 7.7073 7.6930 7.6987 7.7336 1.4993 1.4861 0.8757 0.8759 0.9640 0.9700 0.9660 0.9776 0.9915 0.9679 0.9476 0.9684 0.9764 0.9775 0.9769 0.9570 -2.4534 -2.4475 -2.4402 -2.3782 -2.6951 -2.7587 -2.7356 -2.7436 -2.5610 -2.3515 -2.3083 -2.5846 -2.6427 -2.6213 -2.5464 -2.4964 0.2209 -3897383.4566 
-25.8105 6.4824 11.2066 0.1451 69.4419 0.0182 0.2659 7.7393 0.0014 1.0160 0.0341 -2.4784 0.0562 7.9105 7.7796 7.7737 7.7462 7.7302 7.7337 7.7337 7.7011 7.7233 7.7433 7.6954 7.7239 7.7073 7.6918 7.6981 7.7336 1.4993 1.4861 0.8733 0.8759 0.9631 0.9700 0.9660 0.9776 0.9915 0.9679 0.9476 0.9684 0.9767 0.9791 0.9770 0.9565 -2.4534 -2.4475 -2.4402 -2.3881 -2.6888 -2.7587 -2.7406 -2.7459 -2.5601 -2.3515 -2.3083 -2.5846 -2.6421 -2.6213 -2.5413 -2.5069 0.2209 -3897383.4566 
-25.7683 6.4824 11.2066 0.1451 69.4419 0.0182 0.2659 7.7388 0.0028 1.0282 0.0424 -2.5199 0.0759 7.9096 7.7796 7.7747 7.7454 7.7310 7.7334 7.7337 7.7015 7.7230 7.7414 7.6954 7.7243 7.7073 7.6910 7.6981 7.7334 1.4993 1.4902 0.8658 0.8759 0.9631 0.9700 0.9660 0.9776 0.9915 0.9679 0.9476 0.9684 0.9767 0.9791 0.9770 0.9565 -2.4534 -2.4543 -2.4402 -2.3881 -2.6853 -2.7587 -2.7406 -2.7459 -2.5524 -2.3515 -2.3055 -2.5905 -2.6421 -2.6312 -2.5413 -2.5069 0.2209 -3897384.8300 
-25.7683 6.0001 11.2066 0.1451 69.4514 0.0182 0.2659 7.7396 0.0014 1.0148 0.0234 -2.4751 0.1134 7.9096 7.7796 7.7741 7.7478 7.7310 7.7334 7.7350 7.7015 7.7230 7.7414 7.6954 7.7243 7.7073 7.6914 7.6981 7.7334 1.4993 1.4902 0.8719 0.8759 0.9631 0.9700 0.9660 0.9776 0.9915 0.9679 0.9476 0.9693 0.9767 0.9791 0.9758 0.9565 -2.4534 -2.4543 -2.4396 -2.3881 -2.6810 -2.7587 -2.7380 -2.7459 -2.5623 -2.3515 -2.3055 -2.5905 -2.6421 -2.6312 -2.5405 -2.5069 0.2209 -3897384.8300 
-25.8582 6.0435 11.2066 0.1450 69.4514 0.0182 0.2659 7.7384 0.0025 1.0167 0.0329 -2.4997 0.0450 7.9096 7.7796 7.7741 7.7478 7.7312 7.7334 7.7350 7.7016 7.7230 7.7414 7.6954 7.7243 7.7075 7.6913 7.6981 7.7334 1.4993 1.4902 0.8719 0.8759 0.9631 0.9700 0.9660 0.9781 0.9915 0.9676 0.9476 0.9693 0.9766 0.9791 0.9758 0.9575 -2.4534 -2.4374 -2.4316 -2.3879 -2.6810 -2.7587 -2.7380 -2.7459 -2.5623 -2.3350 -2.3055 -2.5905 -2.6421 -2.6312 -2.5405 -2.5069 0.2209 -3897384.4387 
-25.8582 6.0435 11.0846 0.1450 69.4067 0.0182 0.2652 7.7396 0.0024 1.0193 0.0323 -2.4974 0.0455 7.9107 7.7796 7.7741 7.7478 7.7312 7.7336 7.7350 7.7016 7.7230 7.7414 7.6954 7.7229 7.7075 7.6913 7.6990 7.7334 1.4993 1.4902 0.8777 0.8774 0.9631 0.9698 0.9657 0.9780 0.9915 0.9698 0.9478 0.9693 0.9766 0.9780 0.9758 0.9575 -2.4534 -2.4510 -2.4316 -2.3879 -2.6810 -2.7587 -2.7380 -2.7459 -2.5623 -2.3350 -2.3055 -2.5905 -2.6421 -2.6378 -2.5314 -2.5069 0.2209 -3897378.9575 
-25.8582 6.0435 11.0846 0.1450 69.4261 0.0182 0.2652 7.7390 0.0015 1.0212 0.0249 -2.4691 0.0578 7.9107 7.7796 7.7730 7.7491 7.7312 7.7336 7.7351 7.7016 7.7230 7.7414 7.6954 7.7229 7.7075 7.6921 7.6993 7.7334 1.4993 1.4902 0.8777 0.8774 0.9631 0.9698 0.9657 0.9772 0.9915 0.9681 0.9478 0.9693 0.9766 0.9780 0.9758 0.9577 -2.4461 -2.4418 -2.4572 -2.3879 -2.6810 -2.7645 -2.7380 -2.7459 -2.5623 -2.3344 -2.3055 -2.5922 -2.6421 -2.6229 -2.5409 -2.4973 0.2209 -3897381.3901 
-25.8355 6.0435 11.0846 0.1450 69.4261 0.0182 0.2660 7.7393 0.0041 1.0227 0.0277 -2.4815 0.0570 7.9098 7.7789 7.7730 7.7493 7.7305 7.7336 7.7351 7.7016 7.7230 7.7414 7.6954 7.7229 7.7078 7.6914 7.6993 7.7334 1.4999 1.4902 0.8770 0.8767 0.9631 0.9690 0.9657 0.9776 0.9915 0.9684 0.9478 0.9704 0.9769 0.9780 0.9758 0.9577 -2.4461 -2.4418 -2.4572 -2.3879 -2.6810 -2.7628 -2.7380 -2.7459 -2.5590 -2.3384 -2.3055 -2.5922 -2.6421 -2.6220 -2.5409 -2.4973 0.2225 -3897386.0931 
