Gene_ID,Gene_name,Fourier_score,P_value,FDR
YNL213C,RRG9,7.90419980914463,0.00471,0.1322035
YNL032W,SIW14,7.57006438607955,0.00471,0.1322035
YJL066C,MPM1,7.67038186935385,0.00473,0.1322035
YNL311C,SKP2,7.63426839729759,0.00484,0.133614634146341
YLL063C,AYT1,7.47858341538053,0.00486,0.133614634146341
YOR256C,TRE2,7.49056513682126,0.00487,0.133614634146341
YBR166C,TYR1,7.6279432093508,0.0049,0.133614634146341
YMR168C,CEP3,7.65056052497855,0.0049,0.133614634146341
YDL138W,RGT2,7.69798018173538,0.00498,0.134894835680751
YCR024C,SLM5,7.65082607354496,0.00503,0.134894835680751
YGL008C,PMA1,7.52027783353405,0.00506,0.134894835680751
YCL057C-A,YCL057C-A,7.19251013208425,0.0051,0.134894835680751
YER140W,YER140W,7.55925362459807,0.00511,0.134894835680751
YER001W,MNN1,7.5662510926751,0.00512,0.134894835680751
YLR063W,YLR063W,7.56569843146067,0.00513,0.134894835680751
YOL127W,RPL25,7.6407515536608,0.00514,0.134894835680751
YDL191W,RPL35A,7.68300820037253,0.00517,0.135048130841121
YAL053W,FLC2,7.71645384326317,0.00521,0.135350462962963
YGR095C,RRP46,7.55563130973945,0.00523,0.135350462962963
YKR056W,TRM2,7.56371953279467,0.00537,0.137698623853211
YML076C,WAR1,7.29136813958912,0.00537,0.137698623853211
YBR050C,REG2,7.58700165795123,0.0054,0.137717272727273
YNR049C,MSO1,7.4357637156495,0.00542,0.137717272727273
YMR072W,ABF2,7.61842405076866,0.00547,0.137987387387387
YLR418C,CDC73,7.25852135159864,0.00548,0.137987387387387
YDL042C,SIR2,7.61607584934817,0.00552,0.138003125
YHR204W,MNL1,7.19715950849978,0.00553,0.138003125
YNL026W,SAM50,7.40278117487713,0.00556,0.138135111111111
YLR026C,SED5,7.52894172932587,0.00561,0.138760619469027
YGL212W,VAM7,7.37937806622067,0.00565,0.13913436123348
YJR005C-A,YJR005C-A,7.47386160078314,0.00568,0.139259649122807
YPL120W,VPS30,6.99572398624425,0.00574,0.14011615720524
YBR153W,RIB7,7.2788316818748,0.00578,0.140479130434783
YPL237W,SUI3,7.3981473914701,0.00593,0.143123275862069
YAL015C,NTG1,7.40497644660824,0.00594,0.143123275862069
YDR212W,TCP1,7.53067374149197,0.00601,0.143572222222222
YPL040C,ISM1,7.52239731267296,0.00601,0.143572222222222
YLR340W,RPP0,7.52956171610201,0.00605,0.143912765957447
YPR149W,NCE102,7.20146825850451,0.00617,0.146145338983051
YFR002W,NIC96,7.35666869542907,0.00623,0.14694388185654
YNL321W,VNX1,7.46569438101316,0.00627,0.147265966386555
YDR236C,FMN1,7.33554857313876,0.0063,0.147351464435146
YIL162W,SUC2,7.28367363351627,0.00633,0.14743625
YGR214W,RPS0A,7.59976403750223,0.00644,0.149375933609959
YKL138C-A,HSK3,7.48485928930643,0.0065,0.149756790123457
YPL143W,RPL33A,7.11009965870341,0.00651,0.149756790123457
YMR264W,CUE1,7.44525573658557,0.00662,0.151044081632653
YOR022C,YOR022C,7.49212615777851,0.00662,0.151044081632653
YFL025C,BST1,7.41184622414504,0.00672,0.151145
YGL207W,SPT16,7.50618997823545,0.00674,0.151145
YKL026C,GPX1,7.41788206373626,0.00676,0.151145
YOR312C,RPL20B,7.41368746426306,0.00676,0.151145
YDR100W,TVP15,7.49340901428677,0.0068,0.151145
YKL151C,YKL151C,7.20772990160368,0.00685,0.151145
YDL202W,MRPL11,7.46096357576584,0.00689,0.151145
YGL194C-A,YGL194C-A,6.93241050167228,0.00692,0.151145
YLR274W,MCM5,7.37283821804049,0.00692,0.151145
YKL001C,MET14,7.20249191911676,0.00693,0.151145
YOR258W,HNT3,7.39250206422183,0.00695,0.151145
